File: sales_sample_definition_deed_quality.csv
Rows: 9
Columns: 10
SHA-256 (saved bytes): c7b9cf7fa9fafbdb5f6d681b55b38aa4b12a0ed0fdf0d60fd443e6303c183aeb
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                           column inferred_type non_missing distinct               min               max               mean                 sd
                   sale_deed_type       VARCHAR           8        3                 -                 -                  -                  -
                      mydec_group       VARCHAR           9        4                 -                 -                  -                  -
                                n        BIGINT           9        9                 1            126274 32975.444444444445 42992.901196334475
           median_price_real_2022        DOUBLE           9        9  84140.4933233757  310920.003091443 200787.65487528383 102158.09277406849
             pct_below_50000_real        DOUBLE           9        9               0.0   32.003236521591 12.314566799562225 12.278396511014332
              hedonic_residual_sd        DOUBLE           8        8 0.393270933115244 0.522166325036336 0.4714034532463645 0.0510364422579301
pct_below_half_hedonic_prediction        DOUBLE           8        8  4.13244415126821  25.5279211637729  11.94685300203837  8.410282465996442
       resale_within_five_years_n        BIGINT           9        9                 0             22132             7924.0  8341.108994012726
     median_next_sale_price_ratio        DOUBLE           8        8 0.952381210063642  2.57524457771944 1.8447081757604176 0.6190977362963819
   pct_next_sale_more_than_double        DOUBLE           8        8  19.7632387493223  67.4495378230523  45.05799877649465 18.588120489898646
