File: sales_sample_definition_summary.csv
Rows: 6
Columns: 21
SHA-256 (saved bytes): 3c63951a6597b29bd728db4938a55a6c0e61607311e8144a21cf57ea461fe7b8
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                               column inferred_type non_missing distinct               min               max                mean                   sd
                               sample       VARCHAR           6        6                 -                 -                   -                    -
                                    n        BIGINT           6        6            233457            296779            261005.5    28289.14902749816
               change_from_production        BIGINT           6        6             -5248             58074             22300.5   28289.149027498155
               median_price_real_2022        DOUBLE           6        6  264312.015666821  308449.399702108   290353.2987460567   20695.457842952714
                  p10_price_real_2022        DOUBLE           6        5  53676.0212362913  91516.4095074288    74822.0922574885    18368.49398685303
                  p90_price_real_2022        DOUBLE           6        6  775248.963135494  838136.415855191   812755.4403835488    29216.36632006912
           pct_price_below_50000_real        DOUBLE           6        6  4.49333281932005   9.1401345782552   6.419405100662594   2.2052540550323587
          pct_invalid_seller_or_buyer        DOUBLE           6        6               0.0  3.21505048566343   2.389145390524787   1.2263389490607244
                 pct_same_named_party        DOUBLE           6        3               0.0 0.115237264092136 0.02034846243145261  0.04656659339402442
                       pct_other_deed        DOUBLE           6        4               0.0  19.4875648209611     7.9907120221449    9.322528481218892
      pct_special_or_limited_warranty        DOUBLE           6        4               0.0  10.1663787685487   4.752797564396903     5.21919093541965
            pct_missing_mydec_subtype        DOUBLE           6        6  35.1890530974451  40.0981765378635   38.86342380118345   1.8415792830020674
            pct_nonmarket_mydec_label        DOUBLE           6        2               0.0  1.44956347989581 0.24159391331596833   0.5917818125863127
                pct_complete_hedonics        DOUBLE           6        6  98.3020879051978  98.3192880897907   98.31228771677809 0.007043962327013426
                  hedonic_residual_sd        DOUBLE           6        6 0.459307647672618 0.492226375813567 0.47320795415442146 0.015079294287095205
    pct_below_half_hedonic_prediction        DOUBLE           6        6  4.81246378453267  7.62497815217056   5.943363484022645   1.3085696374820182
  pct_above_double_hedonic_prediction        DOUBLE           6        6   6.5841646932222  7.54110794377192   7.132336566750745   0.4294834435021165
           resale_within_five_years_n        BIGINT           6        5             46698             71316  56983.833333333336   10863.854995657235
         median_next_sale_price_ratio        DOUBLE           6        5  1.21360939356041  1.59522227750043    1.37109962078568  0.17370606531327354
       pct_next_sale_more_than_double        DOUBLE           6        5  27.1724699130584  39.4091087553985   32.63772083366548    5.722109049765314
count_2015_relative_to_adjacent_years        DOUBLE           6        6 0.571795180239785 0.975552143616393  0.8872744099239173  0.15606309933883084
