pin,pin10,year,lon,lat,x_3435,y_3435,row_id
17322220550000,1732222055,2021,-87.65052466973924,41.83240799028383,1170332.7871876163,1882259.2389041279,173222205500002021
17322220550000,1732222055,2022,-87.65052466973924,41.83240799028383,1170332.7871876163,1882259.2389041279,173222205500002022
17322220550000,1732222055,2023,-87.65052466973924,41.83240799028383,1170332.7871876163,1882259.2389041279,173222205500002023
17322220550000,1732222055,2024,-87.65052466973924,41.83240799028383,1170332.7871876163,1882259.2389041279,173222205500002024
17322220550000,1732222055,2025,-87.6505246697,41.8324079903,1170332.7871876163,1882259.2389041279,173222205500002025
20041260750000,2004126075,2007,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002007
20041260750000,2004126075,2008,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002008
20041260750000,2004126075,2009,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002009
20041260750000,2004126075,2010,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002010
20041260750000,2004126075,2011,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002011
20041260750000,2004126075,2012,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002012
20041260750000,2004126075,2013,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002013
20041260750000,2004126075,2014,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002014
20041260750000,2004126075,2015,-87.64178181143652,41.818140403846506,1172757.3008635934,1877079.2522068138,200412607500002015
20041260750000,2004126075,2016,-87.64178181068543,41.818140404046574,1172757.3010677455,1877079.2522813652,200412607500002016
20041260750000,2004126075,2017,-87.64178181068543,41.818140404046574,1172757.3010677455,1877079.2522813652,200412607500002017
20041260750000,2004126075,2018,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002018
20041260750000,2004126075,2019,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002019
20041260750000,2004126075,2020,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002020
20041260750000,2004126075,2021,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002021
20041260750000,2004126075,2022,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002022
20041260750000,2004126075,2023,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002023
20041260750000,2004126075,2024,-87.64178181060672,41.818140404086094,1172757.301089085,1877079.2522959395,200412607500002024
20041260750000,2004126075,2025,-87.6417818106,41.8181404041,1172757.3010890849,1877079.2522959395,200412607500002025
