File: resamples_through2014.parquet
Rows: 124251
Columns: 7
SHA-256 (saved bytes): 70e988adf971e1068d5be945e9cc47ff7391962895ccca4e2818b6a27564627e
Key: method, draw, alderman
Types: Stored Parquet schema.
Distinct counts: approximate (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

       column inferred_type non_missing distinct                  min                max                  mean                  sd
       method       VARCHAR      124251        3                    -                  -                     -                   -
         draw       INTEGER      124251      520                    1                499                 250.0  144.04918258016056
     alderman       VARCHAR      124251       83                    -                  -                     -                   -
        score        DOUBLE      124251   106936  -3.6267097914058195  4.510581296552141 5.557771939999255e-19   0.993961648430812
   raw_effect        DOUBLE      124251   137739  -0.8476121990076553 1.1889349358740215 1.061069803657414e-19 0.17016800018993114
    shrinkage        DOUBLE      124251   145961 0.011702995503786538 0.9717144037160421    0.7449898337935661 0.14683613296797157
cluster_count       INTEGER      124251        3                    9              60348               20131.0   28437.82999248393
