File: raw_processing_by_alderman.csv
Rows: 196
Columns: 12
SHA-256 (saved bytes): 135dc6b8ebfb009aa00cc56df628256f13b97b11fca086ba6afbfa6287c1b68b
Key: cutoff, alderman
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

             column inferred_type non_missing distinct                 min                max                  mean                  sd
           alderman       VARCHAR         196      113                   -                  -                     -                   -
          n_permits        BIGINT         196      154                  18               9560     977.3673469387755   1062.231645872223
             months        BIGINT         196       60                   4                203     79.14285714285714   51.08976514492997
         first_year        BIGINT         196       11                2006               2022     2008.892857142857   4.246718189921911
          last_year        BIGINT         196       13                2006               2022    2015.0051020408164   5.178354801582714
              wards       VARCHAR         196       52                   -                  -                     -                   -
          mean_days        DOUBLE         196      163  28.267857142857142 108.51401869158879     54.48907514191238  15.543079079138394
        median_days        DOUBLE         196       55                12.0               57.0    28.755102040816325  10.179603764884327
      mean_log_days        DOUBLE         196      163  2.5005331274586053  3.812238068222108    3.1479616338183676 0.27536028893816694
             cutoff        BIGINT         196        2                2014               2022    2018.6122448979593   3.962989426051608
              score        DOUBLE         196      196 -3.4455760928329915  3.335724428970714 1.557710876387337e-17  0.9974326016688018
geometric_mean_days        DOUBLE         196      163   12.18899051433991  45.25160179129683    24.169104633441854   6.601386764142664
