File: raw_processing_pairs.csv
Rows: 32409
Columns: 15
SHA-256 (saved bytes): b0854b33073b35165c445f7962f6de822a3b61ed66fb85517063a2aaba0b9bcd
Key: cutoff, market, measure, pair
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

      column inferred_type non_missing distinct                 min                max                 mean                 sd
  alderman_a       VARCHAR       32409      112                   -                  -                    -                  -
  alderman_b       VARCHAR       32409      112                   -                  -                    -                  -
observations        BIGINT       32409      349                   1              21216   29.110895121725445  419.8452490177504
      market       VARCHAR       32409        6                   -                  -                    -                  -
      cutoff        BIGINT       32409        2                2014               2022   2019.4473757289643   3.72901227714817
        pair       VARCHAR       32409     6328                   -                  -                    -                  -
     score_a        DOUBLE       32409      194 -3.4455760928329915  3.335724428970714  0.03715814464637581 1.0653993982213545
     score_b        DOUBLE       32409      194 -3.4455760928329915  3.335724428970714 -0.02964879597190828 0.9095561190559597
   permits_a        BIGINT       32409      153                  18               9560    1054.675460520226 1215.6497379749628
   permits_b        BIGINT       32409      152                  18               9560    1028.597426640748 1032.0081249450755
score_slower       VARCHAR       32409      112                   -                  -                    -                  -
     measure       VARCHAR       32409        3                   -                  -                    -                  -
       raw_a        DOUBLE       32409      377  2.5005331274586053 108.51401869158879   29.940982942259556  24.57914272797964
       raw_b        DOUBLE       32409      377  2.5005331274586053 108.51401869158879    29.33105756628786  23.90497421746087
   agreement       VARCHAR       32409        3                   -                  -                    -                  -
