project_id,pin10,reason,evidence
residential_297_group_17172140050000,1717214023,successor_base_centroid_15ft_outside_predecessor_union,Original PINs 1717214005 and 1717214006 share the 123 S Peoria permit chain; successor condo base 1717214023 reports year built 2021 and the same building.
