project_id,permit_id
residential_13222000330000,2555712
residential_13222000340000,2574787
residential_13222030070000,2431264
residential_13222030280000,2877290
residential_13222030310000,2706681
residential_13222060030000,2309356
residential_13222090130000,3158052
residential_13222090200000,2693874
residential_13222090220000,2196330
residential_13222110050000,1952893
residential_13222110100000,2371033
residential_13222110110000,3013156
residential_13222110150000,1962469
residential_13222130130000,2170332
residential_13222140150000,3189663
residential_13222140230000,2805376
residential_13222150230000,1862162
residential_13222150250000,2975877
residential_13222170260000,2671834
residential_13222180100000,2929120
residential_13222210020000,3130969
residential_13222210270000,1944445
residential_13222210340000,2984965
residential_13223040300000,2898475
residential_13223040310000,2898473
residential_13223040310000,2898475
residential_13223040320000,2346486
residential_13223040330000,2347395
residential_13223040340000,2347395
residential_13223040340000,2347399
residential_13223040350000,2347399
residential_13223040350000,2347404
residential_13223070420000,3033673
residential_13223070420000,3033674
residential_13223070430000,3033673
residential_13223070430000,3033674
residential_13223110060000,3165292
residential_13223110160000,2889761
residential_13223110160000,2894894
residential_13223110170000,2889761
residential_13223110170000,2894894
residential_13223130120000,2869988
residential_13223160530000,2834422
residential_13223160530000,2835390
residential_13223160540000,2834422
residential_13223160540000,2835390
residential_13223170050000,3201392
residential_13223190280000,2609407
residential_13223200490000,2713577
residential_13223200490000,2713589
residential_13223200500000,2713577
residential_13223200500000,2713589
residential_13223230060000,2800462
residential_13224000130000,2882115
residential_13224000370000,2718914
residential_13224000380000,2719799
residential_13224020250000,2594952
residential_13224060060000,2449127
residential_13224070120000,3136099
residential_13224160060000,2471959
residential_13224160060000,2471969
residential_13224210200000,2934189
residential_13224250140000,3016465
residential_13224250140000,3016466
residential_13224270200000,2588046
residential_13224270210000,2587971
residential_13224300270000,2600212
residential_13231010380000,2542131
residential_13231010390000,2542099
residential_13231010390000,2542131
residential_13231070200000,2752012
residential_13231070200000,2752013
residential_13231070210000,2752012
residential_13231070210000,2752013
residential_13231070220000,2751590
residential_13231070220000,2752014
residential_13231070230000,2751590
residential_13231070230000,2752014
residential_13231070240000,2751590
residential_13231070240000,2752014
residential_13231110310000,3052651
residential_13231150360000,2514385
residential_13231150370000,2514384
residential_13231230110000,2833297
residential_13231230170000,2680156
residential_13231280340000,2157663
residential_13231280350000,2157528
residential_13231280360000,2157569
residential_13231280390000,2556907
residential_13231280400000,2485195
residential_13231280410000,2556921
residential_13231280420000,2485229
residential_13231280440000,2107932
residential_13231280440000,2119769
residential_13231280450000,2756104
residential_13231280450000,2769952
residential_13231280460000,2157651
residential_13231280470000,2157675
residential_13231280480000,2598763
residential_13231280490000,2598762
residential_13231280500000,2598761
residential_13231280500000,2598762
residential_13231280500000,2598763
residential_13231280510000,2744095
residential_13231280520000,2835282
residential_13231280530000,2756104
residential_13231280530000,2769952
residential_13231280540000,2757499
residential_13231280540000,2757503
residential_13231280550000,2757499
residential_13232030190000,2144502
residential_13232100030000,2642724
residential_13232130400000,2905518
residential_13232130430000,2453273
residential_13232140080000,2510154
residential_13232140260000,2565951
residential_13232140260000,2565952
residential_13232140260000,2565953
residential_13232140260000,2565954
residential_13232140260000,2565955
residential_13232140270000,2565951
residential_13232140270000,2565952
residential_13232140270000,2565953
residential_13232140270000,2565954
residential_13232140270000,2565955
residential_13232140280000,2565951
residential_13232140280000,2565952
residential_13232140280000,2565953
residential_13232140280000,2565954
residential_13232140280000,2565955
residential_13232140290000,2565951
residential_13232140290000,2565952
residential_13232140290000,2565953
residential_13232140290000,2565954
residential_13232140290000,2565955
residential_13232140300000,2565951
residential_13232140300000,2565952
residential_13232140300000,2565953
residential_13232140300000,2565954
residential_13232140300000,2565955
residential_13232180060000,3064991
residential_13232180070000,3064990
residential_13232180380000,1684494
residential_13232230180000,2950206
residential_13232240160000,3175466
residential_13232270360000,3148688
residential_13233010350000,2562310
residential_13233010360000,2562310
residential_13233030030000,1683759
residential_13233050340000,3139213
residential_13233050340000,3139243
residential_13233050340000,3139284
residential_13233050350000,3139213
residential_13233050350000,3139243
residential_13233050350000,3139284
residential_13233050360000,3139213
residential_13233050360000,3139243
residential_13233050360000,3139284
residential_13233060100000,2916537
residential_13233060310000,2571836
residential_13233120240000,2786126
residential_13233170340000,3226054
residential_13233180100000,2868221
residential_13233200100000,2996591
residential_13233200100000,3055584
residential_13233210350000,2505272
residential_13233220010000,2498180
residential_13233220450000,2498180
residential_13233220460000,2498180
residential_13233310350000,3143358
residential_13234060410000,3046111
residential_13234080450000,2888901
residential_13234080460000,2889002
residential_13234090220000,3066614
residential_13241000100000,2321938
residential_13241000100000,2396449
residential_13241000100000,2396810
residential_13241000100000,2406567
residential_13241000100000,2406593
residential_13241000100000,2431031
residential_13241000100000,2446156
residential_13241000380000,2321938
residential_13241000380000,2396449
residential_13241000380000,2396810
residential_13241000380000,2406567
residential_13241000380000,2406593
residential_13241000380000,2431031
residential_13241000380000,2446156
residential_13241050280000,2819145
residential_13241060100000,2952990
residential_13241060240000,1838667
residential_13241060240000,1957488
residential_13241060250000,1955577
residential_13241060310000,2473743
residential_13241070170000,2684420
residential_13241130070000,2683387
residential_13241140030000,3076293
residential_13241140370000,2264102
residential_13241170280000,3149744
residential_13241170470000,3203433
residential_13241170480000,3203431
residential_13241180020000,2836926
residential_13241180180000,2612630
residential_13241210070000,2770656
residential_13241210260000,3211977
residential_13241210270000,2878094
residential_13241210280000,2768224
residential_13241210280000,3012509
residential_13241210430000,2777909
residential_13241220060000,2937743
residential_13241220120000,2448444
residential_13241220130000,2860901
residential_13241220290000,2162010
residential_13241220420000,2552450
residential_13241220420000,2552451
residential_13241220450000,2742398
residential_13241220470000,2162011
residential_13241300120000,2980481
residential_13241310430000,2404915
residential_13241310440000,2404897
residential_13241310440000,2445953
residential_13241310450000,2404897
residential_13241310450000,2445953
residential_13241310460000,2445957
residential_13241310470000,2445957
residential_13241310470000,2445981
residential_13241310470000,2445986
residential_13241310480000,2445957
residential_13241310480000,2445981
residential_13241310480000,2445986
residential_13241310490000,2404988
residential_13241310500000,2404988
residential_13241310520000,2878467
residential_13241310520000,2878474
residential_13241310530000,2878003
residential_13241310540000,2849187
residential_13242020180000,2389614
residential_13242030050000,1951818
residential_13242030180000,2842776
residential_13242030290000,3182751
residential_13242040150000,2919344
residential_13242040160000,2559273
residential_13242080030000,2542945
residential_13242080120000,2517691
residential_13242080120000,2602238
residential_13242080130000,2517320
residential_13242080140000,2397856
residential_13242080160000,3020808
residential_13242080170000,2724875
residential_13242080180000,2742370
residential_13242080210000,3172232
residential_13242080260000,2635911
residential_13242080270000,2686190
residential_13242080370000,2697064
residential_13242090090000,2714888
residential_13242090100000,2654781
residential_13242090150000,2545094
residential_13242090410000,2539292
residential_13242090420000,2539328
residential_13242090430000,2539404
residential_13242090440000,2539404
residential_13242120040000,1706409
residential_13242120040000,1706410
residential_13242120040000,1706411
residential_13242120040000,1706412
residential_13242120040000,1706413
residential_13242120040000,1708320
residential_13242120040000,1713361
residential_13242120040000,1713509
residential_13242120040000,1713510
residential_13242120040000,1713511
residential_13242120040000,1713512
residential_13242120040000,1713522
residential_13242120040000,1713523
residential_13242120040000,1713524
residential_13242120040000,1713525
residential_13242120040000,1716239
residential_13242120040000,1716240
residential_13242120040000,1720315
residential_13242120040000,1720316
residential_13242120040000,1720317
residential_13242120040000,1720318
residential_13242120040000,1753125
residential_13242120050000,1706409
residential_13242120050000,1706410
residential_13242120050000,1706411
residential_13242120050000,1706412
residential_13242120050000,1706413
residential_13242120050000,1708320
residential_13242120050000,1713361
residential_13242120050000,1713509
residential_13242120050000,1713510
residential_13242120050000,1713511
residential_13242120050000,1713512
residential_13242120050000,1713522
residential_13242120050000,1713523
residential_13242120050000,1713524
residential_13242120050000,1713525
residential_13242120050000,1716239
residential_13242120050000,1716240
residential_13242120050000,1720315
residential_13242120050000,1720316
residential_13242120050000,1720317
residential_13242120050000,1720318
residential_13242120050000,1753125
residential_13242120060000,1706409
residential_13242120060000,1706410
residential_13242120060000,1706411
residential_13242120060000,1706412
residential_13242120060000,1706413
residential_13242120060000,1708320
residential_13242120060000,1713361
residential_13242120060000,1713509
residential_13242120060000,1713510
residential_13242120060000,1713511
residential_13242120060000,1713512
residential_13242120060000,1713522
residential_13242120060000,1713523
residential_13242120060000,1713524
residential_13242120060000,1713525
residential_13242120060000,1716239
residential_13242120060000,1716240
residential_13242120060000,1720315
residential_13242120060000,1720316
residential_13242120060000,1720317
residential_13242120060000,1720318
residential_13242120060000,1753125
residential_13242120070000,1706409
residential_13242120070000,1706410
residential_13242120070000,1706411
residential_13242120070000,1706412
residential_13242120070000,1706413
residential_13242120070000,1708320
residential_13242120070000,1713361
residential_13242120070000,1713509
residential_13242120070000,1713510
residential_13242120070000,1713511
residential_13242120070000,1713512
residential_13242120070000,1713522
residential_13242120070000,1713523
residential_13242120070000,1713524
residential_13242120070000,1713525
residential_13242120070000,1716239
residential_13242120070000,1716240
residential_13242120070000,1720315
residential_13242120070000,1720316
residential_13242120070000,1720317
residential_13242120070000,1720318
residential_13242120070000,1753125
residential_13242120080000,1706409
residential_13242120090000,1706409
residential_13242120090000,1706410
residential_13242120090000,1706411
residential_13242120090000,1706412
residential_13242120090000,1706413
residential_13242120090000,1708320
residential_13242120090000,1713361
residential_13242120090000,1713509
residential_13242120090000,1713510
residential_13242120090000,1713511
residential_13242120090000,1713512
residential_13242120090000,1713522
residential_13242120090000,1713523
residential_13242120090000,1713524
residential_13242120090000,1713525
residential_13242120090000,1716239
residential_13242120090000,1716240
residential_13242120090000,1720315
residential_13242120090000,1720316
residential_13242120090000,1720317
residential_13242120090000,1720318
residential_13242120090000,1753125
residential_13242120100000,1706409
residential_13242120100000,1706410
residential_13242120100000,1706411
residential_13242120100000,1706412
residential_13242120100000,1706413
residential_13242120100000,1708320
residential_13242120100000,1713361
residential_13242120100000,1713509
residential_13242120100000,1713510
residential_13242120100000,1713511
residential_13242120100000,1713512
residential_13242120100000,1713522
residential_13242120100000,1713523
residential_13242120100000,1713524
residential_13242120100000,1713525
residential_13242120100000,1716239
residential_13242120100000,1716240
residential_13242120100000,1720315
residential_13242120100000,1720316
residential_13242120100000,1720317
residential_13242120100000,1720318
residential_13242120100000,1753125
residential_13242120110000,1713523
residential_13242120110000,1713524
residential_13242120120000,1713522
residential_13242130010000,1706409
residential_13242130010000,1706410
residential_13242130010000,1706411
residential_13242130010000,1706412
residential_13242130010000,1706413
residential_13242130010000,1708320
residential_13242130010000,1713361
residential_13242130010000,1713509
residential_13242130010000,1713510
residential_13242130010000,1713511
residential_13242130010000,1713512
residential_13242130010000,1713522
residential_13242130010000,1713523
residential_13242130010000,1713524
residential_13242130010000,1713525
residential_13242130010000,1716239
residential_13242130010000,1716240
residential_13242130010000,1720315
residential_13242130010000,1720316
residential_13242130010000,1720317
residential_13242130010000,1720318
residential_13242130010000,1753125
residential_13242130020000,1706409
residential_13242130020000,1706410
residential_13242130020000,1706411
residential_13242130020000,1706412
residential_13242130020000,1706413
residential_13242130020000,1708320
residential_13242130020000,1713361
residential_13242130020000,1713509
residential_13242130020000,1713510
residential_13242130020000,1713511
residential_13242130020000,1713512
residential_13242130020000,1713522
residential_13242130020000,1713523
residential_13242130020000,1713524
residential_13242130020000,1713525
residential_13242130020000,1716239
residential_13242130020000,1716240
residential_13242130020000,1720315
residential_13242130020000,1720316
residential_13242130020000,1720317
residential_13242130020000,1720318
residential_13242130020000,1753125
residential_13242130030000,1706409
residential_13242130030000,1706410
residential_13242130030000,1706411
residential_13242130030000,1706412
residential_13242130030000,1706413
residential_13242130030000,1708320
residential_13242130030000,1713361
residential_13242130030000,1713509
residential_13242130030000,1713510
residential_13242130030000,1713511
residential_13242130030000,1713512
residential_13242130030000,1713522
residential_13242130030000,1713523
residential_13242130030000,1713524
residential_13242130030000,1713525
residential_13242130030000,1716239
residential_13242130030000,1716240
residential_13242130030000,1720315
residential_13242130030000,1720316
residential_13242130030000,1720317
residential_13242130030000,1720318
residential_13242130030000,1753125
residential_13242130040000,1706409
residential_13242130040000,1706410
residential_13242130040000,1706411
residential_13242130040000,1706412
residential_13242130040000,1706413
residential_13242130040000,1708320
residential_13242130040000,1713361
residential_13242130040000,1713509
residential_13242130040000,1713510
residential_13242130040000,1713511
residential_13242130040000,1713512
residential_13242130040000,1713522
residential_13242130040000,1713523
residential_13242130040000,1713524
residential_13242130040000,1713525
residential_13242130040000,1716239
residential_13242130040000,1716240
residential_13242130040000,1720315
residential_13242130040000,1720316
residential_13242130040000,1720317
residential_13242130040000,1720318
residential_13242130040000,1753125
residential_13242130060000,1706409
residential_13242130060000,1706410
residential_13242130060000,1706411
residential_13242130060000,1706412
residential_13242130060000,1706413
residential_13242130060000,1708320
residential_13242130060000,1713361
residential_13242130060000,1713509
residential_13242130060000,1713510
residential_13242130060000,1713511
residential_13242130060000,1713512
residential_13242130060000,1713522
residential_13242130060000,1713523
residential_13242130060000,1713524
residential_13242130060000,1713525
residential_13242130060000,1716239
residential_13242130060000,1716240
residential_13242130060000,1720315
residential_13242130060000,1720316
residential_13242130060000,1720317
residential_13242130060000,1720318
residential_13242130060000,1753125
residential_13242130070000,1706409
residential_13242130070000,1706410
residential_13242130070000,1706411
residential_13242130070000,1706412
residential_13242130070000,1706413
residential_13242130070000,1708320
residential_13242130070000,1713361
residential_13242130070000,1713509
residential_13242130070000,1713510
residential_13242130070000,1713511
residential_13242130070000,1713512
residential_13242130070000,1713522
residential_13242130070000,1713523
residential_13242130070000,1713524
residential_13242130070000,1713525
residential_13242130070000,1716239
residential_13242130070000,1716240
residential_13242130070000,1720315
residential_13242130070000,1720316
residential_13242130070000,1720317
residential_13242130070000,1720318
residential_13242130070000,1753125
residential_13242130080000,1706409
residential_13242130080000,1706410
residential_13242130080000,1706411
residential_13242130080000,1706412
residential_13242130080000,1706413
residential_13242130080000,1708320
residential_13242130080000,1713361
residential_13242130080000,1713509
residential_13242130080000,1713510
residential_13242130080000,1713511
residential_13242130080000,1713512
residential_13242130080000,1713522
residential_13242130080000,1713523
residential_13242130080000,1713524
residential_13242130080000,1713525
residential_13242130080000,1716239
residential_13242130080000,1716240
residential_13242130080000,1720315
residential_13242130080000,1720316
residential_13242130080000,1720317
residential_13242130080000,1720318
residential_13242130080000,1753125
residential_13242130090000,1713509
residential_13242130090000,1713510
residential_13242130100000,1720317
residential_13242130100000,1720318
residential_13242130110000,1706409
residential_13242130110000,1706410
residential_13242130110000,1706411
residential_13242130110000,1706412
residential_13242130110000,1706413
residential_13242130110000,1708320
residential_13242130110000,1713361
residential_13242130110000,1713509
residential_13242130110000,1713510
residential_13242130110000,1713511
residential_13242130110000,1713512
residential_13242130110000,1713522
residential_13242130110000,1713523
residential_13242130110000,1713524
residential_13242130110000,1713525
residential_13242130110000,1716239
residential_13242130110000,1716240
residential_13242130110000,1720315
residential_13242130110000,1720316
residential_13242130110000,1720317
residential_13242130110000,1720318
residential_13242130110000,1753125
residential_13242130120000,1706409
residential_13242130120000,1706410
residential_13242130120000,1706411
residential_13242130120000,1706412
residential_13242130120000,1706413
residential_13242130120000,1708320
residential_13242130120000,1713361
residential_13242130120000,1713509
residential_13242130120000,1713510
residential_13242130120000,1713511
residential_13242130120000,1713512
residential_13242130120000,1713522
residential_13242130120000,1713523
residential_13242130120000,1713524
residential_13242130120000,1713525
residential_13242130120000,1716239
residential_13242130120000,1716240
residential_13242130120000,1720315
residential_13242130120000,1720316
residential_13242130120000,1720317
residential_13242130120000,1720318
residential_13242130120000,1753125
residential_13242130160000,2647095
residential_13242130170000,2647095
residential_13242130180000,2647036
residential_13242130180000,2647038
residential_13242130200000,2647017
residential_13242130200000,2647031
residential_13243010160000,3216545
residential_13243020270000,1732202
residential_13243020330000,1791486
residential_13243020330000,1793321
residential_13243020330000,1794242
residential_13243020340000,1791486
residential_13243020340000,1793321
residential_13243020340000,1794242
residential_13243020350000,1791486
residential_13243020350000,1793321
residential_13243020350000,1794242
residential_13243030430000,1649893
residential_13243030430000,1654947
residential_13243040460000,2460163
residential_13243040470000,1628051
residential_13243040470000,1670741
residential_13243050390000,1664186
residential_13243050390000,1811147
residential_13243050390000,1816198
residential_13243050440000,1664186
residential_13243050440000,1811147
residential_13243050440000,1816198
residential_13243050450000,1664186
residential_13243050450000,1811147
residential_13243050450000,1816198
residential_13243050460000,1664186
residential_13243050460000,1811147
residential_13243050460000,1816198
residential_13243050470000,1664186
residential_13243050470000,1811147
residential_13243050470000,1816198
residential_13243050480000,1664186
residential_13243050480000,1811147
residential_13243050480000,1816198
residential_13243050490000,1664186
residential_13243050490000,1811147
residential_13243050490000,1816198
residential_13243050500000,1664186
residential_13243050500000,1811147
residential_13243050500000,1816198
residential_13243050510000,1664186
residential_13243050510000,1811147
residential_13243050510000,1816198
residential_13243050520000,1664186
residential_13243050520000,1811147
residential_13243050520000,1816198
residential_13243050540000,1645375
residential_13243050550000,1645375
residential_13243050600000,1811147
residential_13243050600000,2424574
residential_13243050600000,2424580
residential_13243050600000,2447937
residential_13243050600000,2447946
residential_13243050600000,2447953
residential_13243050600000,2447962
residential_13243050600000,2478814
residential_13243050600000,2478820
residential_13243050600000,2478823
residential_13243050600000,2478828
residential_13243050600000,2512323
residential_13243050600000,2512332
residential_13243050600000,2512335
residential_13243050600000,2512341
residential_13243050600000,2512342
residential_13243050600000,2512344
residential_13243050600000,2512348
residential_13243050600000,2512351
residential_13243050600000,2512353
residential_13243050600000,2512354
residential_13243050600000,2538071
residential_13243050600000,2538077
residential_13243050600000,2538078
residential_13243050600000,2538079
residential_13243050600000,2538081
residential_13243050600000,2538082
residential_13243050610000,1811147
residential_13243050610000,2424574
residential_13243050610000,2424580
residential_13243050610000,2447937
residential_13243050610000,2447946
residential_13243050610000,2447953
residential_13243050610000,2447962
residential_13243050610000,2478814
residential_13243050610000,2478820
residential_13243050610000,2478823
residential_13243050610000,2478828
residential_13243050610000,2512323
residential_13243050610000,2512332
residential_13243050610000,2512335
residential_13243050610000,2512341
residential_13243050610000,2512342
residential_13243050610000,2512344
residential_13243050610000,2512348
residential_13243050610000,2512351
residential_13243050610000,2512353
residential_13243050610000,2512354
residential_13243050610000,2538071
residential_13243050610000,2538077
residential_13243050610000,2538078
residential_13243050610000,2538079
residential_13243050610000,2538081
residential_13243050610000,2538082
residential_13243050620000,1811147
residential_13243050620000,2424574
residential_13243050620000,2424580
residential_13243050620000,2447937
residential_13243050620000,2447946
residential_13243050620000,2447953
residential_13243050620000,2447962
residential_13243050620000,2478814
residential_13243050620000,2478820
residential_13243050620000,2478823
residential_13243050620000,2478828
residential_13243050620000,2512323
residential_13243050620000,2512332
residential_13243050620000,2512335
residential_13243050620000,2512341
residential_13243050620000,2512342
residential_13243050620000,2512344
residential_13243050620000,2512348
residential_13243050620000,2512351
residential_13243050620000,2512353
residential_13243050620000,2512354
residential_13243050620000,2538071
residential_13243050620000,2538077
residential_13243050620000,2538078
residential_13243050620000,2538079
residential_13243050620000,2538081
residential_13243050620000,2538082
residential_13243050630000,1811147
residential_13243050630000,2424574
residential_13243050630000,2424580
residential_13243050630000,2447937
residential_13243050630000,2447946
residential_13243050630000,2447953
residential_13243050630000,2447962
residential_13243050630000,2478814
residential_13243050630000,2478820
residential_13243050630000,2478823
residential_13243050630000,2478828
residential_13243050630000,2512323
residential_13243050630000,2512332
residential_13243050630000,2512335
residential_13243050630000,2512341
residential_13243050630000,2512342
residential_13243050630000,2512344
residential_13243050630000,2512348
residential_13243050630000,2512351
residential_13243050630000,2512353
residential_13243050630000,2512354
residential_13243050630000,2538071
residential_13243050630000,2538077
residential_13243050630000,2538078
residential_13243050630000,2538079
residential_13243050630000,2538081
residential_13243050630000,2538082
residential_13243050640000,1811147
residential_13243050640000,2424574
residential_13243050640000,2424580
residential_13243050640000,2447937
residential_13243050640000,2447946
residential_13243050640000,2447953
residential_13243050640000,2447962
residential_13243050640000,2478814
residential_13243050640000,2478820
residential_13243050640000,2478823
residential_13243050640000,2478828
residential_13243050640000,2512323
residential_13243050640000,2512332
residential_13243050640000,2512335
residential_13243050640000,2512341
residential_13243050640000,2512342
residential_13243050640000,2512344
residential_13243050640000,2512348
residential_13243050640000,2512351
residential_13243050640000,2512353
residential_13243050640000,2512354
residential_13243050640000,2538071
residential_13243050640000,2538077
residential_13243050640000,2538078
residential_13243050640000,2538079
residential_13243050640000,2538081
residential_13243050640000,2538082
residential_13243050650000,1811147
residential_13243050650000,2424574
residential_13243050650000,2424580
residential_13243050650000,2447937
residential_13243050650000,2447946
residential_13243050650000,2447953
residential_13243050650000,2447962
residential_13243050650000,2478814
residential_13243050650000,2478820
residential_13243050650000,2478823
residential_13243050650000,2478828
residential_13243050650000,2512323
residential_13243050650000,2512332
residential_13243050650000,2512335
residential_13243050650000,2512341
residential_13243050650000,2512342
residential_13243050650000,2512344
residential_13243050650000,2512348
residential_13243050650000,2512351
residential_13243050650000,2512353
residential_13243050650000,2512354
residential_13243050650000,2538071
residential_13243050650000,2538077
residential_13243050650000,2538078
residential_13243050650000,2538079
residential_13243050650000,2538081
residential_13243050650000,2538082
residential_13243050910000,2671379
residential_13243050920000,2671379
residential_13243050930000,2671379
residential_13243050940000,2671379
residential_13243060660000,2366909
residential_13243070030000,1646417
residential_13243070210000,3238606
residential_13243090060000,2281538
residential_13243100320000,1654472
residential_13243110330000,2440776
residential_13243110370000,2800731
residential_13243110430000,3210086
residential_13243110430000,3210109
residential_13243140520000,2738015
residential_13243140620000,2795921
residential_13243140620000,3106998
residential_13243160110000,2507754
residential_13243190150000,2512473
residential_13243190220000,3166647
residential_13243200380000,3108793
residential_13244060290000,2476923
residential_13251070090000,2377615
residential_13251070100000,2377614
residential_13251080160000,3042789
residential_13251090190000,2431541
residential_13251160020000,2351420
residential_13251160040000,2731112
residential_13251160300000,2351420
residential_13251190380000,2772078
residential_13251200070000,2537779
residential_13251200240000,3120452
residential_13251200410000,2760577
residential_13251200420000,2938931
residential_13251200430000,2938942
residential_13251210220000,1660024
residential_13251240190000,2398837
residential_13251290080000,2678651
residential_13251340180000,3185901
residential_13251350160000,3172976
residential_13252010140000,2739436
residential_13252030300000,2863415
residential_13252030460000,1674859
residential_13252030460000,1675476
residential_13252030460000,1675507
residential_13252030460000,1675512
residential_13252030460000,1675518
residential_13252030460000,1675533
residential_13252030460000,1675538
residential_13252030460000,1675543
residential_13252030460000,1675545
residential_13252030460000,1675547
residential_13252030460000,1675589
residential_13252030470000,1674859
residential_13252030470000,1675476
residential_13252030470000,1675507
residential_13252030470000,1675512
residential_13252030470000,1675518
residential_13252030470000,1675533
residential_13252030470000,1675538
residential_13252030470000,1675543
residential_13252030470000,1675545
residential_13252030470000,1675547
residential_13252030470000,1675589
residential_13252030480000,1674859
residential_13252030480000,1675476
residential_13252030480000,1675507
residential_13252030480000,1675512
residential_13252030480000,1675518
residential_13252030480000,1675533
residential_13252030480000,1675538
residential_13252030480000,1675543
residential_13252030480000,1675545
residential_13252030480000,1675547
residential_13252030480000,1675589
residential_13252030490000,1674859
residential_13252030490000,1675476
residential_13252030490000,1675507
residential_13252030490000,1675512
residential_13252030490000,1675518
residential_13252030490000,1675533
residential_13252030490000,1675538
residential_13252030490000,1675543
residential_13252030490000,1675545
residential_13252030490000,1675547
residential_13252030490000,1675589
residential_13252030500000,1674859
residential_13252030500000,1675476
residential_13252030500000,1675507
residential_13252030500000,1675512
residential_13252030500000,1675518
residential_13252030500000,1675533
residential_13252030500000,1675538
residential_13252030500000,1675543
residential_13252030500000,1675545
residential_13252030500000,1675547
residential_13252030500000,1675589
residential_13252030510000,1674426
residential_13252030510000,1674427
residential_13252030510000,1674428
residential_13252030510000,1675487
residential_13252030510000,1675491
residential_13252030510000,1675524
residential_13252030540000,1674426
residential_13252030540000,1674427
residential_13252030540000,1674428
residential_13252030540000,1675487
residential_13252030540000,1675491
residential_13252030540000,1675524
residential_13252030550000,1674426
residential_13252030550000,1674427
residential_13252030550000,1674428
residential_13252030550000,1675487
residential_13252030550000,1675491
residential_13252030550000,1675524
residential_13252030620000,2383753
residential_13252030620000,2419214
residential_13252030620000,2499874
residential_13252030630000,2383753
residential_13252030630000,2419214
residential_13252030630000,2499874
residential_13252030640000,2499852
residential_13252030640000,2499874
residential_13252030650000,2498803
residential_13252030650000,2499852
residential_13252030660000,2498749
residential_13252030660000,2498803
residential_13252030660000,2563225
residential_13252040220000,2504700
residential_13252080070000,2735748
residential_13252080070000,2735762
residential_13252080080000,2735748
residential_13252160120000,2436476
residential_13252160360000,2299629
residential_13252160370000,2299627
residential_13252160380000,2561987
residential_13252160410000,2591760
residential_13252160510000,1759178
residential_13252160510000,1759179
residential_13252170140000,2503447
residential_13252170150000,2503379
residential_13252180310000,2714248
residential_13252180320000,2726288
residential_13252180470000,2886920
residential_13252180470000,2890518
residential_13252180480000,2886920
residential_13252200160000,1865851
residential_13252260020000,2689401
residential_13252260030000,2689393
residential_13252280070000,2504343
residential_13252280110000,2439906
residential_13252280130000,2917195
residential_13252280170000,2251064
residential_13252290110000,3146223
residential_13253020240000,2975231
residential_13253020240000,2995671
residential_13253020270000,2694702
residential_13253020330000,2887487
residential_13253020330000,3050646
residential_13253020340000,2887481
residential_13253050120000,3091329
residential_13253070050000,2546764
residential_13253070580000,2759252
residential_13253070590000,2759252
residential_13253070590000,2789004
residential_13253070640000,2661742
residential_13253100020000,2920101
residential_13253100030000,3133157
residential_13253100110000,2970332
residential_13253200090000,2483459
residential_13253220140000,3220712
residential_13253220190000,3085825
residential_13253220210000,2993514
residential_13253220270000,2825239
residential_13253230140000,2871470
residential_13254000220000,2877993
residential_13254000260000,1717886
residential_13254020150000,2256166
residential_13254050110000,2857488
residential_13254050110000,2857507
residential_13254050120000,2761674
residential_13254050120000,2857488
residential_13254050130000,2761674
residential_13254060180000,3196089
residential_13254070110000,3131591
residential_13254090110000,2871004
residential_13254100030000,2866509
residential_13254100040000,2866499
residential_13254100110000,2697085
residential_13254100170000,1685288
residential_13254100340000,2841453
residential_13254100340000,2841458
residential_13254100350000,2841453
residential_13254100350000,2841458
residential_13254160190000,2576890
residential_13254160290000,3154673
residential_13254170120000,2969129
residential_13254180150000,2539904
residential_13254190110000,2872648
residential_13254190190000,2856270
residential_13254200260000,2533566
residential_13254200270000,2533566
residential_13254200270000,2533570
residential_13254210060000,3184792
residential_13254210180000,2991834
residential_13254210210000,1837916
residential_13254210230000,3026953
residential_13254210250000,2547391
residential_13254210250000,2578008
residential_13254210260000,2547391
residential_13254210260000,2578008
residential_13254220180000,3043033
residential_13254220250000,2646941
residential_13254220260000,2646942
residential_13254220340000,1716258
residential_13254220350000,1716319
residential_13254230130000,2667017
residential_13254230170000,2878045
residential_13254250150000,2562157
residential_13254260090000,2828988
residential_13254260100000,2828980
residential_13254260100000,2828988
residential_13254260200000,2953060
residential_13254270100000,2603562
residential_13254270110000,2603561
residential_13254270110000,2603562
residential_13254270120000,3215121
residential_13254270160000,3023313
residential_13254270220000,2570184
residential_13254270350000,2677148
residential_13254280050000,3186839
residential_13254280080000,3186414
residential_13254280130000,3004216
residential_13254280450000,2705947
residential_13254280450000,2705950
residential_13254280460000,2705947
residential_13254290270000,3183235
residential_13254290280000,2670921
residential_13254290380000,2696056
residential_13254290390000,2696057
residential_13254300120000,2487178
residential_13254300270000,2581230
residential_13254300280000,2581230
residential_13254300280000,2635112
residential_13254300290000,2685665
residential_13254300410000,1682519
residential_13254300420000,1682492
residential_13254300420000,1682516
residential_13254300430000,1682492
residential_13254300440000,2821249
residential_13254300450000,2821249
residential_13254310010000,2916758
residential_13254310070000,3223363
residential_13254310130000,2729028
residential_13254310150000,2832089
residential_13261070380000,2768882
residential_13261110160000,2890395
residential_13261160270000,2801891
residential_13261160600000,2473940
residential_13261170120000,2841609
residential_13261260030000,2491733
residential_13261260030000,2491734
