project_id,source_family,source_project_ids,source_addresses,component_pins,project_kind,construction_year,dwelling_units,building_sqft,land_sqft,allow_far,allow_dupac,far,dupac,class_values,external_multifamily,multifamily_source,source_row_ids,tax_year,evidence_ids,decision_references,decision_reason,geometry_source,geometry_evidence,x_3435,y_3435,location_resolved,zoning_group,zoning_year,zoning_source,zoning_note
commercial_17051150730000,commercial,commercial_17051150730000,1222 N BOSWORTH CHICAGO,17051150730000/17051150740000/17051150980000,commercial_entity_family,2019,10,14953,8060,TRUE,TRUE,1.8552109181141438,54.044665012406945,NA,TRUE,selected_assessor_class_and_finished_home_count,60624,2024,NA,NA,NA,historical_parcel_centroid,1139247/1139356/1139420,1165772.112158302,1908363.4290395407,TRUE,NA,NA,NA,NA
commercial_17051160950000,commercial,commercial_17051160950000,1510 W DIVISION CHICAGO,17051160950000,commercial_entity_family,2014,12,18228,5568,TRUE,TRUE,3.273706896551724,93.87931034482759,NA,TRUE,selected_assessor_class_and_finished_home_count,60627,2024,NA,NA,NA,historical_parcel_centroid,560311,1166018.479995493,1908196.9801476072,TRUE,NA,NA,NA,NA
commercial_17052140150000,commercial,commercial_17052140150000,1515 N FREMONT CHICAGO,17052140150000,commercial_entity_family,2015,98,52881,10401,TRUE,TRUE,5.084222670897029,410.4297663686184,NA,TRUE,selected_assessor_class_and_finished_home_count,43195,2024,NA,NA,NA,historical_parcel_centroid,1390434,1170032.2907628485,1910191.3226155667,TRUE,NA,NA,NA,NA
commercial_17052140160000,commercial,commercial_17052140160000,840 W BLACKHAWK CHICAGO,17052140160000,commercial_entity_family,2011,324,434320,50597,TRUE,TRUE,8.583908136846057,278.9382769729431,NA,TRUE,selected_assessor_class_and_finished_home_count,43196,2024,NA,NA,NA,historical_parcel_centroid,872427,1170277.7794705932,1910174.0759322648,TRUE,NA,NA,NA,NA
commercial_17053010190000,commercial,commercial_17053010190000,1517 W HADDON CHICAGO,17053010190000/17053010200000,commercial_entity_family,2015,40,40853,12936,TRUE,TRUE,3.1580859616573904,134.69387755102042,NA,TRUE,selected_assessor_class_and_finished_home_count,60636,2024,permit_100547689/Wicker_Park_Lofts,construction_modifications.csv:row261,The completed building contains 40 apartments despite an earlier 41-unit permit count,historical_parcel_centroid,553251/553373,1165966.3112468307,1907645.0149293588,TRUE,NA,NA,NA,NA
commercial_17053090020000,commercial,commercial_17053090020000,1023 N ASHLAND CHICAGO,17053090020000/17053090030000/17053090040000/17053090050000/17053090060000/17053090070000,commercial_entity_family,2018,33,51735,14687,TRUE,TRUE,3.5225028937155307,97.87431061482944,NA,TRUE,selected_assessor_class_and_finished_home_count,60639,2024,NA,NA,NA,historical_parcel_centroid,1287758/1287905/1288042/1288159/1288231/1288303,1165640.7111644393,1906951.6600465148,TRUE,NA,NA,NA,NA
commercial_17053100670000,commercial,commercial_17053100670000,1001 N MILWAUKEE CHICAGO,17053100670000,commercial_entity_family,2008,8,28581,11326,TRUE,TRUE,2.5234857849196537,30.7681440932368,NA,TRUE,selected_assessor_class_and_finished_home_count,60643,2024,NA,NA,NA,historical_parcel_centroid,1409982,1167278.8563491993,1906919.4073121012,TRUE,NA,NA,NA,NA
commercial_17053240480000,commercial,commercial_17053240480000,1410 W CHICAGO CHICAGO,17053240480000/17053240650000/17053240680000,commercial_entity_family,2009,6,14488,6717,TRUE,TRUE,2.1569152895637935,38.91022778025904,NA,TRUE,selected_assessor_class_and_finished_home_count,60646,2024,NA,NA,NA,historical_parcel_centroid,632184/632191/632194,1166794.800067946,1905543.587679929,TRUE,NA,NA,NA,NA
commercial_17053250350000,commercial,commercial_17053250350000,1524 W CHICAGO CHICAGO,17053250350000/17053250360000,commercial_entity_family,2021,6,15072,5900,TRUE,TRUE,2.554576271186441,44.29830508474576,NA,TRUE,selected_assessor_class_and_finished_home_count,60648,2024,NA,NA,NA,historical_parcel_centroid,1377406/1377411,1165961.4198470754,1905531.705057812,TRUE,NA,NA,NA,NA
commercial_17053280180000,commercial,commercial_17053280180000,880 N MILWAUKEE CHICAGO,17053280180000/17053280190000,commercial_entity_family,2019,8,22588,5904,TRUE,TRUE,3.825880758807588,59.02439024390244,NA,TRUE,selected_assessor_class_and_finished_home_count,60651,2024,permit_100690847,construction_modifications.csv:row289,The completed permit and apartment breakdown identify eight dwellings; the generic total includes one non-apartment unit,historical_parcel_centroid,1129018/1129096,1168050.3803079028,1906029.6342326042,TRUE,NA,NA,NA,NA
commercial_17054150070000,commercial,commercial_17054150070000,830 N MILWAUKEE CHICAGO,17054150070000/17054150110000/17054150250000,commercial_entity_family,2015,47,55867,15840,TRUE,TRUE,3.5269570707070708,129.25,NA,TRUE,selected_assessor_class_and_finished_home_count,60654,2024,NA,NA,NA,historical_parcel_centroid,555042/556418/563472,1168445.165853762,1905705.8360605568,TRUE,NA,NA,NA,NA
commercial_17054150120000,commercial,commercial_17054150120000,818 N MILWAUKEE CHICAGO,17054150120000/17054150130000/17054150140000/17054150160000/17054150270000/17054150280000,commercial_entity_family,2022,97,96929,18411,TRUE,TRUE,5.264733040030417,229.49975558090273,NA,TRUE,selected_assessor_class_and_finished_home_count,60655,2024,NA,NA,NA,historical_parcel_centroid,729260/735371/736477/748043/748503/764677,1168569.023719593,1905609.2211444667,TRUE,NA,NA,NA,NA
commercial_17061000020000,commercial,commercial_17061000020000,2353 W NORTH CHICAGO,17061000020000/17061000030000,commercial_entity_family,2021,6,13488,6150,TRUE,TRUE,2.1931707317073172,42.49756097560976,NA,TRUE,selected_assessor_class_and_finished_home_count,60656,2024,permit_100849074/commercial_two_vintage_history,construction_modifications.csv:row290,The six-unit permit expired but both later assessor vintages consistently report six completed apartments,historical_parcel_centroid,1398241/1398243,1160218.7599313671,1910479.8402364766,TRUE,NA,NA,NA,NA
commercial_17061000050000,commercial,commercial_17061000050000,2347 W NORTH CHICAGO,17061000050000,commercial_entity_family,2014,9,24000,9315,TRUE,TRUE,2.576489533011272,42.08695652173913,NA,TRUE,selected_assessor_class_and_finished_home_count,60657,2024,NA,NA,NA,historical_parcel_centroid,548954,1160306.7598200114,1910482.3466747513,TRUE,NA,NA,NA,NA
commercial_17061000360000,commercial,commercial_17061000360000,1509 N WESTERN CHICAGO,17061000360000,commercial_entity_family,2017,18,27130,8248,TRUE,TRUE,3.289282250242483,95.06304558680893,NA,TRUE,selected_assessor_class_and_finished_home_count,60660,2024,NA,NA,NA,historical_parcel_centroid,729407,1160236.8956639147,1910039.601339339,TRUE,NA,NA,NA,NA
commercial_17061200030000,commercial,commercial_17061200030000,2153 W EVERGREEN CHICAGO,17061200030000/17061200040000,commercial_entity_family,2007,8,9228,7500,TRUE,TRUE,1.2304,46.464,NA,TRUE,selected_assessor_class_and_finished_home_count,60678,2024,NA,NA,NA,historical_parcel_centroid,625927/625930,1161601.5260775797,1908881.0965332526,TRUE,NA,NA,NA,NA
commercial_17061200050000,commercial,commercial_17061200050000,2147 W EVERGREEN CHICAGO,17061200050000/17061200060000,commercial_entity_family,2007,8,9226,7500,TRUE,TRUE,1.2301333333333333,46.464,NA,TRUE,selected_assessor_class_and_finished_home_count,60679,2024,NA,NA,NA,historical_parcel_centroid,625923/625926,1161651.586073933,1908882.5265331466,TRUE,NA,NA,NA,NA
commercial_17062080480000,commercial,commercial_17062080480000,1449 N WICKER PARK CHICAGO,17062080480000,commercial_entity_family,2008,8,14964,7500,TRUE,TRUE,1.9952,46.464,NA,TRUE,selected_assessor_class_and_finished_home_count,60698,2024,NA,NA,NA,historical_parcel_centroid,1373386,1163243.462090461,1909858.4024458854,TRUE,NA,NA,NA,NA
commercial_17062260140000,commercial,commercial_17062260140000,1958 W DIVISION CHICAGO,17062260140000/17062260150000/17062260160000/17062260170000,commercial_entity_family,2018,2,21279,21000,TRUE,TRUE,1.0132857142857143,4.148571428571429,NA,TRUE,selected_assessor_class_and_finished_home_count,60716,2024,NA,NA,NA,historical_parcel_centroid,1293042/1293047/1293051/1293055,1162942.135034369,1908108.287204808,TRUE,NA,NA,NA,NA
commercial_17062270840000,commercial,commercial_17062270840000,1846 W DIVISION CHICAGO,17062270840000,commercial_entity_family,2013,11,26596,10717,TRUE,TRUE,2.481664644956611,44.71027339740599,NA,TRUE,selected_assessor_class_and_finished_home_count,60720,2024,NA,NA,NA,historical_parcel_centroid,1383212,1163700.5443494762,1908145.6716562158,TRUE,NA,NA,NA,NA
commercial_17062320200000,commercial,commercial_17062320200000,1253 N MILWAUKEE CHICAGO,17062320200000/17062320210000/17062320220000/17062320230000/17062320240000/17062320250000,commercial_entity_family,2015,60,80342,16362,TRUE,TRUE,4.910279916880577,159.73597359735973,NA,TRUE,selected_assessor_class_and_finished_home_count,60723,2024,NA,NA,NA,historical_parcel_centroid,551785/551805/551864/551892/552097/559039,1165381.4928511125,1908521.4616125128,TRUE,NA,NA,NA,NA
commercial_17062350680000,commercial,commercial_17062350680000,1640 W DIVISION CHICAGO,17062350680000/17062350690000/17062350700000/17062351360000/17062351450000,commercial_entity_family,2018,146,143054,21959,TRUE,TRUE,6.5145953823033835,289.61974589006786,NA,TRUE,selected_assessor_class_and_finished_home_count,60729,2024,permit_100695536/Wicker_Park_Connection,construction_modifications.csv:row291,The completed project contains 146 apartments; construction-year parcel polygons provide the full site area,historical_parcel_centroid,1316872/1317007/1317501/1317643/1317644,1164998.2178094925,1908192.5473079223,TRUE,NA,NA,NA,NA
commercial_17062350770000,commercial,commercial_17062350770000,1624 W DIVISION CHICAGO,17062350770000/17062350900000/17062350910000/17062350920000,commercial_entity_family,2008,33,65924,32706,TRUE,TRUE,2.0156546199474104,43.9515685195377,NA,TRUE,selected_assessor_class_and_finished_home_count,60730,2024,NA,NA,NA,historical_parcel_centroid,605281/605506/605508/605517,1165219.6523620395,1908237.670031055,TRUE,NA,NA,NA,NA
commercial_17062351420000,commercial,commercial_17062351420000,1664 W DIVISION CHICAGO,17062351420000/17062351460000,commercial_entity_family,2019,65,56667,19987,TRUE,TRUE,2.83519287536899,141.66208035222894,NA,TRUE,selected_assessor_class_and_finished_home_count,60731,2024,NA,NA,NA,historical_parcel_centroid,1162919/1162926,1164865.8326914515,1908155.1108995392,TRUE,NA,NA,NA,NA
commercial_17064030010000,commercial,commercial_17064030010000,1825 W DIVISION CHICAGO,17064030010000/17064030020000/17064030030000/17064030040000/17064030050000,commercial_entity_family,2015,36,41896,21333,TRUE,TRUE,1.9639056860263442,73.50864857263394,NA,TRUE,selected_assessor_class_and_finished_home_count,60771,2024,NA,NA,NA,historical_parcel_centroid,552538/552539/552540/552609/559904,1163953.5383083706,1907906.2293909735,TRUE,NA,NA,NA,NA
commercial_17064080140000,commercial,commercial_17064080140000,1611 W DIVISION CHICAGO,17064080140000/17064080170000,commercial_entity_family,2013,99,108887,15861,TRUE,TRUE,6.865077863943005,271.88954038206924,NA,TRUE,selected_assessor_class_and_finished_home_count,60778,2024,100443295/100464542,construction_modifications.csv:row302 | corrected_year_zoning_decisions.csv:row4,"Foundation and full-building permits were issued in 2012 and 2013 for the 99-unit building; the completed property is reported as built in 2013, not 2011. | The November 2012 map applies because the October 16, 2013 rezoning followed the June 15 construction-date proxy.",completed_permits_in_recorded_building_decision,100443295,1165376.1880626879,1908029.50475865,TRUE,Multi-Family Residential,2013,official_snapshot_and_ordinance_date,"The November 2012 map applies because the October 16, 2013 rezoning followed the June 15 construction-date proxy."
commercial_17064360090000,commercial,commercial_17064360090000,1834 W CHICAGO CHICAGO,17064360090000/17064360100000/17064360110000/17064360120000/17064360130000,commercial_entity_family,2014,59,84306,37362,TRUE,TRUE,2.2564637867351856,68.78753814035652,NA,TRUE,selected_assessor_class_and_finished_home_count,60795,2024,NA,NA,NA,historical_parcel_centroid,555854/555855/555945/555946/556207,1163845.7649431224,1905471.4139724262,TRUE,NA,NA,NA,NA
commercial_17071240140000,commercial,commercial_17071240140000,2003 W RACE CHICAGO,17071240140000/17071240150000,commercial_entity_family,2008,6,16192,4416,TRUE,TRUE,3.6666666666666665,59.18478260869565,NA,TRUE,selected_assessor_class_and_finished_home_count,60811,2024,NA,NA,NA,historical_parcel_centroid,613117/613118,1162917.719911785,1903674.4612701163,TRUE,NA,NA,NA,NA
commercial_17072030380000,commercial,commercial_17072030380000,1651 W CHICAGO CHICAGO,17072030380000,commercial_entity_family,2010,6,12496,5766,TRUE,TRUE,2.16718695802983,45.32778355879292,NA,TRUE,selected_assessor_class_and_finished_home_count,60816,2024,NA,NA,NA,historical_parcel_centroid,632534,1165014.8848934206,1905304.382884518,TRUE,NA,NA,NA,NA
commercial_17072280050000,commercial,commercial_17072280050000,1647 W GRAND CHICAGO,17072280050000/17072280080000/17072280230000,commercial_entity_family,2014,15,33020,9600,TRUE,TRUE,3.439583333333333,68.0625,NA,TRUE,selected_assessor_class_and_finished_home_count,60821,2024,NA,NA,NA,historical_parcel_centroid,561972/562007/562074,1165176.6613306482,1903471.2351148094,TRUE,NA,NA,NA,NA
commercial_17073270380000,commercial,commercial_17073270380000,2006 W WARREN CHICAGO,17073270380000/17073270390000/17073270400000,commercial_entity_family,2007,16,30464,9000,TRUE,TRUE,3.384888888888889,77.44,NA,TRUE,recorded_building_type,60832,2024,project_manual_reviews.csv:commercial_17073270380000,construction_modifications.csv:row309 | construction_building_types.csv:row17 | corrected_year_zoning_decisions.csv:row5,"MLS and building records consistently date the 2000-2006 W Warren development to 2007 rather than the Assessor's selected 2006 year. | The 2006 reconstruction and the January 13, 2011 ordinance place the corrected 2007 project in the earlier neighborhood mixed-use district.",historical_parcel_centroid,641059/641060/641061,1162997.2345978268,1900453.6994060406,TRUE,Neighborhood Mixed-Use,2007,official_snapshot_and_ordinance_date,"The 2006 reconstruction and the January 13, 2011 ordinance place the corrected 2007 project in the earlier neighborhood mixed-use district."
commercial_17074160420000,commercial,commercial_17074160420000,1951 W LAKE CHICAGO,17074160420000,commercial_entity_family,2010,68,100336,73436,TRUE,TRUE,1.3663053543221308,40.335530257639306,NA,TRUE,selected_assessor_class_and_finished_home_count,60833,2024,commercial_2024/official_phase_records,commercial_component_overrides.csv:row27,The assessor record is a coherent same-phase aggregate of multiple Westhaven Park Phase IIC buildings completed in 2009 and 2010,historical_parcel_centroid,1619393,1163382.717327726,1901173.5459290228,TRUE,NA,NA,NA,NA
commercial_17074170400000,commercial,commercial_17074170400000,1805 W LAKE CHICAGO,17074170400000,commercial_entity_family,2008,14,9450,22290,TRUE,TRUE,0.423956931359354,27.35935397039031,NA,TRUE,selected_assessor_class_and_finished_home_count,60834,2024,commercial_post_evidence,commercial_component_overrides.csv:row28,The site contains same-episode eight-unit and six-unit buildings that share one assessed physical record,historical_parcel_centroid,1399394,1164259.828931047,1901322.048827477,TRUE,NA,NA,NA,NA
commercial_17074170530000,commercial,commercial_17074170530000,1847 W LAKE CHICAGO,17074170530000,commercial_entity_family,2010,14,16845,20289,TRUE,TRUE,0.8302528463699541,30.057666715954458,NA,TRUE,selected_assessor_class_and_finished_home_count,60835,2024,NA,NA,NA,historical_parcel_centroid,1573697,1163828.1083781205,1901303.9363668773,TRUE,NA,NA,NA,NA
commercial_17074170560000,commercial,commercial_17074170560000,1820 W MAYPOLE CHICAGO,17074170560000,commercial_entity_family,2010,22,27666,33945,TRUE,TRUE,0.8150243040212107,28.231551038444543,NA,TRUE,selected_assessor_class_and_finished_home_count,60836,2024,NA,NA,NA,historical_parcel_centroid,1573730,1164047.5434664004,1901164.7245918787,TRUE,NA,NA,NA,NA
commercial_17074210450000,commercial,commercial_17074210450000,1959 W MAYPOLE CHICAGO,17074210450000,commercial_entity_family,2007,20,24124,18573,TRUE,TRUE,1.2988747106014107,46.90680019382975,NA,TRUE,selected_assessor_class_and_finished_home_count,60838,2024,commercial_2024,commercial_manual_decisions.csv:row40,Latest assessor report corrects a 2021 recode to a 2007 building,historical_parcel_centroid,640389,1163156.5228766245,1900945.5742379308,TRUE,NA,NA,NA,NA
commercial_17074220390000,commercial,commercial_17074220390000,1807 W MAYPOLE CHICAGO,17074220390000,commercial_entity_family,2010,23,29625,28094,TRUE,TRUE,1.0544956218409625,35.66170712607674,NA,TRUE,selected_assessor_class_and_finished_home_count,60839,2024,NA,NA,NA,historical_parcel_centroid,1573751,1164243.7838887428,1900971.8667963494,TRUE,NA,NA,NA,NA
commercial_17074220430000,commercial,commercial_17074220430000,1837 W MAYPOLE CHICAGO,17074220430000,commercial_entity_family,2010,23,30567,27696,TRUE,TRUE,1.103661178509532,36.17417677642981,NA,TRUE,selected_assessor_class_and_finished_home_count,60840,2024,NA,NA,NA,historical_parcel_centroid,1573744,1163862.6003420127,1900958.2637055963,TRUE,NA,NA,NA,NA
commercial_17074220440000,commercial,commercial_17074220440000,1854 W WASHINGTON CHICAGO,17074220440000,commercial_entity_family,2010,9,10221,12589,TRUE,TRUE,0.8118992771467154,31.141472714274368,NA,TRUE,selected_assessor_class_and_finished_home_count,60841,2024,NA,NA,NA,historical_parcel_centroid,1573735,1163806.9572657445,1900812.0001792868,TRUE,NA,NA,NA,NA
commercial_17074220460000,commercial,commercial_17074220460000,1820 W WASHINGTON CHICAGO,17074220460000,commercial_entity_family,2010,16,13984,25210,TRUE,TRUE,0.5547005156683855,27.64617215390718,NA,TRUE,selected_assessor_class_and_finished_home_count,60842,2024,NA,NA,NA,historical_parcel_centroid,1573738,1164050.1503039843,1900817.7149151184,TRUE,NA,NA,NA,NA
commercial_17074220480000,commercial,commercial_17074220480000,1804 W WASHINGTON CHICAGO,17074220480000,commercial_entity_family,2010,6,11280,14645,TRUE,TRUE,0.7702287470126323,17.8463639467395,NA,TRUE,selected_assessor_class_and_finished_home_count,60843,2024,NA,NA,NA,historical_parcel_centroid,1573740,1164300.3124588318,1900827.075727162,TRUE,NA,NA,NA,NA
commercial_17074300010000,commercial,commercial_17074300010000,1659 W WASHINGTON CHICAGO,17074300010000/17074300020000/17074300030000/17074300040000/17074300050000/17074300060000/17074300070000/17074300080000/17074300090000/17074300100000,commercial_entity_family,2019,62,65035,29885,TRUE,TRUE,2.1761753387987284,90.37041994311528,NA,TRUE,selected_assessor_class_and_finished_home_count,60849,2024,NA,NA,NA,historical_parcel_centroid,1107241/1107247/1107251/1107252/1107254/1107256/1107261/1107263/1107265/1107267,1165212.7137523917,1900658.4632879442,TRUE,NA,NA,NA,NA
commercial_17074350110000,commercial,commercial_17074350110000,1615 W WARREN CHICAGO,17074350110000/17074350120000/17074350220000,commercial_entity_family,2015,52,81268,22348,TRUE,TRUE,3.636477537139789,101.35672095936997,NA,TRUE,selected_assessor_class_and_finished_home_count,60850,2024,NA,NA,NA,historical_parcel_centroid,564120/564210/564357,1165610.449082781,1900338.1867086268,TRUE,NA,NA,NA,NA
commercial_17081250290000,commercial,commercial_17081250290000,1326 W GRAND CHICAGO,17081250290000/17081250300000,commercial_entity_family,2013,8,15360,6250,TRUE,TRUE,2.4576,55.7568,NA,TRUE,selected_assessor_class_and_finished_home_count,60879,2024,NA,NA,NA,historical_parcel_centroid,604180/604533,1167564.4698330492,1903712.065951404,TRUE,NA,NA,NA,NA
commercial_17082040010000,commercial,commercial_17082040010000,725 N OGDEN CHICAGO,17082040010000/17082040020000/17082040030000/17082040040000/17082040050000/17082040060000/17082040260000/17082040310000/17082040370000/17082040380000,commercial_entity_family,2020,188,198153,31190,TRUE,TRUE,6.353093940365501,262.56107726835523,NA,TRUE,selected_assessor_class_and_finished_home_count,60885,2024,NA,NA,NA,historical_parcel_centroid,739691/739692/739693/739694/739695/739696/739705/739708/739712/739713,1168916.8543281732,1905057.873106783,TRUE,NA,NA,NA,NA
commercial_17082050130000,commercial,commercial_17082050130000,730 N MILWAUKEE CHICAGO,17082050120000/17082050130000/17082050210000,commercial_entity_family,2020,197,223288,16871,TRUE,TRUE,13.235018671092407,508.64323395175154,NA,TRUE,selected_assessor_class_and_finished_home_count,60886,2024,NA,NA,NA,historical_parcel_centroid,739719/739720/739721,1169227.5345985512,1904985.6849850283,TRUE,NA,NA,NA,NA
commercial_17082070020000,commercial,commercial_17082070020000,1013 W CHICAGO CHICAGO,17082070020000/17082070060000/17082070110000/17082070120000/17082070130000/17082070140000/17082070150000/17082070190000/17082070200000/17082070210000/17082070220000/17082070230000,commercial_entity_family,2019,363,467847,82355,TRUE,TRUE,5.680857264282679,192.00145710642948,NA,TRUE,selected_assessor_class_and_finished_home_count,60887,2024,NA,NA,NA,historical_parcel_centroid,1124930/1125265/1125268/1125277/1125472/1126058/1126063/1126086/1161847/1161850/1161851/1161852,1169445.5499663625,1905287.3135844704,TRUE,NA,NA,NA,NA
commercial_17082130110000,commercial,commercial_17082130110000,910 W HURON CHICAGO,17082130110000,commercial_entity_family,2009,141,176608,32634,TRUE,TRUE,5.4117791260648405,188.2073910645339,NA,TRUE,selected_assessor_class_and_finished_home_count,60889,2024,commercial_2021_keypin_17082130110000/commercial_2021_keypin_17082130090000/permit_100181271,commercial_component_overrides.csv:row49,Jacob approved the 141-apartment residential record with 176608 square feet; exclude the separately assessed 118844-square-foot air-rights component from density.,completed_permits_in_recorded_building_decision,100181271,1170120.5639643907,1905125.071332175,TRUE,NA,NA,NA,NA
commercial_17082200010000,commercial,commercial_17082200010000,713 N MILWAUKEE CHICAGO,17082200010000,commercial_entity_family,2017,25,34806,5849,TRUE,TRUE,5.950760813814327,186.18567276457514,NA,TRUE,selected_assessor_class_and_finished_home_count,60892,2024,NA,NA,NA,historical_parcel_centroid,739469,1169575.7229418862,1904987.3352406188,TRUE,NA,NA,NA,NA
commercial_17082200190000,commercial,commercial_17082200190000,669 N MILWAUKEE CHICAGO,17082200190000/17082200200000,commercial_entity_family,2020,12,14446,4490,TRUE,TRUE,3.2173719376391983,116.41870824053453,NA,TRUE,selected_assessor_class_and_finished_home_count,60894,2024,NA,NA,NA,historical_parcel_centroid,739884/739885,1169924.4203532557,1904684.0877230715,TRUE,NA,NA,NA,NA
commercial_17082200210000,commercial,commercial_17082200210000,955 W HURON CHICAGO,17082200210000/17082200220000/17082200230000,commercial_entity_family,2014,12,19712,5325,TRUE,TRUE,3.7017840375586855,98.16338028169014,NA,TRUE,selected_assessor_class_and_finished_home_count,60895,2024,NA,NA,NA,historical_parcel_centroid,555956/556420/563044,1169711.9774958373,1905001.9506532303,TRUE,NA,NA,NA,NA
commercial_17082220400000,commercial,commercial_17082220400000,693 N PEORIA CHICAGO,17082220400000,commercial_entity_family,2011,9,10800,5795,TRUE,TRUE,1.8636755823986195,67.65142364106988,NA,TRUE,selected_assessor_class_and_finished_home_count,60897,2024,NA,NA,NA,historical_parcel_centroid,1179740,1170347.5426577905,1905035.266165868,TRUE,NA,NA,NA,NA
commercial_17082260110000,commercial,commercial_17082260110000,832 W ERIE CHICAGO,17082260110000,commercial_entity_family,2014,16,21440,11540,TRUE,TRUE,1.8578856152513,60.39514731369151,NA,TRUE,selected_assessor_class_and_finished_home_count,60899,2024,NA,NA,NA,historical_parcel_centroid,559026,1170531.6551224121,1904577.6198572936,TRUE,NA,NA,NA,NA
commercial_17082430070000,commercial,commercial_17082430070000,504 N GREEN CHICAGO,17082430070000/17082430130000/17082430140000/17082430150000/17082430160000/17082430180000,commercial_entity_family,2015,179,335908,25121,TRUE,TRUE,13.371601448986903,310.38732534532863,NA,TRUE,selected_assessor_class_and_finished_home_count,60904,2024,NA,NA,NA,historical_parcel_centroid,1398860/1398861/1398862/1402331/1405395/1405396,1170541.899819516,1903836.489004319,TRUE,NA,NA,NA,NA
commercial_17082440010000,commercial,commercial_17082440010000,505 N MILWAUKEE CHICAGO,17082440010000/17082440020000/17082440030000/17082440040000/17082440050000/17082440060000/17082440070000/17082440080000/17082440090000,commercial_entity_family,2015,48,55076,17987,TRUE,TRUE,3.061989214432646,116.24395396675376,NA,TRUE,selected_assessor_class_and_finished_home_count,60905,2024,NA,NA,NA,historical_parcel_centroid,1398863/1398864/1402329/1402330/559964/560079/560152/560270/566879,1170731.22847836,1903777.31317406,TRUE,NA,NA,NA,NA
commercial_17082520010000,commercial,commercial_17082520010000,855 W GRAND CHICAGO,17082520010000/17082520030000/17082520340000,commercial_entity_family,2018,36,32922,6882,TRUE,TRUE,4.783783783783784,227.86399302528335,NA,TRUE,selected_assessor_class_and_finished_home_count,60912,2024,NA,NA,NA,historical_parcel_centroid,1271728/1271730/1271735,1170389.8645134564,1903585.100094652,TRUE,NA,NA,NA,NA
commercial_17083220100000,commercial,commercial_17083220100000,1456 W RANDOLPH CHICAGO,17083220100000/17083220110000/17083220120000/17083220130000/17083220180000/17083220190000,commercial_entity_family,2022,242,325580,42750,TRUE,TRUE,7.615906432748538,246.58526315789473,NA,TRUE,selected_assessor_class_and_finished_home_count,60915,2024,NA,NA,NA,historical_parcel_centroid,743558/744664/751229/753828/756817/783324,1166479.8925135823,1901387.0447832285,TRUE,NA,NA,NA,NA
commercial_17083230020000,commercial,commercial_17083230020000,160 N LOOMIS CHICAGO,17083230020000/17083230030000/17083230040000/17083230050000,commercial_entity_family,2022,278,349328,35506,TRUE,TRUE,9.838562496479469,341.0601025178843,NA,TRUE,selected_assessor_class_and_finished_home_count,60916,2024,NA,NA,NA,historical_parcel_centroid,754720/756582/770749/772404,1166894.0642257473,1901314.064793057,TRUE,NA,NA,NA,NA
commercial_17083240050000,commercial,commercial_17083240050000,180 N ADA CHICAGO,17083240050000/17083240060000/17083240070000/17083240080000/17083240120000,commercial_entity_family,2019,263,337024,42841,TRUE,TRUE,7.866856515954343,267.41392591209353,NA,TRUE,selected_assessor_class_and_finished_home_count,60917,2024,NA,NA,NA,historical_parcel_centroid,1109479/1109784/1110160/1110161/1110163,1167285.332125949,1901390.0471845877,TRUE,NA,NA,NA,NA
commercial_17083250270000,commercial,commercial_17083250270000,1342 W RANDOLPH CHICAGO,17083250270000,commercial_entity_family,2009,20,37400,10543,TRUE,TRUE,3.547377406810206,82.63302665275538,NA,TRUE,selected_assessor_class_and_finished_home_count,60920,2024,NA,NA,NA,historical_parcel_centroid,640070,1167468.4864362364,1901255.4427485547,TRUE,NA,NA,NA,NA
commercial_17083320010000,commercial,commercial_17083320010000,1533 W WARREN CHICAGO,17083320010000/17083320020000/17083320030000/17083320040000,commercial_entity_family,2019,63,57431,10773,TRUE,TRUE,5.33101271697763,254.73684210526315,NA,TRUE,selected_assessor_class_and_finished_home_count,60923,2024,NA,NA,NA,historical_parcel_centroid,1105959/1105965/1105972/1105980,1165846.0751730371,1900341.8483272335,TRUE,NA,NA,NA,NA
commercial_17083320080000,commercial,commercial_17083320080000,1554 W MADISON CHICAGO,17083320080000/17083320110000,commercial_entity_family,2020,12,14010,7207,TRUE,TRUE,1.9439433883724158,72.52948522270015,NA,TRUE,selected_assessor_class_and_finished_home_count,60925,2024,permit_100773337,commercial_manual_decisions.csv:row58,Completed permit and assessor record identify a 12-unit ground-up building,historical_parcel_centroid,740934/740936,1165833.0221637466,1900205.8102379064,TRUE,NA,NA,NA,NA
commercial_17083380240000,commercial,commercial_17083380240000,1220 W MADISON CHICAGO,17083380240000,commercial_entity_family,2010,56,94436,25703,TRUE,TRUE,3.6741236431544957,94.90565303661052,NA,TRUE,selected_assessor_class_and_finished_home_count,60927,2024,NA,NA,NA,historical_parcel_centroid,640969,1168184.2002028804,1900309.7724315594,TRUE,NA,NA,NA,NA
commercial_17083380260000,commercial,commercial_17083380260000,1108 W MADISON CHICAGO,17083380260000/17083380270000,commercial_entity_family,2014,216,243280,47882,TRUE,TRUE,5.080823691575122,196.50307004719937,NA,TRUE,selected_assessor_class_and_finished_home_count,60928,2024,100491297/100516509,construction_modifications.csv:row306,Foundation and full-building permits identify the 216-unit building at 1164 W Madison. Construction began in 2013 and occupancy began in 2014; the Assessor's selected 2011 year is too early.,completed_permits_in_recorded_building_decision,100491297/100516509,1168504.1450830235,1900220.1226656018,TRUE,NA,NA,NA,NA
