project_id,source_family,source_project_ids,source_addresses,component_pins,project_kind,construction_year,dwelling_units,building_sqft,land_sqft,allow_far,allow_dupac,far,dupac,class_values,external_multifamily,multifamily_source,source_row_ids,tax_year,evidence_ids,decision_references,decision_reason,geometry_source,geometry_evidence,x_3435,y_3435,location_resolved,zoning_group,zoning_year,zoning_source,zoning_note
commercial_09363030360000,commercial,commercial_09363030360000,6770 N NORTHWEST CHICAGO,09363030360000,commercial_entity_family,2014,8,18480,8700,TRUE,TRUE,2.1241379310344826,40.0551724137931,NA,TRUE,selected_assessor_class_and_finished_home_count,21331,2024,NA,NA,NA,historical_parcel_centroid,1170522,1124181.9019028947,1944424.3415545607,TRUE,NA,NA,NA,NA
commercial_09364150320000,commercial,commercial_09364150320000,6650 N HARLEM CHICAGO,09364150320000,commercial_entity_family,2008,8,9927,8500,TRUE,TRUE,1.1678823529411764,40.99764705882353,NA,TRUE,selected_assessor_class_and_finished_home_count,21339,2024,NA,NA,NA,historical_parcel_centroid,1231066,1127284.7399999995,1943928.9100000001,TRUE,NA,NA,NA,NA
commercial_09364190520000,commercial,commercial_09364190520000,6505 N NORTHWEST CHICAGO,09364190520000/09364190530000/09364190540000/09364190550000/09364190560000/09364190570000/09364190970000,commercial_entity_family,2007,36,74248,35986,TRUE,TRUE,2.0632468182070807,43.57694659034069,NA,TRUE,selected_assessor_class_and_finished_home_count,21345,2024,NA,NA,NA,historical_parcel_centroid,1305895/1305922/1307895/1307922/1307926/1307978/1308002,1126611.722114463,1942685.9294084194,TRUE,NA,NA,NA,NA
commercial_09364250490000,commercial,commercial_09364250490000,7240 W DEVON CHICAGO,09364250490000,commercial_entity_family,2008,10,16965,16310,TRUE,TRUE,1.0401594114040467,26.707541385652974,NA,TRUE,selected_assessor_class_and_finished_home_count,21349,2024,NA,NA,NA,historical_parcel_centroid,1230783,1126907.1456979662,1942165.841567444,TRUE,NA,NA,NA,NA
commercial_10362300510000,commercial,commercial_10362300510000,2410 W PRATT CHICAGO,10362300510000,commercial_entity_family,2019,44,44725,27857,TRUE,TRUE,1.605521053954123,68.80281437340705,NA,TRUE,selected_assessor_class_and_finished_home_count,44290,2024,NA,NA,NA,historical_parcel_centroid,444954,1158976.4001741873,1945229.060015387,TRUE,NA,NA,NA,NA
commercial_10364280090000,commercial,commercial_10364280090000,6411 N ROCKWELL CHICAGO,10364280090000/10364280350000,commercial_entity_family,2008,30,127456,23458,TRUE,TRUE,5.433370278796146,55.70807400460397,NA,TRUE,selected_assessor_class_and_finished_home_count,44348,2024,NA,NA,NA,historical_parcel_centroid,1405119/325074,1157905.6627991907,1942563.698735302,TRUE,NA,NA,NA,NA
commercial_11293000160000,commercial,commercial_11293000160000,1531 W HOWARD CHICAGO,11293000160000/11293000170000/11293000180000/11293000190000,commercial_entity_family,2020,38,34385,15011,TRUE,TRUE,2.290653520751449,110.27113450136567,NA,TRUE,selected_assessor_class_and_finished_home_count,44400,2024,permit_100702395/Elevation_Lofts_market_record,commercial_component_overrides.csv:row39,The added component completes the 38-unit Elevation Lofts site and the 2020 completion record supersedes the permit-year recode,historical_parcel_centroid,321706/321707/321708/321709,1164655.6387993044,1950246.4238502712,TRUE,NA,NA,NA,NA
commercial_11311130550000,commercial,commercial_11311130550000,2338 W MORSE CHICAGO,11311130550000,commercial_entity_family,2008,9,15048,9868,TRUE,TRUE,1.5249290636400485,39.72841507904337,NA,TRUE,selected_assessor_class_and_finished_home_count,44617,2024,NA,NA,NA,historical_parcel_centroid,183868,1159178.0848263619,1945929.230597482,TRUE,NA,NA,NA,NA
commercial_11312060010000,commercial,commercial_11312060010000,1767 W ESTES CHICAGO,11312060010000,commercial_entity_family,2019,54,54517,21200,TRUE,TRUE,2.571556603773585,110.95471698113208,NA,TRUE,selected_assessor_class_and_finished_home_count,44646,2024,NA,NA,NA,historical_parcel_centroid,447773,1163188.6838411891,1947343.8882133919,TRUE,NA,NA,NA,NA
commercial_11321040200000,commercial,commercial_11321040200000,1528 W GREENLEAF CHICAGO,11321040200000/11321040210000,commercial_entity_family,2007,18,24906,17200,TRUE,TRUE,1.4480232558139534,45.586046511627906,NA,TRUE,selected_assessor_class_and_finished_home_count,44799,2024,permits_100010473_100010476/inspections_1481062_1481065/commercial_2024_row_44799,construction_modifications.csv:row273 | commercial_reviewed_locations.csv:row8,The two original new-building permits authorize nine apartments each; both passed construction inspections on June 6 2007. Retain the reported commercial whole-pair building and land measurements and retire the partial six-home residential copy. | Original permits and 2007 passed inspections identify the same completed pair on unchanged exact parcels; use its current primary parcel location with the 2007 ward-map assignment.,parcel_universe_2025,11321040200000,1164753.6704298218,1947165.7650919463,TRUE,NA,NA,NA,NA
commercial_11321130260000,commercial,commercial_11321130260000,1412 W MORSE CHICAGO,11321130260000,commercial_entity_family,2008,16,36120,8550,TRUE,TRUE,4.224561403508772,81.51578947368421,NA,TRUE,selected_assessor_class_and_finished_home_count,44833,2024,NA,NA,NA,historical_parcel_centroid,194183,1165473.0195203407,1946298.92480858,TRUE,NA,NA,NA,NA
commercial_11321130300000,commercial,commercial_11321130300000,1444 W MORSE CHICAGO,11321130300000/11321130320000,commercial_entity_family,2008,12,24590,12000,TRUE,TRUE,2.049166666666667,43.56,NA,TRUE,selected_assessor_class_and_finished_home_count,44834,2024,NA,NA,NA,historical_parcel_centroid,194200/194205,1165173.949110267,1946264.1184003013,TRUE,NA,NA,NA,NA
commercial_11321140130000,commercial,commercial_11321140130000,1334 W MORSE CHICAGO,11321140130000/11321140140000,commercial_entity_family,2012,12,20970,5190,TRUE,TRUE,4.0404624277456644,100.71676300578035,NA,TRUE,selected_assessor_class_and_finished_home_count,44839,2024,NA,NA,NA,historical_parcel_centroid,254916/254917,1165838.2993282552,1946310.9182686098,TRUE,NA,NA,NA,NA
commercial_11321180180000,commercial,commercial_11321180180000,1323 W MORSE CHICAGO,11321180180000,commercial_entity_family,2019,50,82268,14204,TRUE,TRUE,5.791889608560969,153.33708814418475,NA,TRUE,selected_assessor_class_and_finished_home_count,44861,2024,NA,NA,NA,historical_parcel_centroid,446241,1165983.3225615334,1946095.7895166648,TRUE,NA,NA,NA,NA
commercial_11323190080000,commercial,commercial_11323190080000,1217 W ALBION CHICAGO,11323190080000/11323190090000,commercial_entity_family,2015,29,44856,22692,TRUE,TRUE,1.9767318878900053,55.66895822316235,NA,TRUE,selected_assessor_class_and_finished_home_count,44949,2024,NA,NA,NA,historical_parcel_centroid,172029/172030,1166675.5417463775,1944162.3793653285,TRUE,NA,NA,NA,NA
commercial_11323190150000,commercial,commercial_11323190150000,6556 N SHERIDAN CHICAGO,11323190150000/11323190160000,commercial_entity_family,2014,41,43500,15000,TRUE,TRUE,2.9,119.064,NA,TRUE,selected_assessor_class_and_finished_home_count,44950,2024,NA,NA,NA,historical_parcel_centroid,159242/166733,1166936.7701666893,1943943.710004327,TRUE,NA,NA,NA,NA
commercial_11323200060000,commercial,commercial_11323200060000,1317 W LOYOLA CHICAGO,11323200060000,commercial_entity_family,2021,11,28487,11284,TRUE,TRUE,2.524548032612549,42.46366536689117,NA,TRUE,selected_assessor_class_and_finished_home_count,44952,2024,permit_100802483,construction_modifications.csv:row277,The completed permit and bedroom breakdown identify eleven apartments; the generic total includes one non-apartment unit,historical_parcel_centroid,1268469,1166097.750660632,1943695.3336356245,TRUE,NA,NA,NA,NA
commercial_11323300400000,commercial,commercial_11323300400000,1240 W DEVON CHICAGO,11323300400000/11323300410000/11323300420000/11323300430000,commercial_entity_family,2014,10,21000,10000,TRUE,TRUE,2.1,43.56,NA,TRUE,selected_assessor_class_and_finished_home_count,44969,2024,NA,NA,NA,historical_parcel_centroid,173911/173912/174266/181448,1166604.9799343746,1942720.0121822313,TRUE,NA,NA,NA,NA
commercial_11323310340000,commercial,commercial_11323310340000,1209 W ARTHUR CHICAGO,11323310340000,commercial_entity_family,2008,152,200952,31919,TRUE,TRUE,6.295685955073781,207.43507002099062,NA,TRUE,selected_assessor_class_and_finished_home_count,44970,2024,permit_100217431;permit_100221353,commercial_manual_decisions.csv:row2,Completed permit explicitly describes a 152-unit apartment building,historical_parcel_centroid,197158,1166974.3482400256,1943319.579961786,TRUE,NA,NA,NA,NA
commercial_11323310360000,commercial,commercial_11323310360000,6418 N SHERIDAN CHICAGO,11323310360000,commercial_entity_family,2019,111,100093,45094,TRUE,TRUE,2.219652281900031,107.22402093404888,NA,TRUE,selected_assessor_class_and_finished_home_count,44971,2024,city_demolition_record;concord_at_sheridan_project,commercial_manual_decisions.csv:row47,Project records and the later assessor report identify a 111-unit building completed in 2019,historical_parcel_centroid,452815/452819/452822/452825/452828,1166985.5233570447,1942983.8627931457,TRUE,NA,NA,NA,NA
commercial_12242320280000,commercial,commercial_12242320280000,3636 N HARLEM CHICAGO,12242320280000,commercial_entity_family,2019,16,12624,15979,TRUE,TRUE,0.7900369234620439,43.61724763752425,NA,TRUE,selected_assessor_class_and_finished_home_count,21400,2024,NA,NA,NA,historical_parcel_centroid,1216531,1127323.1174470794,1923541.1625199346,TRUE,NA,NA,NA,NA
commercial_12252150210000,commercial,commercial_12252150210000,3040 N HARLEM CHICAGO,12252150210000/12252150220000/12252150230000,commercial_entity_family,2017,9,14340,9375,TRUE,TRUE,1.5296,41.8176,NA,TRUE,selected_assessor_class_and_finished_home_count,21411,2024,NA,NA,NA,historical_parcel_centroid,358799/358800/358801,1127454.27277632,1919585.8851637745,TRUE,NA,NA,NA,NA
commercial_13013200070000,commercial,commercial_13013200070000,5772 N LINCOLN CHICAGO,13013200070000/13013200080000/13013200090000/13013200100000/13013200110000/13013200120000,commercial_entity_family,2008,18,26100,16200,TRUE,TRUE,1.6111111111111112,48.4,NA,TRUE,selected_assessor_class_and_finished_home_count,21488,2024,NA,NA,NA,historical_parcel_centroid,1396229/1396232/1396237/1396239/1396247/1396252,1156217.6588108211,1938162.7079592645,TRUE,NA,NA,NA,NA
commercial_13013210180000,commercial,commercial_13013210180000,5758 N CALIFORNIA CHICAGO,13013210180000,commercial_entity_family,2008,14,25078,8002,TRUE,TRUE,3.133966508372907,76.21094726318421,NA,TRUE,selected_assessor_class_and_finished_home_count,21490,2024,NA,NA,NA,historical_parcel_centroid,1396210,1156537.3467788342,1938335.6099527213,TRUE,NA,NA,NA,NA
commercial_13061030300000,commercial,commercial_13061030300000,6229 N NORTHWEST CHICAGO,13061030300000/13061030330000,commercial_entity_family,2006,10,17967,11150,TRUE,TRUE,1.611390134529148,39.06726457399103,NA,TRUE,selected_assessor_class_and_finished_home_count,21577,2024,NA,NA,NA,historical_parcel_centroid,230892/230912,1128427.336755883,1941211.5062352554,TRUE,NA,NA,NA,NA
commercial_13084250010000,commercial,commercial_13084250010000,5765 W HIGGINS CHICAGO,13084250010000/13084250020000/13084250030000,commercial_entity_family,2008,16,26986,13501,TRUE,TRUE,1.9988149025998074,51.62284275238871,NA,TRUE,selected_assessor_class_and_finished_home_count,25698,2024,NA,NA,NA,historical_parcel_centroid,230218/230309/230319,1136595.1647935053,1932716.7825168849,TRUE,NA,NA,NA,NA
commercial_13093100480000,commercial,commercial_13093100480000,5150 N MILWAUKEE CHICAGO,13093100480000,commercial_entity_family,2021,75,86796,35716,TRUE,TRUE,2.430171351775115,91.47160936275058,NA,TRUE,selected_assessor_class_and_finished_home_count,21276,2024,NA,NA,NA,historical_parcel_centroid,1029216,1138333.0172759735,1933548.3711444056,TRUE,NA,NA,NA,NA
commercial_13093110210000,commercial,commercial_13093110210000,5049 N NORTHWEST CHICAGO,13093110210000/13093110220000,commercial_entity_family,2007,12,14268,12500,TRUE,TRUE,1.14144,41.8176,NA,TRUE,selected_assessor_class_and_finished_home_count,25710,2024,NA,NA,NA,historical_parcel_centroid,242986/243031,1139037.4424622713,1933176.8779469666,TRUE,NA,NA,NA,NA
commercial_13093170070000,commercial,commercial_13093170070000,5522 W HIGGINS CHICAGO,13093170070000,commercial_entity_family,2020,8,9102,7500,TRUE,TRUE,1.2136,46.464,NA,TRUE,selected_assessor_class_and_finished_home_count,25712,2024,permit_100752414/commercial_2024,construction_modifications.csv:row262,The later assessor records eight completed apartments rather than the seven units authorized by the earlier permit,historical_parcel_centroid,404338,1138589.120271342,1932227.1533171218,TRUE,NA,NA,NA,NA
commercial_13093170090000,commercial,commercial_13093170090000,5512 W HIGGINS CHICAGO,13093170090000,commercial_entity_family,2014,8,14760,7500,TRUE,TRUE,1.968,46.464,NA,TRUE,selected_assessor_class_and_finished_home_count,25713,2024,NA,NA,NA,historical_parcel_centroid,240216,1138683.5232288323,1932193.4955777251,TRUE,NA,NA,NA,NA
commercial_13094290330000,commercial,commercial_13094290330000,5000 W LAWRENCE CHICAGO,13094290330000/13094290340000,commercial_entity_family,2007,22,43826,10445,TRUE,TRUE,4.1958831977022495,91.7491622786022,NA,TRUE,selected_assessor_class_and_finished_home_count,25722,2024,NA,NA,NA,historical_parcel_centroid,244056/244057,1142104.5628777235,1931545.678334593,TRUE,NA,NA,NA,NA
commercial_13104210310000,commercial,commercial_13104210310000,4358 W LAWRENCE CHICAGO,13104210310000/13104210320000/13104210330000/13104210340000/13104210350000,commercial_entity_family,2021,24,40870,16852,TRUE,TRUE,2.4252314265369095,62.03655352480418,NA,TRUE,selected_assessor_class_and_finished_home_count,25731,2024,NA,NA,NA,historical_parcel_centroid,981575/981576/981578/981579/981581,1146274.3600564008,1931638.439719044,TRUE,NA,NA,NA,NA
commercial_13114290270000,commercial,commercial_13114290270000,3300 W LAWRENCE CHICAGO,13114290270000,commercial_entity_family,2008,4,12455,18750,TRUE,TRUE,0.6642666666666667,9.2928,NA,TRUE,selected_assessor_class_and_finished_home_count,25834,2024,permit_100211769,commercial_manual_decisions.csv:row3,Latest assessor report is used because the conflicting six-unit permit expired,historical_parcel_centroid,259769,1153403.2800947293,1931793.396598448,TRUE,NA,NA,NA,NA
commercial_13114310260000,commercial,commercial_13114310260000,4814 N KEDZIE CHICAGO,13114310260000,commercial_entity_family,2014,56,39200,18769,TRUE,TRUE,2.088550269060685,129.96749960040492,NA,TRUE,selected_assessor_class_and_finished_home_count,25842,2024,NA,NA,NA,historical_parcel_centroid,243271,1154075.3084167312,1931961.3386330483,TRUE,NA,NA,NA,NA
commercial_13122180260000,commercial,commercial_13122180260000,5442 N WESTERN CHICAGO,13122180260000,commercial_entity_family,2021,9,22666,10044,TRUE,TRUE,2.2566706491437674,39.03225806451613,NA,TRUE,selected_assessor_class_and_finished_home_count,25877,2024,NA,NA,NA,historical_parcel_centroid,1001081,1159236.9264690506,1936215.939336772,TRUE,NA,NA,NA,NA
commercial_13124030470000,commercial,commercial_13124030470000,5108 N WESTERN CHICAGO,13124030470000/13124030480000/13124030490000,commercial_entity_family,2022,24,37625,10750,TRUE,TRUE,3.5,97.25023255813953,NA,TRUE,selected_assessor_class_and_finished_home_count,25935,2024,NA,NA,NA,historical_parcel_centroid,418435/474438/478383,1159329.889018146,1933889.3710146605,TRUE,NA,NA,NA,NA
commercial_13131250240000,commercial,commercial_13131250240000,4447 N KEDZIE CHICAGO,13131250240000,commercial_entity_family,2017,49,74085,21880,TRUE,TRUE,3.385968921389397,97.55210237659963,NA,TRUE,selected_assessor_class_and_finished_home_count,26001,2024,NA,NA,NA,historical_parcel_centroid,413425,1154340.4930452977,1929564.1721524443,TRUE,NA,NA,NA,NA
commercial_13132050020000,commercial,commercial_13132050020000,2519 W LAWRENCE CHICAGO,13132050020000/13132050030000/13132050040000,commercial_entity_family,2018,8,30218,9375,TRUE,TRUE,3.2232533333333335,37.1712,NA,TRUE,selected_assessor_class_and_finished_home_count,26021,2024,NA,NA,NA,historical_parcel_centroid,335861/335863/335866,1158634.3406059681,1931699.3786056258,TRUE,NA,NA,NA,NA
commercial_13132140280000,commercial,commercial_13132140280000,2407 W EASTWOOD CHICAGO,13132140280000/13132140290000,commercial_entity_family,2017,40,30491,8100,TRUE,TRUE,3.764320987654321,215.11111111111111,NA,TRUE,selected_assessor_class_and_finished_home_count,26033,2024,NA,NA,NA,historical_parcel_centroid,414181/414182,1159430.8977402959,1930691.3749744364,TRUE,NA,NA,NA,NA
commercial_13133070270000,commercial,commercial_13133070270000,4322 N CALIFORNIA CHICAGO,13133070270000/13133070360000,commercial_entity_family,2008,11,23100,10080,TRUE,TRUE,2.2916666666666665,47.535714285714285,NA,TRUE,selected_assessor_class_and_finished_home_count,26065,2024,NA,NA,NA,historical_parcel_centroid,33839/33875,1156837.848854071,1928659.882544057,TRUE,NA,NA,NA,NA
commercial_13134040530000,commercial,commercial_13134040530000,4304 N. Western Ave.,13134040530000,commercial_entity_family,2020,9,15477,8100,TRUE,TRUE,1.9107407407407409,48.4,NA,TRUE,selected_assessor_class_and_finished_home_count,46673,2021,permit_100855141,construction_modifications.csv:row278,The completed permit identifies nine dwelling units and confirms that the source row is residential new construction,historical_parcel_centroid,416281,1159493.8432577094,1928589.1798576296,TRUE,NA,NA,NA,NA
commercial_13134060560000,commercial,commercial_13134060560000,4234 N WESTERN CHICAGO,13134060560000,commercial_entity_family,2014,18,25601,8964,TRUE,TRUE,2.855979473449353,87.46987951807229,NA,TRUE,selected_assessor_class_and_finished_home_count,26103,2024,NA,NA,NA,historical_parcel_centroid,31221,1159504.6167567489,1928227.6063647105,TRUE,NA,NA,NA,NA
commercial_13134080510000,commercial,commercial_13134080510000,4224 N WESTERN CHICAGO,13134080510000/13134080520000/13134080530000/13134080540000/13134080550000/13134080560000/13134080570000,commercial_entity_family,2019,48,64110,19744,TRUE,TRUE,3.2470623987034037,105.89951377633712,NA,TRUE,selected_assessor_class_and_finished_home_count,26104,2024,NA,NA,NA,historical_parcel_centroid,1235033/1235142/1235216/1235320/1235408/1235491/1235641,1159510.5031897721,1928028.7168736588,TRUE,NA,NA,NA,NA
commercial_13142030200000,commercial,commercial_13142030200000,4738 N KIMBALL CHICAGO,13142030200000/13142030210000/13142030220000/13142030230000,commercial_entity_family,2008,60,98988,24835,TRUE,TRUE,3.9858264546003626,105.23857459230923,NA,TRUE,selected_assessor_class_and_finished_home_count,26165,2024,permit_100202286/commercial_2024/city_building_footprints,construction_modifications.csv:row257,The completed assessor record establishes 60 units while the permit authorized 59,historical_parcel_centroid,56925/57281/57719/57750,1152762.940123259,1931376.8234780945,TRUE,NA,NA,NA,NA
commercial_13142200250000,commercial,commercial_13142200250000,4518 N KEDZIE CHICAGO,13142200250000,commercial_entity_family,2009,18,29884,12500,TRUE,TRUE,2.39072,62.7264,NA,TRUE,selected_assessor_class_and_finished_home_count,26190,2024,NA,NA,NA,historical_parcel_centroid,180671,1154135.8989752014,1930000.0092265515,TRUE,NA,NA,NA,NA
commercial_13143060050000,commercial,commercial_13143060050000,3643 W MONTROSE CHICAGO,13143060050000/13143060060000,commercial_entity_family,2013,15,14541,15625,TRUE,TRUE,0.930624,41.8176,NA,TRUE,selected_assessor_class_and_finished_home_count,26218,2024,permit_100488245;permit_100488250;permit_100488254,commercial_manual_decisions.csv:row20,Three completed buildings total 15 units on the assessed site,historical_parcel_centroid,81411/81534,1151140.4500112403,1928898.0296224845,TRUE,NA,NA,NA,NA
commercial_13143110250000,commercial,commercial_13143110250000,4211 N ELSTON CHICAGO,13143110250000/13143110310000/13143110320000,commercial_entity_family,2019,6,13640,6250,TRUE,TRUE,2.1824,41.8176,NA,TRUE,selected_assessor_class_and_finished_home_count,26223,2024,NA,NA,NA,historical_parcel_centroid,1234500/1234634/1234681,1149819.0434435296,1927805.1795235414,TRUE,NA,NA,NA,NA
commercial_13143310300000,commercial,commercial_13143310300000,4022 N ELSTON CHICAGO,13143310300000,commercial_entity_family,2019,44,45579,23689,TRUE,TRUE,1.9240575794672632,80.90843851576682,NA,TRUE,selected_assessor_class_and_finished_home_count,21282,2024,project_manual_reviews.csv:commercial_13143310300000,construction_modifications.csv:row305 | corrected_year_zoning_decisions.csv:row2,"Independence Apartments is a new 44-unit building completed and opened in 2019, not 2020. | Ordinance 19273 was adopted in 2017, before the corrected 2019 construction year.",historical_parcel_centroid,1230165,1150944.979704387,1926511.0022762322,TRUE,Planned Development,2019,ordinance_history,"Ordinance 19273 was adopted in 2017, before the corrected 2019 construction year."
commercial_13144020050000,commercial,commercial_13144020050000,3435 W MONTROSE CHICAGO,13144020050000/13144020060000/13144020070000/13144020080000,commercial_entity_family,2019,48,44578,17750,TRUE,TRUE,2.51143661971831,117.79605633802817,NA,TRUE,selected_assessor_class_and_finished_home_count,21283,2024,NA,NA,NA,historical_parcel_centroid,1238962/1238966/1238969/1238972,1152500.4315432839,1928926.1273602045,TRUE,NA,NA,NA,NA
commercial_13144070270000,commercial,commercial_13144070270000,4302 N KEDZIE CHICAGO,13144070270000,commercial_entity_family,2009,9,19940,6250,TRUE,TRUE,3.1904,62.7264,NA,TRUE,selected_assessor_class_and_finished_home_count,26258,2024,NA,NA,NA,historical_parcel_centroid,181993,1154183.4824095329,1928457.5822213306,TRUE,NA,NA,NA,NA
commercial_13144290420000,commercial,commercial_13144290420000,3326 W IRVING PARK CHICAGO,13144290420000,commercial_entity_family,2014,8,11664,6250,TRUE,TRUE,1.86624,55.7568,NA,TRUE,selected_assessor_class_and_finished_home_count,26280,2024,NA,NA,NA,historical_parcel_centroid,97149,1153363.7991010526,1926508.5264797863,TRUE,NA,NA,NA,NA
commercial_13144310040000,commercial,commercial_13144310040000,4054 N KEDZIE CHICAGO,13144310040000/13144310050000/13144310060000,commercial_entity_family,2015,51,49477,12000,TRUE,TRUE,4.123083333333334,185.13,NA,TRUE,selected_assessor_class_and_finished_home_count,21284,2024,NA,NA,NA,historical_parcel_centroid,93658/93681/93682,1154243.7150360588,1926985.6594323243,TRUE,NA,NA,NA,NA
commercial_13151010310000,commercial,commercial_13151010310000,4719 W LAWRENCE CHICAGO,13151010310000,commercial_entity_family,2006,10,16567,13500,TRUE,TRUE,1.2271851851851852,32.266666666666666,NA,TRUE,selected_assessor_class_and_finished_home_count,26284,2024,NA,NA,NA,historical_parcel_centroid,183787,1143932.1806827819,1931409.4006097028,TRUE,NA,NA,NA,NA
commercial_13151040020000,commercial,commercial_13151040020000,4521 W LAWRENCE CHICAGO,13151040020000/13151040350000,commercial_entity_family,2006,12,42807,29935,TRUE,TRUE,1.4299983297143812,17.461833973609487,NA,TRUE,selected_assessor_class_and_finished_home_count,26286,2024,NA,NA,NA,historical_parcel_centroid,183768/183769,1145026.2032950888,1931408.7792163363,TRUE,NA,NA,NA,NA
commercial_13153120240000,commercial,commercial_13153120240000,4117 N KILPATRICK CHICAGO,13153120240000,commercial_entity_family,2016,97,81902,49256,TRUE,TRUE,1.6627821991229494,85.78284878999513,NA,TRUE,selected_assessor_class_and_finished_home_count,21285,2024,NA,NA,NA,historical_parcel_centroid,462556,1144278.8523374093,1927187.934201697,TRUE,NA,NA,NA,NA
commercial_13153180750000,commercial,commercial_13153180750000,4504 W IRVING PARK CHICAGO,13153180750000/13153180760000,commercial_entity_family,2008,7,18150,7504,TRUE,TRUE,2.4187100213219614,40.634328358208954,NA,TRUE,selected_assessor_class_and_finished_home_count,26312,2024,NA,NA,NA,historical_parcel_centroid,179676/179677,1145436.572417988,1926320.953234736,TRUE,NA,NA,NA,NA
commercial_13154100160000,commercial,commercial_13154100160000,4242 N KEDVALE CHICAGO,13154100160000,commercial_entity_family,2022,8,10104,8700,TRUE,TRUE,1.1613793103448276,40.0551724137931,NA,TRUE,selected_assessor_class_and_finished_home_count,26324,2024,NA,NA,NA,historical_parcel_centroid,474536,1147953.8650701323,1928047.769459761,TRUE,NA,NA,NA,NA
commercial_13161060200000,commercial,commercial_13161060200000,4758 N LARAMIE CHICAGO,13161060200000/13161060210000/13161060390000/13161060410000/13161060420000,commercial_entity_family,2019,39,78798,31206,TRUE,TRUE,2.5250913285906558,54.43953085945011,NA,TRUE,selected_assessor_class_and_finished_home_count,26356,2024,NA,NA,NA,historical_parcel_centroid,1247922/1247933/1247939/1247942/1247952,1140636.6899065864,1931320.588737637,TRUE,NA,NA,NA,NA
commercial_13162030010000,commercial,commercial_13162030010000,5021 W LAWRENCE CHICAGO,13162030010000/13162030020000,commercial_entity_family,2008,6,14232,6250,TRUE,TRUE,2.27712,41.8176,NA,TRUE,selected_assessor_class_and_finished_home_count,26368,2024,NA,NA,NA,historical_parcel_centroid,179964/179965,1141938.1849908654,1931350.4907929702,TRUE,NA,NA,NA,NA
commercial_13162300320000,commercial,commercial_13162300320000,4818 W MONTROSE CHICAGO,13162300320000/13162300330000,commercial_entity_family,2019,16,20052,14200,TRUE,TRUE,1.412112676056338,49.08169014084507,NA,TRUE,selected_assessor_class_and_finished_home_count,26379,2024,NA,NA,NA,historical_parcel_centroid,1238985/1238987,1143371.906866927,1928928.268518597,TRUE,NA,NA,NA,NA
commercial_13171051090000,commercial,commercial_13171051090000,6009 W LAWRENCE CHICAGO,13171051090000,commercial_entity_family,2022,22,26046,20341,TRUE,TRUE,1.2804680202546581,47.11272798780787,NA,TRUE,selected_assessor_class_and_finished_home_count,26411,2024,NA,NA,NA,historical_parcel_centroid,483938,1135382.3135943874,1931147.0257874273,TRUE,NA,NA,NA,NA
commercial_13171051100000,commercial,commercial_13171051100000,4732 N AUSTIN CHICAGO,13171051100000,commercial_entity_family,2010,18,40206,18358,TRUE,TRUE,2.1901078548861532,42.710534916657586,NA,TRUE,selected_assessor_class_and_finished_home_count,26412,2024,NA,NA,NA,historical_parcel_centroid,1608453,1135350.61970589,1931016.397336906,TRUE,NA,NA,NA,NA
commercial_13171051110000,commercial,commercial_13171051110000,6017 W LAWRENCE CHICAGO,13171051110000/13171051120000/13171051130000,commercial_entity_family,2022,26,31399,17686,TRUE,TRUE,1.7753590410494176,64.03709148479022,NA,TRUE,selected_assessor_class_and_finished_home_count,26413,2024,NA,NA,NA,historical_parcel_centroid,440990/444523/460889,1135264.9211194068,1931145.384609418,TRUE,NA,NA,NA,NA
commercial_13173090120000,commercial,commercial_13173090120000,4119 N NARRAGANSETT CHICAGO,13173090120000/13173090130000/13173090140000,commercial_entity_family,2018,30,44562,36029,TRUE,TRUE,1.2368369924227705,36.27078187016015,NA,TRUE,selected_assessor_class_and_finished_home_count,26421,2024,NA,NA,NA,historical_parcel_centroid,317838/318046/318141,1133137.240892318,1926764.7389352391,TRUE,NA,NA,NA,NA
commercial_13173110010000,commercial,commercial_13173110010000,4025 N NARRAGANSETT CHICAGO,13173110010000/13173110020000/13173110030000/13173110040000/13173110050000,commercial_entity_family,2017,17,23352,16663,TRUE,TRUE,1.4014283142291304,44.440977014943286,NA,TRUE,selected_assessor_class_and_finished_home_count,26422,2024,NA,NA,NA,historical_parcel_centroid,430061/430062/430063/430064/430065,1133073.6845672836,1926147.9769109227,TRUE,NA,NA,NA,NA
commercial_13184090850000,commercial,commercial_13184090850000,4239 N OAK PARK CHICAGO,13184090850000,commercial_entity_family,2007,133,128542,163748,TRUE,TRUE,0.7849989007499328,35.38046266213939,NA,TRUE,selected_assessor_class_and_finished_home_count,26430,2024,commercial_two_vintage_history/city_buildings,construction_modifications.csv:row279,The source reports 133 senior apartments rather than beds and the physical fields are stable across vintages,historical_parcel_centroid,195759,1130315.2056457372,1927773.2208549504,TRUE,NA,NA,NA,NA
commercial_13184090870000,commercial,commercial_13184090870000,4255 N OAK PARK CHICAGO,13184090870000,commercial_entity_family,2010,36,64992,25272,TRUE,TRUE,2.5716999050332383,62.05128205128205,NA,TRUE,selected_assessor_class_and_finished_home_count,26431,2024,commercial_two_vintage_history/CHA_Autumn_Green,construction_modifications.csv:row280,The source and housing record identify 36 senior apartments rather than beds,historical_parcel_centroid,1849492,1130041.4480265637,1927693.7466499745,TRUE,NA,NA,NA,NA
