source_family,project_id,construction_year,allow_far,allow_dupac,location_resolved,construction_date,boundary_year,era,ward,neighbor_ward,ward_pair,distance_to_boundary_ft,within_1500ft,within_500ft
residential,residential_14312150060000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1713.017964637053,FALSE,FALSE
residential,residential_14312150080000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,32,2,2_32,1665.853529764308,FALSE,FALSE
residential,residential_14312150160000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,32,2,2_32,1800.8894088025368,FALSE,FALSE
residential,residential_14312150200000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,2007.3686134190773,FALSE,FALSE
residential,residential_14312160650000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,2039.219818402437,FALSE,FALSE
residential,residential_14313000210000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,1,1_32,523.0173531539338,TRUE,FALSE
residential,residential_14313010240000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,1,1_32,585.8131584140403,TRUE,FALSE
residential,residential_14313010270000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,1,1_32,585.7998038606326,TRUE,FALSE
residential,residential_14313010290000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,163.41511348489746,TRUE,TRUE
residential,residential_14313020060000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,310.74371776820567,TRUE,TRUE
residential,residential_14313020360000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,543.8901008417247,TRUE,FALSE
residential,residential_14313020420000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,32,1,1_32,699.9386802410047,TRUE,FALSE
residential,residential_14313020580000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,275.92853408330757,TRUE,TRUE
residential,residential_14313030300000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,578.2942532075866,TRUE,FALSE
residential,residential_14313040260000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,947.7983965060325,TRUE,FALSE
residential,residential_14313040280000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,993.5029976788911,TRUE,FALSE
residential,residential_14313050120000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,2,2_32,1903.2957581532103,FALSE,FALSE
residential,residential_14313050350000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,2,2_32,1786.8832014127995,FALSE,FALSE
residential,residential_14313060020000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,1,1_32,1413.334892428021,TRUE,FALSE
residential,residential_14313060260000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,851.0344824626903,TRUE,FALSE
residential,residential_14313060530000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,1071.3916605092634,TRUE,FALSE
residential,residential_14313060570000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1122.5360213047966,TRUE,FALSE
residential,residential_14313070050000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1278.9558395600486,TRUE,FALSE
residential,residential_14313070120000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,1627.1572923685878,FALSE,FALSE
residential,residential_14313070230000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1626.825115098667,FALSE,FALSE
residential,residential_14313070300000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1510.9781017486414,FALSE,FALSE
residential,residential_14313070360000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,1506.8705317802794,FALSE,FALSE
residential,residential_14313070460000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1604.8430036192947,FALSE,FALSE
residential,residential_14313090130000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,1,1_32,193.1157309785536,TRUE,TRUE
residential,residential_14313090140000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,444.9120127644341,TRUE,TRUE
residential,residential_14313100130000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,1,1_32,359.66012202503543,TRUE,TRUE
residential,residential_14313110040000,2020,TRUE,TRUE,TRUE,2020-06-15,2015,2015_2023,32,1,1_32,933.7915555196387,TRUE,FALSE
residential,residential_14313110050000,2020,TRUE,TRUE,TRUE,2020-06-15,2015,2015_2023,32,1,1_32,950.331147244862,TRUE,FALSE
residential,residential_14313110060000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,1,1_32,968.4494874466033,TRUE,FALSE
residential,residential_14313110300000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,473.39572102786616,TRUE,TRUE
residential,residential_14313110310000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,446.64359356791016,TRUE,TRUE
residential,residential_14313120150000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,2,2_32,1080.852113988961,TRUE,FALSE
residential,residential_14313120160000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,2,2_32,1061.9241299073813,TRUE,FALSE
residential,residential_14313140220000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,2,2_32,1356.6574284834219,TRUE,FALSE
residential,residential_14313140370000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,845.784529739306,TRUE,FALSE
residential,residential_14313150070000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,1056.6644651414788,TRUE,FALSE
residential,residential_14313150150000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,1291.8698167808102,TRUE,FALSE
residential,residential_14313150340000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,32,2,2_32,1235.067209851317,TRUE,FALSE
residential,residential_14313160040000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,32,2,2_32,1122.8267183117036,TRUE,FALSE
residential,residential_14313160090000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,32,2,2_32,1141.5636019802268,TRUE,FALSE
residential,residential_14313160110000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,32,2,2_32,1126.3952730244562,TRUE,FALSE
residential,residential_14313160150000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,633.5359799307042,TRUE,FALSE
residential,residential_14313160380000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,844.3464049535911,TRUE,FALSE
residential,residential_14313160440000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,32,1,1_32,728.4208326845957,TRUE,FALSE
residential,residential_14313170090000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,1005.8081921076216,TRUE,FALSE
residential,residential_14313170120000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1065.670623286936,TRUE,FALSE
residential,residential_14313170240000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,943.2472656698478,TRUE,FALSE
residential,residential_14313190920000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,888.3802649138568,TRUE,FALSE
residential,residential_14313190930000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,872.5188465067699,TRUE,FALSE
residential,residential_14313190940000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,856.9639018423791,TRUE,FALSE
residential,residential_14313190950000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,838.2661724918863,TRUE,FALSE
residential,residential_14313190960000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,818.3439292468661,TRUE,FALSE
residential,residential_14313190970000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,806.7716519826486,TRUE,FALSE
residential,residential_14313190980000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,790.7772070316236,TRUE,FALSE
residential,residential_14313190990000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,783.335583934716,TRUE,FALSE
residential,residential_14313191000000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,819.2808727395928,TRUE,FALSE
residential,residential_14313191010000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,1,32,1_32,834.6345761397547,TRUE,FALSE
residential,residential_14313191020000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,1,32,1_32,849.4026384265674,TRUE,FALSE
residential,residential_14313200170000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,53.116539136402054,TRUE,TRUE
residential,residential_14313200180000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,77.18921302377865,TRUE,TRUE
residential,residential_14313200190000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,92.69993874317332,TRUE,TRUE
residential,residential_14313200200000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,429.5343171740893,TRUE,TRUE
residential,residential_14313200210000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,126.97194849318187,TRUE,TRUE
residential,residential_14313200220000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,141.78936057061688,TRUE,TRUE
residential,residential_14313200230000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,157.3037952463944,TRUE,TRUE
residential,residential_14313200240000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,172.8861051319834,TRUE,TRUE
residential,residential_14313200250000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,195.80556900284594,TRUE,TRUE
residential,residential_14313200260000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,211.41726165228013,TRUE,TRUE
residential,residential_14313200270000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.8102077445307,TRUE,TRUE
residential,residential_14313200280000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,224.90250320886062,TRUE,TRUE
residential,residential_14313200290000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,612.738374716227,TRUE,FALSE
residential,residential_14313200300000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.5838426298445,TRUE,TRUE
residential,residential_14313200310000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.4823232262139,TRUE,TRUE
residential,residential_14313200320000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.41928781617898,TRUE,TRUE
residential,residential_14313200330000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.54560657952908,TRUE,TRUE
residential,residential_14313200340000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.70099615547764,TRUE,TRUE
residential,residential_14313200350000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,223.9249810672827,TRUE,TRUE
residential,residential_14313200360000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,225.1627821138882,TRUE,TRUE
residential,residential_14313200370000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,225.3104289230435,TRUE,TRUE
residential,residential_14313200380000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,224.32813787452454,TRUE,TRUE
residential,residential_14313200390000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,224.44012276820985,TRUE,TRUE
residential,residential_14313200400000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,229.09795602623564,TRUE,TRUE
residential,residential_14313210720000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,32,1,1_32,395.05742060181836,TRUE,TRUE
residential,residential_14313210740000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,660.1264786372174,TRUE,FALSE
residential,residential_14313220100000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,474.35466769416615,TRUE,TRUE
residential,residential_14313220440000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,2,2_32,575.2138881361884,TRUE,FALSE
residential,residential_14313220460000,2020,TRUE,TRUE,TRUE,2020-06-15,2015,2015_2023,32,2,2_32,673.7008112091022,TRUE,FALSE
residential,residential_14313230010000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,818.1073462903195,TRUE,FALSE
residential,residential_14313230020000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,808.1478792003696,TRUE,FALSE
residential,residential_14313240040000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,438.96006040873516,TRUE,TRUE
residential,residential_14313250080000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,32,1,1_32,731.4421238506943,TRUE,FALSE
residential,residential_14313250190000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,860.7058434989093,TRUE,FALSE
residential,residential_14313260260000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,1,32,1_32,1091.961582384094,TRUE,FALSE
residential,residential_14313270110000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,1,32,1_32,900.3230936013413,TRUE,FALSE
residential,residential_14313270200000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,1,32,1_32,761.5788940266008,TRUE,FALSE
residential,residential_14313280140000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,1,32,1_32,570.1577861182908,TRUE,FALSE
residential,residential_14313280220000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,1,1_32,340.71928996751757,TRUE,TRUE
residential,residential_14313280310000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,1,32,1_32,429.35271868905744,TRUE,TRUE
residential,residential_14313280350000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,1,1_32,415.59331507424406,TRUE,TRUE
residential,residential_14313280630000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,1,32,1_32,237.6538028188784,TRUE,TRUE
residential,residential_14313280650000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,1,32,1_32,237.54350478674468,TRUE,TRUE
residential,residential_14313280680000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,1,1_32,215.77378369554924,TRUE,TRUE
residential,residential_14313280970000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,1,1_32,190.81984382302667,TRUE,TRUE
residential,residential_14313310140000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,90.67831428244492,TRUE,TRUE
residential,residential_14314000220000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1785.2547843707182,FALSE,FALSE
residential,residential_14314000270000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,32,1,1_32,2014.4384318320444,FALSE,FALSE
residential,residential_14314000460000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,32,1,1_32,1825.6297073750404,FALSE,FALSE
residential,residential_14314010180000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1838.58005913831,FALSE,FALSE
residential,residential_14314010330000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1695.7643132179467,FALSE,FALSE
residential,residential_14314010340000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1682.7751996277982,FALSE,FALSE
residential,residential_14314020170000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,1584.38942348242,FALSE,FALSE
residential,residential_14314020220000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,1508.94473894163,FALSE,FALSE
residential,residential_14314020280000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,1512.7873744440906,FALSE,FALSE
residential,residential_14314020350000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1559.146151060357,FALSE,FALSE
residential,residential_14314020360000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1381.7756198752866,TRUE,FALSE
residential,residential_14314020420000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,2,2_32,1418.3402634088436,TRUE,FALSE
residential,residential_14314030130000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,2,2_32,1573.0398512625172,FALSE,FALSE
residential,residential_14314030260000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,1438.5946315652207,TRUE,FALSE
residential,residential_14314030450000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1275.3553799056535,TRUE,FALSE
residential,residential_14314030480000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1223.083877750956,TRUE,FALSE
residential,residential_14314030570000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,32,1,1_32,1243.7669747080636,TRUE,FALSE
residential,residential_14314030580000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,1267.3546015678753,TRUE,FALSE
residential,residential_14314040210000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,1363.1148934376392,TRUE,FALSE
residential,residential_14314040270000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,1159.8757153837194,TRUE,FALSE
residential,residential_14314040310000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,1024.0406778112063,TRUE,FALSE
residential,residential_14314040470000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,886.9580430291859,TRUE,FALSE
residential,residential_14314080070000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,32,1,1_32,1692.0427700319494,FALSE,FALSE
residential,residential_14314080180000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,2,2_32,1138.1532253131631,TRUE,FALSE
residential,residential_14314090120000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1620.9415801261594,FALSE,FALSE
residential,residential_14314090290000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1493.7675788926656,TRUE,FALSE
residential,residential_14314090400000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,874.6976273836516,TRUE,FALSE
residential,residential_14314090430000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,802.0266576808168,TRUE,FALSE
residential,residential_14314090450000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,1418.0088837236922,TRUE,FALSE
residential,residential_14314090510000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,1465.2133724164944,TRUE,FALSE
residential,residential_14314090520000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1476.5619597642092,TRUE,FALSE
residential,residential_14314090550000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,1229.7401000758005,TRUE,FALSE
residential,residential_14314090560000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1229.7100484987693,TRUE,FALSE
residential,residential_14314100320000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,2,2_32,1031.771265035338,TRUE,FALSE
residential,residential_14314100400000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,1119.9724991132744,TRUE,FALSE
residential,residential_14314110020000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,32,1,1_32,1076.3090269184638,TRUE,FALSE
residential,residential_14314110050000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,32,1,1_32,1015.1270355929645,TRUE,FALSE
residential,residential_14314110250000,2009,TRUE,TRUE,TRUE,2009-06-15,2003,2003_2014,32,1,1_32,875.0044802741554,TRUE,FALSE
residential,residential_14314110450000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,960.8690597168753,TRUE,FALSE
residential,residential_14314110460000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,2,2_32,1049.2028573986483,TRUE,FALSE
residential,residential_14314110480000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,919.1872924698998,TRUE,FALSE
residential,residential_14314110500000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,933.8869425263243,TRUE,FALSE
residential,residential_14314110510000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,944.0021098207002,TRUE,FALSE
residential,residential_14314110520000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1095.5035255788625,TRUE,FALSE
residential,residential_14314110530000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,32,1,1_32,863.3566546030207,TRUE,FALSE
residential,residential_14314130070000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,2,2_32,1270.5409338111758,TRUE,FALSE
residential,residential_14314130190000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,238.68761348097993,TRUE,TRUE
residential,residential_14314130300000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,207.90844875890983,TRUE,TRUE
residential,residential_14314130420000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,524.5491157071908,TRUE,FALSE
residential,residential_14314130430000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,561.419217326607,TRUE,FALSE
residential,residential_14314130440000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,586.0325394126584,TRUE,FALSE
residential,residential_14314130450000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,1218.5566160669669,TRUE,FALSE
residential,residential_14314130480000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,32,1,1_32,610.6530143286122,TRUE,FALSE
residential,residential_14314130490000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,32,1,1_32,603.3363125589551,TRUE,FALSE
residential,residential_14314140120000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,443.3670298927624,TRUE,TRUE
residential,residential_14314140170000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,32,2,2_32,1058.8511229386406,TRUE,FALSE
residential,residential_14314140220000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,32,1,1_32,201.8027624844475,TRUE,TRUE
residential,residential_14314140310000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,900.585648562227,TRUE,FALSE
residential,residential_14314140360000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,283.24489564035844,TRUE,TRUE
residential,residential_14314140370000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,259.0887891198973,TRUE,TRUE
residential,residential_14314140560000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,561.3785855071656,TRUE,FALSE
residential,residential_14314150090000,2013,TRUE,TRUE,TRUE,2013-06-15,2003,2003_2014,32,1,1_32,456.7125594843217,TRUE,TRUE
residential,residential_14314150130000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,360.2885806525099,TRUE,TRUE
residential,residential_14314150140000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,32,1,1_32,336.1812815954227,TRUE,TRUE
residential,residential_14314150200000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,32,2,2_32,832.535324733993,TRUE,FALSE
residential,residential_14314160230000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,1184.3517800436466,TRUE,FALSE
residential,residential_14314160250000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,32,1,1_32,1112.6527639449575,TRUE,FALSE
residential,residential_14314160590000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,198.02374515671704,TRUE,TRUE
residential,residential_14314170070000,2012,TRUE,TRUE,TRUE,2012-06-15,2003,2003_2014,32,1,1_32,1089.3573413121694,TRUE,FALSE
residential,residential_14314170300000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,306.36973678867014,TRUE,TRUE
residential,residential_14314170330000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,898.6360066055571,TRUE,FALSE
residential,residential_14314180150000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,32,2,2_32,258.8527039401883,TRUE,TRUE
residential,residential_14314180550000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,462.7615785977681,TRUE,TRUE
residential,residential_14314180560000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,414.7876184140795,TRUE,TRUE
residential,residential_14314190110000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,32,1,1_32,903.801596489878,TRUE,FALSE
residential,residential_14314190320000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,511.41787834685044,TRUE,FALSE
residential,residential_14314190410000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,32,1,1_32,758.6874096486707,TRUE,FALSE
residential,residential_14314190420000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,318.8533254372467,TRUE,TRUE
residential,residential_14314190430000,2016,TRUE,TRUE,TRUE,2016-06-15,2015,2015_2023,32,2,2_32,303.4054017724956,TRUE,TRUE
residential,residential_14314200060000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,32,1,1_32,569.6318009866384,TRUE,FALSE
residential,residential_14314200140000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,32,2,2_32,520.8670160303981,TRUE,FALSE
residential,residential_14314200310000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,32,2,2_32,678.3537464795339,TRUE,FALSE
residential,residential_14314200420000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,32,2,2_32,411.17721135037056,TRUE,TRUE
