target_year,pin10
2006,1420113053
2006,1709119024
2006,1917417005
2006,1920112056
2006,2004128045
2007,1332122007
2007,1419401047
2007,1429227059
2007,1601207038
2007,1601207039
2007,1601313044
2007,1706229003
2007,1706229004
2007,1707327038
2007,1707327039
2007,1707327040
2007,2003401028
2008,1312411125
2008,1324116018
2008,1324116019
2008,1324116020
2008,1420228011
2008,1420228012
2008,1611304041
2008,1612325006
2008,1705321012
2008,1705321013
2008,1707417040
2008,2004214044
2008,2004215092
2008,2004215098
2008,2004215099
2008,2004215101
2008,2004215104
2008,2004216085
2008,2004216091
2008,2004216093
2008,2004216094
2008,2004216095
2008,2004226003
2008,2004226004
2008,2004226010
2008,2021129025
2008,2023103037
2008,2023116022
2009,1601313043
2009,1601313045
2009,1635407067
2009,1708213011
2009,2002400078
2009,2517304049
2010,1323128047
2010,1613315055
2010,1613315056
2010,1613315057
2010,1624201014
2010,1624201015
2010,1707416042
2010,1708334051
2010,1708334056
2010,1716416014
2010,1716416016
2010,2002400077
2010,2002400079
2011,1708334050
2011,1729330001
2011,1729330002
2011,1729330003
2011,1729330005
2011,1729330006
2011,2003123036
2012,1432224070
2012,1432224071
2012,1729330004
2013,1322416024
2013,1709261028
2013,1709261029
2013,1729310055
2013,1729310056
2013,1729310057
2013,1729310058
2013,1729330018
2013,1732408080
2013,1732408081
2013,1732408082
2013,1732408083
2013,1732408084
2013,1732408085
2013,1732408097
2013,1732408098
2013,1732408099
2013,1919213024
2013,1919213025
2013,1919213026
2013,1919213027
2013,1919213028
2014,1429319062
2014,1430118054
2014,1430118055
2014,1430118056
2014,1430118057
2014,1430118058
2014,1430118059
2014,1430118060
2014,1430118061
2014,1430118062
2014,1430118063
2014,1430118064
2014,1430118065
2014,1430118066
2014,1430118067
2014,1430118068
2014,1602408046
2014,1707208025
2014,1707208050
2014,1707208051
2014,1707208054
2014,1707212026
2014,1707212051
2014,1707212052
2014,1732408086
2014,1732408087
2014,1732408088
2014,1732408089
2014,1732408090
2014,1732408091
2014,1732408092
2014,1732408093
2014,1732408094
2014,1732408095
2014,1732408096
2014,1732408100
2014,1732408101
2014,1732408102
2014,1732408103
2014,2003419028
2015,1613218003
2016,1325427024
2016,1636429010
2016,1636429012
2016,1733305041
2016,1733305043
2016,1733305044
2016,1733305045
2016,1733305046
2016,1919215018
2016,2010211033
2016,2517122030
2017,1429301003
2017,1429301004
2017,1429301005
2017,1429419008
2017,1429419009
2017,1431138009
2017,1431308042
2017,1431308043
2017,1704222064
2017,1704222066
2017,1704222068
2017,1708253039
2017,1710212037
2017,1732408141
2017,1732408142
2017,1732408143
2017,1732408144
2017,1732408145
2017,1732408146
2017,1732408147
2017,1733305042
2018,1335400047
2018,1336103036
2018,1336103037
2018,1336103038
2018,1336103039
2018,1336103040
2018,1336103041
2018,1336103042
2018,1336103043
2018,1336103044
2018,1420403004
2018,1420403005
2018,1420403007
2018,1420403008
2018,1420403022
2018,1420403023
2018,1420403024
2018,1420403025
2018,1420403064
2018,1420403065
2018,1420403067
2018,1420403070
2018,1429419058
2018,1429419065
2018,1601317037
2018,1706235068
2018,1706235069
2018,1706235070
2018,1706235136
2018,1706235145
2018,1716100049
2018,2011314004
2019,1314331030
2019,1323322025
2019,1323322026
2020,1129300016
2020,1129300017
2020,1129300018
2020,1129300019
2020,1325314064
2020,1325314074
2020,1325314075
2020,1429300071
2020,1429300121
2020,1611102019
2020,1611102020
2020,1704212001
2020,1704212002
2020,1704212003
2020,1704212004
2020,1704212005
2020,1704212038
2020,1704212046
2020,1729303005
2020,1729303006
2020,1729303007
2020,1729303008
2020,1729303009
2020,1729303010
2020,1729303011
2020,1729303012
2020,1729303013
2020,1729303014
2020,1729303015
2020,1729303016
2020,2003402004
2020,2003402005
2020,2003413051
2020,2003413055
2021,1710400051
2021,2002305019
2022,1709206039
2022,1710400054
2022,1734105056
