File: rental_rd_characteristics_panel_bw500.parquet
Rows: 462590
Columns: 113
SHA-256 (saved bytes): 84da06547f74b23b9a9b4fc3f7c52a3fdac1dad4ed4744dfa670735076c7cb9d
Key: rent_panel_id
Types: Stored Parquet schema.
Distinct counts: approximate (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                                        column inferred_type non_missing distinct                    min                max                 mean                  sd
                                 rent_panel_id       VARCHAR      462590   499502                      -                  -                    -                   -
                                  analysis_key       VARCHAR      462590   187404                      -                  -                    -                   -
                                    key_source       VARCHAR      462590        1                      -                  -                    -                   -
                                   property_id       VARCHAR           0        0                      -                  -                    -                   -
                                       unit_id       VARCHAR           0        0                      -                  -                    -                   -
                                  property_key       VARCHAR      462590    67348                      -                  -                    -                   -
                                 floorplan_key       VARCHAR      462590   187404                      -                  -                    -                   -
                                  address_norm       VARCHAR      427644    77015                      -                  -                    -                   -
                               address_missing       INTEGER      462590        2                      0                  1  0.07554421842236106  0.2642677438807274
                                   month_start          DATE      462590       96                      -                  -                    -                   -
                           first_observed_date          DATE      462590     2188                      -                  -                    -                   -
                           first_observed_rent        DOUBLE      462590     8613                  490.0            16713.0    2045.675252480598   1027.402670600903
                                   active_days       INTEGER      462590       29                      1                 31    3.510925441535701   4.391403880364674
                          distinct_daily_rents       INTEGER      462590       24                      1                 24   1.5837199247713958  1.7020733664564567
                               multi_rent_days        DOUBLE      462590       30                    0.0               30.0   0.6358330270866209  2.4577541153474165
                         same_rent_repeat_days        DOUBLE      462590       32                    0.0               31.0  0.32518212672128666  1.8401167981442828
                                raw_rows_month        DOUBLE      462590      420                    1.0             1303.0    5.918130525951707     16.712259541099
                                            id       VARCHAR      462590   378483                      -                  -                    -                   -
                                    rent_price        DOUBLE      462590   187898      581.1620284598174  19336.59893573796    2339.321512259952  1152.9355259320178
                                 building_type       VARCHAR      449697       15                      -                  -                    -                   -
                           building_type_clean       VARCHAR      462590        6                      -                  -                    -                   -
                                          beds        DOUBLE      462590       10                    0.0                8.0   1.6836269698869408  1.0260812755987403
                                         baths        DOUBLE      461304       15                    0.0                8.0   1.3414722178866865   0.556110772184326
                                          sqft        DOUBLE      296179     2168                  250.0             6000.0   1006.5078212837507  444.35635332602607
                                       laundry       INTEGER      462590        2                      0                  1  0.49478587950452885 0.49997335261514325
                                           gym       INTEGER      462590        2                      0                  1   0.2017985689271277  0.4013430636143079
                                       doorman       INTEGER      462590        2                      0                  1  0.14199615210013186 0.34904657033330355
                                     furnished       INTEGER      462590        2                      0                  1  0.04451458094641043   0.206235605498171
                                          pool       INTEGER      462590        2                      0                  1   0.1731468471000238   0.378374584149219
                                    year_built        DOUBLE        3205       32                 1896.0             2017.0   2000.7491419656785  24.691342489351786
                                available_date          DATE       14751      604                      -                  -                    -                   -
                                     file_date          DATE      462590       96                      -                  -                    -                   -
                                      latitude        DOUBLE      462590    47516               41.65812 42.019281199999995    41.89591904178693 0.05589435738683117
                                     longitude        DOUBLE      462590    38004            -87.8182411 -87.54390000000001   -87.65279112863051 0.03596892817942043
                                modal_latitude        DOUBLE      427644    30340               41.63051          42.038322    41.89479740917415 0.05545668085352457
                               modal_longitude        DOUBLE      427644    23584              -87.82402          -87.54389   -87.65206181936873 0.03582810833251668
flag_geometry_uses_address_location_correction       BOOLEAN      462590        2                      -                  -                    -                   -
                    flag_location_questionable       BOOLEAN      462590        2                      -                  -                    -                   -
                       location_quality_status       VARCHAR      462590        5                      -                  -                    -                   -
                               assignment_date          DATE      462590     2188                      -                  -                    -                   -
                              renthub_latitude        DOUBLE      462590    49207              41.636475          42.043514   41.895909690841336 0.05596664558702127
                             renthub_longitude        DOUBLE      462590    45464              -88.09281        -87.5438999   -87.65283096502874 0.03602405102579796
                                 boundary_year       INTEGER      462590        2                   2003               2015   2012.6917788970795   4.729779797730328
                                          ward        DOUBLE      462590       54                    1.0               50.0   23.773579195399815  17.718937566728883
                                 neighbor_ward        DOUBLE      462590       54                    1.0               50.0     25.1063901078709  16.630578786529586
                                  ward_pair_id       VARCHAR      462590      146                      -                  -                    -                   -
                                        dist_m        DOUBLE      462590    53080   0.005171906871675538 152.39394754873052    73.12631225151421  42.595850948850945
                flag_modal_sensitivity_checked       BOOLEAN      462590        2                      -                  -                    -                   -
                                    modal_ward       INTEGER      427630       45                      1                 50    23.47675794495241  17.677944016977772
                           modal_neighbor_ward       INTEGER      427630       45                      1                 50   24.853572013188973   16.62541941108514
                            modal_ward_pair_id       VARCHAR      427630      146                      -                  -                    -                   -
                                  modal_dist_m        DOUBLE      427630    44407   0.005171906871675538 1984.2785329105152    75.14078628382633   51.36825748646549
                                 modal_dist_ft        DOUBLE      427630    40770    0.01696819839788562 6510.1001735909285   246.52488938268172   168.5310284989029
                 flag_modal_assignment_missing       BOOLEAN      462590        2                      -                  -                    -                   -
                       flag_modal_changes_ward       BOOLEAN      462590        2                      -                  -                    -                   -
              flag_modal_changes_neighbor_ward       BOOLEAN      462590        2                      -                  -                    -                   -
                       flag_modal_changes_pair       BOOLEAN      462590        2                      -                  -                    -                   -
                  flag_modal_dist_diff_gt100ft       BOOLEAN      462590        2                      -                  -                    -                   -
                 flag_rd_location_questionable       BOOLEAN      462590        2                      -                  -                    -                   -
                                    month_join        DOUBLE      462590      118                 2014.0 2022.9166666666667   2017.7967020826077  2.6567178187144633
                                  alderman_own       VARCHAR      462590       79                      -                  -                    -                   -
                             alderman_neighbor       VARCHAR      462590       79                      -                  -                    -                   -
                     flag_missing_own_alderman       BOOLEAN      462590        1                      -                  -                    -                   -
                flag_missing_neighbor_alderman       BOOLEAN      462590        1                      -                  -                    -                   -
                  flag_missing_alderman_lookup       BOOLEAN      462590        1                      -                  -                    -                   -
                               rent_year_month       VARCHAR      462590      118                      -                  -                    -                   -
                  rent_price_cpi_chi_all_items        DOUBLE      462590      104                225.027            278.415   238.49726056127594  14.578053532868692
                   rent_price_deflator_to_2022        DOUBLE      462590      108      0.981829582936743  1.214770153507505   1.1501008476469687 0.06457332707125474
                            rent_price_nominal        DOUBLE      462590    11887                  490.0            16713.0   2043.5574476372165  1025.5956096302448
                                    segment_id       VARCHAR      462590     1909                      -                  -                    -                   -
                                segment_reason       VARCHAR      462590        1                      -                  -                    -                   -
                           analysis_segment_id       VARCHAR      462590     1909                      -                  -                    -                   -
                                 valid_segment       BOOLEAN      462590        1                      -                  -                    -                   -
                                invalid_reason       VARCHAR      462590        1                      -                  -                    -                   -
                             segment_length_ft        DOUBLE      462590     2386     10.013376054993406 1965.2452099191446    1283.996267407309  208.38229921155394
                               segment_lt500ft       BOOLEAN      462590        2                      -                  -                    -                   -
                              segment_lt1000ft       BOOLEAN      462590        2                      -                  -                    -                   -
                                strictness_own        DOUBLE      462590       85      -3.44557609283157  1.922598593091133  0.04114856673862868  0.8319659233009141
                           strictness_neighbor        DOUBLE      462590       85      -3.44557609283157  1.922598593091133   0.1257329693270717  0.8050872571853629
                                          sign        DOUBLE      462590        2                   -1.0                1.0 -0.05818111070278216  0.9983071234775128
                                 signed_dist_m        DOUBLE      462590    43372    -152.39394754873052 152.39305440922843   -5.399010414899493   84.45546900546623
                                       dist_ft        DOUBLE      462590    45641    0.01696819839788562 499.98014287641246   239.91572260998214  139.75016715502426
                                   signed_dist        DOUBLE      462590    43260    -499.98014287641246 499.97721262870215   -17.71328876279288   277.0848720651786
                                          year        DOUBLE      462590        9                 2014.0             2022.0   2017.3058021141833   2.645239341612594
                                    year_month       VARCHAR      462590      118                      -                  -                    -                   -
                                signed_dist_ft        DOUBLE      462590    43260    -499.98014287641246 499.97721262870215   -17.71328876279288   277.0848720651786
                                     ward_pair       VARCHAR      462590      146                      -                  -                    -                   -
                                         right       INTEGER      462590        2                      0                  1   0.4709094446486089 0.49915356173875575
                          building_type_factor       VARCHAR      462590        6                      -                  -                    -                   -
                                is_multifamily       INTEGER      462590        2                      0                  1   0.5968244017380402  0.4905359878727745
                              is_single_family       INTEGER      462590        2                      0                  1   0.1655375170237143  0.3716653684348532
                                      is_condo       INTEGER      462590        2                      0                  1  0.16881255539462592  0.3745866787018857
                                  is_townhouse       INTEGER      462590        2                      0                  1  0.02027713526016559 0.14094685520080605
                                      log_sqft        DOUBLE      296179     1981      5.521460917862246  8.699514748210191    6.830841499164387 0.40310943629321255
                                      log_beds        DOUBLE      405680        9                    0.0 2.0794415416798357   0.5512787612362525  0.4530767986132518
                                     log_baths        DOUBLE      459413       15    -0.6931471805599453 2.0794415416798357    0.230358441694346 0.34878209365063045
                    flag_clean_location_sample       BOOLEAN      462590        2                      -                  -                    -                   -
              flag_no_modal_pair_change_sample       BOOLEAN      462590        2                      -                  -                    -                   -
              flag_no_modal_ward_change_sample       BOOLEAN      462590        2                      -                  -                    -                   -
           flag_no_questionable_address_sample       BOOLEAN      462590        2                      -                  -                    -                   -
                        nearest_school_dist_ft        DOUBLE      462590    51605      11.75439956381854  4343.565643998044   1254.3203896767707   658.3570008531706
                          nearest_park_dist_ft        DOUBLE      462590    48536                    0.0  4413.772524947242    781.4192188490941   478.4900614846944
                    nearest_major_road_dist_ft        DOUBLE      462590    62421   0.006482017126667007 1933.0137332315878    317.1294433395521   275.7369099711775
                         lake_michigan_dist_ft        DOUBLE      462590    58295      42.54012793344953  55909.85642180783    8929.751673340832    7798.46208270138
                      nearest_cta_stop_dist_ft        DOUBLE      462590    56866    0.16702613997913607 23787.511095119713   2453.0098404190203  2517.8872580710613
                        nearest_cta_station_id       VARCHAR      462590      116                      -                  -                    -                   -
                      nearest_cta_station_name       VARCHAR      462590      113                      -                  -                    -                   -
                             nearest_cta_lines       VARCHAR      462590       20                      -                  -                    -                   -
                       nearest_school_dist_kft        DOUBLE      462590    53936    0.01175439956381854  4.343565643998044    1.254320389676293  0.6583570008531723
                         nearest_park_dist_kft        DOUBLE      462590    48898                    0.0  4.413772524947242   0.7814192188488944 0.47849006148470624
                   nearest_major_road_dist_kft        DOUBLE      462590    57871 6.4820171266670076e-06 1.9330137332315878   0.3171294433395778  0.2757369099711789
                     nearest_cta_stop_dist_kft        DOUBLE      462590    45011 0.00016702613997913608  23.78751109511971   2.4530098404205476   2.517887258071052
                        lake_michigan_dist_kft        DOUBLE      462590    61604    0.04254012793344953  55.90985642180783    8.929751673340649   7.798462082701277
