building_id,route,permit_number,member_permit_numbers,source,record_ids,issue_date,assessor_year_built,date_source,construction_date,construction_year,boundary_year,era,ward,neighbor_ward,ward_pair,distance_to_boundary_ft,within_1500ft,within_500ft,location_source,x_3435,y_3435,dwelling_units,building_sqft,floor_area_source,land_sqft,allow_far,allow_dupac,density_far,density_dupac,multifamily,permit_ids,segment_id,alderman_own,alderman_neighbor,strictness_own,strictness_neighbor,share_white_own,share_black_own,median_hh_income_own,share_bach_plus_own,homeownership_rate_own,share_white_neighbor,share_black_neighbor,median_hh_income_neighbor,share_bach_plus_neighbor,homeownership_rate_neighbor,alderman_assignment_status,signed_distance_m,lenient_dist,strict_dist,side,continuous_score_difference,pair_average_score,joint_service,zoning_source,zone_group,density_eligible
1586592,permit,100059441,100059441,condominium,1706304042,2006-09-05,2007,permit_issue_date,2006-09-05,2006,2003,2003_2014,1,26,1_26,173.4217535901964,TRUE,TRUE,parcel_centroid,1160296.3058988226,1907429.2954556227,6,14150,assessor,6517,TRUE,TRUE,2.171244437624674,40.10434248887525,TRUE,1586592,1_26_2003_2014_14,Manuel Flores,Billy Ocasio,0.9746539068149748,0.14589476221847916,0.3600693414522599,0.06061799426613374,37681.79165589923,0.31289394767674866,0.2985772032783148,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,assigned,52.85895049429187,0,52.85895049429187,1,0.4143795722982478,0.5602743345167269,2003_2014:1_26:Billy Ocasio 1998-01-01:Manuel Flores 2003-05-05,latest_map_before_construction,Commercial,TRUE
1587529,permit,100060100,100060100,condominium,2003217038,2006-06-19,2007,permit_issue_date,2006-06-19,2006,2003,2003_2014,4,3,3_4,221.35255534973356,TRUE,TRUE,parcel_centroid,1180631.0484754604,1877368.5247695376,6,9600,assessor,6072,TRUE,TRUE,1.5810276679841897,43.04347826086956,TRUE,1587529,3_4_2003_2014_4,Toni Preckwinkle,Dorothy Tillman,1.1745468866567783,3.3357244289705767,0.13539718787034638,0.7796714027658994,29507.455238258768,0.37421279142113983,0.20382903271476335,0.04981250844067825,0.8540025665501869,17794.77018835824,0.11997682509713528,0.18817021270261344,assigned,-67.46825887059879,67.46825887059879,0,0,-1.0805887711568993,2.2551356578136774,2003_2014:3_4:Dorothy Tillman 1998-01-01:Toni Preckwinkle 1998-01-01,current_map_amended_before_construction,Multi-Family Residential,TRUE
1587840,permit,100060280,100060280,condominium,1733426014,2006-03-09,2005,permit_issue_date,2006-03-09,2006,2003,2003_2014,3,11,3_11,898.1877315505604,TRUE,FALSE,parcel_centroid,1176794.2900413915,1881278.5537917365,42,,,43140,FALSE,FALSE,,,TRUE,1587840,3_11_2003_2014_17,Dorothy Tillman,James Balcer,3.3357244289705767,0.5911141789160973,0.04981250844067825,0.8540025665501869,17794.77018835824,0.11997682509713528,0.18817021270261344,0.4031185180691307,0.02168585881562807,35901.2875841518,0.14778293884850363,0.4430736362052154,assigned,273.76762057661085,0,273.76762057661085,1,1.3723051250272398,1.963419303943337,2003_2014:3_11:Dorothy Tillman 1998-01-01:James Balcer 1998-01-01,latest_map_before_construction,Planned Development,FALSE
1587937,permit,100060341,100060341,condominium,1705119026,2006-02-17,2007,permit_issue_date,2006-02-17,2006,2003,2003_2014,32,1,1_32,480.0485652991584,TRUE,TRUE,parcel_centroid,1166948.4411589685,1909318.6377301388,4,6319,assessor,3460,TRUE,TRUE,1.8263005780346824,50.35838150289017,TRUE,1587937,1_32_2003_2014_32,Theodore Matlak,Manuel Flores,0.8020217933174896,0.9746539068149748,0.7287242632334999,0.04313644860114733,63836.70303790752,0.6031122174616153,0.40488858697154384,0.3600693414522599,0.06061799426613374,37681.79165589923,0.31289394767674866,0.2985772032783148,assigned,-146.31880270318348,146.31880270318348,0,0,-0.0863160567487426,0.8883378500662322,2003_2014:1_32:Manuel Flores 2003-05-05:Theodore Matlak 1998-05-21,current_map_amended_before_construction,Multi-Family Residential,TRUE
1588155,permit,100060469,100060469,residential,11303200160000,2006-02-06,2005,permit_issue_date,2006-02-06,2006,2003,2003_2014,49,50,49_50,356.21929581362974,TRUE,TRUE,parcel_centroid,1160009.355037474,1948071.4605438388,6,11218,assessor,7100,TRUE,TRUE,1.58,36.8112676056338,TRUE,1588155,49_50_2003_2014_5,Joe Moore,Bernard Stone,0.5433666231980739,-0.4748368155945464,0.3290217783924132,0.29406830180272975,32414.15567902652,0.3259703210597111,0.20789111435793348,0.507610574995229,0.06085981185244533,42615.30578396245,0.3609357584028352,0.4711704819568157,assigned,108.57564136399435,0,108.57564136399435,1,0.5091017193963101,0.03426490380176378,2003_2014:49_50:Bernard Stone 1998-01-01:Joe Moore 1998-01-01,current_map_amended_before_construction,Multi-Family Residential,TRUE
1589719,permit,100061425,100061425,condominium,1717113117,2006-01-25,2007,permit_issue_date,2006-01-25,2006,2003,2003_2014,27,2,2_27,399.06642185949386,TRUE,TRUE,parcel_centroid,1167814.5780386378,1899162.90733617,5,12120,assessor,2878,TRUE,TRUE,4.211257817929117,75.67755385684504,TRUE,1589719,2_27_2003_2014_14,"Walter Burnett, Jr.",Madeline Haithcock,0.49314502968840385,0.05005421402477293,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,0.24776091330581868,0.5976775914169672,37869.222704019274,0.3811814385778661,0.2792484810231699,assigned,121.63544538277374,0,121.63544538277374,1,0.22154540783181545,0.27159962185658837,"2003_2014:2_27:Madeline Haithcock 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Neighborhood Mixed-Use,TRUE
1590348,permit,100061704,100061704,residential,17333300050000,2006-04-27,2006,permit_issue_date,2006-04-27,2006,2003,2003_2014,11,3,3_11,1133.769325466138,TRUE,FALSE,parcel_centroid,1173773.7657694076,1880592.0027340455,1,1947,assessor,2085,TRUE,TRUE,0.9338129496402876,20.892086330935253,FALSE,1590348,3_11_2003_2014_15,James Balcer,Dorothy Tillman,0.5911141789160973,3.3357244289705767,0.4031185180691307,0.02168585881562807,35901.2875841518,0.14778293884850363,0.4430736362052154,0.04981250844067825,0.8540025665501869,17794.77018835824,0.11997682509713528,0.18817021270261344,assigned,-345.5728904020789,345.5728904020789,0,0,-1.3723051250272398,1.963419303943337,2003_2014:3_11:Dorothy Tillman 1998-01-01:James Balcer 1998-01-01,latest_map_before_construction,Planned Development,TRUE
1590349,permit,100061705,100061705,residential,17333300040000,2006-04-27,2006,permit_issue_date,2006-04-27,2006,2003,2003_2014,11,3,3_11,1128.0952248032304,TRUE,FALSE,parcel_centroid,1173774.5434155923,1880555.5615681517,1,1959,assessor,2056,TRUE,TRUE,0.9528210116731516,21.186770428015564,FALSE,1590349,3_11_2003_2014_15,James Balcer,Dorothy Tillman,0.5911141789160973,3.3357244289705767,0.4031185180691307,0.02168585881562807,35901.2875841518,0.14778293884850363,0.4430736362052154,0.04981250844067825,0.8540025665501869,17794.77018835824,0.11997682509713528,0.18817021270261344,assigned,-343.84342452002466,343.84342452002466,0,0,-1.3723051250272398,1.963419303943337,2003_2014:3_11:Dorothy Tillman 1998-01-01:James Balcer 1998-01-01,latest_map_before_construction,Planned Development,TRUE
1595776,permit,100063811,100063811,condominium,1705322042,2006-04-21,2007,permit_issue_date,2006-04-21,2006,2003,2003_2014,1,27,1_27,463.38635612592753,TRUE,TRUE,parcel_centroid,1165665.1774818175,1905889.1189899037,6,14955,assessor,6284,TRUE,TRUE,2.3798535964353915,41.59134309357097,TRUE,1595776,1_27_2003_2014_6,Manuel Flores,"Walter Burnett, Jr.",0.9746539068149748,0.49314502968840385,0.3600693414522599,0.06061799426613374,37681.79165589923,0.31289394767674866,0.2985772032783148,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,141.24016134718272,0,141.24016134718272,1,0.24075443856328546,0.7338994682516893,"2003_2014:1_27:Manuel Flores 2003-05-05:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Neighborhood Mixed-Use,TRUE
1597358,permit,100064573,100064573,condominium,1420412048,2006-01-06,2006,permit_issue_date,2006-01-06,2006,2003,2003_2014,44,46,44_46,1489.3782784256557,TRUE,FALSE,parcel_centroid,1168903.7263195363,1922947.4893153324,9,13050,assessor,9203,FALSE,FALSE,,,TRUE,1597358,44_46_2003_2014_5,Tom Tunney,Helen Shiller,-0.18276458008063037,0.13672348287505132,0.8299676744477944,0.03426177092778829,57053.95768020181,0.7395955126072703,0.27236514689794933,0.5019014359414604,0.19438829915440237,36863.9988910593,0.47085249919202377,0.2630458275800644,assigned,-453.96249926413986,453.96249926413986,0,0,-0.15974403147784083,-0.02302054860278953,2003_2014:44_46:Helen Shiller 1998-01-01:Tom Tunney 2003-01-16,latest_map_before_construction,Neighborhood Mixed-Use,FALSE
1598880,permit,100065237,100065237,residential,16093110490000,2006-02-17,2005,permit_issue_date,2006-02-17,2006,2003,2003_2014,28,29,28_29,1009.6769101913262,TRUE,FALSE,parcel_centroid,1140928.060265653,1900518.798955896,1,1985,assessor,5080,TRUE,TRUE,0.390748031496063,8.5748031496063,FALSE,1598880,28_29_2003_2014_4,Ed Smith,Isaac Carothers,-0.4478774281778235,-0.833905085184909,0.01263391540263382,0.8630264336872416,24764.79859187917,0.05674909350478129,0.28619696735455535,0.08137048172462748,0.7133842661846044,37390.51540820824,0.0939942854083322,0.43499096120133895,assigned,307.74952222631623,0,307.74952222631623,1,0.19301382850354276,-0.6408912566813663,2003_2014:28_29:Ed Smith 1998-01-01:Isaac Carothers 1999-05-03,latest_map_before_construction,Single-Family Residential,TRUE
1598991,permit,100065295,100065295,condominium,2014412041,2006-02-07,2009,permit_issue_date,2006-02-07,2006,2003,2003_2014,20,5,5_20,1485.4295106257885,TRUE,FALSE,parcel_centroid,1185593.3118047854,1863897.6722754575,3,8880,assessor,6179,TRUE,TRUE,1.437125748502994,21.149053244861623,TRUE,1598991,5_20_2003_2014_8,Arenda Troutman,Leslie Hairston,2.7860425781151,-1.1088436326817672,0.03129652552211314,0.777498792017161,19127.865523782708,0.08990695996653215,0.19467429267265915,0.1647671985964637,0.760339611880237,32629.561382445383,0.3448038372067028,0.26436222686631916,assigned,452.75891483874034,0,452.75891483874034,1,1.9474431053984336,0.8385994727166663,2003_2014:5_20:Arenda Troutman 1998-01-01:Leslie Hairston 1999-05-03,latest_map_before_construction,Multi-Family Residential,TRUE
1600848,permit,100066203,100066203,condominium,1601313048,2006-03-31,2007,permit_issue_date,2006-03-31,2006,2003,2003_2014,26,27,26_27,273.08700073709895,TRUE,TRUE,parcel_centroid,1155276.9060344573,1906249.0091046945,4,6533,assessor,3127,TRUE,TRUE,2.0892228973456985,55.72113847137832,TRUE,1600848,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-83.23691782466776,83.23691782466776,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1601259,permit,100066403,100066403,condominium,1601313056,2006-05-17,2010,permit_issue_date,2006-05-17,2006,2003,2003_2014,26,27,26_27,153.08457101126945,TRUE,TRUE,permit_point,1155111.708970571,1906200.133890699,4,,,3018,FALSE,TRUE,,57.73359840954274,TRUE,1601259,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-46.66017724423493,46.66017724423493,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,FALSE
1601302,permit,100066420,100066420,condominium,1601313050,2006-03-31,2007,permit_issue_date,2006-03-31,2006,2003,2003_2014,26,27,26_27,260.2365809651203,TRUE,TRUE,parcel_centroid,1155251.308008727,1906247.9082563424,4,6533,assessor,3027,TRUE,TRUE,2.1582424843078956,57.56194251734391,TRUE,1601302,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-79.32010987816868,79.32010987816868,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1602219,permit,100066792,100066792,condominium,1717200027,2006-01-30,2007,permit_issue_date,2006-01-30,2006,2003,2003_2014,2,27,2_27,54.160803749298665,TRUE,TRUE,parcel_centroid,1168445.6898484724,1900077.064996252,6,10584,assessor,5422,TRUE,TRUE,1.9520472150497972,48.20361490225009,TRUE,1602219,2_27_2003_2014_15,Madeline Haithcock,"Walter Burnett, Jr.",0.05005421402477293,0.49314502968840385,0.24776091330581868,0.5976775914169672,37869.222704019274,0.3811814385778661,0.2792484810231699,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-16.508212982786233,16.508212982786233,0,0,-0.22154540783181545,0.27159962185658837,"2003_2014:2_27:Madeline Haithcock 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Downtown,TRUE
1603383,permit,100067288,100067288,residential,16013130430000,2006-03-31,2006,permit_issue_date,2006-03-31,2006,2003,2003_2014,26,27,26_27,236.023897237152,TRUE,TRUE,parcel_centroid,1155200.916026682,1906247.0070829687,4,6681,assessor,3027,TRUE,TRUE,2.2071357779980176,57.56194251734391,TRUE,1603383,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-71.94008387788394,71.94008387788394,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1603437,permit,100067307,100067307,condominium,1601313051,2006-03-21,2006,permit_issue_date,2006-03-21,2006,2003,2003_2014,26,27,26_27,248.1344517616138,TRUE,TRUE,parcel_centroid,1155226.1119973774,1906247.4574865664,4,6533,assessor,3027,TRUE,TRUE,2.1582424843078956,57.56194251734391,TRUE,1603437,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-75.63138089693989,75.63138089693989,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1603773,permit,100067440,100067440,residential,16013130440000,2006-03-31,2006,permit_issue_date,2006-03-31,2006,2003,2003_2014,26,27,26_27,223.9130974538691,TRUE,TRUE,parcel_centroid,1155175.7200622612,1906246.556399074,4,6681,assessor,3027,TRUE,TRUE,2.2071357779980176,57.56194251734391,TRUE,1603773,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-68.24871210393931,68.24871210393931,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1604334,permit,100067701,100067701,residential,16013130450000,2006-04-06,2006,permit_issue_date,2006-04-06,2006,2003,2003_2014,26,27,26_27,211.7851149188105,TRUE,TRUE,parcel_centroid,1155150.488063713,1906246.1052260024,4,6681,assessor,3035,TRUE,TRUE,2.201317957166392,57.41021416803954,TRUE,1604334,26_27_2003_2014_12,Billy Ocasio,"Walter Burnett, Jr.",0.14589476221847916,0.49314502968840385,0.14234349120801265,0.12376907973669649,30686.2752632978,0.12780599825171246,0.29512140074572346,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-64.55210302725345,64.55210302725345,0,0,-0.17362513373496236,0.3195198959534415,"2003_2014:26_27:Billy Ocasio 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Commercial,TRUE
1604716,permit,100067856,100067856,condominium,1717212028,2006-02-08,2007,permit_issue_date,2006-02-08,2006,2003,2003_2014,2,27,2_27,541.3483322456453,TRUE,FALSE,parcel_centroid,1169889.1600073716,1899679.940060665,12,21804,assessor,8927,TRUE,TRUE,2.4424778761061945,58.554945670437995,TRUE,1604716,2_27_2003_2014_16,Madeline Haithcock,"Walter Burnett, Jr.",0.05005421402477293,0.49314502968840385,0.24776091330581868,0.5976775914169672,37869.222704019274,0.3811814385778661,0.2792484810231699,0.17719645981368878,0.6323073259121846,35035.69035994124,0.2276799771509924,0.30291703714084883,assigned,-165.0029716684727,165.0029716684727,0,0,-0.22154540783181545,0.27159962185658837,"2003_2014:2_27:Madeline Haithcock 1998-01-01:Walter Burnett, Jr. 1998-01-01",latest_map_before_construction,Downtown,TRUE
1604830_16133240420000,permit,100067912,100067912,residential,16133240420000,2006-03-14,2006,permit_issue_date,2006-03-14,2006,2003,2003_2014,24,28,24_28,532.7360313072234,TRUE,FALSE,parcel_centroid,1155333.809835167,1894921.058713006,1,1244,assessor,2045,TRUE,TRUE,0.6083129584352078,21.30073349633252,FALSE,1604830,24_28_2003_2014_13,Michael Chandler,Ed Smith,-0.0714798231493834,-0.4478774281778235,0.00851933076398545,0.9014542793280756,22107.438034295792,0.06824595977741066,0.28025316926994687,0.01263391540263382,0.8630264336872416,24764.79859187917,0.05674909350478129,0.28619696735455535,assigned,162.37794234244168,0,162.37794234244168,1,0.18819880251422005,-0.25967862566360345,2003_2014:24_28:Ed Smith 1998-01-01:Michael Chandler 1998-01-01,latest_map_before_construction,Planned Development,TRUE
