project_id,x_3435,y_3435
residential_13333270340000,1140876.67745463,1911967.95399127
residential_13333270350000,1140877.57026981,1911941.96969955
residential_13333270360000,1140878.28428871,1911914.73163278
residential_13333270370000,1140879.35463734,1911889.99967494
residential_13333270380000,1140747.42834116,1911884.33626094
residential_13333270390000,1140737.43204788,1911913.78700019
residential_13333270400000,1140737.06768894,1911938.55933995
residential_13333270410000,1140745.67587012,1911963.03851838
residential_13333270420000,1140724.71105228,1911990.27444627
residential_13333270430000,1140723.96932555,1912016.26405421
residential_13333270440000,1140717.4922884,1912050.1507238
residential_13333270530000,1140429.64323828,1912083.83918761
residential_13333270540000,1140403.43918528,1912089.99768861
residential_13333270550000,1140375.20835433,1912093.75789581
residential_13333270560000,1140347.28280526,1912095.87162856
residential_13333270570000,1140319.68375213,1912107.77531797
residential_13333270580000,1140295.3158774,1912094.73508538
residential_13333270590000,1140269.55496975,1912094.32122456
residential_13333270600000,1140243.33201248,1912093.47544638
residential_13333270610000,1140217.33993214,1912092.84564185
residential_13333270620000,1140191.34799408,1912092.21645446
residential_13333270630000,1140164.13520366,1912106.73587556
residential_13333270640000,1140138.52408354,1912090.16608417
residential_13333270650000,1140046.96109794,1912122.49576701
residential_13333270660000,1140025.94790605,1912121.97410635
residential_13333270670000,1140005.95419984,1912121.47827114
residential_13333270680000,1139985.96014474,1912120.98154428
residential_13333270690000,1139965.96583604,1912120.48549615
residential_13333270700000,1139945.97189668,1912119.98954199
residential_13333270710000,1139924.97836556,1912119.46866488
residential_13333270720000,1139896.45704835,1912118.76019244
residential_13333270730000,1139875.44362431,1912118.23927794
residential_13333270740000,1139853.34537544,1912117.69094853
residential_13333270750000,1139858.03107663,1912194.48900787
residential_13333270760000,1139857.656125,1912222.571125
residential_13333270770000,1139857.28608567,1912250.65358143
residential_13333270780000,1139856.84910074,1912283.81506141
residential_13333270790000,1139856.47931364,1912311.89260849
residential_13333270800000,1139856.10946284,1912339.97504574
residential_13333270810000,1139855.672375,1912373.142
residential_13333270820000,1139855.302375,1912401.2245
residential_13333270830000,1139854.93243859,1912429.30198216
residential_13333270840000,1139982.58784849,1912369.38302586
residential_13333270860000,1139985.43756133,1912315.24869308
residential_13333270870000,1139986.04161052,1912289.25561807
residential_13333270880000,1139986.64569225,1912263.26263576
residential_13333270890000,1139987.25043199,1912237.26970488
residential_13333270900000,1139988.65982936,1912209.48586072
residential_13333270910000,1140105.69613847,1912212.10940202
residential_13333270920000,1140104.99737514,1912240.10099141
residential_13333270960000,1140098.20942651,1912349.7688699
residential_13333270970000,1139860.42696626,1912479.74713784
residential_13333270980000,1139888.17627606,1912475.41772588
residential_13333270990000,1139914.85356902,1912471.25552522
residential_13333271000000,1139941.53077992,1912467.0931239
residential_13333271010000,1139968.20798447,1912462.93106902
residential_13333271020000,1139994.88505349,1912458.76896923
residential_13333271030000,1140021.56231652,1912454.60689467
residential_13333271040000,1140048.23977052,1912450.44444208
residential_13333271050000,1140075.92972531,1912446.1243003
residential_13333271060000,1140110.06653432,1912440.7973924
residential_13333271070000,1140137.75657706,1912436.47743957
residential_13333271080000,1140164.43353105,1912432.31498697
residential_13333271090000,1140191.11077743,1912428.15261836
residential_13333271100000,1140217.78804046,1912423.9904188
residential_13333271110000,1140244.46524501,1912419.82848891
residential_13333271120000,1140271.14244651,1912415.66615577
residential_13333271130000,1140297.81941296,1912411.50391325
residential_13333271140000,1140325.50960647,1912407.18351984
residential_13333271240000,1140609.2270993,1912362.91653148
residential_13333271250000,1140636.91791909,1912358.59616241
residential_13333271260000,1140663.59493099,1912354.43372478
residential_13333271270000,1140690.27194651,1912350.27153077
residential_13333271280000,1140716.94880349,1912346.10946924
residential_13333271290000,1140743.62580598,1912341.94722478
residential_13333271300000,1140770.30291296,1912337.78491325
residential_13333271310000,1140796.97997507,1912333.62251219
residential_13333271320000,1140824.66967318,1912329.302208
residential_13333271330000,1140858.8069664,1912323.97576285
residential_13333271340000,1140886.49696204,1912319.65546175
residential_13333271350000,1140913.17378796,1912315.49341325
residential_13333271360000,1140939.850875,1912311.331125
residential_13333271370000,1140967.6005,1912307.001375
residential_13333271380000,1140991.05100373,1912266.92456691
residential_13333271390000,1140978.37302815,1912238.91297642
residential_13333271400000,1140965.73711522,1912211.03577674
residential_13333271450000,1140735.02382265,1912138.49145633
residential_13333271460000,1140852.79465878,1912111.2516372
residential_13333271470000,1140846.62717513,1912145.68051105
residential_13333271500000,1140840.75335742,1912231.59014219
residential_13333271520000,1140985.92642666,1912118.79866876
residential_13333271530000,1141012.33657358,1912118.06553026
residential_13333271540000,1141037.47780469,1912102.74610183
residential_13333271550000,1141064.32051286,1912119.31657001
residential_13333271560000,1141090.03369946,1912119.49790942
residential_13333271570000,1141116.30437572,1912120.5669855
residential_13333271580000,1141142.29642213,1912121.19240474
residential_13333271590000,1141168.2885,1912121.817625
residential_13333271600000,1141194.2291711,1912107.07920143
residential_13333271610000,1141220.27261999,1912123.0681995
residential_13334020240000,1143512.91064583,1912616.2105878
residential_13334060110000,1142342.88,1912391.38
residential_13334070040000,1143294.52999504,1912420.3298787
residential_13334070390000,1143685.50511539,1912287.68451184
residential_13334070400000,1143710.44952658,1912288.11018115
residential_13341020310000,1144910.18835326,1915195.93996055
residential_13341220050000,1146460.90499572,1914084.36966603
residential_13341220500000,1146608.33,1913886.88
residential_13341230420000,1144626.12000939,1913259.51108601
residential_13341290090000,1146483.6666903,1913325.68942152
residential_13342020290000,1147566.38946111,1915261.07071346
residential_13342170290000,1146985.92941761,1914029.52965656
residential_13342190380000,1147606.7,1913858.46
residential_13342280210000,1147948.86830413,1913492.2052098
residential_13342300510000,1148626.43838793,1913158.00521147
residential_13344010350000,1147323.04817434,1912371.41520612
residential_13344060040000,1148909.1096752,1912875.63473474
residential_13344060100000,1148830.00852024,1912757.22323045
residential_13344060420000,1148970.02782808,1912785.7233956
residential_13344070170000,1149169.57478892,1912515.07032759
residential_13344130100000,1148529.11799331,1911747.3065451
residential_13344140270000,1148993.13572081,1912030.82432216
residential_13344150120000,1149185.49676234,1911962.85087801
residential_13344180300000,1148020.43,1911261.17
residential_13344180340000,1148023.39835711,1911161.21521043
residential_13344190170000,1148215.29,1911140.780125
residential_13344220250000,1149349.13,1911267.61
residential_13344240150000,1147368.1,1910865.42
residential_13351030220000,1150557.04,1915494.65
residential_13351050120000,1151086.9,1915309.94
residential_13351080060000,1149808.79537185,1914888.05926923
residential_13351120100000,1150974.29524942,1914598.16161714
residential_13351120110000,1150999.3,1914598.75
residential_13351130350000,1151535.79,1914461.38
residential_13351160300000,1149938.05010978,1913854.559999
residential_13351200400000,1151853.67032299,1914142.81525429
residential_13351220110000,1151718.02006337,1913947.64004539
residential_13351220330000,1151822.17026069,1913808.345209
residential_13351240180000,1150611.99,1913605.1
residential_13351240190000,1150612.72,1913580.12
residential_13351240230000,1150615.62987,1913480.17000818
residential_13351250010000,1150754.02049662,1913591.64358293
residential_13352010190000,1152669.12,1915488.86
residential_13352040060000,1152652.15955542,1915304.54401868
residential_13352040270000,1152597.68966031,1915161.26993703
residential_13352070080000,1153860.8902377,1915508.67012304
residential_13352110120000,1153043.19085443,1914838.89842247
residential_13352120090000,1152353.56005769,1914630.58988864
residential_13352120130000,1152108.06967649,1914483.04473658
residential_13352120140000,1152133.08005771,1914483.62988869
residential_13352120160000,1152182.90033685,1914484.80526111
residential_13352180040000,1152138.89441174,1914292.96297359
residential_13352200020000,1152991.03999788,1914309.14006891
residential_13352200220000,1153159.0909728,1914168.54579081
residential_13352220010000,1152514.82037785,1913966.35542422
residential_13352230190000,1153194.28,1913838.1
residential_13352240470000,1153655.74,1913862.9
residential_13352240480000,1153644.185,1913862.625
residential_13352270010000,1152084.42061224,1913622.71250337
residential_13352290090000,1153174.97935043,1913646.84947397
residential_13352290100000,1153199.98,1913647.389875
residential_13352290170000,1153031.85968617,1913502.41488475
residential_13352300060000,1152219.02006329,1913292.43017042
residential_13352310090000,1152759.70967597,1913304.75474174
residential_13352310280000,1152872.53406092,1913307.31717751
residential_13352310290000,1152872.53410767,1913307.31712622
residential_13352320270000,1153335.21967908,1913317.8646778
residential_13352320280000,1153310.19992204,1913317.29003197
residential_13352320290000,1153285.19995296,1913316.71996801
residential_13352320300000,1153260.20961263,1913316.15469116
residential_13352350180000,1154446.71993429,1913540.97010359
residential_13353000360000,1149646.61861577,1912450.98449006
residential_13353010160000,1149834.88164983,1912555.36479677
residential_13353010360000,1149981.61604273,1912388.70385992
residential_13353010380000,1149974.75930898,1912609.60483105
residential_13353010390000,1149974.03276932,1912633.60618345
residential_13353010430000,1149978.48258785,1912489.66756711
residential_13353010440000,1149977.74022788,1912513.65834048
residential_13353010450000,1149976.98780484,1912538.14373307
residential_13353030180000,1150833.19686728,1912602.61446928
residential_13353030230000,1150969.17166961,1912781.16479882
residential_13353030250000,1150970.71536595,1912731.07974072
residential_13353040190000,1151166.70921314,1912587.66967053
residential_13353040250000,1151303.79,1912738.73
residential_13353040370000,1151254.09947614,1912463.54734528
residential_13353050130000,1151493.69327638,1912795.39966249
residential_13353050140000,1151494.43670907,1912770.30930132
residential_13353050150000,1151495.20982494,1912745.22479058
residential_13353050160000,1151495.96667033,1912720.1392383
residential_13353060120000,1151826.50643489,1912803.03511291
residential_13353060150000,1151828.79,1912727.94
residential_13353060500000,1151811.15450268,1912425.82697424
residential_13353060510000,1151810.52478835,1912446.60655665
residential_13353060520000,1151809.98116335,1912464.57830665
residential_13353060530000,1151809.43747804,1912482.5500515
residential_13353060540000,1151808.89395503,1912500.52193604
residential_13353060550000,1151808.35009865,1912518.4938118
residential_13353060560000,1151807.76164248,1912538.02984491
residential_13353080260000,1149989.99058866,1912112.86929681
residential_13353130050000,1151555.28652742,1912272.33113984
residential_13353130220000,1151521.56660679,1911873.11512512
residential_13353150340000,1149686.32417238,1911123.54964332
residential_13353150370000,1149688.63388876,1911048.56488519
residential_13353160150000,1149876.33993509,1911172.54000393
residential_13353200330000,1151679.11986995,1911336.76000819
residential_13353210220000,1152012.93236717,1911619.55479467
residential_13353210490000,1151865.32471248,1911641.16233421
residential_13353210560000,1151999.15158935,1911644.23434377
residential_13353210570000,1151930.90392376,1911684.93028252
residential_13353250500000,1150702.05973009,1910595.00999127
residential_13353250510000,1150702.81004004,1910570.02994391
residential_13353250520000,1150703.55993982,1910545.03999591
residential_13353260120000,1151208.89428196,1910944.0847134
residential_13353270280000,1151699.78371004,1910666.68500947
residential_13354000140000,1152187.29528857,1912742.45976539
residential_13354000150000,1152188.02819623,1912717.47475684
residential_13354000270000,1152385.86290878,1912697.08494618
residential_13354000280000,1152386.62509382,1912672.0897188
residential_13354000470000,1152217.91435248,1912495.85712624
residential_13354000480000,1152242.92993396,1912496.43349078
residential_13354010090000,1152869.31026844,1912961.88530791
residential_13354010160000,1152628.18492079,1912727.72964209
residential_13354010250000,1152824.31878128,1912757.30425951
residential_13354010330000,1152583.37029462,1912504.35528296
residential_13354010450000,1152883.3276607,1912511.24552235
residential_13354020370000,1153074.21,1912515.79
residential_13354020380000,1153111.8,1912516.66
residential_13354040310000,1154149.83020669,1912688.18994388
residential_13354050090000,1154562.57,1913001.37
residential_13354060100000,1152349.1747074,1912289.66930549
residential_13354060110000,1152374.18,1912290.24
residential_13354060310000,1152404.90119576,1912066.81963579
residential_13354060380000,1152410.27978699,1911891.01993648
residential_13354070020000,1152614.75006608,1912296.38988461
residential_13354070030000,1152639.75993756,1912296.97018157
residential_13354080110000,1153281.28029157,1912311.93529707
residential_13354080120000,1153306.33970793,1912312.52470339
residential_13354090200000,1153718.70993422,1912378.4100031
residential_13354090240000,1153722.86,1912243.49
residential_13354100270000,1154170.04008878,1912040.20993819
residential_13354100350000,1154180.35999346,1911837.42013124
residential_13354110360000,1154615.97528211,1912025.60977157
residential_13354110420000,1154643.71989033,1911925.98994311
residential_13354120160000,1152417.23868518,1911662.6507318
residential_13354120340000,1152234.1,1911172.58
residential_13354130020000,1152660.05593438,1911669.1829965
residential_13354130370000,1152648.8705249,1911183.17063261
residential_13354130380000,1152673.86,1911183.81
residential_13354130440000,1152823.86,1911187.65
residential_13354130470000,1152898.85,1911189.58
residential_13354150310000,1153745.3744062,1911510.17022052
residential_13354160130000,1153990.94,1911441.23
residential_13354160210000,1154180.16118755,1911703.12693027
residential_13354160340000,1154190.75530056,1911371.16977291
residential_13354160480000,1154171.95,1911206.62
residential_13354170420000,1154567.71,1911216.42
residential_13354170430000,1154592.70030334,1911217.03531035
residential_13354180100000,1152246.93545283,1910788.36983258
residential_13354180420000,1152197.37791317,1911001.80198537
residential_13354180430000,1152173.88528861,1911001.21498539
residential_13354180460000,1152267.85582651,1911003.5626477
residential_13354180470000,1152244.36316233,1911002.97573537
residential_13354180480000,1152220.87047676,1911002.38882003
residential_13354200090000,1153130.84491917,1910793.21486246
residential_13354200490000,1153366.24516733,1910941.51954441
residential_13354210210000,1153762.72485078,1910950.91029472
residential_13354210260000,1153766.59491683,1910825.98029175
residential_13354210480000,1153771.86904598,1910655.17473034
residential_13354220130000,1154013.24512769,1910716.24980261
residential_13354220470000,1154014.87005937,1910663.57012845
residential_13361010200000,1155642.21000439,1915534.77978077
residential_13361010230000,1155717.71846012,1915536.253648
residential_13361040030000,1155447.55514668,1915353.71959981
residential_13361040080000,1155588.3,1915356.079875
residential_13361040270000,1155408.62750928,1915352.99092142
residential_13361040280000,1155465.81268914,1915352.84745738
residential_13361050030000,1156101.8258898,1915363.89070825
residential_13361060090000,1155035.61,1915138.97
residential_13361060180000,1155285.56,1915143.66
residential_13361060350000,1155745.49999642,1915152.26993367
residential_13361060390000,1155845.49530381,1915154.14068189
residential_13361070260000,1156727.28945902,1915166.03935252
residential_13361070270000,1156751.14413606,1915166.49923773
residential_13361070450000,1156096.60477774,1915016.67667556
residential_13361070510000,1156246.58,1915019.63
residential_13361070560000,1156371.57522226,1915022.08332444
residential_13361070800000,1156996.0148378,1915034.38782801
residential_13361080030000,1154956.55522401,1914841.74332822
residential_13361080120000,1155206.49573253,1914846.66865772
residential_13361080140000,1155256.49436521,1914847.67135652
residential_13361080280000,1155606.15035278,1914854.55526263
residential_13361080380000,1155831.20041561,1914858.99521881
residential_13361090070000,1156201.47438315,1914866.48302512
residential_13361090110000,1156301.46958202,1914868.52478214
residential_13361090460000,1156202.60059963,1914753.37435
residential_13361130560000,1155085.09565262,1913431.48917552
residential_13361130570000,1155085.90521737,1913406.39972502
residential_13361150210000,1155461.02395997,1913640.20514984
residential_13361150220000,1155461.72396269,1913615.11516523
residential_13361150300000,1155467.35343948,1913414.40479836
residential_13361150680000,1155298.83861359,1913457.37069091
residential_13361150690000,1155298.09052148,1913484.91585419
residential_13361160050000,1155654.49604061,1913994.57580792
residential_13361160170000,1155665.26933306,1913678.05130978
residential_13361160190000,1155666.96447688,1913627.9509868
residential_13361160280000,1155676.25073682,1913354.93151506
residential_13361160620000,1155822.92152181,1913814.26256415
residential_13361190150000,1157239.8151608,1914061.58960722
residential_13361190230000,1157263.89012131,1913987.1136019
residential_13361190240000,1157279.88662121,1913987.4481019
residential_13361190300000,1157306.97011572,1914241.57357362
residential_13361190310000,1157287.38215843,1914241.15540934
residential_13361190320000,1157270.38547849,1914240.77719572
residential_13361190330000,1157253.38830139,1914240.42941674
residential_13361190340000,1157236.39598733,1914240.06392797
residential_13361190350000,1157219.39856665,1914239.7044518
residential_13361190360000,1157202.38789035,1914239.3384238
residential_13361190370000,1157185.37677012,1914238.97683232
residential_13361210060000,1156774.36530213,1913811.35999828
residential_13361210190000,1156810.58555175,1913644.94862753
residential_13362010260000,1158185.42,1915597.61
residential_13362020020000,1158376.09477664,1915743.00780092
residential_13362020140000,1158474.88516433,1915657.19947705
residential_13362020340000,1158411.84487568,1914611.99050137
residential_13362020560000,1158409.7,1914453.58
residential_13362020590000,1158406.06517624,1914818.72941147
residential_13362020620000,1158497.78511852,1914850.61946143
residential_13362030100000,1158683.33508437,1915619.30915074
residential_13362030290000,1158832.96330077,1915733.9495589
residential_13362030400000,1158843.06,1915405.43
residential_13362030410000,1158843.91,1915377.83
residential_13362030450000,1158847.67,1915255.93
residential_13362030590000,1158692.77770733,1915301.09836969
residential_13362040040000,1159061.9,1915766.08
residential_13362040150000,1159317.99960087,1915771.22235567
residential_13362040220000,1159115.53919405,1915649.6295619
residential_13362040370000,1159190.52441167,1915651.19279555
residential_13362040380000,1159215.51919262,1915651.71956187
residential_13362050260000,1159586.53390646,1915704.84484666
residential_13362050270000,1159586.86827637,1915692.08545859
residential_13362060060000,1157407.4,1915316.23
residential_13362060120000,1157488.10058146,1915392.99812923
residential_13362070060000,1157990.58444741,1915402.71311908
residential_13362070070000,1158015.58967275,1915403.1947751
residential_13362070080000,1158040.61967242,1915403.68477527
residential_13362070090000,1158065.64934524,1915404.17954993
residential_13362070100000,1158090.66491716,1915404.66647901
residential_13362070110000,1158115.67965101,1915405.16480795
residential_13362070130000,1158240.77489577,1915407.60646569
residential_13362070140000,1158265.30684687,1915408.016741
residential_13362070180000,1158169.3,1915267.16
residential_13362070200000,1158219.32477704,1915268.16831756
residential_13362070210000,1158244.35,1915268.66
residential_13362070220000,1158269.01759543,1915269.05579786
residential_13362070290000,1158215.7396722,1915407.12477642
residential_13362070300000,1158178.21451305,1915406.39374287
residential_13362070310000,1158165.75616268,1915406.1621178
residential_13362070320000,1158140.73647554,1915405.65583569
residential_13362080130000,1159196.65962756,1915483.34475141
residential_13362080140000,1159221.65003705,1915483.88993893
residential_13362080150000,1159246.65521594,1915484.43307936
residential_13362080160000,1159272.5448314,1915485.016302
residential_13362090020000,1159585.53522286,1915501.16960368
residential_13362090140000,1159674.46482147,1915377.42532172
residential_13362100110000,1157742.87432943,1915018.34639994
residential_13362110040000,1157949.0499347,1915071.72010406
residential_13362120110000,1159192.96795293,1915195.9051951
residential_13362120120000,1159222.97230994,1915196.5160572
residential_13362120190000,1159172.17220656,1915074.18580964
residential_13362130100000,1159745.61591647,1915207.29240415
residential_13362130110000,1159778.29111216,1915207.89678283
residential_13362130280000,1159712.94107176,1915206.67678641
residential_13362130290000,1159680.25113867,1915206.07666615
residential_13362130310000,1159597.64,1915117.5
residential_13362150130000,1158224.34053723,1914969.20940416
residential_13362150180000,1158227.6955458,1914844.26905357
residential_13362160100000,1159149.74915458,1914898.84826798
residential_13362160160000,1159316.64443616,1914901.42138153
residential_13362160340000,1159033.27445502,1914817.84490292
residential_13362160350000,1159032.39377227,1914845.4042769
residential_13362160370000,1159432.19721115,1914763.18008179
residential_13362180110000,1157590.55970077,1914569.77193019
residential_13362190280000,1157815.25146419,1914253.32266143
residential_13362190290000,1157835.57,1914237.07
residential_13362190400000,1158038.11979052,1914164.17975889
residential_13362190440000,1157773.7615481,1914286.4463661
residential_13362190450000,1157794.92129275,1914269.54603471
residential_13362200130000,1158174.09985144,1914103.53640457
residential_13362200180000,1158113.36,1914015.12
residential_13362210390000,1158859.56,1914881.05
residential_13362210780000,1158866.51761192,1914541.09704523
residential_13362210800000,1158866.12792212,1914553.5937257
residential_13362230180000,1159334.73078888,1914296.89025752
residential_13362230220000,1159192.06138052,1914168.16561486
residential_13362240190000,1159832.37886216,1914607.41429472
residential_13362240320000,1159834.69072088,1914185.28560631
residential_13362240390000,1159638.5951773,1914225.68048471
residential_13362270340000,1157689.95428057,1914055.50647409
residential_13362270380000,1157763.97912514,1913901.27188762
residential_13362270560000,1158052.29,1913828.69
residential_13362270680000,1157529.68529786,1913893.97932345
residential_13362270720000,1157662.83316948,1913891.56185852
residential_13362270730000,1157805.56127537,1913835.95288877
residential_13362270740000,1157789.44432558,1913816.82122385
residential_13362280180000,1157858.80036428,1913389.07602976
residential_13362280200000,1157910.99298003,1913374.10775776
residential_13362280210000,1157952.63333333,1913362.15333333
residential_13362280340000,1157961.26,1913269.15
residential_13362290760000,1158362.21177743,1913639.3297566
residential_13362290770000,1158344.89738357,1913619.11102825
residential_13362290780000,1158332.210875,1913603.974625
residential_13362290790000,1158319.47596067,1913588.78085063
residential_13362290800000,1158306.76688394,1913573.61766713
residential_13362290810000,1158290.93278972,1913554.72552409
residential_13362290820000,1158278.23623503,1913539.57787657
residential_13362290830000,1158265.4953288,1913524.37629864
residential_13362290840000,1158251.31234081,1913508.07835716
residential_13362300470000,1158468.88690368,1913928.05410411
residential_13362300630000,1158770.90987382,1913686.9109387
residential_13362300820000,1159149.14030104,1913383.85444633
residential_13362310090000,1159853.52237755,1913488.01587236
residential_13362330050000,1158407.15930255,1913776.63196828
residential_13362330090000,1158482.47831266,1913716.30631414
residential_13362330130000,1158557.39076522,1913656.27805
residential_13362330140000,1158576.12187071,1913641.27268049
residential_13362330170000,1158632.32709494,1913596.25532447
residential_13362330230000,1158763.43929496,1913491.21531968
residential_13362330240000,1158782.17934901,1913476.22210107
residential_13362330350000,1158669.78800356,1913566.23929559
residential_13362330360000,1158651.05956285,1913581.24867849
residential_13363000190000,1154980.4490296,1912883.88399
residential_13363000200000,1155005.4291424,1912884.45440443
residential_13363000240000,1155095.55,1912861.78
residential_13363010120000,1154961.3049653,1912695.95607206
residential_13363010220000,1155101.32478579,1912676.84032597
residential_13363010240000,1155102.88011778,1912626.87007488
residential_13363020190000,1155295.04,1912613.12
residential_13363030110000,1155667.27514034,1912735.82966346
residential_13363030140000,1155669.53025425,1912660.95951759
residential_13363050170000,1156601.43,1912659.59
residential_13363050290000,1156727.45516313,1912858.32964291
residential_13363060110000,1156910.26483826,1912787.50036095
residential_13363060240000,1157025.3296712,1912961.99087212
residential_13363060420000,1157038.10150698,1912541.92555842
residential_13363070120000,1157195.47,1912817.95
residential_13363070190000,1157200.65,1912644.36
residential_13363080230000,1155115.12733155,1912234.06493839
residential_13363090180000,1155036.06099529,1911900.63578863
residential_13363090200000,1155121.61479802,1912056.6303352
residential_13363100010000,1155300.99,1912413.24
residential_13363100020000,1155301.77,1912388.26
residential_13363100140000,1155311.08985641,1912088.40999178
residential_13363140140000,1156931.59474606,1912098.92042411
residential_13363140340000,1157053.01627739,1912051.2859815
residential_13363140350000,1157053.76832466,1912026.29528188
residential_13363140360000,1157054.54141467,1912001.30556101
residential_13363140380000,1157056.05604133,1911951.3261093
residential_13363140390000,1157056.80493393,1911926.35039527
residential_13363140430000,1156933.53509672,1912036.43926817
residential_13363150180000,1157218.99847708,1912029.50456338
residential_13363150190000,1157219.75668914,1912004.51514237
residential_13363150460000,1157325.85669627,1912279.13034641
residential_13363150470000,1157326.51,1912256.64
residential_13363150480000,1157327.25514172,1912231.64958711
residential_13363150490000,1157328.00514182,1912206.65958753
residential_13363150500000,1157328.75331633,1912181.6748574
residential_13363150510000,1157329.52182683,1912156.68472991
residential_13363150520000,1157330.25817316,1912131.69527009
residential_13363150530000,1157331.15861486,1912101.71394568
residential_13363160080000,1154871.46,1911566.76
residential_13363160300000,1154986.63964056,1911594.0808237
residential_13363160390000,1154993.66485029,1911369.73041506
residential_13363170050000,1155154.72482633,1911622.48034816
residential_13363170060000,1155155.49,1911597.54
residential_13363170070000,1155156.25,1911572.62
residential_13363170100000,1155158.53172149,1911497.84544429
residential_13363170270000,1155287.72482635,1911600.28034765
residential_13363170280000,1155288.48789952,1911575.35517306
residential_13363170330000,1155292.26785904,1911450.65517229
residential_13363170370000,1155295.29,1911350.92
residential_13363170380000,1155296.04482647,1911325.89034817
residential_13363170400000,1155297.65253722,1911272.97009828
residential_13363170500000,1155132.31426754,1911187.46364199
residential_13363170510000,1155187.89434119,1911190.22188022
residential_13363170530000,1155160.84789681,1911422.9251744
residential_13363180020000,1155461.9472986,1911728.59447796
residential_13363180060000,1155464.990125,1911628.89
residential_13363180070000,1155465.73730077,1911603.94447798
residential_13363180260000,1155595.24786862,1911681.45517338
residential_13363180340000,1155601.38517384,1911482.02965089
residential_13363180470000,1155609.82041912,1911208.28599564
residential_13363180480000,1155610.58903428,1911185.15704317
residential_13363190010000,1155770.53,1911759.87
residential_13363190060000,1155774.38698651,1911635.27517733
residential_13363190070000,1155775.17,1911610.34
residential_13363190170000,1155784.46019194,1911311.21001307
residential_13363190200000,1155786.78305387,1911236.41941875
residential_13363190420000,1155912.51561751,1911550.61616733
residential_13363190430000,1155913.28670567,1911525.62795669
residential_13363190440000,1155914.05818581,1911500.6393786
residential_13363200170000,1156445.66006512,1911673.31999573
residential_13363200180000,1156446.43520936,1911648.33965811
residential_13363200190000,1156447.2052092,1911623.34965789
residential_13363200240000,1156451.83,1911473.41
residential_13363200360000,1156450.28786442,1911523.38583857
residential_13363200370000,1156449.52240468,1911548.37582385
residential_13363210070000,1156633.38,1911627.27
residential_13363210120000,1156637.26,1911502.33
residential_13363210190000,1156760.75955476,1911779.47330778
residential_13363220140000,1156952.88272989,1911407.75477916
residential_13363220250000,1157066.43317796,1911609.71567043
residential_13363220260000,1157067.19974734,1911584.74084822
residential_13363220270000,1157067.95974752,1911559.75084925
residential_13363220320000,1157073.28136869,1911384.81555078
residential_13363230030000,1157226.90962441,1911764.24005713
residential_13363230070000,1157229.89514431,1911664.26963305
residential_13363230160000,1157236.60514304,1911439.37958758
residential_13363230290000,1157347.79638453,1911541.56596925
residential_13363240120000,1154896.93006065,1910767.40000497
residential_13363250020000,1155172.49218905,1911043.17004301
residential_13363250050000,1155175.38483505,1910948.72035091
residential_13363250180000,1155305.12483533,1911026.56035085
residential_13363260010000,1155481.47511873,1911086.60947007
residential_13363260040000,1155483.94,1911005.3
residential_13363260060000,1155485.46516528,1910955.32965075
residential_13363260090000,1155487.74516568,1910880.3596511
residential_13363260110000,1155489.28,1910829.71
residential_13363260240000,1155619.08506706,1910907.93971096
residential_13363260270000,1155621.4051615,1910832.62964064
residential_13363260420000,1155493.80270531,1910679.43897558
residential_13363260430000,1155492.95247822,1910706.73351122
residential_13363270080000,1155796.8773403,1910911.14448369
residential_13363270110000,1155799.21,1910836.03
residential_13363270120000,1155799.99,1910811
residential_13363270230000,1155934.46,1910838.69
residential_13363280280000,1156473.33480521,1910778.33093147
residential_13363280390000,1156470.96332838,1910853.25434528
residential_13363280400000,1156470.25793548,1910875.73054088
residential_13363280410000,1156469.484156,1910899.14500635
residential_13363280430000,1156467.03498909,1910980.44576405
residential_13363280440000,1156467.81810689,1910955.30094232
residential_13363290030000,1156647.14575141,1911185.3662012
residential_13363290150000,1156658.06846883,1910833.58110193
residential_13363300280000,1157089.72970713,1910842.41085414
residential_13363300290000,1157090.48332624,1910817.29571812
residential_13363300510000,1157085.90479515,1910968.30043332
residential_13363300520000,1157086.6596328,1910943.32095822
residential_13363310100000,1157249.83022913,1910996.57999853
residential_13363310130000,1157252.08668751,1910921.10515147
residential_13363310180000,1157256.24,1910781.85
residential_13364020270000,1158178.78,1912944.26
residential_13364020280000,1158203.78,1912944.76
residential_13364020360000,1158400.23,1912948.69
residential_13364060290000,1158185.26468583,1912613.82605835
residential_13364060320000,1158210.5995866,1912602.16480523
residential_13364060330000,1158235.59521909,1912602.66182436
residential_13364060420000,1158385.57,1912605.58
residential_13364060510000,1158636.31081279,1912622.66890286
residential_13364070010000,1158812.27396602,1912816.04026937
residential_13364070020000,1158812.96,1912791.04
residential_13364070030000,1158813.66,1912766.05
residential_13364070180000,1158776.93996985,1912625.51999904
residential_13364070230000,1158896.80031629,1912627.87524704
residential_13364070250000,1158944.93,1912628.82
residential_13364070270000,1158992.83030934,1912629.75525214
residential_13364070300000,1159064.79,1912631.17
residential_13364070410000,1159061.73586498,1912808.90259552
residential_13364070420000,1159081.4011989,1912809.30709011
residential_13364070430000,1159100.89629209,1912809.69537584
residential_13364070460000,1159138.38633487,1912810.44366542
residential_13364070470000,1159157.88123385,1912810.83100946
residential_13364070480000,1159179.04078202,1912811.2513256
residential_13364070490000,1159237.2962514,1912812.52156009
