File: project_screen.csv
Rows: 13677
Columns: 67
SHA-256 (saved bytes): 5138f0067af5af208bd0bba9d5e6466504713bb1bf2217bdbfd94470e109ee7b
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                        column inferred_type non_missing distinct                 min                max               mean                 sd
                    project_id       VARCHAR       13677    13677                   -                  -                  -                  -
                 source_family       VARCHAR       13677        2                   -                  -                  -                  -
            source_project_ids       VARCHAR       13677    13625                   -                  -                  -                  -
              source_addresses       VARCHAR         810      754                   -                  -                  -                  -
                component_pins       VARCHAR       13677    13677                   -                  -                  -                  -
                  project_kind       VARCHAR       13677        7                   -                  -                  -                  -
             construction_year        BIGINT       13677       17                2006               2022 2012.5099071433795  5.384879030109651
                dwelling_units        BIGINT       13675      214                   1                848  5.952760511882998  35.98626235383191
                 building_sqft        BIGINT       13656     4430                 246            1252885  8751.909563561805  46834.40980049891
                     land_sqft        DOUBLE       13672     4170               176.0          1540260.0  5285.204681100059  22773.15901254397
                     allow_far       BOOLEAN       13677        2                   -                  -                  -                  -
                   allow_dupac       BOOLEAN       13677        2                   -                  -                  -                  -
                           far        DOUBLE       13636    11431 0.01421252642412105 39.667305129913395 1.1579530028559248  1.358608442138848
                         dupac        DOUBLE       13659     4558 0.03786298397863819  914.1505662891406 27.036685576692435  45.37447377373372
                  class_values       VARCHAR       12867       20                   -                  -                  -                  -
          external_multifamily       BOOLEAN       13677        2                   -                  -                  -                  -
            multifamily_source       VARCHAR       13677        2                   -                  -                  -                  -
                source_row_ids       VARCHAR       13628    13581                   -                  -                  -                  -
                      tax_year        BIGINT       13628       20                2007               2026  2021.680070443205 2.7204735850447532
                  evidence_ids       VARCHAR         191      173                   -                  -                  -                  -
           decision_references       VARCHAR         494      458                   -                  -                  -                  -
               decision_reason       VARCHAR         494      292                   -                  -                  -                  -
               geometry_source       VARCHAR       13675        9                   -                  -                  -                  -
             geometry_evidence       VARCHAR       13675    11429                   -                  -                  -                  -
                        x_3435        DOUBLE       13675    13616  1119172.9510746428  1203743.236447373 1162002.8181253779  13086.16591887112
                        y_3435        DOUBLE       13675    13616  1816533.4699999988 1950246.4238502712 1901374.1050262516    26045.656103856
             location_resolved       BOOLEAN       13677        2                   -                  -                  -                  -
                  zoning_group       VARCHAR          12        4                   -                  -                  -                  -
                   zoning_year        BIGINT          12        8                2006               2019 2011.6666666666667   4.33449867780333
                 zoning_source       VARCHAR          12        3                   -                  -                  -                  -
                   zoning_note       VARCHAR          12       10                   -                  -                  -                  -
                 earlier_units        BIGINT         666      198                   1                891   81.3108108108108 133.94095131565103
              earlier_building        BIGINT         666      619                1144            1252885 103515.47597597598  171915.7698495474
                  earlier_land        BIGINT         656      588                1330             422232 26439.294207317074 41553.073896900205
                  earlier_pins       VARCHAR         675      675                   -                  -                  -                  -
             stable_membership       BOOLEAN         760        2                   -                  -                  -                  -
                  permit_units        BIGINT          50        8                   2                 42               4.36  5.691956372543519
                          ward        BIGINT       13675       50                   1                 50  24.56234003656307 15.174191167940418
                 neighbor_ward        BIGINT       13675       50                   1                 50 23.439853747714807 15.642883867345368
       distance_to_boundary_ft        DOUBLE       13675    13618  1.0214899430226334  27623.33171603177 1412.4838753405252 1750.7180018104473
  cleared_without_unit_support       BOOLEAN       13677        2                   -                  -                  -                  -
             recommended_units        BIGINT         744      210                   1                848  81.12096774193549 130.24347793118602
          permit_supports_2021       BOOLEAN         760        2                   -                  -                  -                  -
          permit_supports_2024       BOOLEAN         760        2                   -                  -                  -                  -
                   unit_change       BOOLEAN       13677        2                   -                  -                  -                  -
                 same_building       BOOLEAN       13677        2                   -                  -                  -                  -
                     same_land       BOOLEAN       13674        2                   -                  -                  -                  -
 earlier_review_still_selected       BOOLEAN       13677        2                   -                  -                  -                  -
                    unit_ratio        DOUBLE         664       72  0.3333333333333333                9.0  1.051159280839836 0.4384555658899491
                 sqft_per_unit        DOUBLE       13654     4328  198.69135802469137            19716.0  2302.183846892316 1031.8922357014671
     stable_area_unit_conflict       BOOLEAN       13677        2                   -                  -                  -                  -
   development_permit_conflict       BOOLEAN       13677        2                   -                  -                  -                  -
 residential_source_rows_found        BIGINT       12867       23                   0                 43 1.0847905494676304 0.9156265342061134
     residential_selected_rows        BIGINT       12867       24                   1                 43 1.1039092251496074  0.990788969958786
comparable_residential_history       BOOLEAN       12867        2                   -                  -                  -                  -
     residential_unit_conflict       BOOLEAN       13677        2                   -                  -                  -                  -
  conflicting_residential_rows       VARCHAR          35       35                   -                  -                  -                  -
 conflicting_residential_units        BIGINT          35        6                   1                  6  2.914285714285714 0.9508951996262622
         nearby_repeated_units       BOOLEAN       13677        2                   -                  -                  -                  -
          nearby_repeated_land       BOOLEAN       13677        2                   -                  -                  -                  -
        unusual_floor_per_unit       BOOLEAN       13677        2                   -                  -                  -                  -
                 shared_parcel       BOOLEAN       13677        1                   -                  -                  -                  -
              parcel_addresses       VARCHAR       12762    12660                   -                  -                  -                  -
                       address       VARCHAR       12773    12628                   -                  -                  -                  -
          in_main_500ft_sample       BOOLEAN       13677        2                   -                  -                  -                  -
                       flagged       BOOLEAN       13677        2                   -                  -                  -                  -
                screen_reasons       VARCHAR         218       16                   -                  -                  -                  -
