File: count_land_review.csv
Rows: 87
Columns: 26
SHA-256 (saved bytes): 1a36c8b88de830026705e1fb7c8940c1901112e4a9bed044a3ebfb805f0cc413
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                       column inferred_type non_missing distinct  min    max               mean                 sd
                  case_number        BIGINT          87       87    1     87               44.0  25.25866188063018
                   project_id       VARCHAR          87       87    -      -                  -                  -
                      address       VARCHAR          87       87    -      -                  -                  -
         in_main_500ft_sample       BOOLEAN          87        2    -      -                  -                  -
                current_units        BIGINT          87       41    1    698  73.34482758620689 143.51596844838986
            current_land_sqft        BIGINT          87       75 2050 223573 21238.620689655174  41776.54835682652
            recommended_units        BIGINT          77       38    1    698  79.75324675324676  150.6351601372769
        recommended_land_sqft        BIGINT          75       64 2050 223573 16347.973333333333  28635.02759189291
               recommendation       VARCHAR          87       19    -      -                  -                  -
                     evidence       VARCHAR          87       87    -      -                  -                  -
               permit_numbers       VARCHAR          75       75    -      -                  -                  -
                  source_urls       VARCHAR          44       43    -      -                  -                  -
              remaining_issue       VARCHAR          75       73    -      -                  -                  -
             assessor_row_ids       VARCHAR          87       87    -      -                  -                  -
             assessor_history       VARCHAR          87       87    -      -                  -                  -
                  review_date          DATE          87        1    -      -                  -                  -
                      adopted       BOOLEAN          87        1    -      -                  -                  -
              permit_evidence       VARCHAR          75       75    -      -                  -                  -
    current_construction_year        BIGINT          87       17 2006   2022 2012.3908045977012  5.010120738087109
        current_building_sqft        BIGINT          87       84 1344 781284  94036.22988505747 190196.30358711598
    other_measurement_concern       VARCHAR          23        2    -      -                  -                  -
            followup_reviewed       BOOLEAN          87        2    -      -                  -                  -
recommended_construction_year        BIGINT          23       14 2004   2022 2014.0434782608695  5.355356374437928
    recommended_building_sqft        BIGINT          27       26 2104 781284 126201.77777777778 216243.19209956704
            followup_evidence       VARCHAR          31       31    -      -                  -                  -
       proposed_sample_action       VARCHAR          87        8    -      -                  -                  -
