external_row_id,latitude,longitude,geocode_source
O2013-8669,41.973917643168,-87.865541238616,census_geocoder_reviewed
O2013-9203,41.89355723291622,-87.6178875092094,chicago_geocoder
O2013-9415,41.777254867301,-87.800301005184,census_geocoder
O2013-9425,41.88761647559147,-87.6543832072188,chicago_geocoder
O2014-100,41.891659637195,-87.673336591031,census_geocoder_reviewed
O2014-103,41.90884193188663,-87.64230262417063,chicago_geocoder
O2014-1436,41.89129737612016,-87.64713091483144,chicago_geocoder
O2014-1437,41.83721858678621,-87.71201003212285,chicago_geocoder
O2014-1444,41.795511867836,-87.683443390033,census_geocoder_reviewed
O2014-1518,41.991357762229,-87.675353392636,census_geocoder_reviewed
O2014-2314,41.942531947216,-87.65426497021,census_geocoder_reviewed
O2014-3296,41.899323241308,-87.620292802875,census_geocoder
O2014-4944,41.955290996694,-87.650922815306,census_geocoder
O2014-4962,41.94635499260236,-87.65790766946932,chicago_geocoder
O2014-5815,41.74982761753,-87.694111200686,census_geocoder
O2014-6777,41.968847047481525,-87.68054852375663,chicago_geocoder
O2014-6779,41.91625152579829,-87.65194138699374,chicago_geocoder
O2014-6789,41.91495421930178,-87.71331442604215,chicago_geocoder
O2014-6794,41.893792238734385,-87.6612019071372,chicago_geocoder
O2014-7947,41.881195147239,-87.65468874255,census_geocoder_reviewed_intersection
O2014-8018,41.88055796433985,-87.65068001187853,chicago_geocoder
O2014-8019,41.886595609477205,-87.6543499372662,chicago_geocoder
O2014-816,41.914710620396264,-87.69126654171602,chicago_geocoder
O2014-824,41.87669951154698,-87.62911066501952,chicago_geocoder
O2014-830,41.88508945576888,-87.63840559417186,chicago_geocoder
O2014-8750,41.962005086669,-87.677581173714,census_geocoder
O2014-8790,41.91627854920954,-87.6485881172169,chicago_geocoder
O2014-8795,41.911249246793,-87.71341991836,census_geocoder
O2014-9712,41.90234745228074,-87.66601789896495,chicago_geocoder
O2014-9802,41.88115309380635,-87.63219570286168,chicago_geocoder
O2014-9803,41.77719208340324,-87.8006628940603,chicago_geocoder
O2014-9804,41.916234980751,-87.715046386707,census_geocoder
O2014-9805,41.89342611660839,-87.66884053972831,chicago_geocoder
O2015-1368,41.882211292040566,-87.7108986080365,chicago_geocoder
O2015-1370,41.97157907098583,-87.71603798563375,chicago_geocoder
O2015-1389,41.90074409411554,-87.66634587833964,chicago_geocoder
O2015-1528,41.803921158388,-87.61671326141,census_geocoder
O2015-2593,41.91627854920954,-87.6485881172169,chicago_geocoder
O2015-2602,41.914851724004,-87.697198948524,census_geocoder_reviewed
O2015-2621,41.94097185434069,-87.64789264016144,chicago_geocoder
O2015-3686,41.79555234537843,-87.68337228559177,chicago_geocoder
O2015-4179,41.89930609747106,-87.62036287558747,chicago_geocoder
O2015-4243,41.824434125352,-87.626491954906,census_geocoder_reviewed
O2015-4647,41.900912800472945,-87.64325812492238,chicago_geocoder
O2015-47,41.98641957969588,-87.7340373818792,chicago_geocoder
O2015-4700,41.901041185523994,-87.6432633597721,chicago_geocoder
O2015-5308,41.84633132996607,-87.6539870667816,chicago_geocoder
O2015-5319,41.84649234599994,-87.65365089819262,chicago_geocoder
O2015-5329,41.89182003670635,-87.67108944795717,chicago_geocoder
O2015-5363,41.890834558904814,-87.66951501236623,chicago_geocoder
O2015-5413,41.867932609179,-87.683699736201,census_geocoder_reviewed
O2015-6322,41.87645614541188,-87.65429579519606,chicago_geocoder
O2015-6386,41.953045116039,-87.773183888191,census_geocoder
O2015-6387,41.95191205435755,-87.65943803088769,chicago_geocoder
O2015-6419,41.94592535537084,-87.70549351608956,chicago_geocoder
O2015-7680,41.89338677519291,-87.67128494425711,chicago_geocoder
O2015-8031,41.892881504254,-87.691762660247,census_geocoder_reviewed
O2015-8035,41.943327841522,-87.665813263549,census_geocoder
O2015-8471,42.005572878787,-87.667704170828,census_geocoder_reviewed
O2015-8483,41.94262268873954,-87.66317238596186,chicago_geocoder
O2016-1613,41.911591914824015,-87.71350433681478,chicago_geocoder
O2016-2633,41.809081196472,-87.616917753385,census_geocoder
O2016-3873,41.94243858588899,-87.6609141460705,chicago_geocoder
O2016-3882,41.91157150126288,-87.64693260655199,chicago_geocoder
O2016-4758,41.915449339104654,-87.71038198186343,chicago_geocoder
O2016-4761,41.916328420071245,-87.71497751292361,chicago_geocoder
O2016-4771,41.916328420071245,-87.71497751292361,chicago_geocoder
O2016-4773,41.93286518580667,-87.64717123094941,chicago_geocoder
O2016-4782,41.954960198469394,-87.68078309213382,chicago_geocoder
O2016-4787,41.891862272254,-87.658858669473,census_geocoder_reviewed
O2016-4805,41.92316384958663,-87.70017632063833,chicago_geocoder
O2016-4808,41.905856965676,-87.630121160313,census_geocoder_reviewed
O2016-4883,41.900848587506395,-87.64325553650413,chicago_geocoder
O2016-49,41.96201412984525,-87.67765106917173,chicago_geocoder
O2016-5568,41.915385472246,-87.71811098389,census_geocoder_reviewed
O2016-5594,41.92596372049605,-87.66474931260437,chicago_geocoder
O2016-6353,41.909205545834,-87.710733334673,census_geocoder_reviewed
O2016-6366,41.92205670668539,-87.68252169488048,chicago_geocoder
O2016-653,41.784050919738135,-87.70342795536284,chicago_geocoder
O2016-712,41.852752485643,-87.643025743772,census_geocoder_reviewed
O2016-7297,41.74772692104569,-87.61473162806021,chicago_geocoder
O2016-7303,41.658403122667,-87.643763565437,census_geocoder_reviewed
O2016-7307,41.971597303795,-87.76167761034,census_geocoder_reviewed
O2016-7312,41.913549186864856,-87.70362629697638,chicago_geocoder
O2016-7318,41.93740227446218,-87.65387455650291,chicago_geocoder
O2016-7326,41.892292034436714,-87.65682808293754,chicago_geocoder
O2016-8343,41.89077878231693,-87.65592993937928,chicago_geocoder
O2016-8636,41.93297221225597,-87.64171516501513,chicago_geocoder
O2017-148,41.931889497292,-87.723794030119,census_geocoder_reviewed
O2017-3220,41.915674593269,-87.690723510273,census_geocoder_reviewed
O2017-3803,41.91823506184365,-87.77079520647142,chicago_geocoder
O2017-3841,41.8167447651024,-87.6046799953305,chicago_geocoder
O2017-3842,41.89463674584331,-87.63761849646316,chicago_geocoder
O2017-4801,41.90898417233684,-87.6922346409619,chicago_geocoder
O2017-5496,41.848269859196,-87.690867020856,census_geocoder_reviewed
O2017-5516,41.921621489704,-87.674495383678,census_geocoder
O2017-5619,41.923968850223,-87.762374213672,census_geocoder_reviewed
O2017-6180,41.77604686240868,-87.63675960182108,chicago_geocoder
O2017-6181,41.93266407892456,-87.68532786988986,chicago_geocoder
O2017-6183,41.89307138449444,-87.69183774819504,chicago_geocoder
O2017-6184,41.906302708756,-87.691959446979,census_geocoder_reviewed
O2017-6194,41.94327888863139,-87.6657704082449,chicago_geocoder
O2017-7028,41.79696131231898,-87.58918385375476,chicago_geocoder
O2017-7029,41.90038935153302,-87.68823038901253,chicago_geocoder
O2017-7043,41.918305216533,-87.712254921755,census_geocoder
O2017-7349,41.917567438945,-87.694829226337,census_geocoder_reviewed
O2017-7360,41.873259006998,-87.742643552521,census_geocoder_reviewed
O2017-7752,41.963657261039,-87.655028663997,census_geocoder_reviewed
O2017-7754,41.99854895797884,-87.66537264329706,chicago_geocoder
O2017-7761,41.91574313474448,-87.6497908482736,chicago_geocoder
O2017-8287,41.85582514183068,-87.66140773996202,chicago_geocoder
O2017-8410,41.91052635223628,-87.66729841079488,chicago_geocoder
O2017-8413,41.856799345896,-87.676468719921,census_geocoder_reviewed
O2017-8414,41.813025860873,-87.612163717353,census_geocoder_reviewed
O2017-8575,41.89443074264349,-87.66284583071372,chicago_geocoder
O2017-882,41.78276381248173,-87.6291052996016,chicago_geocoder
O2017-899,41.887405736418,-87.70679847872366,chicago_geocoder
O2017-8993,41.77212244127929,-87.6104414694932,chicago_geocoder
O2017-8995,41.889976810346,-87.642830779187,census_geocoder_reviewed
O2017-900,41.91052635223628,-87.66729841079488,chicago_geocoder
O2017-904,41.908948595802435,-87.67187721649057,chicago_geocoder
O2018-165,42.019323828903,-87.672374005077,census_geocoder_reviewed
O2018-1888,41.85506664396277,-87.6736711678853,chicago_geocoder
O2018-1893,41.858497265975046,-87.64104714247947,chicago_geocoder
O2018-2299,41.917567438945,-87.694829226337,census_geocoder_reviewed
O2018-2300,41.89983180009879,-87.66660813848497,chicago_geocoder
O2018-2303,41.90446844511677,-87.66279152145364,chicago_geocoder
O2018-2311,41.926217457758,-87.670708453324,census_geocoder
O2018-2325,41.886737132325,-87.655090775781,census_geocoder_reviewed
O2018-2352,41.868636903681754,-87.66287630744215,chicago_geocoder
O2018-2612,41.8919124131639,-87.65924974982957,chicago_geocoder
O2018-2738,41.85865967631545,-87.64105275338093,chicago_geocoder
O2018-3183,41.956419538422,-87.688460135728,census_geocoder_reviewed
O2018-3529,41.96390007598,-87.67599296527,census_geocoder_reviewed
O2018-4047,42.020289868800134,-87.66650085063819,chicago_geocoder
O2018-4313,41.964346075873415,-87.65605252460469,chicago_geocoder
O2018-4328,41.895072201557,-87.659521526263,census_geocoder_reviewed
O2018-4941,41.915331474512605,-87.71831267171885,chicago_geocoder
O2018-4974,41.946760260958,-87.681814475211,census_geocoder
O2018-4984,41.93915081822502,-87.7135625164207,chicago_geocoder
O2018-5186,41.792285880748,-87.781875804482,census_geocoder_reviewed
O2018-5985,41.94147594895247,-87.66401036405266,chicago_geocoder
O2018-5987,41.97164551045219,-87.76176704106742,chicago_geocoder
O2018-6002,41.855790002501,-87.654710858016,census_geocoder_reviewed
O2018-6078,41.909517995724,-87.661502509638,census_geocoder_reviewed
O2018-641,41.80900816700374,-87.61672529316279,chicago_geocoder
O2018-645,41.91885446556463,-87.78789231814339,chicago_geocoder
O2018-661,41.809747451735,-87.592354398501,census_geocoder_reviewed
O2018-680,41.901962317966344,-87.68850077925407,chicago_geocoder
O2018-6957,41.9226744413066,-87.71189857849303,chicago_geocoder
O2018-6976,41.74955427027506,-87.61478128401741,chicago_geocoder
O2018-6978,41.8686406093435,-87.66264953771115,chicago_geocoder
O2018-8018,41.89505376175713,-87.66152342503293,chicago_geocoder
O2018-8019,41.918328829604,-87.659730284603,census_geocoder_reviewed
O2018-8044,41.91141370132482,-87.6883183534917,chicago_geocoder
O2018-8054,41.837552024019,-87.651054660745,census_geocoder_reviewed
O2018-8169,41.886841441647,-87.648882954824,census_geocoder_reviewed
O2018-866,41.868644314557265,-87.66242276795981,chicago_geocoder
O2018-9298,41.908459463544,-87.736225408629,census_geocoder
O2018-9447,41.912870366836,-87.713473544473,census_geocoder_reviewed
O2018-9448,41.912860022939,-87.710232590296,census_geocoder_reviewed
O2018-9449,41.912981735789,-87.7100828371,census_geocoder_reviewed
O2018-9454,41.896797947116,-87.697898081965,census_geocoder_reviewed
O2018-9469,41.91401395533311,-87.70050206678671,chicago_geocoder
O2018-9475,41.910961240861,-87.716497653742,census_geocoder_reviewed
O2018-9500,41.937297794646014,-87.69273528339185,chicago_geocoder
O2018-9603,41.945074227615,-87.764193110305,census_geocoder_reviewed
O2018-9930,41.93629582859201,-87.69270936530725,chicago_geocoder
O2019-1360,41.690338146548,-87.649535668151,census_geocoder_reviewed
O2019-2729,41.915772861891,-87.692787192691,census_geocoder_reviewed
O2019-283,41.93193290854475,-87.72439953586458,chicago_geocoder
O2019-294,41.899707225484,-87.663903428713,census_geocoder_reviewed
O2019-3219,41.9612179775438,-87.68761163321348,chicago_geocoder
O2019-3827,41.885632799175,-87.652581232807,census_geocoder_reviewed
O2019-4094,41.91430374317569,-87.69695793877042,chicago_geocoder
O2019-5515,41.90425938225385,-87.67551053617237,chicago_geocoder
O2019-5527,41.91430374317569,-87.69695793877042,chicago_geocoder
O2019-5537,41.91497197979097,-87.69237427042486,chicago_geocoder
O2019-5681,41.85536405130947,-87.65260162560132,chicago_geocoder
O2019-5799,41.869813191501,-87.683753570275,census_geocoder_reviewed
O2019-6818,41.96987691914362,-87.71599786747714,chicago_geocoder
O2019-6829,41.969011579237,-87.656607227846,census_geocoder_reviewed
O2019-6852,41.91618650749045,-87.68665453607132,chicago_geocoder
O2019-6865,41.939256687287,-87.718890146336,census_geocoder_reviewed
O2019-7951,41.942746051461,-87.661552427684,census_geocoder_reviewed
O2019-8471,41.938158607725,-87.7172819559,census_geocoder_reviewed
O2020-1874,41.91431570933331,-87.71329341455711,chicago_geocoder
O2020-1888,41.886742442047,-87.655780826714,census_geocoder_reviewed
O2020-1903,41.91555941483138,-87.7176265182082,chicago_geocoder
O2020-2374,41.847759409319,-87.708711768837,census_geocoder
O2020-3882,41.90988935913152,-87.63840703730952,chicago_geocoder
O2020-4823,41.942746051461,-87.661552427684,census_geocoder_reviewed
O2020-5580,41.920704656066,-87.712058511566,census_geocoder
O2020-6210,41.80539875772,-87.681980765205,census_geocoder_reviewed
O2020-6216,41.96952199692769,-87.72915337410969,chicago_geocoder
O2020-6231,41.89872000987952,-87.66549480561798,chicago_geocoder
O2020-6238,41.89871872039048,-87.66557074845973,chicago_geocoder
O2020-774,41.910672359261,-87.725212940454,census_geocoder_reviewed
O2020-91,41.915646835550504,-87.68793890712048,chicago_geocoder
SO2011-1486,41.876100068281,-87.690634972995,census_geocoder_reviewed
SO2011-2264,41.963763648419,-87.677630535176,census_geocoder_reviewed
SO2011-2988,41.73953547198774,-87.56873927059479,chicago_geocoder
SO2011-4136,41.91716477306698,-87.73539698108307,chicago_geocoder
SO2011-4294,41.93178204155995,-87.65246435791526,chicago_geocoder
SO2011-5467,41.689558177424,-87.60510327611,census_geocoder_reviewed_intersection
SO2011-9723,41.870355860055,-87.774199265967,census_geocoder_reviewed
SO2011-9883,41.93531214147,-87.717402968674,census_geocoder_reviewed_intersection
SO2012-2252,41.880004231840175,-87.74266340418703,chicago_geocoder
SO2012-36,41.972406837064,-87.675009478231,census_geocoder
SO2012-3737,41.8872429629,-87.652772503,parcel_manual_review
SO2012-3738,41.886777739302,-87.653627861877,census_geocoder_reviewed
SO2012-3781,41.932522138808,-87.66112823553,census_geocoder_reviewed
SO2012-7252,41.92720062735188,-87.659587297221,chicago_geocoder
SO2012-8202,41.97235677005528,-87.6749222533142,chicago_geocoder
SO2012-8255,41.93232134365878,-87.66654252092327,chicago_geocoder
SO2013-2478,41.96314769225,-87.650026776329,census_geocoder_reviewed
SO2013-4946,41.916204706611,-87.652006759841,census_geocoder
SO2013-4962,41.920563139590136,-87.68417478090252,chicago_geocoder
SO2013-6536,42.002320855678654,-87.66482388436243,chicago_geocoder
SO2013-788,41.91627854920954,-87.6485881172169,chicago_geocoder
SO2013-790,41.750054933649984,-87.68299220290213,chicago_geocoder
SO2014-1447,41.890834558904814,-87.66951501236623,chicago_geocoder
SO2014-1448,41.878038516522345,-87.64851895831593,chicago_geocoder
SO2014-2442,41.901612502241,-87.634471310208,census_geocoder_reviewed
SO2014-4196,41.902398762073,-87.666298756558,census_geocoder_reviewed
SO2014-4948,41.886837616957,-87.649205233182,census_geocoder_reviewed
SO2014-5792,41.905898874391504,-87.63019276315075,chicago_geocoder
SO2014-5794,41.949730726526816,-87.64941573428582,chicago_geocoder
SO2014-5818,41.956192569551,-87.688452570122,census_geocoder_reviewed
SO2014-6782,42.002276382902,-87.709288844853,census_geocoder_reviewed
SO2014-6784,41.886854792080925,-87.6517677496529,chicago_geocoder
SO2014-6798,41.74919731465365,-87.61506453142316,chicago_geocoder
SO2014-6801,41.74920154608287,-87.61477142686657,chicago_geocoder
SO2014-8798,41.795511867836,-87.683443390033,census_geocoder_reviewed
SO2014-8808,41.89328993515489,-87.67655199530485,chicago_geocoder
SO2014-8911A,41.89307045214762,-87.67654574136168,chicago_geocoder
SO2014-8911B,41.94683735883456,-87.68894122147842,chicago_geocoder
SO2015-1375,41.904685076086,-87.672332751282,census_geocoder_reviewed
SO2015-2682,41.6912681835,-87.720316742061,census_geocoder_reviewed_intersection
SO2015-3695,41.890744739467,-87.655860796338,census_geocoder
SO2015-3701,41.89150383301207,-87.63717644121202,chicago_geocoder
SO2015-4175,41.932912970538,-87.642060937328,census_geocoder_reviewed
SO2015-4722,41.90425996474066,-87.6676647561347,chicago_geocoder
SO2015-52,41.89956921152949,-87.64320578556972,chicago_geocoder
SO2015-56,41.805708276536,-87.725893512585,census_geocoder_reviewed
SO2015-6401,41.81583335327532,-87.60930905545393,chicago_geocoder
SO2015-6407,41.895095519762,-87.65476452528,census_geocoder
SO2015-6429,41.89231016798648,-87.65596789664838,chicago_geocoder
SO2015-6431,41.890701111548,-87.636027442049,census_geocoder_reviewed
SO2015-7348,41.92131716931634,-87.76574379790944,chicago_geocoder
SO2015-8468,41.877483853124,-87.671726188966,census_geocoder_reviewed
SO2015-8489,41.95264339254052,-87.68342105426794,chicago_geocoder
SO2016-1629,41.89463674584331,-87.63761849646316,chicago_geocoder
SO2016-1631,41.79555234537843,-87.68337228559177,chicago_geocoder
SO2016-2659,41.918615148859,-87.787814161036,census_geocoder
SO2016-3893,41.926148823904,-87.670612898458,census_geocoder_reviewed
SO2016-3914,41.915449339104654,-87.71038198186343,chicago_geocoder
SO2016-47,41.855941890606,-87.672482208617,census_geocoder_reviewed
SO2016-4763,41.761147464939,-87.679876157339,census_geocoder
SO2016-4778,41.899874700122,-87.628665969383,census_geocoder_reviewed
SO2016-4781,41.81761728045085,-87.62453586982848,chicago_geocoder
SO2016-5553,41.830277535126726,-87.61687869746224,chicago_geocoder
SO2016-5598,41.938116878425,-87.644258889627,census_geocoder_reviewed
SO2016-6329,41.92110145866562,-87.68737714806196,chicago_geocoder
SO2016-6339,41.89158404253134,-87.68535143043941,chicago_geocoder
SO2016-643,41.932572827559675,-87.6646312149481,chicago_geocoder
SO2016-666,41.886775019313,-87.65383866195,census_geocoder_reviewed
SO2016-7308,41.857196525975,-87.693086882972,census_geocoder_reviewed
SO2016-8345,41.80406694844944,-87.70400529894414,chicago_geocoder
SO2016-8406,41.90311067100929,-87.6885768059171,chicago_geocoder
SO2016-8410,41.922522323286,-87.688266748319,census_geocoder_reviewed
SO2016-8618,41.93988806326987,-87.69925915490143,chicago_geocoder
SO2016-8656,41.891909672814414,-87.71391581717316,chicago_geocoder
SO2016-8657,41.93615339225,-87.692774374315,census_geocoder_reviewed
SO2017-3796,41.886681850464,-87.652250204864,census_geocoder_reviewed
SO2017-3798,41.916316984308,-87.686746364278,census_geocoder
SO2017-3834,41.903898125801966,-87.6660339615258,chicago_geocoder
SO2017-3835,41.93266407892456,-87.68532786988986,chicago_geocoder
SO2017-3836,41.95299069975936,-87.773248741095,chicago_geocoder
SO2017-4846,41.90832489895366,-87.68458208279411,chicago_geocoder
SO2017-5190,41.91629912474653,-87.68682685996099,chicago_geocoder
SO2017-5232,41.89581501562799,-87.65598930123734,chicago_geocoder
SO2017-5492,41.91506635148796,-87.70704788821604,chicago_geocoder
SO2017-5622,41.981023140608,-87.841506177549,census_geocoder_reviewed_intersection
SO2017-6192,41.85438948049304,-87.62054828267293,chicago_geocoder
SO2017-6219,42.00560380145648,-87.6676361762988,chicago_geocoder
SO2017-7023,41.89257731535429,-87.66458339090134,chicago_geocoder
SO2017-8574,41.979177026126,-87.669775312653,census_geocoder
SO2017-9010,41.85484346866384,-87.67397084810598,chicago_geocoder
SO2017-9012,41.894031734818,-87.677168596041,census_geocoder_reviewed
SO2017-9014,41.910513473624,-87.678925124355,census_geocoder
SO2018-1875,41.83892215651225,-87.65872601076944,chicago_geocoder
SO2018-1878,41.83683242509019,-87.7122388437702,chicago_geocoder
SO2018-2301,41.91430374317569,-87.69695793877042,chicago_geocoder
SO2018-2328,41.905898874391504,-87.63019276315075,chicago_geocoder
SO2018-4937,41.85536274029579,-87.65268370716761,chicago_geocoder
SO2018-4943,41.90924659965429,-87.7115357062245,chicago_geocoder
SO2018-4965,41.887478014193,-87.704777346383,census_geocoder
SO2018-4977,41.894481929395845,-87.63281681161918,chicago_geocoder
SO2018-6004,41.89983180009879,-87.66660813848497,chicago_geocoder
SO2018-6008,41.9145555585,-87.707400089,parcel_manual_review
SO2018-7749,41.87396794815109,-87.68928005474626,chicago_geocoder
SO2018-8043,41.92257268935053,-87.68860354505364,chicago_geocoder
SO2018-8053,41.988677916242,-87.812788680123,census_geocoder_reviewed
SO2019-1354,41.89820520194349,-87.63708646726337,chicago_geocoder
SO2019-259,41.953445620849706,-87.78643374673246,chicago_geocoder
SO2019-3406,41.93821971524,-87.644261800092,census_geocoder_reviewed
SO2019-4469,41.911846648306714,-87.67764281908491,chicago_geocoder
SO2019-5635,41.95699006665411,-87.679750667653,chicago_geocoder
SO2019-6841,41.884440849371,-87.625690432231,census_geocoder_reviewed
SO2019-9323,41.88502582436289,-87.65460592239103,chicago_geocoder
SO2019-9340,41.92250653160063,-87.70089236773049,chicago_geocoder
SO2019-9351,41.895447650346,-87.635603774155,census_geocoder_reviewed
SO2020-1876,41.93865763001713,-87.71840869199873,chicago_geocoder
SO2020-3081,41.962013658197,-87.649837183006,census_geocoder_reviewed
SO2020-3719,41.984675374339,-87.797658770451,census_geocoder_reviewed
SO2020-4572,41.90196798069836,-87.68796633092725,chicago_geocoder
SO2020-6221,41.93311509388793,-87.76154473217997,chicago_geocoder
