alderman,n_rezonings,n_upzones,n_downzones,downzone_share,upzone_share,downzone_share_conditional,upzone_share_conditional,median_upzone_far,median_downzone_far,median_downzone_far_abs,avg_wait_days,n_wait_obs,strictness_index_pca,strictness_index_pca_weighted,pc1_raw,pc2,pc1_weighted_raw,pc2_weighted,strictness_index
Marty Quinn,39,9,23,0.5897435897435898,0.23076923076923078,0.71875,0.28125,0.5499999999999999,-0.5499999999999999,0.5499999999999999,88.54838709677418,31,1.1528636007195685,1.1173884898669553,1.1528636007195685,-0.45719701771466836,-1.1173884898669553,1.6172089407463521,1.1173884898669553
Natashia Holmes,1,0,1,1,0,1,0,0,-0.2999999999999999,0.2999999999999999,56,1,2.150173674065817,1.0540036974559297,2.150173674065817,-2.4847940009396075,-1.0540036974559297,4.568993727243632,1.0540036974559297
Brian Hopkins,92,51,5,0.05434782608695652,0.5543478260869565,0.08928571428571429,0.9107142857142857,0.7999999999999998,-1.7000000000000002,1.7000000000000002,95.54320987654323,81,0.5989368892846256,0.9842840501157977,0.5989368892846256,0.9129227498035078,-0.9842840501157977,-0.6568413095064103,0.9842840501157977
Leni Manaa-Hoppenworth,10,7,0,0,0.7,0,1,2.8,0,0,102,10,-1.0481800912114958,0.9727157002473792,-1.0481800912114958,3.296128156152943,-0.9727157002473792,-4.408680862968447,0.9727157002473792
Latasha Thomas,21,9,4,0.19047619047619047,0.42857142857142855,0.3076923076923077,0.6923076923076923,0.7999999999999999,-1.1500000000000004,1.1500000000000004,102.66666666666666,9,0.48744732547114666,0.9674085974010396,0.48744732547114666,0.8113446968860071,-0.9674085974010396,-0.41252911314839175,0.9674085974010396
Ruth Cruz,14,8,2,0.14285714285714285,0.5714285714285714,0.2,0.8,1.8,-1.2999999999999998,1.2999999999999998,52.1,10,0.5874508877455413,0.9634104385124722,0.5874508877455413,0.9170045777230534,-0.9634104385124722,-1.0798335378681898,0.9634104385124722
James Balcer,60,26,26,0.43333333333333335,0.43333333333333335,0.5,0.5,0.6749999999999998,-1.3000000000000005,1.3000000000000005,57.36,50,1.3949340994026311,0.9504176167941008,1.3949340994026311,-0.713943842031572,-0.9504176167941008,1.6119274557026364,0.9504176167941008
Brian Doherty,2,1,1,0.5,0.5,0.5,0.5,0.7999999999999998,-1.0000000000000002,1.0000000000000002,56,0,1.3224387832458533,0.9354067298026926,1.3224387832458533,-0.7314966686500921,-0.9354067298026926,1.6298389438192789,0.9354067298026926
Manuel Flores,10,7,2,0.2,0.7,0.2222222222222222,0.7777777777777778,0.7999999999999998,-1.9,1.9,56,0,1.256124956035125,0.9310446197118182,1.256124956035125,-0.18592786249441062,-0.9310446197118182,0.7086118974724911,0.9310446197118182
Leslie Hairston,31,14,13,0.41935483870967744,0.45161290322580644,0.48148148148148145,0.5185185185185185,0.8,-1.3000000000000005,1.3000000000000005,52.4,20,1.3615937909793536,0.9292761779221318,1.3615937909793536,-0.6607509292455163,-0.9292761779221318,1.4658125723625932,0.9292761779221318
Jason Ervin,88,35,31,0.3522727272727273,0.3977272727272727,0.4696969696969697,0.5303030303030303,0.8,-1.0000000000000002,1.0000000000000002,77.64935064935064,77,0.8456984688896335,0.8622339419038716,0.8456984688896335,-0.021213945276084667,-0.8622339419038716,0.6443365305285544,0.8622339419038716
Daniel La Spata,78,52,11,0.14102564102564102,0.6666666666666666,0.1746031746031746,0.8253968253968254,0.9000000000000001,-1.8,1.8,62.04615384615384,65,0.9720672443503864,0.8394141811597811,0.9720672443503864,0.14174333351732538,-0.8394141811597811,0.18709047909021845,0.8394141811597811
Michael Rodriguez,24,8,5,0.20833333333333334,0.3333333333333333,0.38461538461538464,0.6153846153846154,0.9,-1.0000000000000002,1.0000000000000002,92.25,20,0.38920322020021725,0.7629985442396038,0.38920322020021725,0.6386794328175639,-0.7629985442396038,-0.34200785771301523,0.7629985442396038
Sophia King,17,10,7,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.5882352941176471,1,-1,1,50.9375,16,1.0458524247724614,0.742308171663491,1.0458524247724614,-0.4899588932228805,-0.742308171663491,1.08032940790222,0.742308171663491
Bill Conway,7,3,1,0.14285714285714285,0.42857142857142855,0.25,0.75,0.5,-2,2,65,7,1.125871373548354,0.7416201070557702,1.125871373548354,-0.2445635320506272,-0.7416201070557702,0.7806394319485623,0.7416201070557702
Ed Smith,9,5,2,0.2222222222222222,0.5555555555555556,0.2857142857142857,0.7142857142857143,2,-0.6000000000000001,0.6000000000000001,56,0,0.14925543204972513,0.7286180792913749,0.14925543204972513,1.0344053608091777,-0.7286180792913749,-1.3391080126143862,0.7286180792913749
Angela Clay,12,9,0,0,0.75,0,1,2,0,0,127.36363636363636,11,-1.154185802303065,0.6996122220729388,-1.154185802303065,2.9250509875474155,-0.6996122220729388,-3.7147374737959304,0.6996122220729388
Dick Mell,6,2,1,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.9500000000000002,-0.5000000000000002,0.5000000000000002,71.4,5,-0.1356204983877585,0.6827279132596237,-0.1356204983877585,1.3966106957401172,-0.6827279132596237,-1.800744193796797,0.6827279132596237
"Walter Burnett, Jr.",298,180,35,0.1174496644295302,0.6040268456375839,0.16279069767441862,0.8372093023255814,1.3000000000000003,-0.8,0.8,93.45669291338588,254,-0.06597754530098984,0.6506160392087053,-0.06597754530098984,1.2429881589340914,-0.6506160392087053,-1.3674311221313482,0.6506160392087053
Michelle A. Harris,40,16,15,0.375,0.4,0.4838709677419355,0.5161290322580645,0.5499999999999999,-1.3000000000000005,1.3000000000000005,56.78125,32,1.1695182713569203,0.6343177325881186,1.1695182713569203,-0.8009249369167115,-0.6343177325881186,1.5700499885133212,0.6343177325881186
Madeline Haithcock,2,1,1,0.5,0.5,0.5,0.5,1.0000000000000002,-0.5000000000000002,0.5000000000000002,56,0,0.8194608016977054,0.5857396828567164,0.8194608016977054,-0.5679969717121263,-0.5857396828567164,1.1862453290206532,0.5857396828567164
Desmon Yancy,3,0,2,0.6666666666666666,0,1,0,0,-1.05,1.05,45,3,1.7894512936763647,0.575478782181819,1.7894512936763647,-2.1782422853024856,-0.575478782181819,3.668898675592373,0.575478782181819
Scott Waguespack,219,90,52,0.2374429223744292,0.410958904109589,0.36619718309859156,0.6338028169014085,0.7999999999999998,-1.0000000000000002,1.0000000000000002,81.86956521739133,184,0.45528192594927963,0.5698357445114168,0.45528192594927963,0.23283145640416789,-0.5698357445114168,0.10833370521290514,0.5698357445114168
Sandi Jackson,3,1,0,0,0.3333333333333333,0,1,3.2,0,0,56,0,-1.0476114719052638,0.48687774351127167,-1.0476114719052638,2.6939978742874455,-0.48687774351127167,-4.147751759160169,0.48687774351127167
Michele Smith,63,22,18,0.2857142857142857,0.3492063492063492,0.45,0.55,0.8,-1.0000000000000002,1.0000000000000002,68.13461538461539,52,0.6005791938880257,0.46932057863648496,0.6005791938880257,-0.15672743465337488,-0.46932057863648496,0.5518850281478276,0.46932057863648496
Vi Daley,14,10,3,0.21428571428571427,0.7142857142857143,0.23076923076923078,0.7692307692307693,0.9000000000000001,-1,1,72.4,5,0.3785465538596302,0.41144035011904617,0.3785465538596302,0.16141217743581757,-0.41144035011904617,0.04395485713979607,0.41144035011904617
Deb Mell,60,41,12,0.2,0.6833333333333333,0.22641509433962265,0.7735849056603774,1.0000000000000002,-1.1500000000000004,1.1500000000000004,60.09803921568627,51,0.489867049174458,0.38973356485751576,0.489867049174458,0.03486589146233486,-0.38973356485751576,0.11304032231065002,0.38973356485751576
Roderick Sawyer,32,14,7,0.21875,0.4375,0.3333333333333333,0.6666666666666666,1.0000000000000002,-1.0000000000000002,1.0000000000000002,63,32,0.39743015836952994,0.34364180480104506,0.39743015836952994,0.054527456031678245,-0.34364180480104506,0.08871684197363178,0.34364180480104506
Monique Scott,33,4,21,0.6363636363636364,0.12121212121212122,0.84,0.16,0.9,-0.2999999999999999,0.2999999999999999,35.75,32,1.0250866543527692,0.34039566208835903,1.0250866543527692,-1.3829369394081779,-0.34039566208835903,2.1836153521471733,0.34039566208835903
John Arena,40,22,5,0.125,0.55,0.18518518518518517,0.8148148148148148,1.0000000000000002,-1.0000000000000002,1.0000000000000002,78.55263157894737,38,0.09773759207730387,0.3310839903220181,0.09773759207730387,0.5481592627702199,-0.3310839903220181,-0.5697882341613207,0.3310839903220181
Proco Joe Moreno,322,248,37,0.11490683229813664,0.7701863354037267,0.12982456140350876,0.8701754385964913,0.7999999999999998,-0.7999999999999998,0.7999999999999998,101.5068965517242,290,-0.15330215737495875,0.3259615894084205,-0.15330215737495875,0.8300340265301932,-0.3259615894084205,-0.8015296188640703,0.3259615894084205
Bernard Stone,2,1,1,0.5,0.5,0.5,0.5,1.0000000000000002,-0.25,0.25,55,1,0.5481578757889188,0.2988633752370383,0.5481578757889188,-0.6312247003842344,-0.2988633752370383,1.127282711642665,0.2988633752370383
Michael Chandler,15,6,3,0.2,0.4,0.3333333333333333,0.6666666666666666,1.0000000000000002,-1.0000000000000002,1.0000000000000002,63.53846153846154,13,0.33344387765204986,0.2930836040924449,0.33344387765204986,0.09244811801905539,-0.2930836040924449,0.003943964668227551,0.2930836040924449
Debra Silverstein,34,18,8,0.23529411764705882,0.5294117647058824,0.3076923076923077,0.6923076923076923,0.3999999999999999,-1.5500000000000005,1.5500000000000005,55.655172413793096,29,0.9270405276629783,0.28978032931375514,0.9270405276629783,-0.7822669533225286,-0.28978032931375514,1.3262472523043578,0.28978032931375514
Nicholas Sposato,59,44,3,0.05084745762711865,0.7457627118644068,0.06382978723404255,0.9361702127659575,0.9000000000000001,-1.8,1.8,47.74074074074075,54,0.6377364206233394,0.2806499658172329,0.6377364206233394,-0.07529208101444937,-0.2806499658172329,0.08763235270442982,0.2806499658172329
Patrick O'Connor,54,35,9,0.16666666666666666,0.6481481481481481,0.20454545454545456,0.7954545454545454,0.7999999999999998,-0.7999999999999999,0.7999999999999999,85.5,46,4.8207381511188724e-4,0.19428390225786485,4.8207381511188724e-4,0.38207764115387527,-0.19428390225786485,-0.3025816092780449,0.19428390225786485
Toni Foulkes,19,11,2,0.10526315789473684,0.5789473684210527,0.15384615384615385,0.8461538461538461,0.7999999999999999,-0.65,0.65,103.58823529411764,17,-0.34521003798473077,0.17274672426913307,-0.34521003798473077,0.8684428803259485,-0.17274672426913307,-0.9243772625286886,0.17274672426913307
Jim Gardiner,28,17,3,0.10714285714285714,0.6071428571428571,0.15,0.85,1.0000000000000002,-1.0000000000000002,1.0000000000000002,72.03846153846153,26,0.025739603956905777,0.1516678614708538,0.025739603956905777,0.4181504176971685,-0.1516678614708538,-0.5223146356318347,0.1516678614708538
Ricardo Munoz,34,17,3,0.08823529411764706,0.5,0.15,0.85,1.0000000000000002,-1.0000000000000002,1.0000000000000002,74.57692307692307,26,-0.03564401275567808,0.137960639955881,-0.03564401275567808,0.50356439232771,-0.137960639955881,-0.644207966616463,0.137960639955881
William Banks,2,1,0,0,0.5,0,1,2.8,0,0,56,0,-1.1205722427455032,0.11342733439034247,-1.1205722427455032,2.2086508129574716,-0.11342733439034247,-3.5693962681863556,0.11342733439034247
Margaret Laurino,38,19,5,0.13157894736842105,0.5,0.20833333333333334,0.7916666666666666,1.0000000000000002,-1.0000000000000002,1.0000000000000002,65.36363636363636,33,0.09973017058759037,0.10598019972212179,0.09973017058759037,0.22752176364567203,-0.10598019972212179,-0.3028531211117317,0.10598019972212179
Deborah Graham,11,4,4,0.36363636363636365,0.36363636363636365,0.5,0.5,0.42499999999999993,-1.0000000000000002,1.0000000000000002,53.5,8,0.7785860282698575,0.09774735167546589,0.7785860282698575,-1.0624043384197797,-0.09774735167546589,1.6725806865710506,0.09774735167546589
Joe Moore,35,18,5,0.14285714285714285,0.5142857142857142,0.21739130434782608,0.782608695652174,0.9000000000000001,-1.0000000000000002,1.0000000000000002,66.5,28,0.12227602408903644,0.07030628596350338,0.12227602408903644,0.1178970795381994,-0.07030628596350338,-0.13391577356549536,0.07030628596350338
Rossana Rodriguez-Sanchez,42,32,2,0.047619047619047616,0.7619047619047619,0.058823529411764705,0.9411764705882353,0.9000000000000001,-1.4000000000000001,1.4000000000000001,59.975,40,0.2142601157226004,0.06963724563209589,0.2142601157226004,0.15493410516619388,-0.06963724563209589,-0.2720230530709865,0.06963724563209589
Daniel Solis,128,94,14,0.109375,0.734375,0.12962962962962962,0.8703703703703703,0.8,-1.35,1.35,56.75,112,0.35053827017961686,0.06204227194133116,0.35053827017961686,-0.13353199930055867,-0.06204227194133116,0.1628194874156899,0.06204227194133116
Arenda Troutman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Barbara Holt,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Darcel Beavers,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Dorothy Tillman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Frank Olivo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Isaac Carothers,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
John J. Buchanan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
John O. Steele,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Leonard DeVille,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Lorraine Dixon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Melvin Powell Sr.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Michael Wojcik,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Percy Z. Giles,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Ray Frias,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Robert Shaw,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Sam Burrell,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Shirley Coleman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Shirley Newsome,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Ted Thomas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Terry Gabinski,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Terry Peterson,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Thomas Murphy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Todd Stroger,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Toni Preckwinkle,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Vilma Colom,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Virginia Rugai,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
William Beavers,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
Ameya Pawar,109,76,13,0.11926605504587157,0.6972477064220184,0.14606741573033707,0.8539325842696629,0.7999999999999998,-1.0000000000000002,1.0000000000000002,69.29702970297029,101,0.026864459715413957,-0.04707477609279223,0.026864459715413957,0.09437945789752493,0.04707477609279223,-0.1346591189976356,-0.04707477609279223
George Cardenas,85,59,11,0.12941176470588237,0.6941176470588235,0.15714285714285714,0.8428571428571429,0.7999999999999998,-1.3000000000000005,1.3000000000000005,49.29577464788732,71,0.3541444535171877,-0.06606650454766967,0.3541444535171877,-0.34459310920396025,0.06606650454766967,0.36347460563057254,-0.06606650454766967
Rey Colon,37,26,4,0.10810810810810811,0.7027027027027027,0.13333333333333333,0.8666666666666667,0.7999999999999998,-0.7999999999999998,0.7999999999999998,80.4375,32,-0.20996856388832322,-0.08959812379290846,-0.20996856388832322,0.34107060751116347,0.08959812379290846,-0.4442880080423406,-0.08959812379290846
William D. Burns,13,7,2,0.15384615384615385,0.5384615384615384,0.2222222222222222,0.7777777777777778,0.8,-1,1,58.92307692307692,13,0.1301094675406715,-0.12906831105204894,0.1301094675406715,-0.19732825092452777,0.12906831105204894,0.19284231126717444,-0.12906831105204894
Stephanie Coleman,31,20,3,0.0967741935483871,0.6451612903225806,0.13043478260869565,0.8695652173913043,0.6749999999999998,-1.0000000000000002,1.0000000000000002,74.77777777777777,27,-0.06508277070570062,-0.13411045943668576,-0.06508277070570062,0.10249609370895679,0.13411045943668576,-0.14382665480059825,-0.13411045943668576
Anabel Abarca,4,2,0,0,0.5,0,1,1.8,0,0,91,1,-1.2478931849832695,-0.16639232308597374,-1.2478931849832695,1.8227115729334393,0.16639232308597374,-2.7620936454773313,-0.16639232308597374
Tom Tunney,116,76,17,0.14655172413793102,0.6551724137931034,0.1827956989247312,0.8172043010752689,0.7999999999999998,-0.7999999999999998,0.7999999999999998,68.8653846153846,104,-0.09524989983338664,-0.18148321292272676,-0.09524989983338664,0.01584665058423603,0.18148321292272676,-0.07948226878802832,-0.18148321292272676
Pat Dowell,74,28,25,0.33783783783783783,0.3783783783783784,0.4716981132075472,0.5283018867924528,0.2999999999999999,-1,1,49.119402985074615,67,0.6596858091561703,-0.18419014616138527,0.6596858091561703,-1.2829753374748045,0.18419014616138527,1.8301189501037451,-0.18419014616138527
Willie Cochran,27,15,3,0.1111111111111111,0.5555555555555556,0.16666666666666666,0.8333333333333334,0.7999999999999998,-1,1,60.66666666666667,24,-0.014915643638226853,-0.23465559549037243,-0.014915643638226853,-0.09869300277862003,0.23465559549037243,-0.009792773432117475,-0.23465559549037243
Matthew O'Shea,60,14,14,0.23333333333333334,0.23333333333333334,0.5,0.5,0.7750000000000001,-0.7,0.7,55.905660377358494,53,0.0719762372843586,-0.27363658658157997,0.0719762372843586,-0.4532935095314631,0.27363658658157997,0.5091240202247391,-0.27363658658157997
Byron Sigcho-Lopez,92,74,5,0.05434782608695652,0.8043478260869565,0.06329113924050633,0.9367088607594937,1.0500000000000003,-1.0000000000000002,1.0000000000000002,55.666666666666664,75,-0.1734597504936643,-0.27815967565877675,-0.1734597504936643,0.16270744231482523,0.27815967565877675,-0.5069355255924974,-0.27815967565877675
Lamont Robinson,9,7,1,0.1111111111111111,0.7777777777777778,0.125,0.875,1.0000000000000002,-1,1,48.125,8,0.001827388872711444,-0.2822110051717266,0.001827388872711444,-0.15251465354645605,0.2822110051717266,-0.07014383139238461,-0.2822110051717266
Ronnie Mosley,36,23,5,0.1388888888888889,0.6388888888888888,0.17857142857142858,0.8214285714285714,0.7999999999999998,-0.7,0.7,61.92857142857143,28,-0.24055485374528407,-0.4431157282768125,-0.24055485374528407,-0.1536848412633665,0.4431157282768125,-0.014431368968272865,-0.4431157282768125
David Moore,33,20,5,0.15151515151515152,0.6060606060606061,0.2,0.8,1.1500000000000004,-0.2999999999999999,0.2999999999999999,65.03333333333333,30,-0.5597357332093467,-0.4466435373468354,-0.5597357332093467,0.264090229935587,0.4466435373468354,-0.6502021310415071,-0.4466435373468354
Nicole Lee,51,37,7,0.13725490196078433,0.7254901960784313,0.1590909090909091,0.8409090909090909,0.7999999999999998,-1.0000000000000002,1.0000000000000002,44.38095238095238,42,0.049854739946788296,-0.45435559883912885,0.049854739946788296,-0.5188252070182184,0.45435559883912885,0.39184857203695045,-0.45435559883912885
Timothy Cullerton,22,11,5,0.22727272727272727,0.5,0.3125,0.6875,0.5499999999999999,-0.5499999999999999,0.5499999999999999,66.16666666666666,18,-0.13570986665338736,-0.4725359497651278,-0.13570986665338736,-0.4993323194509288,0.4725359497651278,0.5766831378439583,-0.4725359497651278
Ray Suarez,13,5,3,0.23076923076923078,0.38461538461538464,0.375,0.625,0.2999999999999999,-1.0000000000000002,1.0000000000000002,51.53846153846154,13,0.2932713516630965,-0.4851431365433389,0.2932713516630965,-1.0819380482369032,0.4851431365433389,1.3580022515768966,-0.4851431365433389
Andre Vasquez,46,34,2,0.043478260869565216,0.7391304347826086,0.05555555555555555,0.9444444444444444,0.7999999999999998,-1,1,58.21951219512194,41,-0.2526274532670134,-0.49901871343701737,-0.2526274532670134,-0.06567965546674101,0.49901871343701737,-0.23548921206873402,-0.49901871343701737
JoAnn Thompson,19,6,5,0.2631578947368421,0.3157894736842105,0.45454545454545453,0.5454545454545454,0.9,-0.2999999999999999,0.2999999999999999,55.333333333333336,15,-0.23456365290578923,-0.5003186662898899,-0.23456365290578923,-0.4185617811250737,0.5003186662898899,0.3345138111745837,-0.5003186662898899
Chris Taliaferro,51,33,2,0.0392156862745098,0.6470588235294118,0.05714285714285714,0.9428571428571428,0.2999999999999999,-1.5500000000000003,1.5500000000000003,52.15384615384615,39,0.22529087623351518,-0.502888444277702,0.22529087623351518,-0.7229426815285986,0.502888444277702,0.7509440243330482,-0.502888444277702
Thomas Allen,6,1,1,0.16666666666666666,0.16666666666666666,0.5,0.5,0.7999999999999998,-0.5499999999999999,0.5499999999999999,62.5,4,-0.3054431854360257,-0.5035564064238741,-0.3054431854360257,-0.20124794730737117,0.5035564064238741,0.03985275345714151,-0.5035564064238741
Silvana Tabares,13,6,2,0.15384615384615385,0.46153846153846156,0.25,0.75,0.39999999999999997,-0.5499999999999999,0.5499999999999999,84,10,-0.3888992158451119,-0.5168302628006912,-0.3888992158451119,-0.16109294340861424,0.5168302628006912,0.17468710196919818,-0.5168302628006912
Roberto Maldonado,213,153,39,0.18309859154929578,0.7183098591549296,0.203125,0.796875,0.7999999999999998,-0.4,0.4,66.30061349693253,163,-0.4044812598886858,-0.5403552612249155,-0.4044812598886858,-0.15722712352663412,0.5403552612249155,-0.010132861229117163,-0.5403552612249155
Peter Chico,13,6,1,0.07692307692307693,0.46153846153846156,0.14285714285714285,0.8571428571428571,0.8,-1.0000000000000002,1.0000000000000002,45.888888888888886,9,-0.15638731733285918,-0.6212334583206081,-0.15638731733285918,-0.40211936925529224,0.6212334583206081,0.12317428148527426,-0.6212334583206081
Mary O'Connor,11,5,2,0.18181818181818182,0.45454545454545453,0.2857142857142857,0.7142857142857143,0.5499999999999999,-0.5499999999999999,0.5499999999999999,65.36363636363636,11,-0.2941461882600945,-0.6344864235067477,-0.2941461882600945,-0.45724753113858363,0.6344864235067477,0.40964140609620636,-0.6344864235067477
Howard Brookins,35,17,3,0.08571428571428572,0.4857142857142857,0.15,0.85,0.5499999999999999,-1.0000000000000002,1.0000000000000002,55.785714285714285,28,-0.156014535946707,-0.6413444206441081,-0.156014535946707,-0.48330345794201357,0.6413444206441081,0.3392164211837128,-0.6413444206441081
Ed Burke,30,19,1,0.03333333333333333,0.6333333333333333,0.05,0.95,0.2999999999999999,-1.0000000000000002,1.0000000000000002,76.85185185185185,27,-0.34958500625157013,-0.65057370555729,-0.34958500625157013,-0.21824993690455857,0.65057370555729,0.10695037072273816,-0.65057370555729
William Hall,7,5,1,0.14285714285714285,0.7142857142857143,0.16666666666666666,0.8333333333333334,0.2999999999999999,-0.5499999999999999,0.5499999999999999,80,6,-0.45143213970995727,-0.7204398988765137,-0.45143213970995727,-0.3622290033950187,0.7204398988765137,0.3483313972634092,-0.7204398988765137
