alderman,n_rezonings,n_upzones,n_downzones,downzone_share,upzone_share,downzone_share_conditional,upzone_share_conditional,median_upzone_far,median_downzone_far,median_downzone_far_abs,avg_wait_days,n_wait_obs,strictness_index_pca,strictness_index_pca_weighted,pc1_raw,pc2,pc1_weighted_raw,pc2_weighted,strictness_index
Ariel Reboyras,92,68,5,0.05434782608695652,0.7391304347826086,0.0684931506849315,0.9315068493150684,0.7999999999999998,-0.5499999999999999,0.5499999999999999,68.18518518518518,81,-0.6848718388538668,-0.7604710050906154,-0.6848718388538668,0.08405701904800683,0.7604710050906154,-0.5128419683336927,-0.7604710050906154
Michael Zalewski,37,18,8,0.21621621621621623,0.4864864864864865,0.3076923076923077,0.6923076923076923,0.2999999999999999,-0.5499999999999999,0.5499999999999999,53.78947368421053,19,-0.2390200250624594,-0.9728951982588401,-0.2390200250624594,-1.0804264825492067,0.9728951982588401,1.119785471333906,-0.9728951982588401
Patrick Levar,5,2,1,0.2,0.4,0.3333333333333333,0.6666666666666666,0.65,-0.25,0.25,55,2,-0.5530216864499007,-0.9977738955462425,-0.5530216864499007,-0.6528474736009189,0.9977738955462425,0.4341681551368684,-0.9977738955462425
Emma Mitts,43,34,2,0.046511627906976744,0.7906976744186046,0.05555555555555555,0.9444444444444444,0.2999999999999999,-1.0000000000000002,1.0000000000000002,52.77142857142857,35,-0.3419135318531823,-1.0577963640335053,-0.3419135318531823,-0.8052359901205004,1.0577963640335053,0.598982298488534,-1.0577963640335053
Gilbert Villegas,70,47,5,0.07142857142857142,0.6714285714285714,0.09615384615384616,0.9038461538461539,0.7999999999999998,-0.5499999999999999,0.5499999999999999,49.15625,64,-0.6557567435351739,-1.0607147380623403,-0.6557567435351739,-0.3887507741808662,1.0607147380623403,-0.0973769643092382,-1.0607147380623403
Bernie Hansen,3,1,0,0,0.3333333333333333,0,1,1.5000000000000002,0,0,56,0,-1.3576947479762806,-1.1002864952526765,-1.3576947479762806,0.6312728636350572,1.1002864952526765,-1.6897409225214677,-1.1002864952526765
Raymond Lopez,45,23,9,0.2,0.5111111111111111,0.28125,0.71875,0.2999999999999999,-0.2999999999999999,0.2999999999999999,55.731707317073166,41,-0.5617650053909768,-1.2572353526204672,-0.5617650053909768,-1.0523106139100435,1.2572353526204672,0.9423205645155857,-1.2572353526204672
Matt Martin,85,54,3,0.03529411764705882,0.6352941176470588,0.05263157894736842,0.9473684210526315,0.7999999999999998,-0.2999999999999999,0.2999999999999999,51.89333333333334,75,-1.0461240431754941,-1.3946005037083995,-1.0461240431754941,-0.3150834691007893,1.3946005037083995,-0.36896237178272195,-1.3946005037083995
Milagros Santiago,28,17,1,0.03571428571428571,0.6071428571428571,0.05555555555555555,0.9444444444444444,0.2999999999999999,-0.5999999999999996,0.5999999999999996,56.642857142857146,28,-0.8047226038437997,-1.4494978368932903,-0.8047226038437997,-0.762544901034893,1.4494978368932903,0.361654462360623,-1.4494978368932903
John Pope,10,6,1,0.1,0.6,0.14285714285714285,0.8571428571428571,0.5499999999999999,-0.2999999999999999,0.2999999999999999,49.888888888888886,9,-0.8711392441070047,-1.45626314537188,-0.8711392441070047,-0.7527457029889708,1.45626314537188,0.28772725497354285,-1.45626314537188
Billy Ocasio,7,7,0,0,1,0,1,1.0000000000000002,0,0,56,0,-1.4488957115265797,-1.5670995066538378,-1.4488957115265797,0.024589036972589906,1.5670995066538378,-0.966796558804203,-1.5670995066538378
Theodore Matlak,3,3,0,0,1,0,1,1.0000000000000002,0,0,56,0,-1.4488957115265797,-1.5670995066538378,-1.4488957115265797,0.024589036972589906,1.5670995066538378,-0.966796558804203,-1.5670995066538378
Virgil E. Jones,2,1,0,0,0.5,0,1,1.0000000000000002,0,0,56,0,-1.4488957115265797,-1.5670995066538378,-1.4488957115265797,0.024589036972589906,1.5670995066538378,-0.966796558804203,-1.5670995066538378
Jeanette Taylor,10,7,0,0,0.7,0,1,0.5499999999999999,0,0,76,6,-1.4995017302288023,-1.6136275795857367,-1.4995017302288023,-0.048610170851686854,1.6136275795857367,-0.6810529770160958,-1.6136275795857367
Carrie Austin,28,16,2,0.07142857142857142,0.5714285714285714,0.1111111111111111,0.8888888888888888,0.2999999999999999,-0.42499999999999993,0.42499999999999993,49.869565217391305,23,-0.8806997244077812,-1.6483009543511304,-0.8806997244077812,-0.9983647084605323,1.6483009543511304,0.57394876961965835,-1.6483009543511304
Timmy Knudsen,22,14,0,0,0.6363636363636364,0,1,1.0000000000000002,0,0,50.5,20,-1.4575512948621676,-1.6698405069193532,-1.4575512948621676,-0.10543542797469468,1.6698405069193532,-0.8664473137759094,-1.6698405069193532
Jeylu Gutierrez,7,4,0,0,0.5714285714285714,0,1,1.0000000000000002,0,0,46.75,4,-1.4634528289546138,-1.7398911889185682,-1.4634528289546138,-0.1940884722569342,1.7398911889185682,-0.7980273739838911,-1.7398911889185682
Susan Sadlowski Garza,16,8,1,0.0625,0.5,0.1111111111111111,0.8888888888888888,0.2999999999999999,-0.2999999999999999,0.2999999999999999,53.333333333333336,12,-1.0409864184997755,-1.7465603227716382,-1.0409864184997755,-0.9242761652430447,1.7465603227716382,0.4364575037087989,-1.7465603227716382
Fredrenna Lyle,1,1,0,0,1,0,1,0.7999999999999998,0,0,56,0,-1.4853760969466994,-1.7538247112143026,-1.4853760969466994,-0.21808449369239744,1.7538247112143026,-0.6776188133172966,-1.7538247112143026
Sharon Denise Dixon,4,3,0,0,0.75,0,1,0.2999999999999999,0,0,77,2,-1.5435284695792992,-1.82835390341986,-1.5435284695792992,-0.3283112723743232,1.82835390341986,-0.33782611243533484,-1.82835390341986
Bennett Lawson,19,14,0,0,0.7368421052631579,0,1,1.0000000000000002,0,0,40.5625,16,-1.47319036020715,-1.8554748142172728,-1.47319036020715,-0.3403659953226294,1.8554748142172728,-0.6851344733270608,-1.8554748142172728
Samantha Nugent,21,11,0,0,0.5238095238095238,0,1,1.0000000000000002,0,0,40.25,20,-1.473682154714854,-1.8613123710505408,-1.473682154714854,-0.347753749012816,1.8613123710505408,-0.679432811677726,-1.8613123710505408
Jessie Fuentes,27,22,0,0,0.8148148148148148,0,1,1.0000000000000002,0,0,39.826086956521735,23,-1.4743492846557391,-1.869231143798278,-1.4743492846557391,-0.3577753974968954,1.869231143798278,-0.6716983837012369,-1.869231143798278
Maria Hadden,21,14,0,0,0.6666666666666666,0,1,0.9000000000000001,0,0,40.05,20,-1.4922370959098443,-1.9584110097040646,-1.4922370959098443,-0.47381867670702915,1.9584110097040646,-0.5311948754786986,-1.9584110097040646
Lona Lane,11,4,0,0,0.36363636363636365,0,1,0.5499999999999998,0,0,53.666666666666664,6,-1.534648644379371,-2.030818307936617,-1.534648644379371,-0.5765883012436912,2.030818307936617,-0.2735742244769639,-2.030818307936617
Julia Ramirez,7,5,0,0,0.7142857142857143,0,1,0.2999999999999999,0,0,63.16666666666667,6,-1.5652985731203235,-2.0867630859058526,-1.5652985731203235,-0.6553425023932511,2.0867630859058526,-0.08543255675811164,-2.0867630859058526
Gregory Mitchell,8,5,0,0,0.625,0,1,0.2999999999999999,0,0,54.125,8,-1.5795278275432216,-2.255663063615071,-1.5795278275432216,-0.8690948424959841,2.255663063615071,0.07953552029597719,-2.255663063615071
Charles Bernardini,1,1,0,0,1,0,1,0.1999999999999999,0,0,56,0,-1.5948172532070584,-2.314000324895696,-1.5948172532070584,-0.9461050856873581,2.314000324895696,0.18991442314342108,-2.314000324895696
Felix Cardona Jr.,33,12,0,0,0.36363636363636365,0,1,0.5499999999999999,0,0,37.29032258064517,31,-1.5604207918282476,-2.3367313937711813,-1.5604207918282476,-0.9637383698941591,2.3367313937711813,0.025217369224093678,-2.3367313937711813
Derrick Curtis,14,0,0,0,0,NA,NA,0,0,0,64.45454545454545,11,-1.617992361764208,-2.342793082767021,-1.617992361764208,-0.9889062983342047,2.342793082767021,0.3248363043719581,-2.342793082767021
Anthony Napolitano,20,13,0,0,0.65,0,1,0.2999999999999999,0,0,44.375,16,-1.5948718161835818,-2.43779483681303,-1.5948718161835818,-1.0995927576298068,2.43779483681303,0.25742736375522496,-2.43779483681303
Burton Natarus,2,0,0,0,0,NA,NA,0,0,0,56,0,-1.6312976386271778,-2.5007255294561603,-1.6312976386271778,-1.1887786163523448,2.5007255294561603,0.4790921686303267,-2.5007255294561603
