File: geocoding_parcel_history_download.csv
Rows: 447
Columns: 8
SHA-256 (saved bytes): 57fe28b7cdd92eeed0a990709e80a0ba76f778c96d2e7cb65755e097a0398ad0
Key: pin, year
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

column inferred_type non_missing distinct                min                max                   mean                     sd
   pin        BIGINT         447      206     10253280110000     26071050350000     17005683022550.336     2820492052255.9673
 pin10        BIGINT         447      206         1025328011         2607105035     1700568302.2550335      282049205.2255968
  year        BIGINT         447       19               2007               2025      2014.116331096197      4.993706977678736
   lon        DOUBLE         431      231 -87.79298991097514 -87.55838511821166     -87.66358513551337    0.05897403664476583
   lat        DOUBLE         431      231 41.688160469988794 42.013586922145585      41.85572527301752    0.06246447900552178
x_3435        DOUBLE         431      231 1131640.7472867416 1195807.2396244789      1166715.593725346     16166.986092409088
y_3435        DOUBLE         431      231  1829588.863511676 1948175.2204289897     1890733.5685522114     22692.697426104292
row_id        BIGINT         447      447 102532801100002013 260710503500002014 1.7005683022550538e+17 2.8204920522559612e+16
