month,ward,alderman
Feb 2018,23,Michael Zalewski
Feb 2018,24,Michael Scott Jr.
Feb 2018,25,Daniel Solis
Feb 2018,26,Roberto Maldonado
Feb 2018,27,"Walter Burnett, Jr."
Feb 2018,28,Jason Ervin
Feb 2018,29,Chris Taliaferro
Feb 2018,30,Ariel Reboyras
Feb 2018,31,Milagros Santiago
Feb 2018,32,Scott Waguespack
Feb 2018,33,Deb Mell
Feb 2018,34,Carrie Austin
Feb 2018,35,Carlos Ramirez-Rosa
Feb 2018,36,Gilbert Villegas
Feb 2018,37,Emma Mitts
Feb 2018,38,Nicholas Sposato
Feb 2018,39,Margaret Laurino
Feb 2018,40,Patrick O'Connor
Feb 2018,41,Anthony Napolitano
Feb 2018,42,Brendan Reilly
Feb 2018,43,Michele Smith
Feb 2018,44,Tom Tunney
Feb 2018,45,John Arena
Feb 2018,46,James Cappleman
Feb 2018,47,Ameya Pawar
Feb 2018,48,Harry Osterman
Feb 2018,49,Joe Moore
Feb 2018,50,Debra Silverstein
Mar 2018,1,Proco Joe Moreno
Mar 2018,2,Brian Hopkins
Mar 2018,3,Pat Dowell
Mar 2018,4,Sophia King
Mar 2018,5,Leslie Hairston
Mar 2018,6,Roderick Sawyer
Mar 2018,7,Gregory Mitchell
Mar 2018,8,Michelle A. Harris
Mar 2018,9,Anthony Beale
Mar 2018,10,Susan Sadlowski Garza
Mar 2018,11,Patrick Daley Thompson
Mar 2018,12,George Cardenas
Mar 2018,13,Marty Quinn
Mar 2018,14,Ed Burke
Mar 2018,15,Raymond Lopez
Mar 2018,16,Toni Foulkes
Mar 2018,17,David Moore
Mar 2018,18,Derrick Curtis
Mar 2018,19,Matthew O'Shea
Mar 2018,20,Willie Cochran
Mar 2018,21,Howard Brookins
Mar 2018,22,Ricardo Munoz
Mar 2018,23,Michael Zalewski
Mar 2018,24,Michael Scott Jr.
Mar 2018,25,Daniel Solis
Mar 2018,26,Roberto Maldonado
Mar 2018,27,"Walter Burnett, Jr."
Mar 2018,28,Jason Ervin
Mar 2018,29,Chris Taliaferro
Mar 2018,30,Ariel Reboyras
Mar 2018,31,Milagros Santiago
Mar 2018,32,Scott Waguespack
Mar 2018,33,Deb Mell
Mar 2018,34,Carrie Austin
Mar 2018,35,Carlos Ramirez-Rosa
Mar 2018,36,Gilbert Villegas
Mar 2018,37,Emma Mitts
Mar 2018,38,Nicholas Sposato
Mar 2018,39,Margaret Laurino
Mar 2018,40,Patrick O'Connor
Mar 2018,41,Anthony Napolitano
Mar 2018,42,Brendan Reilly
Mar 2018,43,Michele Smith
Mar 2018,44,Tom Tunney
Mar 2018,45,John Arena
Mar 2018,46,James Cappleman
Mar 2018,47,Ameya Pawar
Mar 2018,48,Harry Osterman
Mar 2018,49,Joe Moore
Mar 2018,50,Debra Silverstein
Apr 2018,1,Proco Joe Moreno
Apr 2018,2,Brian Hopkins
Apr 2018,3,Pat Dowell
Apr 2018,4,Sophia King
Apr 2018,5,Leslie Hairston
Apr 2018,6,Roderick Sawyer
Apr 2018,7,Gregory Mitchell
Apr 2018,8,Michelle A. Harris
Apr 2018,9,Anthony Beale
Apr 2018,10,Susan Sadlowski Garza
Apr 2018,11,Patrick Daley Thompson
Apr 2018,12,George Cardenas
Apr 2018,13,Marty Quinn
Apr 2018,14,Ed Burke
Apr 2018,15,Raymond Lopez
Apr 2018,16,Toni Foulkes
Apr 2018,17,David Moore
Apr 2018,18,Derrick Curtis
Apr 2018,19,Matthew O'Shea
Apr 2018,20,Willie Cochran
Apr 2018,21,Howard Brookins
Apr 2018,22,Ricardo Munoz
Apr 2018,23,Michael Zalewski
Apr 2018,24,Michael Scott Jr.
Apr 2018,25,Daniel Solis
Apr 2018,26,Roberto Maldonado
Apr 2018,27,"Walter Burnett, Jr."
Apr 2018,28,Jason Ervin
Apr 2018,29,Chris Taliaferro
Apr 2018,30,Ariel Reboyras
Apr 2018,31,Milagros Santiago
Apr 2018,32,Scott Waguespack
Apr 2018,33,Deb Mell
Apr 2018,34,Carrie Austin
Apr 2018,35,Carlos Ramirez-Rosa
Apr 2018,36,Gilbert Villegas
Apr 2018,37,Emma Mitts
Apr 2018,38,Nicholas Sposato
Apr 2018,39,Margaret Laurino
Apr 2018,40,Patrick O'Connor
Apr 2018,41,Anthony Napolitano
Apr 2018,42,Brendan Reilly
Apr 2018,43,Michele Smith
Apr 2018,44,Tom Tunney
Apr 2018,45,John Arena
Apr 2018,46,James Cappleman
Apr 2018,47,Ameya Pawar
Apr 2018,48,Harry Osterman
Apr 2018,49,Joe Moore
Apr 2018,50,Debra Silverstein
May 2018,1,Proco Joe Moreno
May 2018,2,Brian Hopkins
May 2018,3,Pat Dowell
May 2018,4,Sophia King
May 2018,5,Leslie Hairston
May 2018,6,Roderick Sawyer
May 2018,7,Gregory Mitchell
May 2018,8,Michelle A. Harris
May 2018,9,Anthony Beale
May 2018,10,Susan Sadlowski Garza
May 2018,11,Patrick Daley Thompson
May 2018,12,George Cardenas
May 2018,13,Marty Quinn
May 2018,14,Ed Burke
May 2018,15,Raymond Lopez
May 2018,16,Toni Foulkes
May 2018,17,David Moore
May 2018,18,Derrick Curtis
May 2018,19,Matthew O'Shea
May 2018,20,Willie Cochran
May 2018,21,Howard Brookins
May 2018,22,Ricardo Munoz
May 2018,23,Michael Zalewski
May 2018,24,Michael Scott Jr.
May 2018,25,Daniel Solis
May 2018,26,Roberto Maldonado
May 2018,27,"Walter Burnett, Jr."
May 2018,28,Jason Ervin
May 2018,29,Chris Taliaferro
May 2018,30,Ariel Reboyras
May 2018,31,Milagros Santiago
May 2018,32,Scott Waguespack
May 2018,33,Deb Mell
May 2018,34,Carrie Austin
May 2018,35,Carlos Ramirez-Rosa
May 2018,36,Gilbert Villegas
May 2018,37,Emma Mitts
May 2018,38,Nicholas Sposato
May 2018,39,Margaret Laurino
May 2018,40,Patrick O'Connor
May 2018,41,Anthony Napolitano
May 2018,42,Brendan Reilly
May 2018,43,Michele Smith
May 2018,44,Tom Tunney
May 2018,45,John Arena
May 2018,46,James Cappleman
May 2018,47,Ameya Pawar
May 2018,48,Harry Osterman
May 2018,49,Joe Moore
May 2018,50,Debra Silverstein
Jun 2018,1,Proco Joe Moreno
Jun 2018,2,Brian Hopkins
Jun 2018,3,Pat Dowell
Jun 2018,4,Sophia King
Jun 2018,5,Leslie Hairston
Jun 2018,6,Roderick Sawyer
Jun 2018,7,Gregory Mitchell
Jun 2018,8,Michelle A. Harris
Jun 2018,9,Anthony Beale
Jun 2018,10,Susan Sadlowski Garza
Jun 2018,11,Patrick Daley Thompson
Jun 2018,12,George Cardenas
Jun 2018,13,Marty Quinn
Jun 2018,14,Ed Burke
Jun 2018,15,Raymond Lopez
Jun 2018,16,Toni Foulkes
Jun 2018,17,David Moore
Jun 2018,18,Derrick Curtis
Jun 2018,19,Matthew O'Shea
Jun 2018,20,Willie Cochran
Jun 2018,21,Howard Brookins
Jun 2018,22,Ricardo Munoz
Jun 2018,23,NA
Jun 2018,24,Michael Scott Jr.
Jun 2018,25,Daniel Solis
Jun 2018,26,Roberto Maldonado
Jun 2018,27,"Walter Burnett, Jr."
Jun 2018,28,Jason Ervin
Jun 2018,29,Chris Taliaferro
Jun 2018,30,Ariel Reboyras
Jun 2018,31,Milagros Santiago
Jun 2018,32,Scott Waguespack
Jun 2018,33,Deb Mell
Jun 2018,34,Carrie Austin
Jun 2018,35,Carlos Ramirez-Rosa
Jun 2018,36,Gilbert Villegas
Jun 2018,37,Emma Mitts
Jun 2018,38,Nicholas Sposato
Jun 2018,39,Margaret Laurino
Jun 2018,40,Patrick O'Connor
Jun 2018,41,Anthony Napolitano
Jun 2018,42,Brendan Reilly
Jun 2018,43,Michele Smith
Jun 2018,44,Tom Tunney
Jun 2018,45,John Arena
Jun 2018,46,James Cappleman
Jun 2018,47,Ameya Pawar
Jun 2018,48,Harry Osterman
Jun 2018,49,Joe Moore
Jun 2018,50,Debra Silverstein
Jul 2018,1,Proco Joe Moreno
Jul 2018,2,Brian Hopkins
Jul 2018,3,Pat Dowell
Jul 2018,4,Sophia King
Jul 2018,5,Leslie Hairston
Jul 2018,6,Roderick Sawyer
Jul 2018,7,Gregory Mitchell
Jul 2018,8,Michelle A. Harris
Jul 2018,9,Anthony Beale
Jul 2018,10,Susan Sadlowski Garza
Jul 2018,11,Patrick Daley Thompson
Jul 2018,12,George Cardenas
Jul 2018,13,Marty Quinn
Jul 2018,14,Ed Burke
Jul 2018,15,Raymond Lopez
Jul 2018,16,Toni Foulkes
Jul 2018,17,David Moore
Jul 2018,18,Derrick Curtis
Jul 2018,19,Matthew O'Shea
Jul 2018,20,Willie Cochran
Jul 2018,21,Howard Brookins
Jul 2018,22,Ricardo Munoz
Jul 2018,23,Silvana Tabares
Jul 2018,24,Michael Scott Jr.
Jul 2018,25,Daniel Solis
Jul 2018,26,Roberto Maldonado
Jul 2018,27,"Walter Burnett, Jr."
Jul 2018,28,Jason Ervin
Jul 2018,29,Chris Taliaferro
Jul 2018,30,Ariel Reboyras
Jul 2018,31,Milagros Santiago
Jul 2018,32,Scott Waguespack
Jul 2018,33,Deb Mell
Jul 2018,34,Carrie Austin
Jul 2018,35,Carlos Ramirez-Rosa
Jul 2018,36,Gilbert Villegas
Jul 2018,37,Emma Mitts
Jul 2018,38,Nicholas Sposato
Jul 2018,39,Margaret Laurino
Jul 2018,40,Patrick O'Connor
Jul 2018,41,Anthony Napolitano
Jul 2018,42,Brendan Reilly
Jul 2018,43,Michele Smith
Jul 2018,44,Tom Tunney
Jul 2018,45,John Arena
Jul 2018,46,James Cappleman
Jul 2018,47,Ameya Pawar
Jul 2018,48,Harry Osterman
Jul 2018,49,Joe Moore
Jul 2018,50,Debra Silverstein
Aug 2018,1,Proco Joe Moreno
Aug 2018,2,Brian Hopkins
Aug 2018,3,Pat Dowell
Aug 2018,4,Sophia King
Aug 2018,5,Leslie Hairston
Aug 2018,6,Roderick Sawyer
Aug 2018,7,Gregory Mitchell
Aug 2018,8,Michelle A. Harris
Aug 2018,9,Anthony Beale
Aug 2018,10,Susan Sadlowski Garza
Aug 2018,11,Patrick Daley Thompson
Aug 2018,12,George Cardenas
Aug 2018,13,Marty Quinn
Aug 2018,14,Ed Burke
Aug 2018,15,Raymond Lopez
Aug 2018,16,Toni Foulkes
Aug 2018,17,David Moore
Aug 2018,18,Derrick Curtis
Aug 2018,19,Matthew O'Shea
Aug 2018,20,Willie Cochran
Aug 2018,21,Howard Brookins
Aug 2018,22,Ricardo Munoz
Aug 2018,23,Silvana Tabares
Aug 2018,24,Michael Scott Jr.
Aug 2018,25,Daniel Solis
Aug 2018,26,Roberto Maldonado
Aug 2018,27,"Walter Burnett, Jr."
Aug 2018,28,Jason Ervin
Aug 2018,29,Chris Taliaferro
Aug 2018,30,Ariel Reboyras
Aug 2018,31,Milagros Santiago
Aug 2018,32,Scott Waguespack
Aug 2018,33,Deb Mell
Aug 2018,34,Carrie Austin
Aug 2018,35,Carlos Ramirez-Rosa
Aug 2018,36,Gilbert Villegas
Aug 2018,37,Emma Mitts
Aug 2018,38,Nicholas Sposato
Aug 2018,39,Margaret Laurino
Aug 2018,40,Patrick O'Connor
Aug 2018,41,Anthony Napolitano
Aug 2018,42,Brendan Reilly
Aug 2018,43,Michele Smith
Aug 2018,44,Tom Tunney
Aug 2018,45,John Arena
Aug 2018,46,James Cappleman
Aug 2018,47,Ameya Pawar
Aug 2018,48,Harry Osterman
Aug 2018,49,Joe Moore
Aug 2018,50,Debra Silverstein
Sep 2018,1,Proco Joe Moreno
Sep 2018,2,Brian Hopkins
Sep 2018,3,Pat Dowell
Sep 2018,4,Sophia King
Sep 2018,5,Leslie Hairston
Sep 2018,6,Roderick Sawyer
Sep 2018,7,Gregory Mitchell
Sep 2018,8,Michelle A. Harris
Sep 2018,9,Anthony Beale
Sep 2018,10,Susan Sadlowski Garza
Sep 2018,11,Patrick Daley Thompson
Sep 2018,12,George Cardenas
Sep 2018,13,Marty Quinn
Sep 2018,14,Ed Burke
Sep 2018,15,Raymond Lopez
Sep 2018,16,Toni Foulkes
Sep 2018,17,David Moore
Sep 2018,18,Derrick Curtis
Sep 2018,19,Matthew O'Shea
Sep 2018,20,Willie Cochran
Sep 2018,21,Howard Brookins
Sep 2018,22,Ricardo Munoz
Sep 2018,23,Silvana Tabares
Sep 2018,24,Michael Scott Jr.
Sep 2018,25,Daniel Solis
Sep 2018,26,Roberto Maldonado
Sep 2018,27,"Walter Burnett, Jr."
Sep 2018,28,Jason Ervin
Sep 2018,29,Chris Taliaferro
Sep 2018,30,Ariel Reboyras
Sep 2018,31,Milagros Santiago
Sep 2018,32,Scott Waguespack
Sep 2018,33,Deb Mell
Sep 2018,34,Carrie Austin
Sep 2018,35,Carlos Ramirez-Rosa
Sep 2018,36,Gilbert Villegas
Sep 2018,37,Emma Mitts
Sep 2018,38,Nicholas Sposato
Sep 2018,39,Margaret Laurino
Sep 2018,40,Patrick O'Connor
Sep 2018,41,Anthony Napolitano
Sep 2018,42,Brendan Reilly
Sep 2018,43,Michele Smith
Sep 2018,44,Tom Tunney
Sep 2018,45,John Arena
Sep 2018,46,James Cappleman
Sep 2018,47,Ameya Pawar
Sep 2018,48,Harry Osterman
Sep 2018,49,Joe Moore
Sep 2018,50,Debra Silverstein
Oct 2018,1,Proco Joe Moreno
Oct 2018,2,Brian Hopkins
Oct 2018,3,Pat Dowell
Oct 2018,4,Sophia King
Oct 2018,5,Leslie Hairston
Oct 2018,6,Roderick Sawyer
Oct 2018,7,Gregory Mitchell
Oct 2018,8,Michelle A. Harris
Oct 2018,9,Anthony Beale
Oct 2018,10,Susan Sadlowski Garza
Oct 2018,11,Patrick Daley Thompson
Oct 2018,12,George Cardenas
Oct 2018,13,Marty Quinn
Oct 2018,14,Ed Burke
Oct 2018,15,Raymond Lopez
Oct 2018,16,Toni Foulkes
Oct 2018,17,David Moore
Oct 2018,18,Derrick Curtis
Oct 2018,19,Matthew O'Shea
Oct 2018,20,Willie Cochran
Oct 2018,21,Howard Brookins
Oct 2018,22,Ricardo Munoz
Oct 2018,23,Silvana Tabares
Oct 2018,24,Michael Scott Jr.
Oct 2018,25,Daniel Solis
Oct 2018,26,Roberto Maldonado
Oct 2018,27,"Walter Burnett, Jr."
Oct 2018,28,Jason Ervin
Oct 2018,29,Chris Taliaferro
Oct 2018,30,Ariel Reboyras
Oct 2018,31,Milagros Santiago
Oct 2018,32,Scott Waguespack
Oct 2018,33,Deb Mell
Oct 2018,34,Carrie Austin
Oct 2018,35,Carlos Ramirez-Rosa
Oct 2018,36,Gilbert Villegas
Oct 2018,37,Emma Mitts
Oct 2018,38,Nicholas Sposato
Oct 2018,39,Margaret Laurino
Oct 2018,40,Patrick O'Connor
Oct 2018,41,Anthony Napolitano
Oct 2018,42,Brendan Reilly
Oct 2018,43,Michele Smith
Oct 2018,44,Tom Tunney
Oct 2018,45,John Arena
Oct 2018,46,James Cappleman
Oct 2018,47,Ameya Pawar
Oct 2018,48,Harry Osterman
Oct 2018,49,Joe Moore
Oct 2018,50,Debra Silverstein
Nov 2018,1,Proco Joe Moreno
Nov 2018,2,Brian Hopkins
Nov 2018,3,Pat Dowell
Nov 2018,4,Sophia King
Nov 2018,5,Leslie Hairston
Nov 2018,6,Roderick Sawyer
Nov 2018,7,Gregory Mitchell
Nov 2018,8,Michelle A. Harris
Nov 2018,9,Anthony Beale
Nov 2018,10,Susan Sadlowski Garza
Nov 2018,11,Patrick Daley Thompson
Nov 2018,12,George Cardenas
Nov 2018,13,Marty Quinn
Nov 2018,14,Ed Burke
Nov 2018,15,Raymond Lopez
Nov 2018,16,Toni Foulkes
Nov 2018,17,David Moore
Nov 2018,18,Derrick Curtis
Nov 2018,19,Matthew O'Shea
Nov 2018,20,Willie Cochran
Nov 2018,21,Howard Brookins
Nov 2018,22,Ricardo Munoz
Nov 2018,23,Silvana Tabares
Nov 2018,24,Michael Scott Jr.
Nov 2018,25,Daniel Solis
Nov 2018,26,Roberto Maldonado
Nov 2018,27,"Walter Burnett, Jr."
Nov 2018,28,Jason Ervin
Nov 2018,29,Chris Taliaferro
Nov 2018,30,Ariel Reboyras
Nov 2018,31,Milagros Santiago
Nov 2018,32,Scott Waguespack
Nov 2018,33,Deb Mell
Nov 2018,34,Carrie Austin
Nov 2018,35,Carlos Ramirez-Rosa
Nov 2018,36,Gilbert Villegas
Nov 2018,37,Emma Mitts
Nov 2018,38,Nicholas Sposato
Nov 2018,39,Margaret Laurino
Nov 2018,40,Patrick O'Connor
Nov 2018,41,Anthony Napolitano
Nov 2018,42,Brendan Reilly
Nov 2018,43,Michele Smith
Nov 2018,44,Tom Tunney
Nov 2018,45,John Arena
Nov 2018,46,James Cappleman
Nov 2018,47,Ameya Pawar
Nov 2018,48,Harry Osterman
Nov 2018,49,Joe Moore
Nov 2018,50,Debra Silverstein
Dec 2018,1,Proco Joe Moreno
Dec 2018,2,Brian Hopkins
Dec 2018,3,Pat Dowell
Dec 2018,4,Sophia King
Dec 2018,5,Leslie Hairston
Dec 2018,6,Roderick Sawyer
Dec 2018,7,Gregory Mitchell
Dec 2018,8,Michelle A. Harris
Dec 2018,9,Anthony Beale
Dec 2018,10,Susan Sadlowski Garza
Dec 2018,11,Patrick Daley Thompson
Dec 2018,12,George Cardenas
Dec 2018,13,Marty Quinn
Dec 2018,14,Ed Burke
Dec 2018,15,Raymond Lopez
Dec 2018,16,Toni Foulkes
Dec 2018,17,David Moore
Dec 2018,18,Derrick Curtis
Dec 2018,19,Matthew O'Shea
Dec 2018,20,Willie Cochran
Dec 2018,21,Howard Brookins
Dec 2018,22,Ricardo Munoz
Dec 2018,23,Silvana Tabares
Dec 2018,24,Michael Scott Jr.
Dec 2018,25,Daniel Solis
Dec 2018,26,Roberto Maldonado
Dec 2018,27,"Walter Burnett, Jr."
Dec 2018,28,Jason Ervin
Dec 2018,29,Chris Taliaferro
Dec 2018,30,Ariel Reboyras
Dec 2018,31,Milagros Santiago
Dec 2018,32,Scott Waguespack
Dec 2018,33,Deb Mell
Dec 2018,34,Carrie Austin
Dec 2018,35,Carlos Ramirez-Rosa
Dec 2018,36,Gilbert Villegas
Dec 2018,37,Emma Mitts
Dec 2018,38,Nicholas Sposato
Dec 2018,39,Margaret Laurino
Dec 2018,40,Patrick O'Connor
Dec 2018,41,Anthony Napolitano
Dec 2018,42,Brendan Reilly
Dec 2018,43,Michele Smith
Dec 2018,44,Tom Tunney
Dec 2018,45,John Arena
Dec 2018,46,James Cappleman
Dec 2018,47,Ameya Pawar
Dec 2018,48,Harry Osterman
Dec 2018,49,Joe Moore
Dec 2018,50,Debra Silverstein
Jan 2019,1,Proco Joe Moreno
Jan 2019,2,Brian Hopkins
Jan 2019,3,Pat Dowell
Jan 2019,4,Sophia King
Jan 2019,5,Leslie Hairston
Jan 2019,6,Roderick Sawyer
Jan 2019,7,Gregory Mitchell
Jan 2019,8,Michelle A. Harris
Jan 2019,9,Anthony Beale
Jan 2019,10,Susan Sadlowski Garza
Jan 2019,11,Patrick Daley Thompson
Jan 2019,12,George Cardenas
Jan 2019,13,Marty Quinn
Jan 2019,14,Ed Burke
Jan 2019,15,Raymond Lopez
Jan 2019,16,Toni Foulkes
Jan 2019,17,David Moore
Jan 2019,18,Derrick Curtis
Jan 2019,19,Matthew O'Shea
Jan 2019,20,Willie Cochran
Jan 2019,21,Howard Brookins
Jan 2019,22,Ricardo Munoz
Jan 2019,23,Silvana Tabares
Jan 2019,24,Michael Scott Jr.
Jan 2019,25,Daniel Solis
Jan 2019,26,Roberto Maldonado
Jan 2019,27,"Walter Burnett, Jr."
Jan 2019,28,Jason Ervin
Jan 2019,29,Chris Taliaferro
Jan 2019,30,Ariel Reboyras
Jan 2019,31,Milagros Santiago
Jan 2019,32,Scott Waguespack
Jan 2019,33,Deb Mell
Jan 2019,34,Carrie Austin
Jan 2019,35,Carlos Ramirez-Rosa
Jan 2019,36,Gilbert Villegas
Jan 2019,37,Emma Mitts
Jan 2019,38,Nicholas Sposato
Jan 2019,39,Margaret Laurino
Jan 2019,40,Patrick O'Connor
Jan 2019,41,Anthony Napolitano
Jan 2019,42,Brendan Reilly
Jan 2019,43,Michele Smith
Jan 2019,44,Tom Tunney
Jan 2019,45,John Arena
Jan 2019,46,James Cappleman
Jan 2019,47,Ameya Pawar
Jan 2019,48,Harry Osterman
Jan 2019,49,Joe Moore
Jan 2019,50,Debra Silverstein
Feb 2019,1,Proco Joe Moreno
Feb 2019,2,Brian Hopkins
Feb 2019,3,Pat Dowell
Feb 2019,4,Sophia King
Feb 2019,5,Leslie Hairston
Feb 2019,6,Roderick Sawyer
Feb 2019,7,Gregory Mitchell
Feb 2019,8,Michelle A. Harris
Feb 2019,9,Anthony Beale
Feb 2019,10,Susan Sadlowski Garza
Feb 2019,11,Patrick Daley Thompson
Feb 2019,12,George Cardenas
Feb 2019,13,Marty Quinn
Feb 2019,14,Ed Burke
Feb 2019,15,Raymond Lopez
Feb 2019,16,Toni Foulkes
Feb 2019,17,David Moore
Feb 2019,18,Derrick Curtis
Feb 2019,19,Matthew O'Shea
Feb 2019,20,Willie Cochran
Feb 2019,21,Howard Brookins
Feb 2019,22,Ricardo Munoz
Feb 2019,23,Silvana Tabares
Feb 2019,24,Michael Scott Jr.
Feb 2019,25,Daniel Solis
Feb 2019,26,Roberto Maldonado
Feb 2019,27,"Walter Burnett, Jr."
Feb 2019,28,Jason Ervin
Feb 2019,29,Chris Taliaferro
Feb 2019,30,Ariel Reboyras
Feb 2019,31,Milagros Santiago
Feb 2019,32,Scott Waguespack
Feb 2019,33,Deb Mell
Feb 2019,34,Carrie Austin
Feb 2019,35,Carlos Ramirez-Rosa
Feb 2019,36,Gilbert Villegas
Feb 2019,37,Emma Mitts
Feb 2019,38,Nicholas Sposato
Feb 2019,39,Margaret Laurino
Feb 2019,40,Patrick O'Connor
Feb 2019,41,Anthony Napolitano
Feb 2019,42,Brendan Reilly
Feb 2019,43,Michele Smith
Feb 2019,44,Tom Tunney
Feb 2019,45,John Arena
Feb 2019,46,James Cappleman
Feb 2019,47,Ameya Pawar
Feb 2019,48,Harry Osterman
Feb 2019,49,Joe Moore
Feb 2019,50,Debra Silverstein
Mar 2019,1,Proco Joe Moreno
Mar 2019,2,Brian Hopkins
Mar 2019,3,Pat Dowell
Mar 2019,4,Sophia King
Mar 2019,5,Leslie Hairston
Mar 2019,6,Roderick Sawyer
Mar 2019,7,Gregory Mitchell
Mar 2019,8,Michelle A. Harris
Mar 2019,9,Anthony Beale
Mar 2019,10,Susan Sadlowski Garza
Mar 2019,11,Patrick Daley Thompson
Mar 2019,12,George Cardenas
Mar 2019,13,Marty Quinn
Mar 2019,14,Ed Burke
Mar 2019,15,Raymond Lopez
Mar 2019,16,Toni Foulkes
Mar 2019,17,David Moore
Mar 2019,18,Derrick Curtis
Mar 2019,19,Matthew O'Shea
Mar 2019,20,Willie Cochran
Mar 2019,21,Howard Brookins
Mar 2019,22,Ricardo Munoz
Mar 2019,23,Silvana Tabares
Mar 2019,24,Michael Scott Jr.
Mar 2019,25,Daniel Solis
Mar 2019,26,Roberto Maldonado
Mar 2019,27,"Walter Burnett, Jr."
Mar 2019,28,Jason Ervin
Mar 2019,29,Chris Taliaferro
Mar 2019,30,Ariel Reboyras
Mar 2019,31,Milagros Santiago
Mar 2019,32,Scott Waguespack
Mar 2019,33,Deb Mell
Mar 2019,34,Carrie Austin
Mar 2019,35,Carlos Ramirez-Rosa
Mar 2019,36,Gilbert Villegas
Mar 2019,37,Emma Mitts
Mar 2019,38,Nicholas Sposato
Mar 2019,39,Margaret Laurino
Mar 2019,40,Patrick O'Connor
Mar 2019,41,Anthony Napolitano
Mar 2019,42,Brendan Reilly
Mar 2019,43,Michele Smith
Mar 2019,44,Tom Tunney
Mar 2019,45,John Arena
Mar 2019,46,James Cappleman
Mar 2019,47,Ameya Pawar
Mar 2019,48,Harry Osterman
Mar 2019,49,Joe Moore
Mar 2019,50,Debra Silverstein
Apr 2019,1,Proco Joe Moreno
Apr 2019,2,Brian Hopkins
Apr 2019,3,Pat Dowell
Apr 2019,4,Sophia King
Apr 2019,5,Leslie Hairston
Apr 2019,6,Roderick Sawyer
Apr 2019,7,Gregory Mitchell
Apr 2019,8,Michelle A. Harris
Apr 2019,9,Anthony Beale
Apr 2019,10,Susan Sadlowski Garza
Apr 2019,11,Patrick Daley Thompson
Apr 2019,12,George Cardenas
Apr 2019,13,Marty Quinn
Apr 2019,14,Ed Burke
Apr 2019,15,Raymond Lopez
Apr 2019,16,Toni Foulkes
Apr 2019,17,David Moore
Apr 2019,18,Derrick Curtis
Apr 2019,19,Matthew O'Shea
Apr 2019,20,NA
Apr 2019,21,Howard Brookins
Apr 2019,22,Ricardo Munoz
Apr 2019,23,Silvana Tabares
Apr 2019,24,Michael Scott Jr.
Apr 2019,25,Daniel Solis
Apr 2019,26,Roberto Maldonado
Apr 2019,27,"Walter Burnett, Jr."
Apr 2019,28,Jason Ervin
Apr 2019,29,Chris Taliaferro
Apr 2019,30,Ariel Reboyras
Apr 2019,31,Milagros Santiago
Apr 2019,32,Scott Waguespack
Apr 2019,33,Deb Mell
Apr 2019,34,Carrie Austin
Apr 2019,35,Carlos Ramirez-Rosa
Apr 2019,36,Gilbert Villegas
Apr 2019,37,Emma Mitts
Apr 2019,38,Nicholas Sposato
Apr 2019,39,Margaret Laurino
Apr 2019,40,Patrick O'Connor
Apr 2019,41,Anthony Napolitano
Apr 2019,42,Brendan Reilly
Apr 2019,43,Michele Smith
Apr 2019,44,Tom Tunney
Apr 2019,45,John Arena
Apr 2019,46,James Cappleman
Apr 2019,47,Ameya Pawar
Apr 2019,48,Harry Osterman
Apr 2019,49,Joe Moore
Apr 2019,50,Debra Silverstein
May 2019,1,Proco Joe Moreno
May 2019,2,Brian Hopkins
May 2019,3,Pat Dowell
May 2019,4,Sophia King
May 2019,5,Leslie Hairston
May 2019,6,Roderick Sawyer
May 2019,7,Gregory Mitchell
May 2019,8,Michelle A. Harris
May 2019,9,Anthony Beale
May 2019,10,Susan Sadlowski Garza
May 2019,11,Patrick Daley Thompson
May 2019,12,George Cardenas
May 2019,13,Marty Quinn
May 2019,14,Ed Burke
May 2019,15,Raymond Lopez
May 2019,16,Toni Foulkes
May 2019,17,David Moore
May 2019,18,Derrick Curtis
May 2019,19,Matthew O'Shea
May 2019,20,NA
May 2019,21,Howard Brookins
May 2019,22,Ricardo Munoz
May 2019,23,Silvana Tabares
May 2019,24,Michael Scott Jr.
May 2019,25,Daniel Solis
May 2019,26,Roberto Maldonado
May 2019,27,"Walter Burnett, Jr."
May 2019,28,Jason Ervin
May 2019,29,Chris Taliaferro
May 2019,30,Ariel Reboyras
May 2019,31,Milagros Santiago
May 2019,32,Scott Waguespack
May 2019,33,Deb Mell
May 2019,34,Carrie Austin
May 2019,35,Carlos Ramirez-Rosa
May 2019,36,Gilbert Villegas
May 2019,37,Emma Mitts
May 2019,38,Nicholas Sposato
May 2019,39,Margaret Laurino
May 2019,40,Patrick O'Connor
May 2019,41,Anthony Napolitano
May 2019,42,Brendan Reilly
May 2019,43,Michele Smith
May 2019,44,Tom Tunney
May 2019,45,John Arena
May 2019,46,James Cappleman
May 2019,47,Ameya Pawar
May 2019,48,Harry Osterman
May 2019,49,Joe Moore
May 2019,50,Debra Silverstein
Jun 2019,1,Daniel La Spata
Jun 2019,2,Brian Hopkins
Jun 2019,3,Pat Dowell
Jun 2019,4,Sophia King
Jun 2019,5,Leslie Hairston
Jun 2019,6,Roderick Sawyer
Jun 2019,7,Gregory Mitchell
Jun 2019,8,Michelle A. Harris
Jun 2019,9,Anthony Beale
Jun 2019,10,Susan Sadlowski Garza
