draw,density_multifamily_far_binary,density_multifamily_dupac_binary,density_multifamily_far_continuous,density_multifamily_dupac_continuous
328,-0.3265057163451636,-0.3154519823942036,-0.18199255227125302,-0.15265313513745377
329,-0.26598653387048027,-0.26112638036192615,-0.22199596469353292,-0.17832200830375097
330,-0.19236350808470645,-0.3087668724623101,-0.27463496534099846,-0.2737664498761842
331,-0.23861292188637617,-0.27541784266777114,-0.19738192651260827,-0.11695659118325412
332,-0.08082760699485265,-0.1468280636042257,-0.22184869735062895,-0.20610228530356164
333,-0.36297931732439886,-0.3113787867701593,-0.17915101995037105,-0.19563705867593753
334,-0.28589803936514857,-0.3093492645587703,-0.17810966012332288,-0.16319366995952028
335,-0.25664578860266407,-0.3068264430578614,-0.24530291793691786,-0.25452796446823334
336,-0.2770315626463667,-0.35747453847728494,-0.11874464511325816,-0.12396908310260227
337,-0.2655876583856818,-0.3484079845255473,-0.1775240203811689,-0.16983836310716618
338,-0.2077973093566262,-0.1462929632199408,-0.1408953646412579,-0.06313099810556384
339,-0.21280931778783543,-0.356582851809044,-0.1321706419837293,-0.12653092236502012
340,-0.2861420615328825,-0.267384159895198,-0.20283035286660092,-0.12513528918428585
341,-0.07315460677097733,-0.18467342840765538,-0.10229399619356225,-0.15116994960303753
342,-0.2604794808207201,-0.24108556005736914,-0.15300967291910425,-0.09243354681580655
343,-0.3756386731041905,-0.44088349742750516,-0.22915243738520497,-0.2395265180357474
344,-0.2145218614022634,-0.22940450102776525,-0.12542663746851168,-0.05322947436692269
345,-0.2933000875185513,-0.23634155373147012,-0.1442904031112803,-0.10951418781596241
346,-0.30134303468470586,-0.3382629008915849,-0.18126815140229563,-0.15127932172080225
347,-0.2494706971095707,-0.3964424905423352,-0.10219251542564427,-0.1405393034312428
348,-0.2765043125605675,-0.37872403653275777,-0.08962085867485786,-0.12858916120522565
349,-0.3631525576209829,-0.2538373818432647,-0.2587216115033037,-0.24751911037962673
350,-0.2443244099496326,-0.2938193077811154,-0.23515809474476496,-0.19448728008961869
351,-0.24799162838369485,-0.22282558780893347,-0.10618046119542525,-0.062137017568686156
352,-0.21484536053434478,-0.2896678684561296,-0.08279440233374528,-0.10102887201110186
353,-0.30320425610279483,-0.19093499821360954,-0.12117154593040079,-0.0860766308227549
354,-0.18731989579801794,-0.32932034574952146,-0.09492636553842904,-0.1175877629972681
355,-0.1532080732518794,-0.08379474365884843,-0.14798704973291718,-0.08691346527070552
356,-0.06949493580225113,-0.12310771393475717,-0.16349528410243747,-0.1189171316305132
357,-0.2771574758267026,-0.09483543809718278,-0.21485484467157745,-0.10646915179972603
358,-0.2667345621694613,-0.2848567274639332,-0.24072194844947853,-0.17346004094305037
359,-0.21081837882478144,-0.2694698277233196,-0.18752752778476078,-0.16004397671581794
360,-0.3210018531961012,-0.20792731327358724,-0.22627808019073714,-0.23571694130258747
361,-0.27674707344066485,-0.3047025183650021,-0.1945802316294849,-0.21266221318983924
362,-0.14208115019885204,-0.17011338809272908,-0.15220104663759398,-0.18202421582133327
363,-0.3437614695654076,-0.3755862025934165,-0.21305721773182368,-0.21255022029499063
364,-0.2153059619498161,-0.1330757735959242,-0.08184043264698686,-0.02829733034076696
365,-0.23651438185951576,-0.33914180015123113,-0.15022739300026527,-0.1447270869066466
366,-0.25596781008128106,-0.3237578671708548,-0.2138176377494189,-0.13134432289795528
367,-0.2128526165815169,-0.32537941235997003,-0.16220374426079923,-0.14329197714679115
368,-0.16613449114261855,-0.05777513663101461,-0.12188608732480607,-0.04049991199320774
369,-0.3044506868004784,-0.24283597943557292,-0.1909138002386003,-0.16237227164825158
370,-0.30002812578570637,-0.34201731998460844,-0.17472164233239998,-0.14104619355039982
371,-0.15061238299138444,0.0033707458385877874,-0.15703214038516453,-0.039648407010806394
372,-0.30771844261883413,-0.13377846063438278,-0.3853551726507417,-0.3684915233482599
373,-0.16655988454793266,-0.17850300129833743,-0.24070113711069188,-0.14777210749182249
374,-0.11163116872061979,0.011297751013591643,-0.26022259490550187,-0.21975410584655114
375,-0.3106848122701683,-0.3078421183671552,-0.12945069995136002,-0.10607625201843048
376,-0.2159349072557786,-0.12577308375434026,-0.16968708373453162,-0.15432052013265588
377,-0.20821512360150282,-0.18657505018473594,-0.17822177837442102,-0.10883303480404619
378,-0.26052182624616116,-0.11629398415404538,-0.13706757560212424,-0.12026085037979078
379,-0.33680667715641843,-0.3734280097530155,-0.10859404712489272,-0.13694959711811067
380,-0.10111009328868986,-0.09189941792021102,-0.19651909265287085,-0.10931571122432437
381,-0.28360439406956117,-0.2706685839375649,-0.1825001251963386,-0.1758532464151419
382,-0.3555833412350615,-0.3157123478123735,-0.28198605171961805,-0.20290050420800013
383,-0.25587570970608753,-0.16249558015860485,-0.1389143991985461,-0.11482605280736002
384,-0.3798181714167027,-0.18288095760142933,-0.21467894453094952,-0.1616061670405609
385,-0.18431033956285683,-0.22908528840331646,-0.15110472237513392,-0.11006083543396673
386,-0.15120974276820684,-0.17053818411560062,-0.14723306246162526,-0.14058299006398442
387,-0.2687553572581828,-0.30646277239795255,-0.22983997471900044,-0.18288232788415956
388,-0.19716006970958977,-0.12093499517601976,-0.19750498250757337,-0.17708040873989217
389,-0.15250199944071274,-0.21255931329506847,-0.23223697232716692,-0.17781923510709463
390,-0.3015875697158411,-0.25882840242737404,-0.19918235132553425,-0.1333742592932638
391,-0.16303568438335175,-0.2046251124834373,-0.19548817793435436,-0.13260956033997676
392,-0.17879642442587076,-0.21769887499748936,-0.08963469650810679,-0.023326008746349373
393,-0.28995450971390124,-0.3143139119491992,-0.2774411031042283,-0.20903820959056074
394,-0.05648619112001564,0.011171910794537726,-0.09382523046872297,-0.019618044973273175
395,-0.2322493317127257,-0.35966954289804864,-0.17030294647742877,-0.17625271785463384
396,-0.18207012865912822,-0.31603945241273734,-0.06286240221271529,-0.09413382240986587
397,-0.25714858738776997,-0.08155924812159508,-0.11724900230934274,-0.0361980404248138
398,-0.21404841446378126,-0.2941625349377441,-0.13091677749381989,-0.0981461944327333
399,-0.19888722707816242,-0.1680483218847075,-0.15291050369903714,-0.06334108071958881
400,-0.33624882913778387,-0.37726213504906764,-0.21901471599594521,-0.19091523967615828
401,-0.3001058523655599,-0.3454183177873272,-0.1970737891459359,-0.14228333936225612
402,-0.22365463741449576,-0.09739971796269681,-0.168847121056278,-0.1014402767353206
403,-0.11208269446416379,-0.009090756061198406,-0.09871645067132225,-0.0756438849175386
404,-0.26502018189394666,-0.3000288034573587,-0.2564625489530063,-0.21795846234839464
405,-0.32341051029746276,-0.2457911536395209,-0.13449006308227562,-0.14501461846605448
406,-0.3198339753515899,-0.3110549803784459,-0.30037722828197533,-0.16676042499390864
407,-0.24720882171537306,-0.32523652688536325,-0.1237108760713558,-0.07582646588353435
408,-0.2481877172071023,-0.27529733620470576,-0.13284431711963413,-0.12083939448350894
409,-0.33008744277572355,-0.33531361492419437,-0.1696817358557007,-0.15561754511237594
410,-0.22451550575384918,-0.2950512526543568,-0.16637690228082505,-0.14622536208113732
411,-0.10999813554830754,-0.08602962126713305,-0.21170540074378977,-0.13780336132687682
412,-0.2576584627673927,-0.39323120178617166,-0.25791183504531057,-0.25613968595848474
413,-0.2767222717879724,-0.2223881308737137,-0.06892665407550086,-0.02743058057097807
414,-0.2694741222508356,-0.17632916397268003,-0.11543118527613032,-0.021256615609630554
415,-0.22605594187380498,-0.1826150417071208,-0.13541642862068012,-0.1133698197764535
416,-0.2347196656297056,-0.26604466020880674,-0.19230591523828142,-0.17327937537913063
417,-0.21786154878234265,-0.2588852778279317,-0.28916550900953086,-0.2564211538455537
418,-0.19413581306733854,-0.2669605577038023,-0.16263040298593323,-0.13784653938168853
419,-0.12997525885263153,-0.1763797449809797,-0.11315706142192447,-0.05095799287995764
420,-0.1343458905528944,-0.23596788506119182,-0.14874373165250165,-0.13578576341034135
421,-0.3117895177748983,-0.1878563519212725,-0.2499849176909246,-0.26757152834645204
422,-0.136940644900014,-0.05280989947561343,-0.2423467821068131,-0.21692608360857565
423,-0.16223489439534777,-0.04551933502267944,-0.189971624585245,-0.14443024433394328
424,-0.24699918241069663,-0.08905953408132655,-0.20153659599496695,-0.1001025797955226
425,-0.2960389471076561,-0.2946058892088452,-0.20372104610787492,-0.1253062763711135
426,-0.18162858541356133,-0.09766469575084612,-0.22718914466044116,-0.16001824285275934
427,-0.22613700772063322,-0.2917890681483828,-0.2243256644375994,-0.22670394707700522
428,-0.08449723155690908,-0.18623687705341865,-0.006825303527239034,-0.038434372724152115
429,-0.39779245730768537,-0.3769562409635921,-0.15543056138025055,-0.16383837824943137
430,-0.2433146260586439,-0.12414656833030115,-0.1281616320700307,-0.0878105651907644
431,-0.2739661897577948,-0.3581365692159842,-0.24102746986180482,-0.2250107556639561
432,-0.36877076560735794,-0.1622256094459521,-0.22308000779483442,-0.14247976703986137
433,-0.2729665065287151,-0.2861142140386473,-0.21774934859337441,-0.18318228352671387
434,-0.2458665690171164,-0.2645555950212852,-0.216647812653908,-0.18722004999184744
435,-0.1534519683198787,-0.24928485986386845,-0.20976031930847533,-0.14095284066577715
436,-0.2649664036528802,-0.24850781851293527,-0.15125732217122967,-0.06770250139438262
437,-0.16504415921178883,-0.25322824512040315,-0.2187930910096217,-0.1774204063644585
438,-0.24297077113751508,-0.2757605692556766,-0.18690642578579422,-0.10850639181628777
439,-0.2032375292944165,-0.2537225361930189,-0.12827550257567683,-0.03202356223979651
440,-0.35852772582209125,-0.34004237210240496,-0.21585798175379717,-0.20519016045976746
441,-0.1387362911592252,-0.24823098642741415,-0.24839401624785803,-0.17413371842895536
442,-0.38563842251475833,-0.3589470343752865,-0.1688589646853384,-0.08457176307315824
443,-0.34588763491212837,-0.14757298438598412,-0.1180357519386499,-0.0864480637932974
444,-0.2571661919423938,-0.14103880573304864,-0.18789121768847622,-0.1279250756599599
445,-0.2586760148344114,-0.16513773875454799,-0.25917912789850983,-0.18291624035836068
446,-0.30480920385440297,-0.15920216099548495,-0.18767302580929782,-0.17899554220092473
447,-0.13134095583450664,-0.1208059560779131,-0.15419535141220253,-0.14620290935602262
448,-0.4326426299696446,-0.4073669336839333,-0.24229476171046793,-0.1653020406603172
449,-0.2341345130513937,-0.27948956220265136,-0.1917410675553824,-0.17566425174552375
450,-0.2986714444906725,-0.33588741814795425,-0.17814574072236553,-0.19154609492467084
451,-0.24507771565492123,-0.2553396696014841,-0.16590211275221267,-0.18047961046591757
452,-0.27138400979715643,-0.29594973393675805,-0.22477509554033617,-0.19018424416940824
453,-0.3595459048893624,-0.21052970570903706,-0.22556969106909927,-0.19185456772080442
454,-0.19996763484884253,-0.13252181503981264,-0.2356214613327851,-0.22249607958418702
455,-0.26848146757733865,-0.36925885441406214,-0.16617714279025014,-0.1866036948133718
456,-0.3018417891357979,-0.3642151542080178,-0.18972721455200098,-0.16080630292436296
457,-0.19502852481042135,-0.23419776071310391,-0.242925506491618,-0.19883125350082603
458,-0.24859782515304418,-0.3125161147280064,-0.08761142174718511,-0.033211999774573495
459,-0.22197761288171136,-0.16018870696347887,-0.13228600530999324,-0.04662385056833335
460,-0.20961947687097507,-0.24024456024264423,-0.2006848767289206,-0.18652012120400852
461,-0.22230322763742813,-0.29413614412422845,-0.1767115667793632,-0.14160153234387665
462,-0.14901865862413646,-0.17923255007161537,-0.2939262142037893,-0.19897730506128541
463,-0.2583788710439598,-0.31996374428806196,-0.17278862959332345,-0.16208413729263074
464,-0.36487234822804454,-0.1499888527727222,-0.20727934086621952,-0.1619608136515871
465,-0.2503480872370408,-0.3034131723237935,-0.1693646657215699,-0.16460294586854243
466,-0.19514075596389963,-0.2806143957159084,-0.2465603336607679,-0.18376924887281146
467,-0.27756744810992146,-0.2723096198926834,-0.20029449096138743,-0.1779458521185695
468,-0.2865389193144719,-0.37251912353056965,-0.2561176205762299,-0.2363684787198505
469,-0.22791745535823776,-0.29423356003732914,-0.19123896155620596,-0.18582022409610183
470,-0.18074082974105607,-0.14186152044111902,-0.11467467220035392,-0.07205095215060346
471,-0.20597673712684303,-0.28013758793087296,-0.1981792495864353,-0.20988110190242124
472,-0.2555890281380807,-0.2819187374033054,-0.18977839206327596,-0.14850019042686607
473,-0.32021867889020444,-0.37108150378860283,-0.28962762804066716,-0.27786475198518334
474,-0.3302296106344723,-0.2153999432430137,-0.19080092406946855,-0.17502260164998446
475,-0.10240908436736165,-0.04935849577633885,-0.12116168678321203,-0.03241798351025717
476,-0.17481241272036963,-0.22538086058516932,-0.11436400352121152,-0.07148673576304365
477,-0.2881750798749387,-0.3507012082100122,-0.167377100639996,-0.12092578524477766
478,-0.34178420847889646,-0.26578149033791576,-0.1874085110447377,-0.186348252981727
479,-0.2513776149910547,-0.35334908641593665,-0.2137959035338839,-0.20237522967075044
480,-0.3491793056916601,-0.3653883611077429,-0.20299246438872276,-0.14229512820186427
481,-0.16817106921170458,-0.09295249513384608,-0.1994079768413789,-0.15087785505673046
482,-0.32894021140319146,-0.18238552613562034,-0.17987128237146757,-0.10918670040359901
483,-0.320420022802339,-0.3072076408578355,-0.24489266940872778,-0.20967223374790508
484,-0.06356849781840292,-0.025908924736298015,-0.10697300583986215,-0.07091368311312846
485,-0.39249931155176787,-0.24186703314597835,-0.1844546639821816,-0.14890534997614194
486,-0.44471967126725076,-0.48670677191540695,-0.20975308114060556,-0.18795907342666374
487,-0.2748811434104804,-0.27240581685372506,-0.17802035268387317,-0.12332567265040367
488,-0.26302976427226976,-0.170876783678549,-0.16663047240069354,-0.11783299130518998
489,-0.1826319875669834,-0.059829484242814354,-0.054068196793938414,0.021921272096364967
490,-0.2263795569370626,-0.290346294284406,-0.19350282253131018,-0.17141471176023795
491,-0.2532126458163114,-0.27270539700629626,-0.21895560553707433,-0.18524040981192696
492,-0.2403537091302446,-0.2646627744183038,-0.27699704136058395,-0.18873979470430255
493,-0.18087332178212318,-0.33319425379660655,-0.15269922338404843,-0.13974585958721933
494,-0.2518141834883712,-0.16266955320683432,-0.1742003700899802,-0.09297333024495273
495,-0.33209019784670923,-0.223642952493547,-0.28992169874049956,-0.2568168193950147
496,-0.27085741423574594,-0.16049276089836043,-0.2270555626436917,-0.14263038855217067
497,-0.13605025830830117,0.02983807346154286,-0.11552694225528551,-0.029650027691124674
498,-0.2953540050524867,-0.22515783817004467,-0.22000896624007793,-0.21627354857402495
499,-0.3313646918278721,-0.2441639377775494,-0.23898242990530405,-0.20844258032873875
500,-0.31648333634361286,-0.2567574821394016,-0.27084624180593364,-0.2654119737068802
501,-0.36230699260852356,-0.3458331857194488,-0.19066973308393892,-0.13938531508643046
502,-0.23954442538420778,-0.3474777774352527,-0.18294040685947852,-0.11435402142085861
503,-0.20310356752463152,-0.24851594816617134,-0.01458079940013158,-0.033861493999095396
504,-0.29145616689311993,-0.2713974753571082,-0.15934567230837088,-0.11006963226424736
505,-0.20062237024203905,-0.09026830127699452,-0.18001100493341055,-0.12039507005977836
506,-0.2890887356395418,-0.1789029878245241,-0.17221346732609388,-0.12030055730923865
507,-0.1736542896920765,-0.2706545460013557,-0.12579758696735757,-0.11511063935733665
508,-0.20482753304641793,-0.10295338963704322,-0.18477896235000346,-0.13681873919960885
509,-0.23001680264162677,-0.2523167184983865,-0.1776989372234986,-0.13720707850971292
510,-0.12199327716628612,-0.24073004809698917,-0.2021435084319658,-0.10131136911274599
511,-0.21771936139390433,-0.31424616335402455,-0.26014334743846496,-0.21743642460864124
512,-0.056313355444414355,-0.1467518379444205,-0.14351922565107048,-0.08792828525343266
513,-0.20796567370404848,-0.354374390619438,-0.1691087815439005,-0.22453160563628055
514,-0.2852995538764885,-0.13470761375622978,-0.21236748203684988,-0.12320051919828501
515,-0.2690481468326943,-0.26320850914836197,-0.20897836099065265,-0.15734705313607045
516,-0.06677355065608423,0.02648918447997416,-0.12483132074608518,-0.07110920296894774
517,-0.2670067953896066,-0.3695754758778477,-0.1810455133333857,-0.17073785754857385
518,-0.06010030705347765,-0.1935723770254408,-0.1258201140632132,-0.12746370135592142
519,-0.24612838070375412,-0.29382732520552396,-0.13648613313557775,-0.12257488128351958
520,-0.4081423347729817,-0.21946110372102387,-0.14699236965798762,-0.10064498103261765
521,-0.08285313173859335,-0.17710921141852165,-0.13980845279067386,-0.09337119234592905
522,-0.2753717071033801,-0.3173615165306139,-0.31108821148187865,-0.2749426718122647
523,-0.18773219714312772,-0.24576421793707717,-0.04456222006553349,-0.07161220213896265
524,-0.22945009487315193,-0.31056793436874064,-0.22526971201031162,-0.1924436987564402
525,-0.19303078417512226,-0.12671938519495338,-0.2541470719982846,-0.1635835598077941
526,-0.3492595481344569,-0.3462766247338479,-0.3311786567588515,-0.3127179713821346
527,-0.2721490253523323,-0.13454947189039845,-0.2037082213425804,-0.11852020726231208
528,-0.12917316457331643,-0.17043401594705437,-0.14934552546678562,-0.07569133040020647
529,-0.17786252154570908,-0.2113775303353925,-0.1285957224743478,-0.08625637898264626
530,-0.3105387237916742,-0.37680861283550626,-0.32030243478489023,-0.3139403879486348
531,-0.17235216870923376,-0.021227332116578256,-0.16294890032251147,-0.07471799118580341
532,-0.3001721369473166,-0.4175061374570715,-0.16342527749333516,-0.15838560180458788
533,-0.3093922696538154,-0.21957607296002585,-0.1235315835252106,-0.03532837081460992
534,-0.1694676428973167,-0.19476052046053408,-0.20229099514538032,-0.16631733423204118
535,-0.29640098410606375,-0.3645188792023375,-0.18657738567215232,-0.19592940064297393
536,-0.220155128808687,-0.25417282268369595,-0.12920272402275254,-0.11167429377354289
537,-0.2067416842134391,-0.22411021978258805,-0.043614209175125665,-0.03176395332557104
538,-0.3033634681216232,-0.2916783754528744,-0.3099952531302497,-0.24764871826729795
539,-0.36706334716429395,-0.38772175364063916,-0.2646510469813587,-0.29288455071818703
540,-0.19277113238948956,-0.1188574733263925,-0.1697361470305753,-0.14964482351135253
541,-0.3203350453236947,-0.37864897086157645,-0.2921790794890396,-0.2378664320082057
542,-0.3793906218765555,-0.35316064323239443,-0.22883331794079617,-0.16363636963038963
543,-0.20100810417972448,-0.22042298429835205,-0.17941653865645865,-0.1140026930341336
544,-0.3310930886369187,-0.20013342154246483,-0.1764680598102819,-0.1549833994037518
545,-0.3496118202388735,-0.24362057193123043,-0.26419122902574016,-0.22833190219372712
546,-0.19101795853742032,-0.24602029655144803,-0.12288569285632715,-0.10882058817924026
547,-0.11806130111705039,-0.10414411727750596,-0.18212289900678147,-0.14218972448410944
548,-0.1800329849561838,-0.19547840915149844,-0.1761085727935893,-0.15499422279223896
549,-0.2208218590639511,-0.3018168858905728,-0.174259601574471,-0.15436717857054116
550,-0.32893675639382874,-0.3269564263325882,-0.2490441779948036,-0.19920642876216507
551,-0.2973893034141586,-0.16335725345538232,-0.22825172938876864,-0.17840014747716362
552,-0.2675311987964913,-0.36181541406733064,-0.1495446653043352,-0.08679253820159225
553,-0.22850737987455763,-0.1545409811764835,-0.11204556364881864,-0.08124271870473417
554,-0.17830102465228356,-0.27369833171021063,-0.1502882992007885,-0.12222670871213885
555,-0.233790389201098,-0.2782222244739511,-0.13852656994410303,-0.1257696532707027
556,-0.22052627093696497,-0.15923395798888065,-0.11919360573381513,-0.12838847816623702
557,-0.26007493098315404,-0.2141368366649308,-0.2994839073007413,-0.20179510386239818
558,-0.241029877596849,-0.11200537636411181,-0.20679233478740755,-0.14479003634997403
559,-0.16387202224636224,-0.20786196634417983,-0.17955124216830884,-0.13378919408095655
560,-0.2990710846266038,-0.336450874002537,-0.2322849359066895,-0.16724280706133204
561,-0.24478231446215834,-0.2790799867368519,-0.24314345900111842,-0.1695877540805626
562,-0.19225175126642152,-0.23813763534539925,-0.17361152303506255,-0.12424011751634927
563,-0.3612534558104137,-0.32969633866418724,-0.3564381478484565,-0.2941717550528248
564,-0.21705482767442277,-0.27737823455495503,-0.13763058701697453,-0.10534072490184983
565,-0.16638589369168127,-0.20129501291925586,-0.08646806986935285,-0.08129485231004815
566,-0.1608370827595141,-0.17948571017383252,-0.05735431487618719,-0.0612210092239711
567,-0.21487968421410983,-0.25654552460754576,-0.18891273971740113,-0.14934144863657334
568,-0.27932318997770483,-0.2749742353822553,-0.16184974743691669,-0.13099563783695595
569,-0.2704271045870711,-0.32401042040830147,-0.12158791492282778,-0.11079838235352632
570,-0.20646226266527526,-0.14504677272183256,-0.18988031344980966,-0.1568479214870826
571,-0.23574266767326627,-0.16316831396885728,-0.17314744099705992,-0.11888601416943415
572,-0.282693808762735,-0.33051619791936254,-0.25456187972533306,-0.2562177091066454
573,-0.18001494103985757,-0.22855197864382779,-0.16268220767299127,-0.14543778781112646
574,-0.28239316253576724,-0.20486562768565464,-0.15848660635833486,-0.10093057254170291
575,-0.3803295824946772,-0.37348264661117736,-0.19217310328422366,-0.13386613173640624
576,-0.43822645204704613,-0.2622059674487145,-0.225549116073284,-0.15953887576174908
577,-0.21190078533558462,-0.14818997271460585,-0.11470158108042365,-0.11849146242950558
578,-0.09934737830340168,-0.018519092018080496,-0.10109860051136242,-0.07031553381223567
579,-0.12993495530093205,-0.25513088713876764,-0.13157880666481703,-0.1008970777770356
580,-0.24953099778179866,-0.1839260530522759,-0.15063873203830752,-0.144846212917898
581,-0.3024344428838737,-0.34393860378363855,-0.20136381964535138,-0.19105953022797634
582,-0.3182528832217036,-0.30561378329252636,-0.13933353011695937,-0.16597857754971843
583,-0.27550212257212753,-0.38431820331947997,-0.22697454083345098,-0.22777636322116054
584,-0.3723809788497664,-0.42693505191873865,-0.23856055435562828,-0.23425481086017239
585,-0.4222526252025021,-0.46608031215024215,-0.3105642315688197,-0.2689362767754879
586,-0.20469694767928243,-0.22188261830563233,-0.22985343046651993,-0.12903434424671761
587,-0.24028662971011752,-0.34851057697735177,-0.2404197451380033,-0.20583384378680306
588,-0.2335633055134259,-0.20964631710032205,-0.18622091673551447,-0.19547067853776093
589,-0.21812677562965976,-0.23187619454776753,-0.24428369579034423,-0.18432199213397435
590,-0.11283303443891567,0.016576461070249692,-0.20938635753585108,-0.10829347901762237
591,-0.14975102354232372,0.024556430368076743,-0.22528778188474255,-0.1135247254117943
592,-0.2106863236766128,-0.3062323815940056,-0.1256237250249704,-0.0910765576263451
593,-0.35281915019360804,-0.16253906342744898,-0.27897737768092595,-0.22532486523246972
594,-0.22703609132285288,-0.33871956218633364,-0.1001540773598912,-0.09855502224314999
595,-0.2128970786505031,-0.1963418179585496,-0.12026804163219859,-0.060802478149430066
596,-0.2679573633122006,-0.2692966819240415,-0.15561547889342411,-0.13440828932906718
597,-0.24948412130460973,-0.266518193226746,-0.18884083203459132,-0.17530013569042338
598,-0.18815060558821814,-0.14779304855710915,-0.2108881004587891,-0.1688246276673735
599,-0.31323307882800133,-0.3496191345469078,-0.20519722760454404,-0.13594069727218627
600,-0.2967895793347247,-0.30363704781943124,-0.20393271106314018,-0.19781815220874688
601,-0.29098293422824717,-0.4106893218518307,-0.15337065507873207,-0.24325177273736268
602,-0.25285809919108965,-0.2995900359190347,-0.2818935123262099,-0.2381456826937484
603,-0.23193491225050042,-0.2088809839036138,-0.27990081364790453,-0.22663568915534948
604,-0.2409115530839839,-0.2685495244274468,-0.2082613739971888,-0.18603186253433354
605,-0.06674971190738184,-0.003952748893519197,-0.126138658095921,-0.04305785846925194
606,-0.25262489464189836,-0.3154947676801603,-0.2302717710022398,-0.18268150773899722
607,-0.3207133401573984,-0.37099689894489957,-0.2355821790294422,-0.23863880165696444
608,-0.17115260691661388,-0.15552657248888255,-0.2394457681475634,-0.17662522447401283
609,-0.11788931687338489,-0.17821550333964892,-0.1333258835258967,-0.13523636683062726
610,-0.11386468088952548,-0.08397348146578075,-0.12497300397798926,-0.09316725686497991
611,-0.23547946999912,-0.19403446681035919,-0.21315353123012676,-0.21526556414516296
612,-0.06304911407719126,-0.12589325340906612,-0.15084627003993195,-0.12196774475172781
613,-0.1818983147762489,-0.2015431012977652,-0.13818488798191475,-0.09229430265371402
614,-0.19446720275733886,-0.12506681853032378,-0.1438984397667897,-0.020648558113367136
615,-0.23960129474153036,-0.17681667256799952,-0.10179557291100791,-0.06709911913570714
616,-0.14381854071156752,-0.17573450189302675,-0.21902778206103854,-0.1750633966904285
617,-0.36661897077616856,-0.2608057178769719,-0.19092682201432917,-0.1372494946528927
618,-0.2971646268771376,-0.30797815516863253,-0.22149217326421092,-0.2064463804877025
619,-0.16266002790199552,-0.20543928316740437,-0.06191770494668241,-0.05698081165010874
620,-0.21505629870126342,-0.3184998729997775,-0.26978290186429904,-0.25225674334244946
621,-0.13465826559029742,-0.10137350117857354,-0.20878093454177804,-0.13004612035427546
622,-0.3109592369122558,-0.2202528599532301,-0.1746026389447487,-0.11897013136164006
623,-0.16694782320236956,-0.28967606820184516,-0.2203574323460518,-0.24609745744118816
624,-0.22018191172758858,-0.2524907023481458,-0.2025140594179305,-0.12097506687476593
625,-0.14918384676773014,-0.214673859140038,-0.14518735216230494,-0.11700663454532483
626,-0.23960081757083243,-0.3715756872131459,-0.15876410766729668,-0.1571348913982034
627,-0.2537978620470916,-0.20127725793707305,-0.10536799929282847,-0.0791736270168134
628,-0.14657723072966294,-0.2482450094530694,-0.26003423009275634,-0.23191089085893493
629,-0.2417075263145038,-0.22287426589288056,-0.16496382118414282,-0.18758652385216654
630,-0.17109449583064343,-0.2637312520918849,-0.15908845881000525,-0.12750393495971454
631,-0.16986933517026545,-0.129981721949651,-0.11691929512466384,-0.11144014672661233
632,-0.36801690344031224,-0.43285067010886025,-0.32722002117629434,-0.34683750417621073
633,-0.29127342951379576,-0.25631537770174695,-0.10820111317120054,-0.09536630378170881
634,-0.23526793333988075,-0.1452790917642331,-0.13723189175481276,-0.1526864680387079
635,-0.20416193659226234,-0.1128375890793613,-0.11749471345134994,-0.11300606646166338
636,-0.3065163868075039,-0.3522645299813536,-0.24167122582393896,-0.18372331214379786
637,-0.20275053828975928,-0.2533572909914347,-0.13842707410433788,-0.08592000164601311
638,-0.20993219813163772,-0.2839834253116171,-0.10329012916791376,-0.11556639252384102
639,-0.26494918936246553,-0.13859243149838416,-0.2205487482711068,-0.13288624446437128
640,-0.3060287024157624,-0.33235120666507034,-0.1684855121301577,-0.13954562457746103
641,-0.27950397807883587,-0.27556172999444695,-0.25152033631998766,-0.1613495578476091
642,-0.19684283100121083,-0.1971625879788521,-0.11929252751891413,-0.0524873447799401
643,-0.22067290426101702,-0.24438651463528557,-0.190532200476728,-0.16044258335273223
644,-0.23301703139282146,-0.12014539596283401,-0.18132245898100277,-0.12583407613419267
645,-0.32932398735701973,-0.33029698563589555,-0.2572147236012384,-0.2294719901853791
646,-0.20947666226341585,-0.2886628129055326,-0.22060030624884133,-0.24766885428989469
647,-0.29248866417344715,-0.15325742331944675,-0.18440823309437948,-0.16109242118821399
648,-0.23352159554100388,-0.13049242900529287,-0.1575333690999008,-0.09819285156775738
649,-0.2455012384162609,-0.22677877191946674,-0.19632815165318945,-0.2351357893258407
650,-0.10430727740783019,0.026700393505043832,-0.26537251388324107,-0.2053621849500676
651,-0.2926482873083493,-0.3465270109747071,-0.18024000761921158,-0.13117095299417791
652,-0.22272080908955016,-0.18499718507605875,-0.15565285350421598,-0.14696194620613434
653,-0.24382413400543482,-0.34412920339843045,-0.1922195461204668,-0.19209569249622183
654,-0.25089061041735755,-0.13129166787193733,-0.11885675674226454,-0.08174497284298607
655,-0.3569322241549472,-0.22043650602349482,-0.2639072125743019,-0.2519107606557136
656,-0.11196217193672789,-0.06531555393280976,-0.08383806656637925,-0.06241263704698831
657,-0.23540488209190277,-0.23114106036751117,-0.14972802043940836,-0.08240381511870079
658,-0.2702970156475355,-0.3364302227315957,-0.21701567779207448,-0.1736945993684249
659,-0.2197733009221362,-0.1308822348609875,-0.1592503167377175,-0.1329773237237521
