draw,density_multifamily_far_binary,density_multifamily_dupac_binary,density_multifamily_far_continuous,density_multifamily_dupac_continuous
177,-0.20377587417430962,-0.19552843530892372,-0.1173087417675381,-0.12703383816102173
178,-0.32926571595129545,-0.39242943504027594,-0.2577221725031072,-0.25572342443527096
179,-0.18193011895941022,-0.191043926832768,-0.14048690612724726,-0.1316777735891287
180,-0.32508552325125917,-0.13001486734224663,-0.17970405920319024,-0.10640367522521138
181,-0.27376246333585713,-0.14505350215908885,-0.22236954150969052,-0.13337967518486069
182,-0.26960312508249895,-0.20875084145777376,-0.26048672930190364,-0.23836694799236247
183,-0.2129898685194266,-0.2199532282905976,-0.23940785757908245,-0.1878226179293053
184,-0.20118917868541888,-0.2970068613619221,-0.20338498828739854,-0.15071548869221912
185,-0.34356195302926545,-0.32202262237133455,-0.2355485922179528,-0.193167828140321
186,-0.2169583392524703,-0.18660502975084814,-0.21280703855858063,-0.2611276675313
187,-0.3511004850353872,-0.25914389306351016,-0.21851084093021608,-0.1920368194277893
188,-0.20857551196614144,-0.18887740801837394,-0.23426810588452696,-0.21061111174038963
189,-0.34497131094340083,-0.24328032861610543,-0.2148354477498133,-0.1490711444711536
190,-0.2893716242090693,-0.34534094069964283,-0.25792565509481974,-0.21390939396551134
191,-0.18782293509207768,-0.310201341655484,-0.23399969736786275,-0.20271771484088794
192,-0.2155885665676486,-0.07115564784512105,-0.16528549571916176,-0.12918659321200993
193,-0.14731562226620937,-0.11818528882124127,-0.1726193252384988,-0.18676346792977744
194,-0.22262398678628448,-0.2561187296945211,-0.20548780986785553,-0.186025425828949
195,-0.2622186497463917,-0.2978288489773979,-0.22895247109828293,-0.13967962891595806
196,-0.35846529742434236,-0.3496812636315215,-0.260856322742479,-0.17259452809196216
197,-0.30738124305748,-0.2644806259051273,-0.1350424541742162,-0.08094078595711784
198,-0.27774400779863156,-0.28381951563999885,-0.12838850263127985,-0.15742676872706485
199,-0.4640302265915562,-0.26721622792208194,-0.27293540299889263,-0.19145189940254018
200,-0.18059404901663242,-0.3164214815513644,-0.10194147217727063,-0.06690541554544452
201,-0.2937167430556445,-0.2871692497981657,-0.1731529810756919,-0.10501288905705464
202,-0.2581476862983138,-0.24818840118810662,-0.14617992527326587,-0.1593630556376116
203,-0.2506318534948767,-0.26386185809906576,-0.07294761797313887,-0.09149137633519795
