score_vintage,pearson_correlation_p025,pearson_correlation_median,pearson_correlation_mean,pearson_correlation_p975,rank_correlation_p025,rank_correlation_median,rank_correlation_mean,rank_correlation_p975,score_rmse_p025,score_rmse_median,score_rmse_mean,score_rmse_p975
2014,0.8518001963227709,0.9148434158746483,0.9108521578693886,0.9426817412197545,0.8428985978758238,0.8941795054783592,0.8918966773015404,0.9300638092439443,0.33653431781651244,0.4101965405536747,0.4165562664465345,0.5411363293644537
2022,0.837060179523675,0.9037513304500314,0.8992225962284438,0.9314735555873329,0.8441679419788412,0.8872637900059885,0.8862694623727462,0.9192064092754011,0.3685648264905655,0.43679952246366477,0.444162047361759,0.5683271498369469
