score_vintage,alderman_a,alderman_b,analyses,n_analysis_rows,n_density_multifamily,n_rental_prices,n_home_sales,n_permit_event_study,production_difference,probability_a_more_stringent,probability_production_order_retained,difference_p025,difference_median,difference_p975
2014,John Arena,Margaret Laurino,permit_event_study,52,0,0,0,52,0.48075093121278856,0.7975,0.7975,-0.5064959353629956,0.3934767231060856,1.4080713958203186
2014,Jason Ervin,"Walter Burnett, Jr.",permit_event_study,2,0,0,0,2,-0.4102205504419201,0.1985,0.8015,-1.249851660642456,-0.37783738741867334,0.5417525592916016
2014,Ed Burke,George Cardenas,permit_event_study,34,0,0,0,34,-0.5040557302069804,0.197,0.803,-1.523611349936423,-0.45450561677771373,0.6355142777111317
2014,Robert Fioretti,"Walter Burnett, Jr.",permit_event_study,68,0,0,0,68,-0.2721730265994737,0.188,0.812,-0.8171569615578821,-0.2647488891167472,0.31208840644200664
2014,Pat Dowell,William D. Burns,permit_event_study,2,0,0,0,2,-0.5720122358038059,0.18,0.82,-1.5475109980654964,-0.5300542176970995,0.6373630108496077
2014,Ariel Reboyras,Ray Suarez,permit_event_study,91,0,0,0,91,0.510332261516649,0.8285,0.8285,-0.4477093342059596,0.44638614343996896,1.3420922899363068
2014,James Cappleman,Tom Tunney,permit_event_study,14,0,0,0,14,-0.5166393390052951,0.1505,0.8495,-1.592773432369961,-0.5361049052899272,0.47413373700835704
2014,Ariel Reboyras,Timothy Cullerton,permit_event_study,27,0,0,0,27,0.5907206626420793,0.8595,0.8595,-0.4374924136860418,0.5400382598485012,1.5522121971127372
2014,George Cardenas,Ricardo Munoz,permit_event_study,18,0,0,0,18,0.6772926707037592,0.8615,0.8615,-0.5448783617177694,0.5957926010255422,1.703160954966914
2014,Latasha Thomas,Toni Foulkes,permit_event_study,18,0,0,0,18,0.7094718302814718,0.876,0.876,-0.4843983015078165,0.6165642878555965,1.676324716124845
2014,Ameya Pawar,Harry Osterman,permit_event_study,1,0,0,0,1,-0.7064986409337203,0.1205,0.8795,-1.8170089493034134,-0.6666034758327148,0.4667511060236622
2014,John Arena,Timothy Cullerton,permit_event_study,53,0,0,0,53,0.7673232282831561,0.884,0.884,-0.45588272185138456,0.6660122096704415,1.8117720761558298
2014,Leslie Hairston,Michelle A. Harris,permit_event_study,12,0,0,0,12,-0.6344980392599237,0.1125,0.8875,-1.464665372453676,-0.5757927566106313,0.3300289346904718
2014,Pat Dowell,Robert Fioretti,permit_event_study,48,0,0,0,48,0.4937202784298232,0.893,0.893,-0.28409285407576773,0.5142322408121058,1.2339562196476543
2014,Ariel Reboyras,Emma Mitts,permit_event_study,3,0,0,0,3,0.6486978262304736,0.896,0.896,-0.33529458774000115,0.5749552005495356,1.4575381757812693
2014,George Cardenas,Michael Chandler,permit_event_study,13,0,0,0,13,0.8327350648101385,0.92,0.92,-0.305930942790899,0.7515378076751391,1.8293059095573578
2014,George Cardenas,Jason Ervin,permit_event_study,14,0,0,0,14,0.896739430508291,0.924,0.924,-0.3142330682431432,0.812282901459539,1.884960847961839
2014,Lona Lane,Marty Quinn,permit_event_study,15,0,0,0,15,-1.0445505946813523,0.068,0.932,-2.14997272657983,-0.9496187292919662,0.24960932579656603
2014,Ariel Reboyras,Rey Colon,permit_event_study,44,0,0,0,44,0.698354185318793,0.934,0.934,-0.17536139282704813,0.6021280517423833,1.4009675622561057
2014,John Arena,Mary O'Connor,permit_event_study,31,0,0,0,31,-0.9769370232189218,0.06,0.94,-2.0263065610797084,-0.8986223300590945,0.21816650092139145
2014,Michele Smith,"Walter Burnett, Jr.",permit_event_study,9,0,0,0,9,-0.6853878595821152,0.0525,0.9475,-1.3193407619028983,-0.611458705625134,0.09860537068708343
2014,Ariel Reboyras,Roberto Maldonado,permit_event_study,33,0,0,0,33,0.8822752986445187,0.9515,0.9515,-0.14638045402157174,0.7637463176254455,1.7291160786387996
2014,Emma Mitts,"Walter Burnett, Jr.",permit_event_study,26,0,0,0,26,-0.7281078322836523,0.048,0.952,-1.4724520731719895,-0.6605532857514425,0.12677071505639065
2014,Michele Smith,Scott Waguespack,permit_event_study,39,0,0,0,39,-0.6749980818304665,0.046,0.954,-1.3121255601384698,-0.5587266111139582,0.10069359722207159
2014,Anthony Beale,Roderick Sawyer,permit_event_study,48,0,0,0,48,1.1245793879145618,0.9555,0.9555,-0.1269024739448265,1.010451298332967,2.2365621253268793
2014,Ariel Reboyras,Nicholas Sposato,permit_event_study,8,0,0,0,8,-1.1345248454022079,0.0365,0.9635,-2.193285817832746,-1.081634019007644,0.07213489382481719
2014,Debra Silverstein,Joe Moore,permit_event_study,11,0,0,0,11,1.0734626180498184,0.9645,0.9645,-0.10271880960471556,0.9573909883412794,1.976216901676897
2014,Ameya Pawar,James Cappleman,permit_event_study,19,0,0,0,19,1.1555708239350453,0.965,0.965,-0.05348815242780841,1.115006134005053,2.19281728186746
2014,Marty Quinn,Michael Zalewski,permit_event_study,55,0,0,0,55,1.2549204377069703,0.9695,0.9695,-0.09675560347394595,1.1967408821092884,2.555699307955389
2014,Brendan Reilly,Robert Fioretti,permit_event_study,22,0,0,0,22,-0.6406218939027795,0.03,0.97,-1.1208204765148755,-0.5494943633258393,0.026746192487899348
2014,Daniel Solis,Jason Ervin,permit_event_study,26,0,0,0,26,0.9810801503496016,0.9715,0.9715,-0.04536868932196141,0.8788881618645867,1.814366652615469
2014,Latasha Thomas,Roderick Sawyer,permit_event_study,51,0,0,0,51,-1.3788799718888485,0.0265,0.9735,-2.520194966690401,-1.2712906830591646,0.006168493417192539
2014,Leslie Hairston,Willie Cochran,permit_event_study,6,0,0,0,6,-0.9290065532652282,0.023,0.977,-1.6151694745141554,-0.8266489154640929,-0.03374041748934986
2014,Margaret Laurino,Patrick O'Connor,permit_event_study,36,0,0,0,36,0.8679784125710719,0.9785,0.9785,0.02148683797470119,0.7568820228683988,1.4918301282174762
2014,Deb Mell,Rey Colon,permit_event_study,54,0,0,0,54,-1.2334353718642308,0.0205,0.9795,-2.4265349099554094,-1.1860118878785815,-0.047155401042849356
2014,JoAnn Thompson,Latasha Thomas,permit_event_study,12,0,0,0,12,-1.189696139561239,0.0205,0.9795,-2.0189484350585154,-1.0073980229613533,-0.03705802822181192
2014,Robert Fioretti,William D. Burns,permit_event_study,20,0,0,0,20,-1.0657325142336291,0.02,0.98,-2.027473600950292,-1.0179133623510244,-0.06625220467090683
2014,Carrie Austin,Howard Brookins,permit_event_study,46,0,0,0,46,-1.4187565352498246,0.0195,0.9805,-2.52208098722774,-1.3024454039655478,-0.0997561353409536
2014,Roberto Maldonado,"Walter Burnett, Jr.",permit_event_study,27,0,0,0,27,-0.9616853046976974,0.0185,0.9815,-1.59363956886623,-0.8555347191229281,-0.04542395156586835
2014,Ameya Pawar,Patrick O'Connor,permit_event_study,59,0,0,0,59,1.050756958076431,0.9845,0.9845,0.09393791320198439,0.9208666545447475,1.7936583775447021
2014,Deborah Graham,Nicholas Sposato,permit_event_study,25,0,0,0,25,-1.527516864851458,0.0135,0.9865,-2.707474973052184,-1.4308757695454641,-0.13542570851866387
2014,Proco Joe Moreno,Roberto Maldonado,permit_event_study,80,0,0,0,80,1.089188543284789,0.99,0.99,0.14111951322063468,0.9481594011490934,1.776079736282988
2014,Proco Joe Moreno,Rey Colon,permit_event_study,42,0,0,0,42,0.9052674299590633,0.9905,0.9905,0.1436939900211095,0.7749877913634904,1.4321912701465527
2014,Daniel Solis,Robert Fioretti,permit_event_study,31,0,0,0,31,0.8430326265071553,0.9915,0.9915,0.13750637391579454,0.7617037977097725,1.4358085663742584
2014,Brendan Reilly,"Walter Burnett, Jr.",permit_event_study,8,0,0,0,8,-0.9127949205022532,0.007,0.993,-1.4064763656319348,-0.8065179560975277,-0.18819390592726712
2014,Harry Osterman,James Cappleman,permit_event_study,18,0,0,0,18,1.8620694648687657,0.9945,0.9945,0.4796157855007436,1.7634406924994976,3.0606002485780905
2014,Scott Waguespack,Tom Tunney,permit_event_study,3,0,0,0,3,0.8293215332976327,0.9945,0.9945,0.1680988478109535,0.7109870306590829,1.2795681078926784
2014,Deb Mell,Margaret Laurino,permit_event_study,28,0,0,0,28,-1.627641191611312,0.0045,0.9955,-2.7397130823993,-1.5205881813315436,-0.3865734248562456
2014,Margaret Laurino,Mary O'Connor,permit_event_study,2,0,0,0,2,-1.4576879544317105,0.0035,0.9965,-2.2613182906500904,-1.3119222700641928,-0.39883198360080324
2014,Carrie Austin,Matthew O'Shea,permit_event_study,5,0,0,0,5,-1.8639639548402112,0.003,0.997,-2.832492590269749,-1.684374994972685,-0.5327587016400548
2014,Nicholas Sposato,Timothy Cullerton,permit_event_study,77,0,0,0,77,1.7252455080442872,0.998,0.998,0.40554279689409695,1.62364866444536,2.8768011181383573
2014,Leslie Hairston,William D. Burns,permit_event_study,34,0,0,0,34,-1.767533631196093,0.0015,0.9985,-2.631059604982021,-1.6328411373612708,-0.6109171963105527
2014,Harry Osterman,Patrick O'Connor,permit_event_study,18,0,0,0,18,1.7572555990101513,0.999,0.999,0.5316351703373023,1.595701428559839,2.6399676058916572
2014,Joe Moore,Patrick O'Connor,permit_event_study,41,0,0,0,41,1.5732485801556124,0.9995,0.9995,0.5370014947530098,1.3668289092189791,2.2649501829300247
2014,Deb Mell,Proco Joe Moreno,permit_event_study,28,0,0,0,28,-2.1387028018232943,0,1,-3.2184275542321523,-1.977856620256425,-0.8812404557624866
2014,Debra Silverstein,Margaret Laurino,permit_event_study,2,0,0,0,2,1.7787327856343589,1,1,0.6201172472805607,1.5853809517911683,2.5692452197673985
2014,Debra Silverstein,Patrick O'Connor,permit_event_study,30,0,0,0,30,2.6467111982054305,1,1,1.3653904493347955,2.3274367028787926,3.277077101568273
2014,Ed Burke,JoAnn Thompson,permit_event_study,18,0,0,0,18,3.0845370989542698,1,1,1.7898208424985285,2.734053154227147,3.6713105393777448
2014,Howard Brookins,Latasha Thomas,permit_event_study,23,0,0,0,23,2.5443765271729295,1,1,1.215050669111748,2.3115595385107985,3.4466725280246084
2014,JoAnn Thompson,Roderick Sawyer,permit_event_study,5,0,0,0,5,-2.5685761114500876,0,1,-3.4907401743884976,-2.279968291394928,-1.0989723976666055
2014,JoAnn Thompson,Willie Cochran,permit_event_study,62,0,0,0,62,-3.05710635879817,0,1,-3.630007195033504,-2.7041026462862843,-1.8238504920004694
2014,Latasha Thomas,Lona Lane,permit_event_study,24,0,0,0,24,-2.0135502332817956,0,1,-2.9975705657019867,-1.854728256560986,-0.7575062213707138
2022,Chris Taliaferro,Monique Scott,home_sales; rental_prices,3,0,1,2,0,-0.05361260787689409,0.518,0.482,-1.9340739343729365,0.03284363343710678,1.7792770934263542
2022,Daniel Solis,William D. Burns,density_multifamily; rental_prices,909,1,908,0,0,0.04343891272924205,0.483,0.483,-1.030004982605876,-0.022486075139248607,0.9184168402546531
2022,James Balcer,Pat Dowell,density_multifamily; home_sales; rental_prices,95,2,30,63,0,-0.00185071463165698,0.5105,0.4895,-0.8554919530927297,0.009452972232598,0.8140711882958521
2022,Brendan Reilly,Robert Fioretti,rental_prices,1408,0,1408,0,0,0.042728330865669184,0.494,0.494,-0.639036742210792,-0.005460901080438341,0.6377291994601381
2022,Isaac Carothers,William Banks,home_sales,127,0,0,127,0,0.017410058821809793,0.494,0.494,-1.2262401270980583,-0.012913011471592323,1.1999105747194085
2022,Ricardo Munoz,Sharon Denise Dixon,density_multifamily; home_sales,81,4,0,77,0,0.040653508598413435,0.5065,0.5065,-0.9318216048528195,0.006457330452221258,0.9759839152858255
2022,Carrie Austin,Howard Brookins,density_multifamily; home_sales; rental_prices,329,2,62,265,0,-0.045274393461318674,0.4825,0.5175,-1.0731231679534063,-0.028226637414618838,1.0284698309240312
2022,John Arena,Margaret Laurino,density_multifamily; home_sales; rental_prices,984,2,583,399,0,0.025743598377640814,0.528,0.528,-0.7431054047588596,0.025610098243259015,0.7784387926076181
2022,Jeanette Taylor,Nicole Lee,home_sales; rental_prices,14,0,6,8,0,0.16986485565869208,0.5465,0.5465,-1.5530776901558676,0.10387595068073052,1.7803511721811536
2022,Matt Martin,Tom Tunney,density_multifamily; home_sales; rental_prices,1681,4,1577,100,0,-0.0436479072031829,0.452,0.548,-0.9350209942300087,-0.04770505504073226,0.7593907616440018
2022,Billy Ocasio,Rey Colon,density_multifamily; home_sales,275,5,0,270,0,-0.07954540025531533,0.4495,0.5505,-1.0451319281457132,-0.06165530855745053,0.9277090507654423
2022,Deborah Graham,Ed Smith,density_multifamily; home_sales,6,1,0,5,0,-0.06584869168228413,0.4485,0.5515,-1.2540730284378119,-0.0791353407895792,1.0627217701089129
2022,Ariel Reboyras,Billy Ocasio,density_multifamily; home_sales,48,2,0,46,0,-0.06964073274022654,0.447,0.553,-1.1392901927587638,-0.07855683435514696,0.9161004942702955
2022,Daniel Solis,Patrick Daley Thompson,density_multifamily; home_sales; rental_prices,728,8,638,82,0,-0.07760869838219953,0.443,0.557,-0.7920021699575069,-0.0504362451785631,0.6658724932926497
2022,Bernard Stone,Patrick O'Connor,density_multifamily; home_sales,115,1,0,114,0,0.10490530925501479,0.5645,0.5645,-0.7588170224212216,0.07291455989170056,0.8821169854196534
2022,George Cardenas,Michael Chandler,home_sales; rental_prices,78,0,38,40,0,0.07507533247838097,0.5655,0.5655,-1.0274346115692718,0.08197334306989267,1.1332151963384627
2022,Michael Rodriguez,Monique Scott,home_sales; rental_prices,31,0,17,14,0,0.11972926912554022,0.5745,0.5745,-2.0937605285716527,0.17358794543324096,2.057983916496573
2022,Ariel Reboyras,Felix Cardona Jr.,density_multifamily; home_sales; rental_prices,1324,5,866,453,0,0.15252178250216644,0.5805,0.5805,-1.0778419130341794,0.1261366574996251,1.334296145540361
2022,Carrie Austin,Matthew O'Shea,home_sales; rental_prices,351,0,125,226,0,0.07269898452517887,0.5845,0.5845,-0.855979741108135,0.10034774418496467,1.077448610061968
2022,Harry Osterman,Matt Martin,home_sales; rental_prices,297,0,254,43,0,0.13514468384421968,0.5895,0.5895,-0.8589394596067306,0.11722356765930762,1.1163691661014572
2022,Ameya Pawar,Proco Joe Moreno,home_sales; rental_prices,21,0,17,4,0,0.07998627047122886,0.5915,0.5915,-0.4991269025864961,0.0644369611159955,0.6378514577892042
2022,Brian Doherty,Patrick Levar,home_sales,236,0,0,236,0,0.14169457390533208,0.5945,0.5945,-0.8201015033415295,0.12119877563910944,1.038252653043997
2022,George Cardenas,Michael Rodriguez,density_multifamily; home_sales; rental_prices,174,1,92,81,0,0.19188747081988772,0.595,0.595,-1.182059784808355,0.16096537635413563,1.482378693475748
2022,Daniel La Spata,Roberto Maldonado,density_multifamily; home_sales; rental_prices,3302,13,2868,421,0,-0.13867399786288548,0.4045,0.5955,-1.0887417127898775,-0.1075395877685179,0.8690661532755991
2022,Proco Joe Moreno,Scott Waguespack,density_multifamily; home_sales; rental_prices,4913,39,4016,858,0,0.05946921016699558,0.598,0.598,-0.4321997868131764,0.05620319068233387,0.5462645765329058
2022,Jim Gardiner,Nicholas Sposato,density_multifamily; home_sales; rental_prices,645,2,324,319,0,0.13406958462742471,0.5985,0.5985,-1.0354986031010414,0.16094304835928921,1.298179172277523
2022,Frank Olivo,Ted Thomas,home_sales,26,0,0,26,0,-0.49332085736578124,0.3965,0.6035,-1.7430851929109763,-0.22398254217910285,1.539653841957694
2022,Jason Ervin,Sharon Denise Dixon,home_sales,15,0,0,15,0,0.16884500007367648,0.6035,0.6035,-0.7795423795221083,0.1034359784967816,1.018831396041327
2022,Pat Dowell,Robert Fioretti,density_multifamily; home_sales; rental_prices,2391,3,2319,69,0,0.09750942872926416,0.608,0.608,-0.6160233706489006,0.10240364159013929,0.8224927252102686
2022,Ed Burke,Marty Quinn,home_sales; rental_prices,40,0,1,39,0,-0.138660676832979,0.388,0.612,-1.0201999539911917,-0.14231321476547115,0.7853265678473828
2022,Brian Hopkins,Daniel La Spata,density_multifamily; home_sales; rental_prices,4408,13,4114,281,0,-0.16338983242733518,0.3845,0.6155,-1.1240693543192664,-0.1318881316420263,0.8320825279135422
2022,Gilbert Villegas,Jim Gardiner,home_sales,1,0,0,1,0,0.25278591349933005,0.6155,0.6155,-1.0844542216551534,0.20101517297738192,1.5532636947332947
2022,Ariel Reboyras,Emma Mitts,home_sales; rental_prices,178,0,1,177,0,0.129302174932303,0.616,0.616,-0.6209622865946954,0.11624169501801129,0.8525168711474064
2022,Howard Brookins,Matthew O'Shea,home_sales; rental_prices,208,0,60,148,0,0.11797337798649754,0.619,0.619,-0.6811167594155936,0.121211889092877,0.9689570515876843
2022,George Cardenas,Sharon Denise Dixon,density_multifamily; home_sales,24,1,0,23,0,-0.15843584391740562,0.378,0.622,-1.0967708357307897,-0.14805344138936571,0.7727686720524255
2022,Gregory Mitchell,Susan Sadlowski Garza,home_sales; rental_prices,1078,0,556,522,0,-0.21418602503284165,0.378,0.622,-1.3936865860997292,-0.19975864348062725,1.0236751104211366
2022,George Cardenas,Ricardo Munoz,home_sales; rental_prices,189,0,41,148,0,-0.19908935251581905,0.3735,0.6265,-1.1447358769297182,-0.15704022834354325,0.8521754037355822
2022,David Moore,Stephanie Coleman,home_sales; rental_prices,522,0,205,317,0,0.23442296232096954,0.635,0.635,-1.1517116702914545,0.23199618503721642,1.5771480866789598
2022,Ariel Reboyras,Nicholas Sposato,home_sales; rental_prices,5,0,2,3,0,-0.1769996620632182,0.3645,0.6355,-0.9991969654375584,-0.1489347152860553,0.6957725292417071
2022,David Moore,Silvana Tabares,home_sales; rental_prices,122,0,64,58,0,-0.27863035142343795,0.3615,0.6385,-1.5659875230718616,-0.2519069541765034,1.1322624753125135
2022,Gregory Mitchell,Michelle A. Harris,density_multifamily; home_sales; rental_prices,1614,1,879,734,0,-0.22995551280531482,0.36,0.64,-1.1952770898936635,-0.16759936301140974,0.867547725333475
2022,Darcel Beavers,Leslie Hairston,home_sales,8,0,0,8,0,-0.08410088911969726,0.3575,0.6425,-2.590321755080563,-0.27737370743490763,1.1892413658617937
2022,Margaret Laurino,Timothy Cullerton,home_sales; rental_prices,88,0,79,9,0,0.1858358453713045,0.646,0.646,-0.7350906511591639,0.15244823757323112,1.0674312169284446
2022,Ariel Reboyras,Rey Colon,density_multifamily; home_sales; rental_prices,683,3,279,401,0,-0.14918613299554187,0.3535,0.6465,-0.8900949048116839,-0.1366129074138147,0.5495666682425683
2022,John Arena,Timothy Cullerton,home_sales; rental_prices,490,0,138,352,0,0.2115794437489453,0.6465,0.6465,-0.7774139298426919,0.1954491243693842,1.1749573977734757
2022,Emma Mitts,Ray Suarez,density_multifamily; home_sales; rental_prices,204,1,5,198,0,0.19236774329683826,0.6515,0.6515,-0.7058850706799773,0.17051553285409263,1.0434599630017383
2022,Patrick Levar,Thomas Allen,density_multifamily; home_sales,401,1,0,400,0,0.22382428152472633,0.654,0.654,-0.8944531141111278,0.20097164384137406,1.2773604600481163
2022,Bernard Stone,Margaret Laurino,home_sales,46,0,0,46,0,-0.19714343255783212,0.3395,0.6605,-0.9854812539364318,-0.17316844635554995,0.6698638598610622
2022,George Cardenas,Monique Scott,home_sales; rental_prices,104,0,93,11,0,0.31161673994542793,0.6615,0.6615,-1.6724278148348568,0.3350853665108043,2.1258113130572798
2022,Ameya Pawar,Scott Waguespack,density_multifamily; home_sales; rental_prices,1433,1,1131,301,0,0.13945548063822444,0.664,0.664,-0.4194198795255879,0.12578726231193443,0.6521389109109141
2022,Brendan Reilly,"Walter Burnett, Jr.",density_multifamily; home_sales; rental_prices,18825,9,18807,9,0,0.21384060480653244,0.668,0.668,-0.44892116011056366,0.12163726754183019,0.7107738523585428
2022,Michael Chandler,Ricardo Munoz,density_multifamily; home_sales; rental_prices,193,3,55,135,0,-0.2741646849942,0.3275,0.6725,-1.3351313609418447,-0.2524588828815114,0.8116264027091797
2022,Deborah Graham,John Rice,home_sales,31,0,0,31,0,-0.3502361635422755,0.324,0.676,-1.6678146587296279,-0.3312988664976382,1.0390501531796452
2022,Roderick Sawyer,Stephanie Coleman,home_sales; rental_prices,159,0,82,77,0,-0.3397434461962188,0.321,0.679,-1.475256124660064,-0.3040149101943032,0.9279896998830698
2022,Anthony Beale,Carrie Austin,density_multifamily; home_sales; rental_prices,1819,3,418,1398,0,0.3649765426524446,0.6795,0.6795,-0.777110740669997,0.2439164389683689,1.3345817152334543
2022,Brian Doherty,Margaret Laurino,home_sales,6,0,0,6,0,-0.2581581909560441,0.32,0.68,-0.984735389254984,-0.1822888254097283,0.5707209372730138
2022,Robert Fioretti,"Walter Burnett, Jr.",density_multifamily; home_sales; rental_prices,1726,24,1610,92,0,0.17111227394086326,0.68,0.68,-0.4393926901956333,0.13481236514391703,0.7167352448886685
2022,Pat Dowell,William D. Burns,density_multifamily; home_sales; rental_prices,2848,5,2748,95,0,-0.24666619051832295,0.3165,0.6835,-1.3315817905052052,-0.256322755471324,0.7425737910611957
2022,Robert Fioretti,Shirley Newsome,home_sales,1,0,0,1,0,0.5374531202364934,0.6845,0.6845,-3.114894157967655,0.3792709769462148,2.4013728255454683
2022,Jeanette Taylor,Stephanie Coleman,density_multifamily; home_sales; rental_prices,331,1,154,176,0,0.3710242407994954,0.688,0.688,-1.046246980063309,0.3457251723092895,1.6844685258447845
2022,Jeanette Taylor,Pat Dowell,home_sales; rental_prices,169,0,123,46,0,-0.33471223784270243,0.31,0.69,-1.3995867598779639,-0.2553453375315352,0.8243988107788159
2022,Daniel Solis,James Balcer,home_sales; rental_prices,15,0,7,8,0,0.291955817879222,0.692,0.692,-0.6097692520502713,0.22914338029283687,1.0581302481048842
2022,Dick Mell,Eugene Schulter,home_sales,56,0,0,56,0,-0.1857825972111229,0.3075,0.6925,-1.0614022996572128,-0.2210878543873174,0.6477337545651918
2022,Fredrenna Lyle,Todd Stroger,home_sales,88,0,0,88,0,-0.3880572019006094,0.307,0.693,-1.7490207734966032,-0.32795732870866645,1.0974328789948131
2022,Pat Dowell,Toni Preckwinkle,density_multifamily; home_sales,91,18,0,73,0,-0.24918586141960164,0.305,0.695,-1.2736766305884213,-0.2652991348904948,0.7281767318677627
2022,Ariel Reboyras,John Arena,home_sales; rental_prices,484,0,243,241,0,0.21315779555308695,0.6965,0.6965,-0.5880788023973402,0.2072665109934655,0.970072531273997
2022,Ariel Reboyras,Jim Gardiner,density_multifamily; home_sales; rental_prices,505,2,240,263,0,-0.31106924669064295,0.3025,0.6975,-1.3523819466680633,-0.2834603446346691,0.7884840229168835
2022,Vi Daley,"Walter Burnett, Jr.",home_sales,17,0,0,17,0,-0.22057667878060716,0.2985,0.7015,-0.750403447999028,-0.14194373983945932,0.44665086706582274
2022,Andre Vasquez,Samantha Nugent,home_sales; rental_prices,109,0,73,36,0,0.44417690778644203,0.702,0.702,-0.9887482112772149,0.3487569385490312,1.7177135995553148
2022,Derrick Curtis,Marty Quinn,home_sales; rental_prices,59,0,2,57,0,0.3236213850766976,0.703,0.703,-0.7913922314506696,0.2831557549173953,1.3914577770601886
