pin,source_year,property_address,property_city,property_zip,source_row_id,parcel_has_coordinates,review_status,retrieval_date,address_source,parcel_source
17093140230000,2026.0,617 FULTON,CHICAGO,60661,170931402300002026,False,address_lead_only; project_identity_unresolved,2026-09-04,https://datacatalog.cookcountyil.gov/resource/3723-97qp.json,https://datacatalog.cookcountyil.gov/resource/nj4t-kc8j.json
20032000620000,2026.0,418 E OAKWOOD BLVD,CHICAGO,60653,200320006200002026,False,address_lead_only; project_identity_unresolved,2026-09-04,https://datacatalog.cookcountyil.gov/resource/3723-97qp.json,https://datacatalog.cookcountyil.gov/resource/nj4t-kc8j.json
20032250580000,2026.0,4244 S LANGLEY AVE,CHICAGO,60653,200322505800002026,False,address_lead_only; project_identity_unresolved,2026-09-04,https://datacatalog.cookcountyil.gov/resource/3723-97qp.json,https://datacatalog.cookcountyil.gov/resource/nj4t-kc8j.json
20033030390000,2026.0,4333 S INDIANA AVE,CHICAGO,60653,200330303900002026,False,address_lead_only; project_identity_unresolved,2026-09-04,https://datacatalog.cookcountyil.gov/resource/3723-97qp.json,https://datacatalog.cookcountyil.gov/resource/nj4t-kc8j.json
25031190320000,2026.0,228 E 90TH ST,CHICAGO,60619,250311903200002026,False,address_lead_only; project_identity_unresolved,2026-09-04,https://datacatalog.cookcountyil.gov/resource/3723-97qp.json,https://datacatalog.cookcountyil.gov/resource/nj4t-kc8j.json
