component_id,card_id,successor_id,project_id,card_num,card_units,card_building_sqft,project_pin,construction_year,within_500ft,successor_type,successor_pin,successor_pin10,successor_address,successor_year,year_gap,successor_class,successor_units,successor_building_sqft,successor_land_sqft,successor_x_3435,successor_y_3435,represented_project_ids,search_geometry_source,projects_per_condo_base,within_one_year,within_two_years,automatic_candidate,building_ratio,match_quality
episode_053,17072080330000_card_1,noncondo_17072080550000,residential_multicard_17072080330000,1,1,2138,17072080330000,2013,TRUE,current_noncondo_parcel,17072080550000,1707208055,1932 W ERIE ST,2013,0,278,1,2138,2993,1163261.5896860936,1904448.4647376311,residential_17072080550000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_053,17072080330000_card_2,noncondo_17072080560000,residential_multicard_17072080330000,2,1,2138,17072080330000,2013,TRUE,current_noncondo_parcel,17072080560000,1707208056,1930 W ERIE ST,2013,0,278,1,2138,2992,1163285.6096268145,1904449.2046300229,residential_17072080560000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_054,17083340210000_card_1,noncondo_17083340480000,residential_multicard_17083340210000,1,4,7562,17083340210000,2007,TRUE,current_noncondo_parcel,17083340480000,1708334048,25 N BISHOP ST,2008,1,211,4,7175,3753,1166704.480557054,1900412.6127964207,residential_17083340480000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9488230626818303,within_10pct
episode_054,17083340210000_card_2,noncondo_17083340490000,residential_multicard_17083340210000,2,4,7562,17083340210000,2007,TRUE,current_noncondo_parcel,17083340490000,1708334049,21 N BISHOP ST,2008,1,211,4,7175,3747,1166705.8077135277,1900387.7247444552,residential_17083340490000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9488230626818303,within_10pct
episode_054,17083340210000_card_3,noncondo_17083340500000,residential_multicard_17083340210000,3,4,7562,17083340210000,2007,TRUE,current_noncondo_parcel,17083340500000,1708334050,19 N BISHOP ST,2008,1,211,4,7175,3750,1166706.522397422,1900362.7447329864,residential_17083340500000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9488230626818303,within_10pct
episode_055,17211230250000_card_2,noncondo_17211230420000,residential_multicard_17211230250000,2,1,2302,17211230250000,2006,TRUE,current_noncondo_parcel,17211230420000,1721123042,728 W 15TH ST,2007,1,295,1,2302,1860,1171520.1078239563,1892880.316874512,residential_17211230420000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_055,17211230250000_card_3,noncondo_17211250210000,residential_multicard_17211230250000,3,1,2302,17211230250000,2006,TRUE,current_noncondo_parcel,17211250210000,1721125021,706 W 15TH ST,2005,-1,295,1,2302,1645,1171661.7803644284,1892878.16580896,NA,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_055,17211230250000_card_4,noncondo_17211250200000,residential_multicard_17211230250000,4,1,1692,17211230250000,2006,TRUE,current_noncondo_parcel,17211250200000,1721125020,704 W 15TH ST,2005,-1,295,1,1692,953,1171690.9323335355,1892888.3331955385,NA,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_055,17211230250000_card_5,noncondo_17211250180000,residential_multicard_17211230250000,5,1,1692,17211230250000,2006,TRUE,current_noncondo_parcel,17211250180000,1721125018,702 W 15TH ST,2005,-1,295,1,1692,1196,1171715.4978988415,1892889.0381081621,NA,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_056,17211230320000_card_1,noncondo_17211230440000,residential_multicard_17211230320000,1,1,1692,17211230320000,2006,FALSE,current_noncondo_parcel,17211230440000,1721123044,1457 S HALSTED ST,2006,0,295,1,1902,1294,1171331.5373887806,1892988.4099530785,residential_17211230440000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.124113475177305,within_35pct
episode_056,17211230320000_card_2,noncondo_17211230450000,residential_multicard_17211230320000,2,1,1692,17211230320000,2006,FALSE,current_noncondo_parcel,17211230450000,1721123045,1455 S HALSTED ST,2008,2,295,1,1902,1250,1171330.6368292945,1893013.3828747903,residential_17211230450000,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.124113475177305,within_35pct
episode_057,17215060456002_card_1,noncondo_17211320070000,residential_multicard_17215060456002,1,1,1901,17215060456002,2007,TRUE,current_noncondo_parcel,17211320070000,1721132007,648 W 16TH ST 1,2007,0,295,1,1901,1122,1172061.840662809,1892357.9834721836,residential_17211320070000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_057,17215060456002_card_2,noncondo_17211320080000,residential_multicard_17215060456002,2,1,1901,17215060456002,2007,TRUE,current_noncondo_parcel,17211320080000,1721132008,648 W 16TH ST 2,2007,0,295,1,1901,915,1172061.1335063763,1892385.8116528145,residential_17211320080000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_057,17215060456002_card_3,noncondo_17211320090000,residential_multicard_17215060456002,3,1,1901,17215060456002,2007,TRUE,current_noncondo_parcel,17211320090000,1721132009,648 W 16TH ST 3,2007,0,295,1,1901,2240,1172054.4337075409,1892425.928820741,residential_17211320090000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_057,17215060456002_card_4,noncondo_17211320140000,residential_multicard_17215060456002,4,1,2297,17215060456002,2007,TRUE,current_noncondo_parcel,17211320140000,1721132014,644 W 16TH ST 1,2007,0,295,1,2297,1201,1172109.048434682,1892355.940793723,residential_17211320140000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_057,17215060456002_card_5,noncondo_17211320130000,residential_multicard_17215060456002,5,1,2130,17215060456002,2007,TRUE,current_noncondo_parcel,17211320130000,1721132013,644 W 16TH ST 2,2007,0,295,1,2130,920,1172108.5004972883,1892377.2679083096,residential_17211320130000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_1,noncondo_17211320170000,residential_multicard_17215060040000,1,1,2297,17215060040000,2007,TRUE,current_noncondo_parcel,17211320170000,1721132017,634 W 16TH ST 4,2007,0,295,1,2297,2461,1172181.0395979823,1892430.4461675284,residential_17211320170000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_10,noncondo_17211320180000,residential_multicard_17215060040000,10,1,2130,17215060040000,2007,TRUE,current_noncondo_parcel,17211320180000,1721132018,634 W 16TH ST 3,2007,0,295,1,2130,921,1172183.7586380162,1892397.693438413,residential_17211320180000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_11,noncondo_17211320190000,residential_multicard_17215060040000,11,1,2130,17215060040000,2007,TRUE,current_noncondo_parcel,17211320190000,1721132019,634 W 16TH ST 2,2007,0,295,1,2130,921,1172184.2304521434,1892379.19955572,residential_17211320190000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_12,noncondo_17211320200000,residential_multicard_17215060040000,12,1,2297,17215060040000,2007,TRUE,current_noncondo_parcel,17211320200000,1721132020,634 W 16TH ST 1,2007,0,295,1,2297,1203,1172184.77512532,1892357.875367808,residential_17211320200000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_4,noncondo_17211320210000,residential_multicard_17215060040000,4,1,2297,17215060040000,2007,TRUE,current_noncondo_parcel,17211320210000,1721132021,630 W 16TH ST 1,2007,0,295,1,2297,1171,1172237.780003972,1892359.224753174,residential_17211320210000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_058,17215060040000_card_5,noncondo_17211320240000,residential_multicard_17215060040000,5,1,2297,17215060040000,2007,TRUE,current_noncondo_parcel,17211320240000,1721132024,630 W 16TH ST 4,2007,0,295,1,2297,2395,1172237.332033245,1892431.91067722,residential_17211320240000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_1,noncondo_17223091230000,residential_multicard_17223090410000,1,1,3138,17223090410000,2015,TRUE,current_noncondo_parcel,17223091230000,1722309123,1834 S CALUMET AVE,2014,-1,295,1,3138,1220,1178635.7509355713,1891244.925756493,residential_17223091230000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_2,noncondo_17223091240000,residential_multicard_17223090410000,2,1,3138,17223090410000,2015,TRUE,current_noncondo_parcel,17223091240000,1722309124,1834 S CALUMET AVE,2014,-1,295,1,3138,1090,1178636.190064623,1891226.3909942089,residential_17223091240000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_3,noncondo_17223091250000,residential_multicard_17223090410000,3,1,3138,17223090410000,2015,TRUE,current_noncondo_parcel,17223091250000,1722309125,1834 S CALUMET AVE,2014,-1,295,1,3138,1090,1178636.604499997,1891208.8957499992,residential_17223091250000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_4,noncondo_17223091260000,residential_multicard_17223090410000,4,1,3138,17223090410000,2015,TRUE,current_noncondo_parcel,17223091260000,1722309126,1834 S CALUMET AVE,2014,-1,295,1,3138,1148,1178637.0293818028,1891190.9409232852,residential_17223091260000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_5,noncondo_17223091270000,residential_multicard_17223090410000,5,1,4400,17223090410000,2015,TRUE,current_noncondo_parcel,17223091270000,1722309127,1836 S CALUMET AVE,2014,-1,295,1,4400,2025,1178728.3266737752,1891240.4423530104,residential_17223091270000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_6,noncondo_17223091280000,residential_multicard_17223090410000,6,1,4400,17223090410000,2015,TRUE,current_noncondo_parcel,17223091280000,1722309128,1838 S CALUMET AVE,2014,-1,295,1,4400,1805,1178736.2413021273,1891218.8692862457,residential_17223091280000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_060,17223090410000_card_7,noncondo_17223091290000,residential_multicard_17223090410000,7,1,4400,17223090410000,2015,TRUE,current_noncondo_parcel,17223091290000,1722309129,1840 S CALUMET AVE,2014,-1,295,1,4400,1897,1178738.538776126,1891198.0432906272,residential_17223091290000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_1,noncondo_17271090700000,residential_multicard_17271090190000,1,1,1730,17271090190000,2006,TRUE,current_noncondo_parcel,17271090700000,1727109070,2313 S WABASH AVE,2007,1,295,1,1730,982,1177168.8609284144,1888936.7604287984,residential_17271090700000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_10,noncondo_17271090290000,residential_multicard_17271090190000,10,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090290000,1727109029,2321 S WABASH AVE 13,2007,1,295,1,1887,923,1177312.5273109062,1888960.9774946673,residential_17271090290000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_11,noncondo_17271090300000,residential_multicard_17271090190000,11,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090300000,1727109030,2321 S WABASH AVE 14,2007,1,295,1,1887,853,1177313.0135784484,1888943.242014364,residential_17271090300000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_12,noncondo_17271090310000,residential_multicard_17271090190000,12,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090310000,1727109031,2321 S WABASH AVE 15,2007,1,295,1,1887,851,1177313.454241353,1888926.2278456269,residential_17271090310000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_13,noncondo_17271090320000,residential_multicard_17271090190000,13,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090320000,1727109032,2321 S WABASH AVE 16,2007,1,295,1,1887,849,1177313.893169697,1888909.248688068,residential_17271090320000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_14,noncondo_17271090550000,residential_multicard_17271090190000,14,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090550000,1727109055,2322 S WABASH AVE 2,2007,1,295,1,1887,849,1177237.7311046398,1888907.0928969043,residential_17271090550000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_15,noncondo_17271090560000,residential_multicard_17271090190000,15,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090560000,1727109056,2323 S WABASH AVE 3,2007,1,295,1,1887,841,1177237.1931687046,1888924.2074198527,residential_17271090560000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_2,noncondo_17271090710000,residential_multicard_17271090190000,2,1,1730,17271090190000,2006,TRUE,current_noncondo_parcel,17271090710000,1727109071,2311 S WABASH AVE,2007,1,295,1,1730,982,1177168.3272891291,1888957.4588896064,residential_17271090710000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_3,noncondo_17271090720000,residential_multicard_17271090190000,3,1,1730,17271090190000,2006,TRUE,current_noncondo_parcel,17271090720000,1727109072,2309 S WABASH AVE,2007,1,295,1,1730,981,1177167.7901824033,1888978.147505717,residential_17271090720000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_4,noncondo_17271090670000,residential_multicard_17271090190000,4,1,1401,17271090190000,2006,TRUE,current_noncondo_parcel,17271090670000,1727109067,2317 S WABASH AVE,2007,1,295,1,1401,848,1177169.7944202377,1888900.4936705176,residential_17271090670000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_5,noncondo_17271090690000,residential_multicard_17271090190000,5,1,1401,17271090190000,2006,TRUE,current_noncondo_parcel,17271090690000,1727109069,2315 S WABASH AVE,2007,1,295,1,1401,806,1177169.34991857,1888917.9175881776,residential_17271090690000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_6,noncondo_17271090570000,residential_multicard_17271090190000,6,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090570000,1727109057,2321 S WABASH AVE 4,2007,1,295,1,1887,847,1177236.796449522,1888941.30340781,residential_17271090570000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_061,17271090190000_card_7,noncondo_17271090580000,residential_multicard_17271090190000,7,1,1887,17271090190000,2006,TRUE,current_noncondo_parcel,17271090580000,1727109058,2325 S WABASH AVE 5,2007,1,295,1,1887,902,1177236.1043845273,1888958.9996881457,residential_17271090580000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_1,noncondo_17271090420000,residential_multicard_17271090050000,1,1,1963,17271090050000,2006,TRUE,current_noncondo_parcel,17271090420000,1727109042,2323 S WABASH AVE 11,2007,1,295,1,1963,1086,1177312.857600226,1888719.7078074033,residential_17271090420000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_10,noncondo_17271090340000,residential_multicard_17271090050000,10,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090340000,1727109034,2321 S WABASH AVE 17,2007,1,295,1,1887,730,1177314.4178989262,1888888.172582387,residential_17271090340000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_11,noncondo_17271090350000,residential_multicard_17271090050000,11,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090350000,1727109035,2323 S WABASH AVE 18,2007,1,295,1,1887,900,1177315.5023380392,1888846.608037686,residential_17271090350000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_12,noncondo_17271090360000,residential_multicard_17271090050000,12,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090360000,1727109036,2323 S WABASH AVE 17,2007,1,295,1,1887,849,1177315.966556525,1888829.1417710192,residential_17271090360000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_13,noncondo_17271090370000,residential_multicard_17271090050000,13,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090370000,1727109037,2323 S WABASH AVE 16,2007,1,295,1,1887,852,1177316.4064308517,1888812.152588624,residential_17271090370000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_14,noncondo_17271090380000,residential_multicard_17271090050000,14,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090380000,1727109038,2323 S WABASH AVE 15,2007,1,295,1,1887,850,1177316.8464944246,1888795.1535240791,residential_17271090380000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_15,noncondo_17271090410000,residential_multicard_17271090050000,15,1,1504,17271090050000,2006,TRUE,current_noncondo_parcel,17271090410000,1727109041,2323 S WABASH AVE 12,2007,1,295,1,1516,1166,1177333.5473606845,1888722.6110414828,residential_17271090410000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0079787234042554,within_2pct
episode_062,17271090050000_card_16,noncondo_17271090390000,residential_multicard_17271090050000,16,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090390000,1727109039,2323 S WABASH AVE 14,2007,1,295,1,1887,853,1177317.2870531832,1888778.1444676288,residential_17271090390000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_17,noncondo_17271090400000,residential_multicard_17271090050000,17,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090400000,1727109040,2323 S WABASH AVE 13,2007,1,295,1,1887,934,1177317.7601671687,1888760.2982992344,residential_17271090400000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_18,noncondo_17271090470000,residential_multicard_17271090050000,18,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090470000,1727109047,2323 S WABASH AVE 6,2007,1,295,1,1887,925,1177241.642523686,1888758.1797611136,residential_17271090470000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_19,noncondo_17271090480000,residential_multicard_17271090050000,19,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090480000,1727109048,2323 S WABASH AVE 5,2007,1,295,1,1887,827,1177241.0040020049,1888775.948261376,residential_17271090480000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_2,noncondo_17271090430000,residential_multicard_17271090050000,2,1,1963,17271090050000,2006,TRUE,current_noncondo_parcel,17271090430000,1727109043,2323 S WABASH AVE 10,2007,1,295,1,1963,1088,1177292.041160992,1888719.114734542,residential_17271090430000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_20,noncondo_17271090490000,residential_multicard_17271090050000,20,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090490000,1727109049,2323 S WABASH AVE 4,2007,1,295,1,1887,848,1177240.7915375745,1888792.9497271983,residential_17271090490000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_21,noncondo_17271090500000,residential_multicard_17271090050000,21,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090500000,1727109050,2323 S WABASH AVE 3,2007,1,295,1,1887,827,1177240.1085665764,1888809.9360889753,residential_17271090500000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_22,noncondo_17271090590000,residential_multicard_17271090050000,22,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090590000,1727109059,2337 S WABASH AVE,2007,1,295,1,1730,1199,1177175.0367844552,1888702.276782239,residential_17271090590000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_23,noncondo_17271090600000,residential_multicard_17271090050000,23,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090600000,1727109060,2335 S WABASH AVE,2007,1,295,1,1730,994,1177174.3372387467,1888725.3161388815,residential_17271090600000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_24,noncondo_17271090610000,residential_multicard_17271090050000,24,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090610000,1727109061,2333 S WABASH AVE,2007,1,295,1,1730,979,1177173.9293555578,1888746.047941694,residential_17271090610000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_25,noncondo_17271090620000,residential_multicard_17271090050000,25,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090620000,1727109062,2331 S WABASH AVE,2007,1,295,1,1730,984,1177173.3572699744,1888766.665365883,residential_17271090620000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_3,noncondo_17271090440000,residential_multicard_17271090050000,3,1,1963,17271090050000,2006,TRUE,current_noncondo_parcel,17271090440000,1727109044,2323 S WABASH AVE 9,2007,1,295,1,1963,1089,1177271.1997334436,1888718.5208716053,residential_17271090440000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_4,noncondo_17271090450000,residential_multicard_17271090050000,4,1,1963,17271090050000,2006,TRUE,current_noncondo_parcel,17271090450000,1727109045,2323 S WABASH AVE 8,2007,1,295,1,1963,1090,1177250.3382334283,1888717.9263716089,residential_17271090450000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_5,noncondo_17271090460000,residential_multicard_17271090050000,5,1,1516,17271090050000,2006,TRUE,current_noncondo_parcel,17271090460000,1727109046,2323 S WABASH AVE 7,2007,1,295,1,1883,1230,1177228.9379542095,1888719.5917971388,residential_17271090460000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.242084432717678,within_35pct
episode_062,17271090050000_card_6,noncondo_17271090630000,residential_multicard_17271090050000,6,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090630000,1727109063,2329 S WABASH AVE,2007,1,295,1,1730,989,1177172.7752953449,1888787.3877945603,residential_17271090630000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_7,noncondo_17271090640000,residential_multicard_17271090050000,7,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090640000,1727109064,2327 S WABASH AVE,2007,1,295,1,1730,986,1177172.2563615534,1888808.1326664689,residential_17271090640000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_8,noncondo_17271090650000,residential_multicard_17271090050000,8,1,1730,17271090050000,2006,TRUE,current_noncondo_parcel,17271090650000,1727109065,2325 S WABASH AVE,2007,1,295,1,1730,1027,1177171.7215311814,1888829.277458726,residential_17271090650000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_062,17271090050000_card_9,noncondo_17271090510000,residential_multicard_17271090050000,9,1,1887,17271090050000,2006,TRUE,current_noncondo_parcel,17271090510000,1727109051,2323 S WABASH AVE 2,2007,1,295,1,1887,840,1177239.8174467562,1888826.850639625,residential_17271090510000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_1,noncondo_17271090900000,residential_multicard_17271090010000,1,1,2052,17271090010000,2006,TRUE,current_noncondo_parcel,17271090900000,1727109090,45 E 23RD ST,2007,1,295,1,2052,1393,1177178.0104158274,1889080.801678424,residential_17271090900000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_10,noncondo_17271090740000,residential_multicard_17271090010000,10,1,1401,17271090010000,2006,TRUE,current_noncondo_parcel,17271090740000,1727109074,2305 S WABASH AVE,2007,1,295,1,1401,806,1177166.7630712052,1889017.678712892,residential_17271090740000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_11,noncondo_17271090750000,residential_multicard_17271090010000,11,1,1401,17271090010000,2006,TRUE,current_noncondo_parcel,17271090750000,1727109075,2303 S WABASH AVE,2007,1,295,1,1401,885,1177166.3053010877,1889035.5077148243,residential_17271090750000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_12,noncondo_17271090730000,residential_multicard_17271090010000,12,1,1730,17271090010000,2006,TRUE,current_noncondo_parcel,17271090730000,1727109073,2307 S WABASH AVE,2007,1,295,1,1730,982,1177167.251564006,1888998.8351159468,residential_17271090730000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_13,noncondo_17271090760000,residential_multicard_17271090010000,13,1,1615,17271090010000,2006,TRUE,current_noncondo_parcel,17271090760000,1727109076,2321 S WABASH AVE 6,2007,1,295,1,1615,1097,1177220.339249604,1888996.2641134963,residential_17271090760000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_14,noncondo_17271090770000,residential_multicard_17271090010000,14,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090770000,1727109077,2322 S WABASH AVE 7,2007,1,295,1,1510,874,1177238.851990071,1888998.7588705253,residential_17271090770000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_15,noncondo_17271090780000,residential_multicard_17271090010000,15,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090780000,1727109078,2321 S WABASH AVE 8,2007,1,295,1,1510,874,1177255.8549825344,1888999.2441219368,residential_17271090780000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_16,noncondo_17271090790000,residential_multicard_17271090010000,16,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090790000,1727109079,2324 S WABASH AVE 9,2007,1,295,1,1510,874,1177272.8629832068,1888999.7289312195,residential_17271090790000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_17,noncondo_17271090800000,residential_multicard_17271090010000,17,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090800000,1727109080,2321 S WABASH AVE 10,2007,1,295,1,1510,872,1177289.8559893894,1889000.2138115375,residential_17271090800000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_18,noncondo_17271090830000,residential_multicard_17271090010000,18,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090830000,1727109083,59 E 23RD ST,2007,1,295,1,1510,1026,1177324.266303629,1889070.769164053,residential_17271090830000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_19,noncondo_17271090810000,residential_multicard_17271090010000,19,1,1504,17271090010000,2006,TRUE,current_noncondo_parcel,17271090810000,1727109081,2326 S WABASH AVE 11,2007,1,295,1,1504,876,1177306.86899313,1889000.6989356212,residential_17271090810000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_2,noncondo_17271090890000,residential_multicard_17271090010000,2,1,1690,17271090010000,2006,TRUE,current_noncondo_parcel,17271090890000,1727109089,47 E 23RD ST,2007,1,295,1,1690,968,1177218.9673757276,1889067.5612449867,residential_17271090890000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_063,17271090010000_card_3,noncondo_17271090840000,residential_multicard_17271090010000,3,1,1510,17271090010000,2006,TRUE,current_noncondo_parcel,17271090840000,1727109084,57 E 23RD ST,2007,1,295,1,1510,834,1177305.2988394022,1889070.2304972257,residential_17271090840000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
