component_id,card_id,successor_id,project_id,card_num,card_units,card_building_sqft,project_pin,construction_year,within_500ft,successor_type,successor_pin,successor_pin10,successor_address,successor_year,year_gap,successor_class,successor_units,successor_building_sqft,successor_land_sqft,successor_x_3435,successor_y_3435,represented_project_ids,search_geometry_source,projects_per_condo_base,within_one_year,within_two_years,automatic_candidate,building_ratio,match_quality
episode_036,14333180250000_card_3,noncondo_14333180730000,residential_multicard_14333180250000,3,1,3375,14333180250000,2017,FALSE,current_noncondo_parcel,14333180730000,1433318073,507 MENOMONEE AVE,2018,1,295,1,3375,1620,1172553.1156041515,1912181.9937878463,residential_14333180730000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_036,14333180250000_card_4,noncondo_14333180740000,residential_multicard_14333180250000,4,1,3375,14333180250000,2017,FALSE,current_noncondo_parcel,14333180740000,1433318074,505 MENOMONEE AVE,2017,0,295,1,3375,1700,1172576.27341674,1912185.6714209788,residential_14333180740000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_036,14333180250000_card_5,noncondo_14333180750000,residential_multicard_14333180250000,5,1,3375,14333180250000,2017,FALSE,current_noncondo_parcel,14333180750000,1433318075,1758 N CLEVELAND AVE,2018,1,295,1,3375,2333,1172605.1875272675,1912184.9939952868,residential_14333180750000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_038,16122070190000_card_1,noncondo_16122070510000,residential_multicard_16122070190000,1,1,2924,16122070190000,2006,TRUE,current_noncondo_parcel,16122070510000,1612207051,2417 W SUPERIOR ST,2007,1,208,1,3813,3033,1160086.8400655913,1904828.66977139,residential_16122070510000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.3040355677154583,within_35pct
episode_038,16122070190000_card_2,noncondo_16122070520000,residential_multicard_16122070190000,2,1,2924,16122070190000,2006,TRUE,current_noncondo_parcel,16122070520000,1612207052,2419 W SUPERIOR ST,2007,1,208,1,3813,2947,1160062.5103101146,1904828.155247836,residential_16122070520000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.3040355677154583,within_35pct
episode_039,16133040040000_card_1,noncondo_16133040460000,residential_multicard_16133040040000,1,1,1800,16133040040000,2007,FALSE,current_noncondo_parcel,16133040460000,1613304046,715 S KEDZIE AVE,2008,1,295,1,1840,933,1155202.8371717425,1896661.9901365945,residential_16133040460000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0222222222222221,within_5pct
episode_039,16133040040000_card_2,noncondo_16133040470000,residential_multicard_16133040040000,2,1,1800,16133040040000,2007,FALSE,current_noncondo_parcel,16133040470000,1613304047,717 S KEDZIE AVE,2008,1,295,1,1840,934,1155203.440474234,1896643.685267137,residential_16133040470000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0222222222222221,within_5pct
episode_039,16133040040000_card_3,noncondo_16133040510000,residential_multicard_16133040040000,3,1,1800,16133040040000,2007,FALSE,current_noncondo_parcel,16133040510000,1613304051,713 S KEDZIE AVE 4,2008,1,295,1,1840,972,1155276.344145949,1896688.9625646032,residential_16133040510000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0222222222222221,within_5pct
episode_039,16133040040000_card_4,noncondo_16133040520000,residential_multicard_16133040040000,4,1,1800,16133040040000,2007,FALSE,current_noncondo_parcel,16133040520000,1613304052,713 S KEDZIE AVE 4,2008,1,295,1,1840,972,1155276.936825859,1896670.9724680283,residential_16133040520000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0222222222222221,within_5pct
episode_039,16133040040000_card_5,noncondo_16133040530000,residential_multicard_16133040040000,5,1,1800,16133040040000,2007,FALSE,current_noncondo_parcel,16133040530000,1613304053,713 S KEDZIE AVE 5,2008,1,295,1,1840,990,1155277.5354463423,1896652.8122994397,residential_16133040530000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0222222222222221,within_5pct
episode_040,16133080040000_card_1,noncondo_16133080650000,residential_multicard_16133080040000,1,1,1476,16133080040000,2006,FALSE,current_noncondo_parcel,16133080650000,1613308065,3149 W LEXINGTON ST 5,2006,0,295,1,1435,1217,1155293.1870750342,1896400.5546478287,residential_16133080650000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9722222222222222,within_5pct
episode_041,16133120440000_card_1,noncondo_16133120560000,residential_multicard_16133120440000,1,1,1512,16133120440000,2006,FALSE,current_noncondo_parcel,16133120560000,1613312056,801 S KEDZIE AVE,2006,0,295,1,1512,2640,1155236.9418528646,1896143.4037264504,residential_16133120560000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_041,16133120440000_card_2,noncondo_16133120570000,residential_multicard_16133120440000,2,1,1302,16133120440000,2006,FALSE,current_noncondo_parcel,16133120570000,1613312057,803 S KEDZIE AVE,2006,0,295,1,1302,1805,1155237.1912158213,1896117.0671102137,residential_16133120570000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_041,16133120440000_card_3,noncondo_16133120580000,residential_multicard_16133120440000,3,1,1836,16133120440000,2006,FALSE,current_noncondo_parcel,16133120580000,1613312058,805 S KEDZIE AVE,2006,0,295,1,1836,2706,1155241.9511597506,1896090.5475068628,residential_16133120580000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_042,16134250010000_card_1,noncondo_16134290030000,residential_multicard_16134250010000,1,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290030000,1613429003,2543 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159416.1570602406,1894858.9527207816,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_10,noncondo_16134290020000,residential_multicard_16134250010000,10,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290020000,1613429002,2547 W GRENSHAW ST,2005,-2,278,1,2082,2875,1159391.1633750002,1894858.389624999,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_11,noncondo_16134290050000,residential_multicard_16134250010000,11,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290050000,1613429005,2539 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159466.1441897196,1894860.0784105416,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_12,noncondo_16134290040000,residential_multicard_16134250010000,12,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290040000,1613429004,2541 W GRENSHAW ST,2005,-2,278,1,2082,2875,1159441.1506762847,1894859.5155912647,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_13,noncondo_16134290060000,residential_multicard_16134250010000,13,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290060000,1613429006,2537 W GRENSHAW ST,2005,-2,278,1,2082,2875,1159491.1377499995,1894860.6412499992,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_14,noncondo_16134290070000,residential_multicard_16134250010000,14,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290070000,1613429007,2533 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159516.1314442365,1894861.2039689748,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_15,noncondo_16134290090000,residential_multicard_16134250010000,15,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290090000,1613429009,2529 W GRENSHAW ST,2006,-1,278,1,2082,2875,1159566.1186160438,1894862.329745482,residential_16134290090000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_16,noncondo_16134290080000,residential_multicard_16134250010000,16,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290080000,1613429008,2531 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159541.1250012573,1894861.7667418208,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_17,noncondo_16134290110000,residential_multicard_16134250010000,17,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290110000,1613429011,2523 W GRENSHAW ST,2005,-2,278,1,2082,2876,1159616.1092894522,1894863.451053433,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_2,noncondo_16134290100000,residential_multicard_16134250010000,2,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290100000,1613429010,2527 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159591.1122499993,1894862.8926250015,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_3,noncondo_16134290120000,residential_multicard_16134250010000,3,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290120000,1613429012,2521 W GRENSHAW ST,2005,-2,278,1,2068,2876,1159641.1096694302,1894864.014243214,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_4,noncondo_16134290140000,residential_multicard_16134250010000,4,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290140000,1613429014,2517 W GRENSHAW ST,2007,0,278,1,2068,2875,1159691.0998750003,1894865.1447499976,residential_16134290140000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_5,noncondo_16134290130000,residential_multicard_16134250010000,5,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290130000,1613429013,2519 W GRENSHAW ST,2006,-1,278,1,2082,2875,1159666.1064307431,1894864.5820310025,residential_16134290130000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_6,noncondo_16134290150000,residential_multicard_16134250010000,6,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290150000,1613429015,2515 W GRENSHAW ST,2005,-2,278,1,2082,2875,1159716.093495523,1894865.7076852233,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_7,noncondo_16134290160000,residential_multicard_16134250010000,7,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290160000,1613429016,2511 W GRENSHAW ST,2005,-2,278,1,2068,2875,1159741.0870000003,1894866.2704999987,NA,construction_year_parcel,NA,FALSE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_042,16134250010000_card_8,noncondo_16134290170000,residential_multicard_16134250010000,8,1,2227,16134250010000,2007,FALSE,current_noncondo_parcel,16134290170000,1613429017,2509 W GRENSHAW ST,2009,2,278,1,2082,2875,1159766.0804307438,1894866.8332810027,residential_16134290170000,construction_year_parcel,NA,FALSE,TRUE,TRUE,0.9348899865289627,within_10pct
episode_042,16134250010000_card_9,noncondo_16134290180000,residential_multicard_16134250010000,9,1,1956,16134250010000,2007,FALSE,current_noncondo_parcel,16134290180000,1613429018,2507 W GRENSHAW ST,2008,1,278,1,2068,2875,1159791.0741160456,1894867.3959954404,residential_16134290180000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0572597137014315,within_10pct
episode_043,16141120360000_card_1,noncondo_16141120380000,residential_multicard_16141120360000,1,1,1670,16141120360000,2008,FALSE,current_noncondo_parcel,16141120380000,1614112038,3900 W CONGRESS PKY,2008,0,207,1,1748,3112,1150420.1599300858,1897503.6600377553,residential_16141120380000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0467065868263472,within_5pct
episode_043,16141120360000_card_2,noncondo_16141120390000,residential_multicard_16141120360000,2,1,1670,16141120360000,2008,FALSE,current_noncondo_parcel,16141120390000,1614112039,3904 W CONGRESS PKY,2008,0,207,1,1748,3110,1150395.1700040794,1897503.0600658336,residential_16141120390000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0467065868263472,within_5pct
episode_044,16142200010000_card_1,noncondo_16142200210000,residential_multicard_16142200010000,1,1,3250,16142200010000,2006,FALSE,current_noncondo_parcel,16142200210000,1614220021,3317 W JACKSON BLVD,2006,0,295,1,3250,1970,1154239.5586316937,1898411.0511078932,residential_16142200210000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_044,16142200010000_card_2,noncondo_16142200220000,residential_multicard_16142200010000,2,1,3250,16142200010000,2006,FALSE,current_noncondo_parcel,16142200220000,1614220022,3319 W JACKSON BLVD,2006,0,295,1,3250,1792,1154217.7900646366,1898410.4918476911,residential_16142200220000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_044,16142200010000_card_3,noncondo_16142200230000,residential_multicard_16142200010000,3,1,3250,16142200010000,2006,FALSE,current_noncondo_parcel,16142200230000,1614220023,3321 W JACKSON BLVD,2006,0,295,1,3250,1811,1154196.9424750896,1898410.016019085,residential_16142200230000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_044,16142200010000_card_4,noncondo_16142200240000,residential_multicard_16142200010000,4,1,3250,16142200010000,2006,FALSE,current_noncondo_parcel,16142200240000,1614220024,3325 W JACKSON BLVD,2006,0,295,1,3250,1781,1154176.154239116,1898409.5061796692,residential_16142200240000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_044,16142200010000_card_5,noncondo_16142200250000,residential_multicard_16142200010000,5,1,3250,16142200010000,2006,FALSE,current_noncondo_parcel,16142200250000,1614220025,3325 W JACKSON BLVD,2006,0,295,1,3250,2334,1154152.3391545396,1898408.933057292,residential_16142200250000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_045,16152150390000_card_1,noncondo_16152150470000,residential_multicard_16152150390000,1,4,4635,16152150390000,2006,TRUE,current_noncondo_parcel,16152150470000,1615215047,4018 W JACKSON BLVD,2006,0,211,4,4636,2961,1149547.5297215974,1898473.8646463857,residential_16152150470000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0002157497303128,within_2pct
episode_045,16152150390000_card_2,noncondo_16152150480000,residential_multicard_16152150390000,2,4,4635,16152150390000,2006,TRUE,current_noncondo_parcel,16152150480000,1615215048,4016 W JACKSON BLVD,2006,0,211,4,4636,2961,1149572.5300593092,1898474.4799735383,residential_16152150480000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0002157497303128,within_2pct
episode_046,16152210210000_card_1,noncondo_16152210420000,residential_multicard_16152210210000,1,4,4635,16152210210000,2006,TRUE,current_noncondo_parcel,16152210420000,1615221042,4201 W GLADYS AVE,2006,0,211,4,4636,3188,1148405.6625692158,1897926.632805925,residential_16152210420000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0002157497303128,within_2pct
episode_046,16152210210000_card_2,noncondo_16152210430000,residential_multicard_16152210210000,2,4,4635,16152210210000,2006,TRUE,current_noncondo_parcel,16152210430000,1615221043,4203 W GLADYS AVE,2006,0,211,4,4636,3034,1148380.6772888682,1897925.8983075104,residential_16152210430000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1.0002157497303128,within_2pct
episode_047,16362010090000_card_1,noncondo_16362010370000,residential_multicard_16362010090000,1,1,1890,16362010090000,2006,FALSE,current_noncondo_parcel,16362010370000,1636201037,3224 S WESTERN AVE,2007,1,295,1,1890,615,1160813.9984973508,1883020.504944428,residential_16362010370000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_10,noncondo_16362010440000,residential_multicard_16362010090000,10,1,1890,16362010090000,2006,FALSE,current_noncondo_parcel,16362010440000,1636201044,3238 S WESTERN AVE,2007,1,295,1,1890,672,1160817.342183069,1882902.0047990384,residential_16362010440000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_11,noncondo_16362010450000,residential_multicard_16362010090000,11,1,2318,16362010090000,2006,FALSE,current_noncondo_parcel,16362010450000,1636201045,2400 W BROSS AVE,2007,1,295,1,2318,880,1160798.6165991905,1882880.8976994264,residential_16362010450000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_12,noncondo_16362010380000,residential_multicard_16362010090000,12,1,1556,16362010090000,2006,FALSE,current_noncondo_parcel,16362010380000,1636201038,3226 S WESTERN AVE,2007,1,295,1,1556,576,1160813.9561952865,1883004.1331070575,residential_16362010380000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_13,noncondo_16362010800000,residential_multicard_16362010090000,13,1,1808,16362010090000,2006,FALSE,current_noncondo_parcel,16362010800000,1636201080,2438 W 32ND PL,2007,1,295,1,1753,724,1160436.2299869354,1882864.1240726777,residential_16362010800000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9695796460176991,within_5pct
episode_047,16362010090000_card_14,noncondo_16362010470000,residential_multicard_16362010090000,14,1,1556,16362010090000,2006,FALSE,current_noncondo_parcel,16362010470000,1636201047,2414 W BROSS AVE,2007,1,295,1,1556,630,1160684.4699173756,1882835.344157835,residential_16362010470000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_15,noncondo_16362010480000,residential_multicard_16362010090000,15,1,1556,16362010090000,2006,FALSE,current_noncondo_parcel,16362010480000,1636201048,2412 W BROSS AVE,2007,1,295,1,1556,631,1160700.8933347652,1882841.8770656304,residential_16362010480000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_16,noncondo_16362010460000,residential_multicard_16362010090000,16,1,1890,16362010090000,2006,FALSE,current_noncondo_parcel,16362010460000,1636201046,2416 W BROSS AVE,2007,1,295,1,1890,737,1160667.1401031928,1882827.9141122375,residential_16362010460000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_17,noncondo_16362010530000,residential_multicard_16362010090000,17,1,1691,16362010090000,2006,FALSE,current_noncondo_parcel,16362010530000,1636201053,2403 W 32ND PL,2007,1,295,1,1691,623,1160754.6958847935,1882942.0071280156,residential_16362010530000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_18,noncondo_16362010540000,residential_multicard_16362010090000,18,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010540000,1636201054,2417 W 32ND PL,2007,1,295,1,1590,605,1160746.9327948743,1882920.939664114,residential_16362010540000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_19,noncondo_16362010550000,residential_multicard_16362010090000,19,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010550000,1636201055,2415 W 32ND PL,2007,1,295,1,1590,604,1160731.8846249997,1882914.95375,residential_16362010550000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_2,noncondo_16362010500000,residential_multicard_16362010090000,2,1,1556,16362010090000,2006,FALSE,current_noncondo_parcel,16362010500000,1636201050,2408 W BROSS AVE,2007,1,295,1,1556,629,1160735.9716650145,1882855.832356756,residential_16362010500000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_20,noncondo_16362010560000,residential_multicard_16362010090000,20,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010560000,1636201056,2409 W 32ND PL,2007,1,295,1,1590,604,1160716.8412500003,1882908.9697499983,residential_16362010560000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_21,noncondo_16362010760000,residential_multicard_16362010090000,21,1,1718,16362010090000,2006,FALSE,current_noncondo_parcel,16362010760000,1636201076,2430 W 32ND PL,2007,1,295,1,1711,718,1160504.0369848574,1882893.8650497084,residential_16362010760000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9959254947613504,within_2pct
episode_047,16362010090000_card_22,noncondo_16362010580000,residential_multicard_16362010090000,22,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010580000,1636201058,2413 W 32ND PL,2007,1,295,1,1590,585,1160685.5461250003,1882896.5213750007,residential_16362010580000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_23,noncondo_16362010590000,residential_multicard_16362010090000,23,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010590000,1636201059,2407 W 32ND PL,2007,1,295,1,1590,585,1160670.9903750003,1882890.731249999,residential_16362010590000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_24,noncondo_16362010600000,residential_multicard_16362010090000,24,1,1590,16362010090000,2006,FALSE,current_noncondo_parcel,16362010600000,1636201060,2405 W 32ND PL,2007,1,295,1,1590,585,1160656.43475,1882884.9412500004,residential_16362010600000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_25,noncondo_16362010610000,residential_multicard_16362010090000,25,1,1691,16362010090000,2006,FALSE,current_noncondo_parcel,16362010610000,1636201061,2419 W 32ND PL,2007,1,295,1,1691,688,1160640.5971325492,1882879.178107359,residential_16362010610000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_26,noncondo_16362010520000,residential_multicard_16362010090000,26,1,1890,16362010090000,2006,FALSE,current_noncondo_parcel,16362010520000,1636201052,2404 W BROSS AVE,2007,1,295,1,1890,733,1160770.052103049,1882868.8502463968,residential_16362010520000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_27,noncondo_16362010400000,residential_multicard_16362010090000,27,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010400000,1636201040,3230 S WESTERN AVE,2007,1,295,1,1687,648,1160815.361650446,1882971.2732950272,residential_16362010400000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_28,noncondo_16362010410000,residential_multicard_16362010090000,28,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010410000,1636201041,3232 S WESTERN AVE,2007,1,295,1,1687,648,1160815.8471137085,1882953.7000385225,residential_16362010410000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_29,noncondo_16362010420000,residential_multicard_16362010090000,29,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010420000,1636201042,3234 S WESTERN AVE,2007,1,295,1,1687,607,1160815.8235624053,1882936.4515066224,residential_16362010420000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_3,noncondo_16362010430000,residential_multicard_16362010090000,3,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010430000,1636201043,3236 S WESTERN AVE,2007,1,295,1,1687,605,1160816.2901956555,1882919.5531459125,residential_16362010430000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_30,noncondo_16362010660000,residential_multicard_16362010090000,30,1,1808,16362010090000,2006,FALSE,current_noncondo_parcel,16362010660000,1636201066,2412 W 32ND PL,2007,1,295,1,1808,676,1160657.5259175906,1882958.4580322448,residential_16362010660000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_31,noncondo_16362010790000,residential_multicard_16362010090000,31,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010790000,1636201079,2436 W 32ND PL,2007,1,295,1,1566,650,1160453.2858998566,1882872.155427943,residential_16362010790000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
episode_047,16362010090000_card_32,noncondo_16362010640000,residential_multicard_16362010090000,32,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010640000,1636201064,2416 W 32ND PL,2007,1,295,1,1687,676,1160691.831376166,1882972.103957409,residential_16362010640000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_33,noncondo_16362010650000,residential_multicard_16362010090000,33,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010650000,1636201065,2410 W 32ND PL,2007,1,295,1,1687,676,1160674.6787062432,1882965.280885344,residential_16362010650000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_34,noncondo_16362010700000,residential_multicard_16362010090000,34,1,1808,16362010090000,2006,FALSE,current_noncondo_parcel,16362010700000,1636201070,2420 W 32ND PL,2007,1,295,1,1808,702,1160589.0444058506,1882930.6812447552,residential_16362010700000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_35,noncondo_16362010570000,residential_multicard_16362010090000,35,1,1808,16362010090000,2006,FALSE,current_noncondo_parcel,16362010570000,1636201057,2411 W 32ND PL,2007,1,295,1,1718,680,1160700.8551443547,1882903.1475685765,residential_16362010570000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9502212389380531,within_5pct
episode_047,16362010090000_card_36,noncondo_16362010680000,residential_multicard_16362010090000,36,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010680000,1636201068,2408 W 32ND PL,2007,1,295,1,1687,676,1160623.2204136525,1882944.812228102,residential_16362010680000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_37,noncondo_16362010690000,residential_multicard_16362010090000,37,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010690000,1636201069,2418 W 32ND PL,2007,1,295,1,1687,676,1160606.0675437576,1882937.9894896543,residential_16362010690000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_38,noncondo_16362010730000,residential_multicard_16362010090000,38,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010730000,1636201073,2424 W 32ND PL,2007,1,295,1,1566,655,1160554.4012084024,1882916.481277992,residential_16362010730000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
episode_047,16362010090000_card_39,noncondo_16362010490000,residential_multicard_16362010090000,39,1,1808,16362010090000,2006,FALSE,current_noncondo_parcel,16362010490000,1636201049,2410 W BROSS AVE,2007,1,295,1,1808,737,1160718.6636121387,1882848.4088901856,residential_16362010490000,construction_year_parcel,NA,TRUE,TRUE,TRUE,1,within_2pct
episode_047,16362010090000_card_4,noncondo_16362010740000,residential_multicard_16362010090000,4,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010740000,1636201074,2426 W 32ND PL,2007,1,295,1,1566,675,1160537.676212779,1882909.1378585875,residential_16362010740000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
episode_047,16362010090000_card_40,noncondo_16362010750000,residential_multicard_16362010090000,40,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010750000,1636201075,2428 W 32ND PL,2007,1,295,1,1566,653,1160520.926726866,1882901.7951760157,residential_16362010750000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
episode_047,16362010090000_card_41,noncondo_16362010770000,residential_multicard_16362010090000,41,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010770000,1636201077,2432 W 32ND PL,2007,1,295,1,1566,647,1160486.801271071,1882886.8001326104,residential_16362010770000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
episode_047,16362010090000_card_42,noncondo_16362010780000,residential_multicard_16362010090000,42,1,1687,16362010090000,2006,FALSE,current_noncondo_parcel,16362010780000,1636201078,2434 W 32ND PL,2007,1,295,1,1566,670,1160470.0888764046,1882879.4932832932,residential_16362010780000,construction_year_parcel,NA,TRUE,TRUE,TRUE,0.9282750444576171,within_10pct
