project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_17214350140000,residential,single_pin_single_card,17214350140000,1,1999,1,1452,1041,295,1721435014000012022,NA,NA,assessor_row:1721435014000012022,assessor_row:1721435014000012022,assessor_row:1721435014000012022,assessor_row:1721435014000012022,313.8232330017998,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350150000,residential,single_pin_single_card,17214350150000,1,1999,1,1452,1041,295,1721435015000012022,NA,NA,assessor_row:1721435015000012022,assessor_row:1721435015000012022,assessor_row:1721435015000012022,assessor_row:1721435015000012022,308.1834884125094,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350160000,residential,single_pin_single_card,17214350160000,1,1999,1,1452,1041,295,1721435016000012022,NA,NA,assessor_row:1721435016000012022,assessor_row:1721435016000012022,assessor_row:1721435016000012022,assessor_row:1721435016000012022,302.45834096062094,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350170000,residential,single_pin_single_card,17214350170000,1,1999,1,1452,1041,295,1721435017000012022,NA,NA,assessor_row:1721435017000012022,assessor_row:1721435017000012022,assessor_row:1721435017000012022,assessor_row:1721435017000012022,296.95299686139055,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350180000,residential,single_pin_single_card,17214350180000,1,1999,1,1490,1397,295,1721435018000012022,NA,NA,assessor_row:1721435018000012022,assessor_row:1721435018000012022,assessor_row:1721435018000012022,assessor_row:1721435018000012022,290.7496206671172,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350190000,residential,single_pin_single_card,17214350190000,1,1999,1,1490,1397,295,1721435019000012022,NA,NA,assessor_row:1721435019000012022,assessor_row:1721435019000012022,assessor_row:1721435019000012022,assessor_row:1721435019000012022,279.56181598021436,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350200000,residential,single_pin_single_card,17214350200000,1,1999,1,1452,1041,295,1721435020000012022,NA,NA,assessor_row:1721435020000012022,assessor_row:1721435020000012022,assessor_row:1721435020000012022,assessor_row:1721435020000012022,285.8827150696139,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350210000,residential,single_pin_single_card,17214350210000,1,1999,1,1452,1041,295,1721435021000012022,NA,NA,assessor_row:1721435021000012022,assessor_row:1721435021000012022,assessor_row:1721435021000012022,assessor_row:1721435021000012022,291.60272097403845,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350220000,residential,single_pin_single_card,17214350220000,1,1999,1,1452,1041,295,1721435022000012022,NA,NA,assessor_row:1721435022000012022,assessor_row:1721435022000012022,assessor_row:1721435022000012022,assessor_row:1721435022000012022,297.4956531748738,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350230000,residential,single_pin_single_card,17214350230000,1,1999,1,1452,1041,295,1721435023000012022,NA,NA,assessor_row:1721435023000012022,assessor_row:1721435023000012022,assessor_row:1721435023000012022,assessor_row:1721435023000012022,303.27246067404735,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350240000,residential,single_pin_single_card,17214350240000,1,1999,1,1490,1065,295,1721435024000012022,NA,NA,assessor_row:1721435024000012022,assessor_row:1721435024000012022,assessor_row:1721435024000012022,assessor_row:1721435024000012022,309.13761363338733,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350250000,residential,single_pin_single_card,17214350250000,1,2000,1,1468,1065,295,1721435025000012022,NA,NA,assessor_row:1721435025000012022,assessor_row:1721435025000012022,assessor_row:1721435025000012022,assessor_row:1721435025000012022,322.88938585854606,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350260000,residential,single_pin_single_card,17214350260000,1,1999,1,1430,1041,295,1721435026000012022,NA,NA,assessor_row:1721435026000012022,assessor_row:1721435026000012022,assessor_row:1721435026000012022,assessor_row:1721435026000012022,328.7454859264179,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350270000,residential,single_pin_single_card,17214350270000,1,1999,1,1430,1041,295,1721435027000012022,NA,NA,assessor_row:1721435027000012022,assessor_row:1721435027000012022,assessor_row:1721435027000012022,assessor_row:1721435027000012022,334.5701842726521,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350280000,residential,single_pin_single_card,17214350280000,1,1999,1,1468,1065,295,1721435028000012022,NA,NA,assessor_row:1721435028000012022,assessor_row:1721435028000012022,assessor_row:1721435028000012022,assessor_row:1721435028000012022,340.4940206250534,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350300000,residential,single_pin_single_card,17214350300000,1,1999,1,1599,861,295,1721435030000012022,NA,NA,assessor_row:1721435030000012022,assessor_row:1721435030000012022,assessor_row:1721435030000012022,assessor_row:1721435030000012022,330.3198001674947,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350310000,residential,single_pin_single_card,17214350310000,1,1999,1,1560,840,295,1721435031000012022,NA,NA,assessor_row:1721435031000012022,assessor_row:1721435031000012022,assessor_row:1721435031000012022,assessor_row:1721435031000012022,326.8221424236972,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350320000,residential,single_pin_single_card,17214350320000,1,1999,1,1560,840,295,1721435032000012022,NA,NA,assessor_row:1721435032000012022,assessor_row:1721435032000012022,assessor_row:1721435032000012022,assessor_row:1721435032000012022,323.3611481997572,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350330000,residential,single_pin_single_card,17214350330000,1,1999,1,1560,840,295,1721435033000012022,NA,NA,assessor_row:1721435033000012022,assessor_row:1721435033000012022,assessor_row:1721435033000012022,assessor_row:1721435033000012022,317.8993604648142,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350340000,residential,single_pin_single_card,17214350340000,1,1999,1,1599,861,295,1721435034000012022,NA,NA,assessor_row:1721435034000012022,assessor_row:1721435034000012022,assessor_row:1721435034000012022,assessor_row:1721435034000012022,312.3932430705592,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350350000,residential,single_pin_single_card,17214350350000,1,1999,1,1599,861,295,1721435035000012022,NA,NA,assessor_row:1721435035000012022,assessor_row:1721435035000012022,assessor_row:1721435035000012022,assessor_row:1721435035000012022,298.842359354673,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350360000,residential,single_pin_single_card,17214350360000,1,1999,1,1560,840,295,1721435036000012022,NA,NA,assessor_row:1721435036000012022,assessor_row:1721435036000012022,assessor_row:1721435036000012022,assessor_row:1721435036000012022,293.4542429435595,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350370000,residential,single_pin_single_card,17214350370000,1,1999,1,1560,840,295,1721435037000012022,NA,NA,assessor_row:1721435037000012022,assessor_row:1721435037000012022,assessor_row:1721435037000012022,assessor_row:1721435037000012022,288.17123062436383,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350380000,residential,single_pin_single_card,17214350380000,1,1999,1,1560,840,295,1721435038000012022,NA,NA,assessor_row:1721435038000012022,assessor_row:1721435038000012022,assessor_row:1721435038000012022,assessor_row:1721435038000012022,282.8484281244451,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350390000,residential,single_pin_single_card,17214350390000,1,1999,1,1560,840,295,1721435039000012022,NA,NA,assessor_row:1721435039000012022,assessor_row:1721435039000012022,assessor_row:1721435039000012022,assessor_row:1721435039000012022,277.44960189626596,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350400000,residential,single_pin_single_card,17214350400000,1,1999,1,1560,840,295,1721435040000012022,NA,NA,assessor_row:1721435040000012022,assessor_row:1721435040000012022,assessor_row:1721435040000012022,assessor_row:1721435040000012022,272.2601217271475,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350410000,residential,single_pin_single_card,17214350410000,1,1999,1,1599,1155,295,1721435041000012022,NA,NA,assessor_row:1721435041000012022,assessor_row:1721435041000012022,assessor_row:1721435041000012022,assessor_row:1721435041000012022,266.119431277115,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350420000,residential,single_pin_single_card,17214350420000,1,1999,1,1770,1155,295,1721435042000012022,NA,NA,assessor_row:1721435042000012022,assessor_row:1721435042000012022,assessor_row:1721435042000012022,assessor_row:1721435042000012022,257.47657379488555,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350430000,residential,single_pin_single_card,17214350430000,1,1999,1,1722,840,295,1721435043000012022,NA,NA,assessor_row:1721435043000012022,assessor_row:1721435043000012022,assessor_row:1721435043000012022,assessor_row:1721435043000012022,263.74580104912667,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350440000,residential,single_pin_single_card,17214350440000,1,1999,1,1722,840,295,1721435044000012022,NA,NA,assessor_row:1721435044000012022,assessor_row:1721435044000012022,assessor_row:1721435044000012022,assessor_row:1721435044000012022,269.08057731455466,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350450000,residential,single_pin_single_card,17214350450000,1,1999,1,1722,840,295,1721435045000012022,NA,NA,assessor_row:1721435045000012022,assessor_row:1721435045000012022,assessor_row:1721435045000012022,assessor_row:1721435045000012022,274.4885386095098,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350460000,residential,single_pin_single_card,17214350460000,1,1999,1,1722,840,295,1721435046000012022,NA,NA,assessor_row:1721435046000012022,assessor_row:1721435046000012022,assessor_row:1721435046000012022,assessor_row:1721435046000012022,279.8817064876619,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350470000,residential,single_pin_single_card,17214350470000,1,1999,1,1722,840,295,1721435047000012022,NA,NA,assessor_row:1721435047000012022,assessor_row:1721435047000012022,assessor_row:1721435047000012022,assessor_row:1721435047000012022,285.2955204234943,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350480000,residential,single_pin_single_card,17214350480000,1,1999,1,1770,861,295,1721435048000012022,NA,NA,assessor_row:1721435048000012022,assessor_row:1721435048000012022,assessor_row:1721435048000012022,assessor_row:1721435048000012022,290.8061895706543,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350490000,residential,single_pin_single_card,17214350490000,1,2000,1,943,780,295,1721435049000012002,NA,NA,assessor_row:1721435049000012002,assessor_row:1721435049000012002,assessor_row:1721435049000012002,assessor_row:1721435049000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350500000,residential,single_pin_single_card,17214350500000,1,2000,1,920,760,295,1721435050000012002,NA,NA,assessor_row:1721435050000012002,assessor_row:1721435050000012002,assessor_row:1721435050000012002,assessor_row:1721435050000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350510000,residential,single_pin_single_card,17214350510000,1,2000,1,920,760,295,1721435051000012002,NA,NA,assessor_row:1721435051000012002,assessor_row:1721435051000012002,assessor_row:1721435051000012002,assessor_row:1721435051000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350520000,residential,single_pin_single_card,17214350520000,1,2000,1,920,760,295,1721435052000012002,NA,NA,assessor_row:1721435052000012002,assessor_row:1721435052000012002,assessor_row:1721435052000012002,assessor_row:1721435052000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350530000,residential,single_pin_single_card,17214350530000,1,2000,1,920,760,295,1721435053000012002,NA,NA,assessor_row:1721435053000012002,assessor_row:1721435053000012002,assessor_row:1721435053000012002,assessor_row:1721435053000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350540000,residential,single_pin_single_card,17214350540000,1,2000,1,943,780,295,1721435054000012002,NA,NA,assessor_row:1721435054000012002,assessor_row:1721435054000012002,assessor_row:1721435054000012002,assessor_row:1721435054000012002,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350610000,residential,single_pin_single_card,17214350610000,1,2002,1,1139,948,295,1721435061000012022,NA,NA,assessor_row:1721435061000012022,assessor_row:1721435061000012022,assessor_row:1721435061000012022,assessor_row:1721435061000012022,302.1708260684601,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350620000,residential,single_pin_single_card,17214350620000,1,2002,1,1139,945,295,1721435062000012022,NA,NA,assessor_row:1721435062000012022,assessor_row:1721435062000012022,assessor_row:1721435062000012022,assessor_row:1721435062000012022,305.60924632407364,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350630000,residential,single_pin_single_card,17214350630000,1,2002,1,1139,944,295,1721435063000012022,NA,NA,assessor_row:1721435063000012022,assessor_row:1721435063000012022,assessor_row:1721435063000012022,assessor_row:1721435063000012022,309.02558524386757,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350640000,residential,single_pin_single_card,17214350640000,1,2002,1,1139,943,295,1721435064000012022,NA,NA,assessor_row:1721435064000012022,assessor_row:1721435064000012022,assessor_row:1721435064000012022,assessor_row:1721435064000012022,312.4180287903778,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350650000,residential,single_pin_single_card,17214350650000,1,2002,1,1139,943,295,1721435065000012022,NA,NA,assessor_row:1721435065000012022,assessor_row:1721435065000012022,assessor_row:1721435065000012022,assessor_row:1721435065000012022,315.8096952193928,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214350660000,residential,single_pin_single_card,17214350660000,1,2002,1,1139,964,295,1721435066000012022,NA,NA,assessor_row:1721435066000012022,assessor_row:1721435066000012022,assessor_row:1721435066000012022,assessor_row:1721435066000012022,319.2427231275982,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17214360050000,residential,single_pin_single_card,17214360050000,1,2006,1,1926,1036,295,1721436005000012022,NA,NA,assessor_row:1721436005000012022,assessor_row:1721436005000012022,assessor_row:1721436005000012022,assessor_row:1721436005000012022,202.2772036165422,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360060000,residential,single_pin_single_card,17214360060000,1,2006,1,1520,840,295,1721436006000012022,NA,NA,assessor_row:1721436006000012022,assessor_row:1721436006000012022,assessor_row:1721436006000012022,assessor_row:1721436006000012022,207.38241383574817,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360070000,residential,single_pin_single_card,17214360070000,1,2006,1,1520,840,295,1721436007000012022,NA,NA,assessor_row:1721436007000012022,assessor_row:1721436007000012022,assessor_row:1721436007000012022,assessor_row:1721436007000012022,211.9540582463692,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360080000,residential,single_pin_single_card,17214360080000,1,2006,1,1520,840,295,1721436008000012022,NA,NA,assessor_row:1721436008000012022,assessor_row:1721436008000012022,assessor_row:1721436008000012022,assessor_row:1721436008000012022,216.52600232839063,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360090000,residential,single_pin_single_card,17214360090000,1,2006,1,1520,840,295,1721436009000012022,NA,NA,assessor_row:1721436009000012022,assessor_row:1721436009000012022,assessor_row:1721436009000012022,assessor_row:1721436009000012022,221.0980526239693,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360100000,residential,single_pin_single_card,17214360100000,1,2006,1,1520,840,295,1721436010000012022,NA,NA,assessor_row:1721436010000012022,assessor_row:1721436010000012022,assessor_row:1721436010000012022,assessor_row:1721436010000012022,225.67008767359508,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360110000,residential,single_pin_single_card,17214360110000,1,2006,1,1520,840,295,1721436011000012022,NA,NA,assessor_row:1721436011000012022,assessor_row:1721436011000012022,assessor_row:1721436011000012022,assessor_row:1721436011000012022,230.24219553434236,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360120000,residential,single_pin_single_card,17214360120000,1,2006,1,1520,840,295,1721436012000012022,NA,NA,assessor_row:1721436012000012022,assessor_row:1721436012000012022,assessor_row:1721436012000012022,assessor_row:1721436012000012022,234.8143211669044,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360130000,residential,single_pin_single_card,17214360130000,1,2006,1,1520,840,295,1721436013000012022,NA,NA,assessor_row:1721436013000012022,assessor_row:1721436013000012022,assessor_row:1721436013000012022,assessor_row:1721436013000012022,239.38643447020905,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360140000,residential,single_pin_single_card,17214360140000,1,2006,1,1926,1036,295,1721436014000012022,NA,NA,assessor_row:1721436014000012022,assessor_row:1721436014000012022,assessor_row:1721436014000012022,assessor_row:1721436014000012022,244.4919317334416,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360170000,residential,single_pin_single_card,17214360170000,1,2006,1,1926,999,295,1721436017000012022,NA,NA,assessor_row:1721436017000012022,assessor_row:1721436017000012022,assessor_row:1721436017000012022,assessor_row:1721436017000012022,202.25124800146833,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360180000,residential,single_pin_single_card,17214360180000,1,2006,1,1520,810,295,1721436018000012022,NA,NA,assessor_row:1721436018000012022,assessor_row:1721436018000012022,assessor_row:1721436018000012022,assessor_row:1721436018000012022,207.35622081775173,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360190000,residential,single_pin_single_card,17214360190000,1,2006,1,1520,810,295,1721436019000012022,NA,NA,assessor_row:1721436019000012022,assessor_row:1721436019000012022,assessor_row:1721436019000012022,assessor_row:1721436019000012022,211.92775591249205,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360200000,residential,single_pin_single_card,17214360200000,1,2006,1,1520,810,295,1721436020000012022,NA,NA,assessor_row:1721436020000012022,assessor_row:1721436020000012022,assessor_row:1721436020000012022,assessor_row:1721436020000012022,216.4996140207729,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360210000,residential,single_pin_single_card,17214360210000,1,2006,1,1520,810,295,1721436021000012022,NA,NA,assessor_row:1721436021000012022,assessor_row:1721436021000012022,assessor_row:1721436021000012022,assessor_row:1721436021000012022,221.0715827850715,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360220000,residential,single_pin_single_card,17214360220000,1,2006,1,1520,810,295,1721436022000012022,NA,NA,assessor_row:1721436022000012022,assessor_row:1721436022000012022,assessor_row:1721436022000012022,assessor_row:1721436022000012022,225.64355785726735,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360230000,residential,single_pin_single_card,17214360230000,1,2006,1,1926,810,295,1721436023000012022,NA,NA,assessor_row:1721436023000012022,assessor_row:1721436023000012022,assessor_row:1721436023000012022,assessor_row:1721436023000012022,230.21557592684647,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360280000,residential,single_pin_single_card,17214360280000,1,2006,1,1926,999,295,1721436028000012022,NA,NA,assessor_row:1721436028000012022,assessor_row:1721436028000012022,assessor_row:1721436028000012022,assessor_row:1721436028000012022,311.2890776018141,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360290000,residential,single_pin_single_card,17214360290000,1,2006,1,1520,810,295,1721436029000012022,NA,NA,assessor_row:1721436029000012022,assessor_row:1721436029000012022,assessor_row:1721436029000012022,assessor_row:1721436029000012022,309.41015572422407,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360300000,residential,single_pin_single_card,17214360300000,1,2006,1,1520,810,295,1721436030000012022,NA,NA,assessor_row:1721436030000012022,assessor_row:1721436030000012022,assessor_row:1721436030000012022,assessor_row:1721436030000012022,307.7164712609503,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360310000,residential,single_pin_single_card,17214360310000,1,2006,1,1520,810,295,1721436031000012022,NA,NA,assessor_row:1721436031000012022,assessor_row:1721436031000012022,assessor_row:1721436031000012022,assessor_row:1721436031000012022,306.02105171037425,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360320000,residential,single_pin_single_card,17214360320000,1,2006,1,1520,810,295,1721436032000012022,NA,NA,assessor_row:1721436032000012022,assessor_row:1721436032000012022,assessor_row:1721436032000012022,assessor_row:1721436032000012022,304.3257661744787,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360330000,residential,single_pin_single_card,17214360330000,1,2006,1,1520,810,295,1721436033000012022,NA,NA,assessor_row:1721436033000012022,assessor_row:1721436033000012022,assessor_row:1721436033000012022,assessor_row:1721436033000012022,302.63039275105126,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360340000,residential,single_pin_single_card,17214360340000,1,2006,1,1520,810,295,1721436034000012022,NA,NA,assessor_row:1721436034000012022,assessor_row:1721436034000012022,assessor_row:1721436034000012022,assessor_row:1721436034000012022,300.9350456674576,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360350000,residential,single_pin_single_card,17214360350000,1,2006,1,1520,809,295,1721436035000012022,NA,NA,assessor_row:1721436035000012022,assessor_row:1721436035000012022,assessor_row:1721436035000012022,assessor_row:1721436035000012022,299.2382415816819,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360360000,residential,single_pin_single_card,17214360360000,1,2006,1,1520,809,295,1721436036000012022,NA,NA,assessor_row:1721436036000012022,assessor_row:1721436036000012022,assessor_row:1721436036000012022,assessor_row:1721436036000012022,297.5713047146695,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17214360370000,residential,single_pin_single_card,17214360370000,1,2006,1,1926,999,295,1721436037000012022,NA,NA,assessor_row:1721436037000012022,assessor_row:1721436037000012022,assessor_row:1721436037000012022,assessor_row:1721436037000012022,295.7144688369534,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221060940000,residential,single_pin_single_card,17221060940000,1,2004,1,1783,936,295,1722106094000012005,NA,NA,assessor_row:1722106094000012005,assessor_row:1722106094000012005,assessor_row:1722106094000012005,assessor_row:1722106094000012005,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221060970000,residential,single_pin_single_card,17221060970000,1,2006,1,4595,1829,295,1722106097000012022,NA,NA,assessor_row:1722106097000012022,assessor_row:1722106097000012022,assessor_row:1722106097000012022,assessor_row:1722106097000012022,13.700315675750929,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221060980000,residential,single_pin_single_card,17221060980000,1,2005,1,1783,947,295,1722106098000012022,NA,NA,assessor_row:1722106098000012022,assessor_row:1722106098000012022,assessor_row:1722106098000012022,assessor_row:1722106098000012022,18.06298587864557,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221060990000,residential,single_pin_single_card,17221060990000,1,2005,1,2051,922,295,1722106099000012022,NA,NA,assessor_row:1722106099000012022,assessor_row:1722106099000012022,assessor_row:1722106099000012022,assessor_row:1722106099000012022,23.415232867342567,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061000000,residential,single_pin_single_card,17221061000000,1,2005,1,2051,931,295,1722106100000012022,NA,NA,assessor_row:1722106100000012022,assessor_row:1722106100000012022,assessor_row:1722106100000012022,assessor_row:1722106100000012022,28.81694283486983,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061010000,residential,single_pin_single_card,17221061010000,1,2005,1,1783,885,295,1722106101000012022,NA,NA,assessor_row:1722106101000012022,assessor_row:1722106101000012022,assessor_row:1722106101000012022,assessor_row:1722106101000012022,34.19559446106439,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061020000,residential,single_pin_single_card,17221061020000,1,2006,1,1783,960,295,1722106102000012022,NA,NA,assessor_row:1722106102000012022,assessor_row:1722106102000012022,assessor_row:1722106102000012022,assessor_row:1722106102000012022,39.53291650825885,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061030000,residential,single_pin_single_card,17221061030000,1,2006,1,1783,961,295,1722106103000012022,NA,NA,assessor_row:1722106103000012022,assessor_row:1722106103000012022,assessor_row:1722106103000012022,assessor_row:1722106103000012022,44.91502667875541,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061040000,residential,single_pin_single_card,17221061040000,1,2005,1,1783,957,295,1722106104000012022,NA,NA,assessor_row:1722106104000012022,assessor_row:1722106104000012022,assessor_row:1722106104000012022,assessor_row:1722106104000012022,50.29046852468903,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061050000,residential,single_pin_single_card,17221061050000,1,2005,1,2213,935,295,1722106105000012022,NA,NA,assessor_row:1722106105000012022,assessor_row:1722106105000012022,assessor_row:1722106105000012022,assessor_row:1722106105000012022,55.65572182246429,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061060000,residential,single_pin_single_card,17221061060000,1,2006,1,2213,906,295,1722106106000012022,NA,NA,assessor_row:1722106106000012022,assessor_row:1722106106000012022,assessor_row:1722106106000012022,assessor_row:1722106106000012022,61.02718367249407,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061070000,residential,single_pin_single_card,17221061070000,1,2005,1,2213,879,295,1722106107000012022,NA,NA,assessor_row:1722106107000012022,assessor_row:1722106107000012022,assessor_row:1722106107000012022,assessor_row:1722106107000012022,66.39711507500166,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221061080000,residential,single_pin_single_card,17221061080000,1,2006,1,2213,939,295,1722106108000012022,NA,NA,assessor_row:1722106108000012022,assessor_row:1722106108000012022,assessor_row:1722106108000012022,assessor_row:1722106108000012022,71.8346018923049,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061090000,residential,single_pin_single_card,17221061090000,1,2006,1,2053,905,295,1722106109000012022,NA,NA,assessor_row:1722106109000012022,assessor_row:1722106109000012022,assessor_row:1722106109000012022,assessor_row:1722106109000012022,77.2851700894349,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061110000,residential,single_pin_single_card,17221061110000,1,2006,1,2051,747,295,1722106111000012022,NA,NA,assessor_row:1722106111000012022,assessor_row:1722106111000012022,assessor_row:1722106111000012022,assessor_row:1722106111000012022,83.41037275888577,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061120000,residential,single_pin_single_card,17221061120000,1,2006,1,2213,1087,295,1722106112000012022,NA,NA,assessor_row:1722106112000012022,assessor_row:1722106112000012022,assessor_row:1722106112000012022,assessor_row:1722106112000012022,88.04445253811534,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_17221061130000,residential,single_pin_single_card,17221061130000,1,2005,1,4595,1660,295,1722106113000012022,NA,NA,assessor_row:1722106113000012022,assessor_row:1722106113000012022,assessor_row:1722106113000012022,assessor_row:1722106113000012022,93.30523249900344,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221070620000,residential,single_pin_single_card,17221070620000,1,2000,5,18500,12191,212,1722107062000012022,NA,NA,assessor_row:1722107062000012022,assessor_row:1722107062000012022,assessor_row:1722107062000012022,assessor_row:1722107062000012022,42.057858866196774,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
