project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_297_group_13013110490000,residential,class_297,13013110490000,1,2021,4,8519,4522,297,1301311049000012021,permit_chain_100872832,NA,class_297_assessor_rows:1301311049000012021,class_297_assessor_row:1301311049000012021,class_297_assessor_row:1301311049000012021,class_297_assessor_row:1301311049000012021,228.9757945810552,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13093160400000,residential,class_297,13093160400000,1,2022,4,5649,4800,297,1309316040000012022,permit_chain_100886761,NA,class_297_assessor_rows:1309316040000012022,class_297_assessor_row:1309316040000012022,class_297_assessor_row:1309316040000012022,class_297_assessor_row:1309316040000012022,679.2546945621717,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13114200070000,residential,class_297,13114200070000,1,2022,5,7644,5626,297,1311420007000012022,permit_chain_100858730,NA,class_297_assessor_rows:1311420007000012022,class_297_assessor_row:1311420007000012022,class_297_assessor_row:1311420007000012022,class_297_assessor_row:1311420007000012022,82.33563420076294,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13124250040000,residential,class_297,13124250040000,1,2022,3,0,3420,297,1312425004000022022,permit_chain_100915916,NA,class_297_assessor_rows:1312425004000022022,class_297_assessor_row:1312425004000022022,class_297_assessor_row:1312425004000022022,class_297_assessor_row:1312425004000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_13131300360000,residential,class_297,13131300360000,1,2023,NA,46040,10294,297,1313130036000012024,NA,NA,class_297_assessor_rows:1313130036000012024,NA,class_297_assessor_row:1313130036000012024,class_297_assessor_row:1313130036000012024,267.11418834944993,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13132290240000,residential,class_297,13132290240000,1,2023,3,6413,3906,297,1313229024000022023,permit_chain_100930085,NA,class_297_assessor_rows:1313229024000022023,class_297_assessor_row:1313229024000022023,class_297_assessor_row:1313229024000022023,class_297_assessor_row:1313229024000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13133050020000,residential,class_297,13133050020000,1,2025,6,7840,6600,297,1313305002000012025,permit_chain_101017004,NA,class_297_assessor_rows:1313305002000012025,class_297_assessor_row:1313305002000012025,class_297_assessor_row:1313305002000012025,class_297_assessor_row:1313305002000012025,283.80297609474854,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13133270250000,residential,class_297,13133270250000,1,2021,4,9912,3896,297,1313327025000012021,permit_chain_100762007,NA,class_297_assessor_rows:1313327025000012021,class_297_assessor_row:1313327025000012021,class_297_assessor_row:1313327025000012021,class_297_assessor_row:1313327025000012021,NA,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13133300250000,residential,class_297,13133300250000,1,2021,3,3803,3125,297,1313330025000012021,permit_chain_100813943,NA,class_297_assessor_rows:1313330025000012021,class_297_assessor_row:1313330025000012021,class_297_assessor_row:1313330025000012021,class_297_assessor_row:1313330025000012021,419.2248248086003,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13134010150000,residential,class_297,13134010150000,1,2021,4,7769,3125,297,1313401015000012021,permit_chain_100788729,NA,class_297_assessor_rows:1313401015000012021,class_297_assessor_row:1313401015000012021,class_297_assessor_row:1313401015000012021,class_297_assessor_row:1313401015000012021,219.1928920199269,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13141040210000,residential,class_297,13141040210000,1,2024,3,4884,3875,297,1314104021000022024,permit_chain_100961575,NA,class_297_assessor_rows:1314104021000022024,class_297_assessor_row:1314104021000022024,class_297_assessor_row:1314104021000022024,class_297_assessor_row:1314104021000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13143320420000,residential,class_297,13143320420000,1,2021,4,7624,3906,297,1314332042000012021,NA,NA,class_297_assessor_rows:1314332042000012021,class_297_assessor_row:1314332042000012021,class_297_assessor_row:1314332042000012021,class_297_assessor_row:1314332042000012021,101.23928770837082,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13154030670000,residential,class_297,13154030670000,1,2023,2,3674,5324,297,1315403067000012024,NA,NA,class_297_assessor_rows:1315403067000012024,class_297_assessor_row:1315403067000012024,class_297_assessor_row:1315403067000012024,class_297_assessor_row:1315403067000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13252190050000,residential,class_297,13252190050000,1,2022,3,4023,3125,297,1325219005000022023,permit_chain_100944201,NA,class_297_assessor_rows:1325219005000022023,class_297_assessor_row:1325219005000022023,class_297_assessor_row:1325219005000022023,class_297_assessor_row:1325219005000022023,347.61051585018004,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13252260280000,residential,class_297,13252260280000,1,2023,4,6836,4687,297,1325226028000012023,permit_chain_100917245,NA,class_297_assessor_rows:1325226028000012023,class_297_assessor_row:1325226028000012023,class_297_assessor_row:1325226028000012023,class_297_assessor_row:1325226028000012023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13264070120000,residential,class_297,13264070120000,1,2024,3,4728,3906,297,1326407012000022024,NA,NA,class_297_assessor_rows:1326407012000022024,class_297_assessor_row:1326407012000022024,class_297_assessor_row:1326407012000022024,class_297_assessor_row:1326407012000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13264280300000,residential,class_297,13264280300000,1,2024,9,20980,9795,297,1326428030000012024,permit_chain_100960693,NA,class_297_assessor_rows:1326428030000012024,issued_permit_chain:permit_chain_100960693,class_297_assessor_row:1326428030000012024,class_297_assessor_row:1326428030000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13301070350000,residential,class_297,13301070350000,1,2024,3,6051,4256,297,1330107035000012025,NA,NA,class_297_assessor_rows:1330107035000012025,class_297_assessor_row:1330107035000012025,class_297_assessor_row:1330107035000012025,class_297_assessor_row:1330107035000012025,28.889572620852196,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13354040490000,residential,class_297,13354040490000,1,2024,2,0,4429,297,1335404049000012024,NA,NA,class_297_assessor_rows:1335404049000012024,class_297_assessor_row:1335404049000012024,class_297_assessor_row:1335404049000012024,class_297_assessor_row:1335404049000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13354110180000,residential,class_297,13354110180000,1,2024,2,2925,4425,297,1335411018000012024,permit_chain_101015855,NA,class_297_assessor_rows:1335411018000012024,class_297_assessor_row:1335411018000012024,class_297_assessor_row:1335411018000012024,class_297_assessor_row:1335411018000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13354120320000,residential,class_297,13354120320000,1,2023,2,5039,3825,297,1335412032000012023,permit_chain_100972651,NA,class_297_assessor_rows:1335412032000012023,class_297_assessor_row:1335412032000012023,class_297_assessor_row:1335412032000012023,class_297_assessor_row:1335412032000012023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13361060950000,residential,class_297,13361060950000,1,2023,3,4293,3548,297,1336106095000012023,NA,NA,class_297_assessor_rows:1336106095000012023,class_297_assessor_row:1336106095000012023,class_297_assessor_row:1336106095000012023,class_297_assessor_row:1336106095000012023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13361060960000,residential,class_297,13361060960000,1,2023,3,4293,3546,297,1336106096000012023,NA,NA,class_297_assessor_rows:1336106096000012023,class_297_assessor_row:1336106096000012023,class_297_assessor_row:1336106096000012023,class_297_assessor_row:1336106096000012023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13361060970000,residential,class_297,13361060970000,1,2023,3,4293,3546,297,1336106097000012023,NA,NA,class_297_assessor_rows:1336106097000012023,class_297_assessor_row:1336106097000012023,class_297_assessor_row:1336106097000012023,class_297_assessor_row:1336106097000012023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13361070500000,residential,class_297,13361070500000,1,2021,2,2946,2500,297,1336107050000012021,permit_chain_100883293,NA,class_297_assessor_rows:1336107050000012021,class_297_assessor_row:1336107050000012021,class_297_assessor_row:1336107050000012021,class_297_assessor_row:1336107050000012021,68.26907363200705,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13361070700000,residential,class_297,13361070700000,1,2023,2,3192,2500,297,1336107070000022023,permit_chain_100960704,NA,class_297_assessor_rows:1336107070000022023,class_297_assessor_row:1336107070000022023,class_297_assessor_row:1336107070000022023,class_297_assessor_row:1336107070000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13361080290000,residential,class_297,13361080290000,1,2021,2,2946,2500,297,1336108029000012021,permit_chain_100872890,NA,class_297_assessor_rows:1336108029000012021,class_297_assessor_row:1336108029000012021,class_297_assessor_row:1336108029000012021,class_297_assessor_row:1336108029000012021,NA,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13361080310000,residential,class_297,13361080310000,1,2022,2,3158,2500,297,1336108031000022023,permit_chain_100961920,NA,class_297_assessor_rows:1336108031000022023,class_297_assessor_row:1336108031000022023,class_297_assessor_row:1336108031000022023,class_297_assessor_row:1336108031000022023,97.80409681146588,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13361090580000,residential,class_297,13361090580000,1,2025,2,3200,2500,297,1336109058000012025,permit_chain_101061092,NA,class_297_assessor_rows:1336109058000012025,class_297_assessor_row:1336109058000012025,class_297_assessor_row:1336109058000012025,class_297_assessor_row:1336109058000012025,170.59110536661228,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_13363160210000,residential,class_297,13363160210000,1,2021,3,6314,2600,297,1336316021000012021,permit_chain_100871827,NA,class_297_assessor_rows:1336316021000012021,class_297_assessor_row:1336316021000012021,class_297_assessor_row:1336316021000012021,class_297_assessor_row:1336316021000012021,168.1167477362457,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_13364140410000,residential,class_297,13364140410000,1,2022,9,21193,6586,297,1336414041000012022,permit_chain_100877459,NA,class_297_assessor_rows:1336414041000012022,issued_permit_chain:permit_chain_100877459,class_297_assessor_row:1336414041000012022,class_297_assessor_row:1336414041000012022,28.59031394725062,TRUE,retain_mechanical,class_297_single_permit_unit_count,NA,NA
residential_297_group_13364180390000,residential,class_297,13364180390000,1,2023,2,3246,3125,297,1336418039000022024,permit_chain_100984006,NA,class_297_assessor_rows:1336418039000022024,class_297_assessor_row:1336418039000022024,class_297_assessor_row:1336418039000022024,class_297_assessor_row:1336418039000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14053080300000,residential,class_297,14053080300000,1,2024,3,4506,4266,297,1405308030000012024,permit_chain_100972066/permit_chain_101051387,NA,class_297_assessor_rows:1405308030000012024,class_297_assessor_row:1405308030000012024,class_297_assessor_row:1405308030000012024,class_297_assessor_row:1405308030000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14064100480000,residential,class_297,14064100480000,1,2021,4,7513,3346,297,1406410048000012021,permit_chain_100791801,NA,class_297_assessor_rows:1406410048000012021,class_297_assessor_row:1406410048000012021,class_297_assessor_row:1406410048000012021,class_297_assessor_row:1406410048000012021,95.38858627361162,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14064100500000,residential,class_297,14064100500000,1,2023,4,9428,4025,297,1406410050000022024,permit_chain_100932177,NA,class_297_assessor_rows:1406410050000022024,class_297_assessor_row:1406410050000022024,class_297_assessor_row:1406410050000022024,class_297_assessor_row:1406410050000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14073020160000,residential,class_297,14073020160000,1,2023,3,5909,3608,297,1407302016000022024,permit_chain_100978861,NA,class_297_assessor_rows:1407302016000022024,class_297_assessor_row:1407302016000022024,class_297_assessor_row:1407302016000022024,class_297_assessor_row:1407302016000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14073170300000,residential,class_297,14073170300000,1,2021,3,0,3172,297,1407317030000022021,permit_chain_100855205,NA,class_297_assessor_rows:1407317030000022021,class_297_assessor_row:1407317030000022021,class_297_assessor_row:1407317030000022021,class_297_assessor_row:1407317030000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14073250230000,residential,class_297,14073250230000,1,2021,3,0,3050,297,1407325023000022021,permit_chain_100891101,NA,class_297_assessor_rows:1407325023000022021,class_297_assessor_row:1407325023000022021,class_297_assessor_row:1407325023000022021,class_297_assessor_row:1407325023000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14082040190000,residential,class_297,14082040190000,1,2026,12,14684,7500,297,1408204019000032026,permit_chain_101066467,NA,class_297_assessor_rows:1408204019000032026,issued_permit_chain:permit_chain_101066467,class_297_assessor_row:1408204019000032026,class_297_assessor_row:1408204019000032026,517.5225701060901,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14083020470000,residential,class_297,14083020470000,1,2026,4,7236,4270,297,1408302047000022026,permit_chain_101066421,NA,class_297_assessor_rows:1408302047000022026,class_297_assessor_row:1408302047000022026,class_297_assessor_row:1408302047000022026,class_297_assessor_row:1408302047000022026,70.87453760249221,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14083070240000,residential,class_297,14083070240000,1,2022,3,0,3335,297,1408307024000022022,permit_chain_100909718,NA,class_297_assessor_rows:1408307024000022022,class_297_assessor_row:1408307024000022022,class_297_assessor_row:1408307024000022022,class_297_assessor_row:1408307024000022022,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14083080080000,residential,class_297,14083080080000,1,2023,5,6074,5440,297,1408308008000012024,permit_chain_100991555,NA,class_297_assessor_rows:1408308008000012024,class_297_assessor_row:1408308008000012024,class_297_assessor_row:1408308008000012024,class_297_assessor_row:1408308008000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14171190030000,residential,class_297,14171190030000,1,2024,6,15059,7500,297,1417119003000012024,permit_chain_101023412,NA,class_297_assessor_rows:1417119003000012024,class_297_assessor_row:1417119003000012024,class_297_assessor_row:1417119003000012024,class_297_assessor_row:1417119003000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14173080140000,residential,class_297,14173080140000,1,2024,6,9498,7550,297,1417308014000012024,permit_chain_100969673,NA,class_297_assessor_rows:1417308014000012024,class_297_assessor_row:1417308014000012024,class_297_assessor_row:1417308014000012024,class_297_assessor_row:1417308014000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14173130400000,residential,class_297,14173130400000,1,2026,3,4465,3125,297,1417313040000012026,permit_chain_101054938,NA,class_297_assessor_rows:1417313040000012026,class_297_assessor_row:1417313040000012026,class_297_assessor_row:1417313040000012026,class_297_assessor_row:1417313040000012026,32.963943118219866,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14184050100000,residential,class_297,14184050100000,1,2022,7,0,8250,297,1418405010000022023,permit_chain_100942934,NA,class_297_assessor_rows:1418405010000022023,issued_permit_chain:permit_chain_100942934,class_297_assessor_row:1418405010000022023,class_297_assessor_row:1418405010000022023,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14191300340000,residential,class_297,14191300340000,1,2023,2,3690,3625,297,1419130034000022023,permit_chain_100959421,NA,class_297_assessor_rows:1419130034000022023,class_297_assessor_row:1419130034000022023,class_297_assessor_row:1419130034000022023,class_297_assessor_row:1419130034000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14192080290000,residential,class_297,14192080290000,1,2023,3,6336,2875,297,1419208029000022023,permit_chain_100913753,NA,class_297_assessor_rows:1419208029000022023,class_297_assessor_row:1419208029000022023,class_297_assessor_row:1419208029000022023,class_297_assessor_row:1419208029000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14192080300000,residential,class_297,14192080300000,1,2023,3,6336,2875,297,1419208030000022023,permit_chain_100913752,NA,class_297_assessor_rows:1419208030000022023,class_297_assessor_row:1419208030000022023,class_297_assessor_row:1419208030000022023,class_297_assessor_row:1419208030000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14192090040000,residential,class_297,14192090040000,1,2023,4,4897,4166,297,1419209004000022023,permit_chain_100967299,NA,class_297_assessor_rows:1419209004000022023,class_297_assessor_row:1419209004000022023,class_297_assessor_row:1419209004000022023,class_297_assessor_row:1419209004000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14192260020000,residential,class_297,14192260020000,1,2024,3,6026,3750,297,1419226002000012024,permit_chain_100980605,NA,class_297_assessor_rows:1419226002000012024,class_297_assessor_row:1419226002000012024,class_297_assessor_row:1419226002000012024,class_297_assessor_row:1419226002000012024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14193100370000,residential,class_297,14193100370000,1,2021,2,4500,3000,297,1419310037000012021,permit_chain_100830693,NA,class_297_assessor_rows:1419310037000012021,class_297_assessor_row:1419310037000012021,class_297_assessor_row:1419310037000012021,class_297_assessor_row:1419310037000012021,171.1452709998303,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14193290350000,residential,class_297,14193290350000,1,2022,3,6000,3125,297,1419329035000022022,permit_chain_100904172,NA,class_297_assessor_rows:1419329035000022022,class_297_assessor_row:1419329035000022022,class_297_assessor_row:1419329035000022022,class_297_assessor_row:1419329035000022022,292.7738040942927,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14194320320000,residential,class_297,14194320320000,1,2023,6,0,9375,297,1419432032000022023,permit_chain_100987220/permit_chain_100987221,NA,class_297_assessor_rows:1419432032000022023,class_297_assessor_row:1419432032000022023,class_297_assessor_row:1419432032000022023,class_297_assessor_row:1419432032000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14194320360000,residential,class_297,14194320360000,1,2023,3,4035,3125,297,1419432036000022023,permit_chain_100970421,NA,class_297_assessor_rows:1419432036000022023,class_297_assessor_row:1419432036000022023,class_297_assessor_row:1419432036000022023,class_297_assessor_row:1419432036000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14201000070000,residential,class_297,14201000070000,1,2022,9,15400,7500,297,1420100007000012022,permit_chain_100854143,NA,class_297_assessor_rows:1420100007000012022,issued_permit_chain:permit_chain_100854143,class_297_assessor_row:1420100007000012022,class_297_assessor_row:1420100007000012022,176.335286674705,TRUE,retain_mechanical,class_297_single_permit_unit_count,NA,NA
residential_297_group_14201020100000,residential,class_297,14201020100000,1,2026,5,15238,8800,297,1420102010000032026,NA,NA,class_297_assessor_rows:1420102010000032026,class_297_assessor_row:1420102010000032026,class_297_assessor_row:1420102010000032026,class_297_assessor_row:1420102010000032026,116.27579000970678,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14201030720000,residential,class_297,14201030720000,1,2025,31,80472,31537,297,1420103072000012025,permit_chain_101040930,NA,class_297_assessor_rows:1420103072000012025,issued_permit_chain:permit_chain_101040930,class_297_assessor_row:1420103072000012025,class_297_assessor_row:1420103072000012025,80.89490381202012,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14201050070000,residential,class_297,14201050070000,1,2023,3,8738,5250,297,1420105007000022023,permit_chain_100868274,NA,class_297_assessor_rows:1420105007000022023,class_297_assessor_row:1420105007000022023,class_297_assessor_row:1420105007000022023,class_297_assessor_row:1420105007000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14201060070000,residential,class_297,14201060070000,1,2021,2,0,3750,297,1420106007000022021,permit_chain_100845785,NA,class_297_assessor_rows:1420106007000022021,class_297_assessor_row:1420106007000022021,class_297_assessor_row:1420106007000022021,class_297_assessor_row:1420106007000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14201100120000,residential,class_297,14201100120000,1,2022,4,7186,5200,297,1420110012000022022,permit_chain_100909834/permit_chain_100946317,NA,class_297_assessor_rows:1420110012000022022,class_297_assessor_row:1420110012000022022,class_297_assessor_row:1420110012000022022,class_297_assessor_row:1420110012000022022,113.87797723886592,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14202110040000,residential,class_297,14202110040000,1,2022,4,6998,4500,297,1420211004000022022,permit_chain_100896100,NA,class_297_assessor_rows:1420211004000022022,class_297_assessor_row:1420211004000022022,class_297_assessor_row:1420211004000022022,class_297_assessor_row:1420211004000022022,123.50458457548947,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14202150290000,residential,class_297,14202150290000,1,2021,3,0,3125,297,1420215029000022021,NA,NA,class_297_assessor_rows:1420215029000022021,class_297_assessor_row:1420215029000022021,class_297_assessor_row:1420215029000022021,class_297_assessor_row:1420215029000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14203010190000,residential,class_297,14203010190000,1,2025,3,5484,4650,297,1420301019000022025,permit_chain_101049899,NA,class_297_assessor_rows:1420301019000022025,class_297_assessor_row:1420301019000022025,class_297_assessor_row:1420301019000022025,class_297_assessor_row:1420301019000022025,121.80398993337488,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203070310000,residential,class_297,14203070310000,1,2024,2,4582,3720,297,1420307031000022024,NA,NA,class_297_assessor_rows:1420307031000022024,class_297_assessor_row:1420307031000022024,class_297_assessor_row:1420307031000022024,class_297_assessor_row:1420307031000022024,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203160410000,residential,class_297,14203160410000,1,2025,2,3311,3125,297,1420316041000032025,permit_chain_101052783,NA,class_297_assessor_rows:1420316041000032025,class_297_assessor_row:1420316041000032025,class_297_assessor_row:1420316041000032025,class_297_assessor_row:1420316041000032025,72.15183788410381,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203170060000,residential,class_297,14203170060000,1,2025,2,3311,3125,297,1420317006000022025,permit_chain_101055859,NA,class_297_assessor_rows:1420317006000022025,class_297_assessor_row:1420317006000022025,class_297_assessor_row:1420317006000022025,class_297_assessor_row:1420317006000022025,29.066664732745984,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203190150000,residential,class_297,14203190150000,1,2021,2,3480,3175,297,1420319015000012022,permit_chain_100802427,NA,class_297_assessor_rows:1420319015000012022,class_297_assessor_row:1420319015000012022,class_297_assessor_row:1420319015000012022,class_297_assessor_row:1420319015000012022,NA,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14203210220000,residential,class_297,14203210220000,1,2024,2,3361,3125,297,1420321022000022025,permit_chain_101047076,NA,class_297_assessor_rows:1420321022000022025,class_297_assessor_row:1420321022000022025,class_297_assessor_row:1420321022000022025,class_297_assessor_row:1420321022000022025,113.60803192804347,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203210270000,residential,class_297,14203210270000,1,2025,2,2188,3125,297,1420321027000022025,permit_chain_101042714,NA,class_297_assessor_rows:1420321027000022025,class_297_assessor_row:1420321027000022025,class_297_assessor_row:1420321027000022025,class_297_assessor_row:1420321027000022025,75.33958657315762,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203210310000,residential,class_297,14203210310000,1,2023,2,4020,3125,297,1420321031000022023,permit_chain_100994573,NA,class_297_assessor_rows:1420321031000022023,class_297_assessor_row:1420321031000022023,class_297_assessor_row:1420321031000022023,class_297_assessor_row:1420321031000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203240220000,residential,class_297,14203240220000,1,2026,3,5168,4687,297,1420324022000022026,NA,NA,class_297_assessor_rows:1420324022000022026,class_297_assessor_row:1420324022000022026,class_297_assessor_row:1420324022000022026,class_297_assessor_row:1420324022000022026,185.3035151457061,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203240240000,residential,class_297,14203240240000,1,2021,3,6697,4073,297,1420324024000012022,NA,NA,class_297_assessor_rows:1420324024000012022,class_297_assessor_row:1420324024000012022,class_297_assessor_row:1420324024000012022,class_297_assessor_row:1420324024000012022,173.6615698184203,TRUE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14203290020000,residential,class_297,14203290020000,1,2026,2,3330,3125,297,1420329002000022026,permit_chain_101069434,NA,class_297_assessor_rows:1420329002000022026,class_297_assessor_row:1420329002000022026,class_297_assessor_row:1420329002000022026,class_297_assessor_row:1420329002000022026,128.9158863315555,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203300030000,residential,class_297,14203300030000,1,2023,2,3331,3125,297,1420330003000022023,permit_chain_100931043,NA,class_297_assessor_rows:1420330003000022023,class_297_assessor_row:1420330003000022023,class_297_assessor_row:1420330003000022023,class_297_assessor_row:1420330003000022023,NA,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203310310000,residential,class_297,14203310310000,1,2025,6,13659,3025,297,1420331031000012025,permit_chain_100848745,NA,class_297_assessor_rows:1420331031000012025,class_297_assessor_row:1420331031000012025,class_297_assessor_row:1420331031000012025,class_297_assessor_row:1420331031000012025,28.655357565806472,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14203310320000,residential,class_297,14203310320000,1,2025,6,13659,3025,297,1420331032000012025,NA,NA,class_297_assessor_rows:1420331032000012025,class_297_assessor_row:1420331032000012025,class_297_assessor_row:1420331032000012025,class_297_assessor_row:1420331032000012025,28.663226691491964,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_297_group_14204000020000,residential,class_297,14204000020000,1,2021,3,0,3050,297,1420400002000022021,permit_chain_100879351,NA,class_297_assessor_rows:1420400002000022021,class_297_assessor_row:1420400002000022021,class_297_assessor_row:1420400002000022021,class_297_assessor_row:1420400002000022021,NA,FALSE,review_required,missing_or_nonpositive_building_area,NA,NA
residential_297_group_14204000030000,residential,class_297,14204000030000,1,2021,3,5152,3050,297,1420400003000022021,permit_chain_100873073,NA,class_297_assessor_rows:1420400003000022021,class_297_assessor_row:1420400003000022021,class_297_assessor_row:1420400003000022021,class_297_assessor_row:1420400003000022021,NA,FALSE,retain_mechanical,class_297_assessor_units_available,NA,NA
residential_297_group_14204050350000,residential,class_297,14204050350000,1,2025,3,5717,3125,297,1420405035000022025,permit_chain_101037891,NA,class_297_assessor_rows:1420405035000022025,class_297_assessor_row:1420405035000022025,class_297_assessor_row:1420405035000022025,class_297_assessor_row:1420405035000022025,228.95953840437696,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
