pin,pin10,card_num,cards_in_history,minimum_post_1999_construction_year,latest_report_through_2022_construction_year,latest_report_through_2025_construction_year,latest_report_at_sample_end_construction_year,latest_report_all_construction_year,modal_post_1999_construction_year,latest_repeated_post_1999_construction_year,minimum_post_1999_selected_tax_year,latest_report_through_2022_selected_tax_year,latest_report_through_2025_selected_tax_year,latest_report_at_sample_end_selected_tax_year,latest_report_all_selected_tax_year,modal_post_1999_selected_tax_year,latest_repeated_post_1999_selected_tax_year,reports,first_tax_year,last_tax_year,distinct_years_all,distinct_years_post_1999,has_pre_1999_report,first_post_1999_tax_year,minimum_post_1999_year,maximum_post_1999_year,first_report_lag_minimum,revised_post_1999,unique_pin10_permit_match,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,latest_minus_minimum,latest_2025_minus_minimum,modal_minus_minimum,minimum_in_paper_window,latest_in_paper_window,latest_2025_in_paper_window,modal_in_paper_window,review_priority,minimum_permit_gap,latest_permit_gap
12232140320000,1223214032,1,1,2014,2016,2016,2016,2016,2016,2016,2015,2022,2025,2022,2026,2026,2026,20,1999,2026,5,4,TRUE,2015,2014,2017,1,TRUE,TRUE,2522940,2014-02-27,2014,2014-06-23,1,COMPLETE,3822 N PAGE AVE,"NEW SINGLE FAMILY 2 STORY FRAME BUILDING WITH BASEMENT ON EXISTING FOUNDATION, NEW FRONT AND REAR OPEN DECK AND A NEW 3 CAR FRAME GARAGE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",2,2,2,TRUE,TRUE,TRUE,TRUE,2,0,2
12232220250000,1223222025,1,1,2014,2016,2016,2016,2016,2016,2016,2017,2022,2025,2022,2026,2026,2026,28,1999,2026,5,4,TRUE,2017,2014,2017,3,TRUE,TRUE,2693601,2016-02-17,2016,2016-06-03,1,COMPLETE,3734 N PAGE AVE,ERECT A NEW 2 STORY FRAME (4A) SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED GARAGE AS PER PLANS. (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS),2,2,2,TRUE,TRUE,TRUE,TRUE,2,-2,0
12243120120000,1224312012,1,1,2011,2013,2013,2013,2013,2011,2013,2012,2022,2025,2022,2026,2020,2026,27,1999,2026,4,3,TRUE,2012,2011,2013,1,TRUE,TRUE,2284026,2011-06-22,2011,2011-09-22,1,COMPLETE,3423 N OZANAM AVE,ERECT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED GARAGE,2,2,0,TRUE,TRUE,TRUE,TRUE,2,0,2
12244150400000,1224415040,1,1,2019,2021,2021,2021,2021,2021,2021,2020,2022,2025,2022,2026,2026,2026,7,2020,2026,2,2,FALSE,2020,2019,2021,1,TRUE,TRUE,3004423,2019-03-01,2019,2019-12-19,1,COMPLETE,3461 N OCONTO AVE,"PROPOSED 2 STORY/3 UNIT BUILDING W/BASEMENT, 2 STORY REAR OPEN PORCH, 6' WOOD FENCE, AND 3 CAR REAR PARKING PAD W/REAR DRIVEWAY, AS PER PLANS.",2,2,2,TRUE,TRUE,TRUE,TRUE,2,0,2
13021130170000,1302113017,1,1,2008,2010,2010,2010,2010,2008,2010,2009,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2009,2008,2010,1,TRUE,TRUE,1820732,2008-10-16,2008,2008-10-16,1,COMPLETE,3658 W GRANVILLE AVE,2 STORY MASONRY & FRAME SINGLE FAMILY RESIDENCE W/ATTACHED GARAGE.,2,2,0,TRUE,TRUE,TRUE,TRUE,2,0,2
13032250180000,1303225018,1,1,2018,2020,2020,2020,2020,2020,2020,2019,2022,2025,2022,2026,2026,2026,8,2019,2026,2,2,FALSE,2019,2018,2020,1,TRUE,TRUE,2923365,2018-06-01,2018,2018-06-01,1,COMPLETE,6018 N KILDARE AVE,SELF CERT PERMIT: ERECT A 2 -STORY + BASEMENT MASONRY VENEER SINGLE STORY HOME PLUS GARAGE PER PLANS LOT 12,2,2,2,TRUE,TRUE,TRUE,TRUE,2,0,2
13032250390000,1303225039,1,1,2017,2019,2019,2019,2019,2019,2019,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2019,1,TRUE,TRUE,2809465,2017-03-10,2017,2017-03-10,1,COMPLETE,6102 N SAUGANASH AVE,"ERECT A 2-STORY + BASEMENT, MASONRY VENEER SINGLE FAMILY HOME PLUS GARAGE, SELF-CERT PERMIT. 6102 N SAUGANASH AVE.",2,2,2,TRUE,TRUE,TRUE,TRUE,2,0,2
20212090210000,2021209021,1,2,2001,2001,2025,2001,2025,2025,2025,2002,2002,2025,2002,2026,2026,2026,5,1999,2026,3,2,TRUE,2002,2001,2025,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24,FALSE,FALSE,FALSE,FALSE,3,NA,NA
16084040220000,1608404022,1,1,2005,2005,2005,2005,2026,2026,2026,2006,2006,2006,2006,2026,2026,2026,2,2006,2026,2,2,FALSE,2006,2005,2026,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,21,0,21,FALSE,FALSE,FALSE,FALSE,3,NA,NA
13031060200000,1303106020,1,1,2006,2022,2022,2022,2022,2006,2022,2008,2022,2025,2022,2026,2019,2026,27,1999,2026,5,4,TRUE,2008,2006,2022,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,16,16,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
14203300180000,1420330018,1,1,2006,2021,2021,2021,2021,2006,2021,2007,2022,2025,2022,2026,2018,2026,27,1999,2026,4,3,TRUE,2007,2006,2021,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,23,24,2007,2007,2022,2007,2022,2022,2022,2022,2022,2023,2022,2023,2023,2023,2,2022,2023,2,2,FALSE,2022,2007,2022,15,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,24,24,2007,2007,2022,2007,2022,2022,2022,2022,2022,2023,2022,2023,2023,2023,2,2022,2023,2,2,FALSE,2022,2007,2022,15,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,TRUE,TRUE,TRUE,TRUE,3,NA,NA
13103120090000,1310312009,1,1,2006,2018,2018,2018,2018,2018,2018,2011,2022,2025,2022,2026,2026,2026,16,2011,2026,2,2,FALSE,2011,2006,2018,5,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,9,24,2006,2019,2018,2019,2018,2006,2006,2019,2022,2023,2022,2023,2021,2021,5,2019,2023,3,3,FALSE,2019,2006,2019,13,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,10,24,2006,2018,2018,2018,2018,2006,2018,2019,2022,2023,2022,2023,2021,2023,5,2019,2023,2,2,FALSE,2019,2006,2018,13,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
20034190680000,2003419068,1,1,2006,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2006,2018,12,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,19,24,2007,2007,2018,2007,2018,2018,2018,2022,2022,2023,2022,2023,2023,2023,5,2019,2023,2,2,FALSE,2019,2007,2018,12,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17293090540000,1729309054,20,24,2007,2007,2018,2007,2018,2018,2018,2022,2022,2023,2022,2023,2023,2023,5,2019,2023,2,2,FALSE,2019,2007,2018,12,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,TRUE,TRUE,TRUE,TRUE,3,NA,NA
17082530380000,1708253038,2,1,2010,NA,2016,2016,2016,2016,2016,2024,NA,2025,2025,2026,2026,2026,3,2024,2026,2,2,FALSE,2024,2010,2016,14,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,TRUE,TRUE,TRUE,TRUE,3,NA,NA
12244210030000,1224421003,1,2,2000,2005,2005,2005,2005,2000,2000,2001,2006,2006,2006,2006,2002,2002,8,1999,2006,3,2,TRUE,2001,2000,2005,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,FALSE,FALSE,FALSE,FALSE,3,NA,NA
12244210030000,1224421003,2,2,2000,2005,2005,2005,2005,2000,2000,2001,2006,2006,2006,2006,2002,2002,3,2001,2006,2,2,FALSE,2001,2000,2005,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,FALSE,FALSE,FALSE,FALSE,3,NA,NA
20021010050000,2002101005,1,1,2011,2013,2016,2013,2016,2011,2016,2014,2022,2025,2022,2026,2020,2026,13,2014,2026,4,4,FALSE,2014,2011,2016,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
20021010060000,2002101006,1,1,2011,2013,2016,2013,2016,2011,2016,2014,2022,2025,2022,2026,2020,2026,13,2014,2026,4,4,FALSE,2014,2011,2016,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,TRUE,TRUE,TRUE,TRUE,3,NA,NA
14294060130000,1429406013,1,1,1999,2003,2003,2003,2003,1999,2003,2000,2022,2025,2022,2026,2019,2026,27,2000,2026,3,3,FALSE,2000,1999,2003,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14301040160000,1430104016,1,1,2011,2015,2015,2015,2015,2015,2015,2014,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2014,2011,2015,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,TRUE,TRUE,TRUE,TRUE,4,NA,NA
17064060020000,1706406002,1,1,1999,2003,2003,2003,2003,2002,2003,2000,2022,2025,2022,2026,2020,2026,27,2000,2026,4,4,FALSE,2000,1999,2003,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17071140390000,1707114039,1,1,2014,2016,2018,2016,2018,2018,2018,2017,2022,2025,2022,2026,2026,2026,28,1999,2026,5,4,TRUE,2017,2014,2018,3,TRUE,TRUE,2737784,2016-06-13,2016,2016-06-14,1,COMPLETE,2218 W OHIO ST,"ERECT 2-STORY WITH BASEMENT, ROOFTOP STAIRWAY ENCLOSURE AND REAR OPEN DECK SINGLE FAMILY HOME, 380 S.F. 2-CAR DETACHED PRIVATE GARAGE, AND 4FT-8IN HIGH ORNAMENTAL FENCE AT FRONT YARD AND 6 FT HIGH WOOD FENCE AT SIDE/REAR YARD. CURRENT USE: VACANT LOT/PROPOSED USE: SINGLE FAMILY RESIDENTIAL",4,4,4,TRUE,TRUE,TRUE,TRUE,4,-2,2
17071150160000,1707115016,1,1,2014,2018,2018,2018,2018,2018,2018,2017,2022,2025,2022,2026,2026,2026,28,1999,2026,5,4,TRUE,2017,2014,2018,3,TRUE,TRUE,2744345,2016-04-28,2016,2016-04-28,1,COMPLETE,2123 W ERIE ST,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,4,4,4,TRUE,TRUE,TRUE,TRUE,4,-2,2
25171210240000,2517121024,1,1,2014,2014,2018,2014,2018,2014,2018,2017,2022,2025,2022,2026,2023,2026,10,2017,2026,2,2,FALSE,2017,2014,2018,3,TRUE,TRUE,2736404,2016-06-20,2016,2016-08-24,1,COMPLETE,10518 S THROOP ST,TWO STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE. AFFORDABLE,4,4,0,TRUE,TRUE,TRUE,TRUE,4,-2,2
13263150010000,1326315001,2,1,1999,2002,2002,2002,2002,2002,2002,2000,2005,2005,2005,2005,2005,2005,6,2000,2005,2,2,FALSE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14183240120000,1418324012,1,1,1999,2002,2002,2002,2002,1999,2002,2000,2022,2025,2022,2026,2018,2026,28,1999,2026,4,3,TRUE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14281040300000,1428104030,1,1,1999,2002,2002,2002,2002,1999,1999,2002,2020,2020,2020,2020,2003,2003,27,1999,2026,4,2,TRUE,2002,1999,2002,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14293030310000,1429303031,1,1,1999,2002,2002,2002,2002,1999,1999,2000,2020,2020,2020,2020,2003,2003,28,1999,2026,3,2,TRUE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14293030330000,1429303033,1,1,1999,2002,2002,2002,2002,1999,1999,2000,2020,2020,2020,2020,2003,2003,28,1999,2026,5,2,TRUE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14293080310000,1429308031,1,1,1999,2002,2002,2002,2002,1999,1999,2000,2020,2020,2020,2020,2003,2003,28,1999,2026,5,2,TRUE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14293140120000,1429314012,1,1,2002,2005,2005,2005,2005,2005,2005,2003,2020,2020,2020,2020,2020,2020,27,1999,2026,4,2,TRUE,2003,2002,2005,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14302250090000,1430225009,1,1,1999,2002,2002,2002,2002,1999,1999,2001,2020,2020,2020,2020,2003,2003,28,1999,2026,5,2,TRUE,2001,1999,2002,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
14314110250000,1431411025,1,1,2006,2009,2009,2009,2009,2006,2009,2008,2022,2025,2022,2026,2018,2026,28,1999,2026,4,3,TRUE,2008,2006,2009,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,TRUE,TRUE,TRUE,TRUE,4,NA,NA
14333080400000,1433308040,1,1,1999,2002,2002,2002,2002,2002,2002,2019,2022,2025,2022,2026,2026,2026,28,1999,2026,5,4,TRUE,2011,1999,2002,12,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17044150180000,1704415018,1,1,1999,2002,2002,2002,2002,1999,2002,2002,2022,2025,2022,2026,2018,2026,25,2002,2026,4,4,FALSE,2002,1999,2002,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17064010020000,1706401002,1,2,1999,2002,2002,2002,2002,2002,2002,2000,2022,2025,2022,2026,2026,2026,27,2000,2026,3,3,FALSE,2000,1999,2002,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17073280170000,1707328017,1,1,1999,2002,2002,2002,2002,1999,1999,2002,2020,2020,2020,2020,2003,2003,26,1999,2026,4,2,TRUE,2002,1999,2002,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17204230210000,1720423021,1,1,1999,2002,2002,2002,2002,1999,1999,2002,2020,2020,2020,2020,2003,2003,26,1999,2026,3,2,TRUE,2002,1999,2002,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
17282130050000,1728213005,1,1,2002,2005,2005,2005,2005,2002,2002,2007,2020,2020,2020,2020,2011,2011,26,1999,2026,4,2,TRUE,2007,2002,2005,5,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
20102190240000,2010219024,1,1,1999,2002,2002,2002,2002,1999,2002,2000,2022,2025,2022,2026,2019,2026,27,2000,2026,3,3,FALSE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
20232131090000,2023213109,1,1,2018,2021,2021,2021,2021,2021,2021,2019,2022,2025,2022,2026,2026,2026,8,2019,2026,3,3,FALSE,2019,2018,2021,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,TRUE,TRUE,TRUE,TRUE,4,NA,NA
09254040490000,0925404049,1,1,2017,2019,2019,2019,2019,2019,2019,2018,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2018,2017,2019,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,TRUE,TRUE,TRUE,TRUE,4,NA,NA
09362000100000,0936200010,1,1,1999,2001,2001,2001,2001,1999,2001,2002,2022,2025,2022,2026,2021,2026,28,1999,2026,4,3,TRUE,2002,1999,2001,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
09362010150000,0936201015,1,1,2002,2004,2004,2004,2004,2002,2004,2003,2022,2025,2022,2026,2021,2026,27,1999,2026,3,2,TRUE,2003,2002,2004,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
09362030390000,0936203039,1,1,2003,2005,2005,2005,2005,2003,2005,2004,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2004,2003,2005,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE,4,NA,NA
09362230040000,0936223004,1,1,2007,2009,2009,2009,2009,2007,2009,2008,2022,2025,2022,2026,2020,2026,28,1999,2026,4,3,TRUE,2008,2007,2009,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE,4,NA,NA
09363150020000,0936315002,1,1,2014,2016,2016,2016,2016,2016,2016,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2016,2014,2016,2,TRUE,TRUE,2675162,2015-09-23,2015,2015-11-25,1,COMPLETE,6555 N OXFORD AVE,ERECT A NEW  2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT & A 2 CAR FRAME DETACHED GARAGE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,2,2,2,TRUE,TRUE,TRUE,TRUE,4,-1,1
09363250280000,0936325028,1,1,2014,2016,2016,2016,2016,2014,2016,2016,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2016,2014,2016,2,TRUE,TRUE,2663560,2015-07-08,2015,2015-09-17,1,COMPLETE,6454 N OLYMPIA AVE,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT AND FRONT PORCH ALSO NEW 3 CAR FRAME GARAGE ALLEY ACCESS,2,2,0,TRUE,TRUE,TRUE,TRUE,4,-1,1
