pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change,candidate_pins_under_pin10,new_construction_permits_under_pin10,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,unique_pin10_permit_match,build_minus_permit_year,permit_supports_new_year,permit_postdates_previous_reported_year,candidate_type
13191130150000,1319113015,1,1,2004,1918,2003,pre_1999_to_post_1999,2786,1440,0.5168700646087581,NA,NA,2,0,Multi-Family,Single-Family,2 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191210090000,1319121009,1,1,2007,1918,2006,pre_1999_to_post_1999,600,3328,5.546666666666667,5669,5669,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191210460000,1319121046,1,1,2001,1913,1999,pre_1999_to_post_1999,704,1284,1.8238636363636365,NA,NA,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191220210000,1319122021,1,1,2016,1923,2014,pre_1999_to_post_1999,903,2730,3.0232558139534884,5715,5715,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2620976,2015-01-13,2015,2015-05-18,1,COMPLETE,3722 N SAYRE AVE,"NEW 2 STORY FRAME 4A SINGLE FAMILY HOUSE  WITH BASEMENT, NEW REAR OPEN WOOD DECK AND DETACHED FRAME 3 CAR GARAGE.",TRUE,-1,FALSE,FALSE,old_building_to_new_building
13191220220000,1319122022,1,1,2017,1923,2014,pre_1999_to_post_1999,997,2685,2.6930792377131394,5715,5715,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2683159,2015-09-14,2015,2015-11-12,1,COMPLETE,3716 N SAYRE AVE,ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW 2 CAR FRAME GARAGE.NEW 6 FEET HIGH WOOD FENCE IN REAR AS PER PLANS.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
13191240050000,1319124005,1,1,2013,1923,2011,pre_1999_to_post_1999,828,2306,2.785024154589372,3695,3695,0,0,Single-Family,Single-Family,1 Story,1.5 Story,TRUE,1,1,2373206,2012-06-22,2012,2012-12-21,1,COMPLETE,3745 N NEWLAND AVE,ERECT ONE STORY SINGLE FAMILY RESIDENCE AS PER PLAN,TRUE,-1,FALSE,FALSE,old_building_to_new_building
13191240180000,1319124018,1,1,2008,1923,2007,pre_1999_to_post_1999,480,2403,5.00625,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191280190000,1319128019,1,1,2001,1908,1999,pre_1999_to_post_1999,682,1391,2.0395894428152492,NA,NA,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191330050000,1319133005,1,1,2007,1920,2006,pre_1999_to_post_1999,671,2380,3.546944858420268,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13191330310000,1319133031,1,1,2006,1923,2005,pre_1999_to_post_1999,860,2030,2.36046511627907,NA,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13192000130000,1319200013,1,1,2005,1919,2004,pre_1999_to_post_1999,761,3943,5.181340341655716,NA,NA,0,2,Single-Family,Multi-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13192030400000,1319203040,1,1,2018,1893,2017,pre_1999_to_post_1999,1378,2218,1.6095791001451378,4479,4479,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13192030410000,1319203041,1,1,2018,1893,2017,pre_1999_to_post_1999,1378,2218,1.6095791001451378,4479,4479,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13192040350000,1319204035,1,1,2004,1951,2003,pre_1999_to_post_1999,1240,2754,2.220967741935484,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13192040360000,1319204036,1,1,2009,1951,2008,pre_1999_to_post_1999,776,3236,4.170103092783505,7030,7030,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13193100060000,1319310006,1,1,2017,1923,2014,pre_1999_to_post_1999,1363,2238,1.6419662509170947,3810,3810,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2731565,2016-03-02,2016,2016-03-02,1,COMPLETE,3441 N NEVA AVE,2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT AS PER PLANS.,TRUE,-2,FALSE,FALSE,old_building_to_new_building
13193150290000,1319315029,1,1,2004,1916,2003,pre_1999_to_post_1999,660,2375,3.5984848484848486,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194000120000,1319400012,1,1,2007,1923,2005,pre_1999_to_post_1999,960,2314,2.410416666666667,3750,3750,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194030060000,1319403006,1,1,2004,1923,2003,pre_1999_to_post_1999,924,2147,2.3235930735930737,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194050070000,1319405007,1,1,2006,1912,2005,pre_1999_to_post_1999,858,2358,2.7482517482517483,NA,3690,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194090360000,1319409036,1,1,2005,1908,2004,pre_1999_to_post_1999,836,1512,1.8086124401913874,NA,NA,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194120070000,1319412007,1,1,2009,1921,2008,pre_1999_to_post_1999,1904,5806,3.0493697478991595,8091,8091,0,3,Single-Family,Multi-Family,1.5 Story,3 Story +,TRUE,1,1,2717596,2015-12-21,2015,2015-12-28,1,COMPLETE,6556 W ROSCOE ST,EXISTING RESIDENTIAL BUILDING - ERECT A NEW MASONRY REAR 3 CAR GARAGE AS PER PLANS,TRUE,-7,FALSE,FALSE,old_building_to_new_building
13194120080000,1319412008,1,1,2021,1921,2019,pre_1999_to_post_1999,1267,10800,8.524072612470402,7480,7480,2,4,Multi-Family,Multi-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194120090000,1319412009,1,1,2003,1924,2002,pre_1999_to_post_1999,1001,3177,3.173826173826174,NA,NA,0,2,Single-Family,Multi-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194120260000,1319412026,1,1,2013,1935,2011,pre_1999_to_post_1999,656,1323,2.0167682926829267,3690,3690,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,1,2382997,2012-09-13,2012,2012-10-23,1,COMPLETE,3432 N NEENAH AVE,ERECT A NEW 1 STORY SINGLE FAMILY HOME WITH BASEMENT (4A CONST) AND REAR WOOD DECK.  NEW 2 CAR FRAME GARAGE (4A). PER PLANS,TRUE,-1,FALSE,FALSE,old_building_to_new_building
13194150020000,1319415002,1,1,2004,1927,2003,pre_1999_to_post_1999,480,2292,4.775,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13194250090000,1319425009,1,1,2007,1922,2005,pre_1999_to_post_1999,588,2260,3.8435374149659864,4340,4340,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13201090340000,1320109034,1,1,2007,1888,2006,pre_1999_to_post_1999,924,3133,3.3906926406926408,3100,3100,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13201250140000,1320125014,1,1,2019,1908,2018,pre_1999_to_post_1999,774,2069,2.6731266149870803,3100,3100,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2756261,2016-06-27,2016,2016-09-01,1,COMPLETE,6329 W PATTERSON AVE,ERECT NEW SINGLE FAMILY 2 STORY WITH BASEMENT FRAME BUILDING. PROPOSED OCCUPANCY USE A1(CONDITIONAL PEMIT SUBJECT TO FIELD INSPECTIONS.),TRUE,2,TRUE,TRUE,old_building_to_new_building
13202190240000,1320219024,1,1,2007,1903,2006,pre_1999_to_post_1999,900,2477,2.752222222222222,3750,3750,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13202210160000,1320221016,1,1,2014,1917,2011,pre_1999_to_post_1999,888,1912,2.1531531531531534,4375,4375,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13202230190000,1320223019,1,1,2016,1908,2014,pre_1999_to_post_1999,420,2140,5.095238095238095,4500,4500,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2626490,2015-01-29,2015,2015-02-18,1,COMPLETE,5640 W WAVELAND AVE,ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND NEW REAR WOOD DECK. NEW 2 CAR FRAME GARAGE AS PER PLANS.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
13202240160000,1320224016,1,1,2017,1912,2016,pre_1999_to_post_1999,990,2808,2.8363636363636364,3906,3906,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13203000330000,1320300033,1,1,2015,1958,2005,pre_1999_to_post_1999,1080,7167,6.636111111111111,NA,5250,0,4,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13203210120000,1320321012,1,1,2007,1951,2006,pre_1999_to_post_1999,882,2336,2.6485260770975056,3175,3175,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13203210130000,1320321013,1,1,2007,1951,2006,pre_1999_to_post_1999,882,2336,2.6485260770975056,3175,3175,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13204140270000,1320414027,1,1,2002,1924,1999,pre_1999_to_post_1999,661,1380,2.0877458396369137,NA,NA,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13211090060000,1321109006,1,1,2019,1927,2018,pre_1999_to_post_1999,1897,2928,1.543489720611492,3600,3600,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13211270170000,1321127017,1,1,2008,1916,2006,pre_1999_to_post_1999,766,1460,1.9060052219321149,3780,3780,0,0,Single-Family,Single-Family,1 Story,1 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13212010120000,1321201012,1,1,2019,1921,2018,pre_1999_to_post_1999,1215,3780,3.111111111111111,3075,3075,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,1,2892639,2018-02-01,2018,2018-04-19,1,COMPLETE,5031 W IRVING PARK RD,SELF-CERT: ERECT NEW 4-A CONST. RESIDENTIAL 3 FLAT PER PLANS. (REZONED TO B 2-2) FULL BUILDING SPRINKLER SYSTEM INSTALLATION TO BE SUBMITTED FOR SEPARATE APPROVAL TO THE FIRE DEPARTMENT.,TRUE,0,TRUE,TRUE,old_building_to_new_building
13212060180000,1321206018,1,1,2015,1895,2014,pre_1999_to_post_1999,520,1940,3.730769230769231,3075,3075,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2613942,2014-11-26,2014,2014-11-26,1,COMPLETE,4950 W BYRON ST,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,TRUE,0,TRUE,TRUE,old_building_to_new_building
13212160220000,1321216022,1,1,2004,1910,2002,pre_1999_to_post_1999,858,1987,2.315850815850816,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13212240340000,1321224034,1,1,2008,1918,2006,pre_1999_to_post_1999,682,2619,3.840175953079179,3780,3780,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13213030100000,1321303010,1,1,2015,1908,2005,pre_1999_to_post_1999,1100,8001,7.2736363636363635,NA,6250,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13214010520000,1321401052,1,2,2016,1916,2014,pre_1999_to_post_1999,694,3844,5.538904899135447,4687,4687,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13214040680000,1321404068,1,1,2016,1907,2014,pre_1999_to_post_1999,1275,3060,2.4,4709,4709,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2540084,2014-03-19,2014,2014-07-25,1,COMPLETE,5037 W CORNELIA AVE,SELF CERTIFICATION PROGRAM- CONSTRUCT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND ATTACHED GARAGE AND REAR WOOD DECK.   **SELF-CERTIFICATION PROJECT  -  CONDITIONAL PERMIT: SUBJECT TO AUDIT & FIELD INSPECTIONS & AUDIT**,TRUE,0,TRUE,TRUE,old_building_to_new_building
13214150260000,1321415026,1,1,2021,1898,2021,pre_1999_to_post_1999,1212,1279,1.0552805280528053,3125,3125,0,NA,Single-Family,Single-Family,1.5 Story,1 Story,TRUE,1,1,3096169,2020-01-16,2020,2020-04-21,1,COMPLETE,4832 W SCHOOL ST,"NEW ONE STORY WITH BASEMENT FRAME SINGLE FAMILY RESIDENCE WITH 2 CAR FRAME GARAGE.AND 6'-0"" WOOD FENCE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",TRUE,1,TRUE,TRUE,old_building_to_new_building
13221000320000,1322100032,1,1,2003,1910,2002,pre_1999_to_post_1999,1006,1734,1.7236580516898607,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221040060000,1322104006,1,1,2017,1906,2014,pre_1999_to_post_1999,1320,3133,2.3734848484848485,6270,6270,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2722892,2016-02-19,2016,2016-02-19,1,COMPLETE,3939 N KENNETH AVE,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECITON.,TRUE,-2,FALSE,FALSE,old_building_to_new_building
13221050140000,1322105014,1,1,2005,1906,2004,pre_1999_to_post_1999,1844,4672,2.5336225596529283,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221050170000,1322105017,1,1,2012,1898,2011,pre_1999_to_post_1999,1986,3867,1.947129909365559,7200,7200,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221070300000,1322107030,1,1,2009,1903,2008,pre_1999_to_post_1999,871,2564,2.9437428243398394,4612,4612,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221080110000,1322108011,1,1,2007,1903,2005,pre_1999_to_post_1999,588,2318,3.942176870748299,NA,3125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221090200000,1322109020,1,1,2018,1906,2017,pre_1999_to_post_1999,1456,3063,2.103708791208791,5100,5100,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2849228,2017-07-13,2017,2017-08-02,1,COMPLETE,3838 N KENNETH AVE,"ERECT NEW, FRAME, 2 STORY  SINGLE FAMILY HOUSE AND FRAME 3 CAR GARAGE AS PER PLANS.          **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",TRUE,0,TRUE,TRUE,old_building_to_new_building
13221100120000,1322110012,1,2,2006,1933,2005,pre_1999_to_post_1999,1712,2628,1.5350467289719627,NA,9000,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221100180000,1322110018,1,1,2008,1881,2007,pre_1999_to_post_1999,3678,4699,1.2775965198477433,7500,7500,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221100230000,1322110023,1,1,2011,1888,2008,pre_1999_to_post_1999,1824,3246,1.7796052631578947,7500,7500,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2136702,2010-07-07,2010,2010-07-07,1,COMPLETE,3812 N KOSTNER AVE,2-STORY SINGLE FAMILY FRAME RESIDENCE AND 2 1/2 CAR DETACHED FRAME GARAGE,TRUE,-2,FALSE,FALSE,old_building_to_new_building
13221110170000,1322111017,1,1,2014,1908,2013,pre_1999_to_post_1999,1829,4223,2.308911973756151,5040,5040,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221110280000,1322111028,1,1,2016,1912,2011,pre_1999_to_post_1999,2188,4315,1.9721206581352833,5780,5780,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221110290000,1322111029,1,1,2018,1913,2011,pre_1999_to_post_1999,2188,4315,1.9721206581352833,8703,8703,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221120160000,1322112016,1,1,2014,1921,2011,pre_1999_to_post_1999,989,1984,2.006066734074823,4725,4725,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221150110000,1322115011,1,1,2012,1958,2006,pre_1999_to_post_1999,2238,3530,1.577301161751564,3150,3150,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13221220320000,1322122032,1,1,2018,1910,2017,pre_1999_to_post_1999,1050,1768,1.6838095238095239,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2846729,2017-05-26,2017,2017-06-19,1,COMPLETE,4628 W PATTERSON AVE,NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND REAR WOOD DECK. NEW 2 CAR FRAME GARAGE. INSTALL 6 FEET HIGH WOOD FENCE AND 4 FEET HIGH IRON FENCE. ALL WORK AS PER PLANS.,TRUE,0,TRUE,TRUE,old_building_to_new_building
13222020100000,1322202010,1,1,2006,1901,2005,pre_1999_to_post_1999,2304,3857,1.6740451388888888,NA,5199,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222020110000,1322202011,1,1,2007,1911,2006,pre_1999_to_post_1999,2376,3664,1.5420875420875422,5199,5199,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222020240000,1322202024,1,1,2006,1920,2005,pre_1999_to_post_1999,1993,4492,2.253888610135474,NA,7020,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222020260000,1322202026,1,1,2006,1935,2005,pre_1999_to_post_1999,1560,5052,3.2384615384615385,NA,7800,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222030070000,1322203007,1,1,2014,1903,2011,pre_1999_to_post_1999,1804,2332,1.2926829268292683,4160,4160,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2431264,2013-02-15,2013,2013-02-15,1,COMPLETE,3909 N KEELER AVE,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ATTACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.*****THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,TRUE,-2,FALSE,FALSE,old_building_to_new_building
13222060030000,1322206003,1,1,2013,1915,2012,pre_1999_to_post_1999,1150,3973,3.4547826086956523,8700,8700,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2309356,2011-10-06,2011,2011-11-08,1,COMPLETE,3909 N KEDVALE AVE,NEW 2 STORY SINGLE FAMILY RESIDENCE PER ARCH PLANS.  ERECT NEW DETACHED FRAME GARAGE.,TRUE,1,TRUE,TRUE,old_building_to_new_building
13222080250000,1322208025,1,1,2003,1909,2002,pre_1999_to_post_1999,1745,3057,1.751862464183381,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222090190000,1322209019,1,1,2024,1888,2024,pre_1999_to_post_1999,1792,4017,2.2416294642857144,7800,7800,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222090200000,1322209020,1,1,2016,1888,2015,pre_1999_to_post_1999,2184,3114,1.4258241758241759,7800,7800,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2693874,2015-11-10,2015,2015-11-10,1,COMPLETE,3832 N TRIPP AVE,ERECT A TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BRCIK VENEER AND BASEMENT NEW FRAME THREE CAR DETACHED GARAGE AS PER PLANS,TRUE,0,TRUE,TRUE,old_building_to_new_building
13222090220000,1322209022,1,1,2011,1888,2008,pre_1999_to_post_1999,3120,6557,2.101602564102564,7800,7800,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2196330,2010-10-22,2010,2010-11-19,1,COMPLETE,3822 N TRIPP AVE,"CONSTRUCTING A NEW HOUSE, WITH A DECK, BALCONY, AND DETACHED GARAGE.",TRUE,-2,FALSE,FALSE,old_building_to_new_building
13222090230000,1322209023,1,1,2016,1910,2014,pre_1999_to_post_1999,1942,3142,1.6179196704428425,7800,7800,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2660492,2015-07-24,2015,2015-07-24,1,COMPLETE,3816 N TRIPP AVE,SELF CERT - NEW 2 STORY WITH BASEMENT 4A CONST SINGLE FAMILY HOME WITH FULL BASEMENT AND ERECCT A DETACHED 4-CAR PRIVATE GARAGE AS PER PLANS.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
13222100110000,1322210011,1,1,2003,1885,2002,pre_1999_to_post_1999,2187,3825,1.7489711934156378,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
13222110050000,1322211005,1,1,2009,1908,2008,pre_1999_to_post_1999,1803,3724,2.0654464780920687,8700,8700,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,1952893,2008-08-20,2008,2008-09-10,1,COMPLETE,3843 N KEELER AVE,ERECT TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 3 CAR FRAME DETACHED GARAGE AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO AUDIT AND FIELD INSPECTION. THIS PERMIT WILL BE VOID IF THE WRECKING PERMIT IS NOT POSTED ONSITE WITHIN 30 DAYS FROM THE DATE OF THIS PERMIT.,TRUE,0,TRUE,TRUE,old_building_to_new_building
