pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change,candidate_pins_under_pin10,new_construction_permits_under_pin10,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,unique_pin10_permit_match,build_minus_permit_year,permit_supports_new_year,permit_postdates_previous_reported_year,candidate_type
14333010290000,1433301029,1,1,2018,1995,2017,pre_1999_to_post_1999,4865,5812,1.194655704008222,4356,4356,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010310000,1433301031,1,1,2002,1870,1999,pre_1999_to_post_1999,4356,6226,1.4292929292929293,NA,NA,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010370000,1433301037,1,1,2010,1987,2008,pre_1999_to_post_1999,1674,7188,4.293906810035843,2904,2904,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,1956524,2008-10-02,2008,2008-10-02,1,COMPLETE,1853 N BURLING ST,CONTRUCT NEW MASONRY SINGLE FAMILY RESIDENCE OF IIIB CONSTRUCTION.CONDITIONAL PERMIT SUBECT TO AUDIT &  FIELD INSPECTION,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333010380000,1433301038,1,1,2012,1868,2008,pre_1999_to_post_1999,1404,7146,5.089743589743589,NA,2904,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010390000,1433301039,1,1,2011,1987,2008,pre_1999_to_post_1999,4233,7128,1.6839121190644932,4224,4224,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2212243,2010-10-19,2010,2010-11-16,1,COMPLETE,1849 N BURLING ST,NEW 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND ATTACHED GARAGE,TRUE,-2,FALSE,FALSE,old_building_to_new_building
14333010400000,1433301040,1,1,2002,1919,1999,pre_1999_to_post_1999,1800,4584,2.546666666666667,NA,NA,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010430000,1433301043,1,1,2001,1879,1999,pre_1999_to_post_1999,1976,4068,2.0587044534412957,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010560000,1433301056,1,1,2005,1893,2003,pre_1999_to_post_1999,3780,4745,1.2552910052910053,NA,NA,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010600000,1433301060,1,1,2001,1885,1999,pre_1999_to_post_1999,2352,3948,1.6785714285714286,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010610000,1433301061,1,1,2004,1882,2002,pre_1999_to_post_1999,2272,4746,2.0889084507042255,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010640000,1433301064,1,1,2002,1914,1999,pre_1999_to_post_1999,1654,3690,2.2309552599758162,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010670000,1433301067,1,1,2019,1882,2018,pre_1999_to_post_1999,3116,8229,2.640885750962773,3275,3275,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010700000,1433301070,1,1,2007,1888,2006,pre_1999_to_post_1999,5768,5425,0.9405339805825242,4061,4061,6,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010730000,1433301073,1,1,2024,1888,2023,pre_1999_to_post_1999,2819,5807,2.0599503369989356,4323,4323,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010770000,1433301077,1,1,2019,1892,2018,pre_1999_to_post_1999,4878,7408,1.5186551865518656,4752,4752,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2837889,2017-06-20,2017,2017-06-20,1,COMPLETE,1878 N ORCHARD ST,"SELF-CERT: ERECT A NEW IIIB, 3-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, ATTACHED FRONT DRIVE 2-CAR PRIVATE GARAGE, ROOFTOP ELEVATOR AND STAIRWAY ENCL, REAR OPEN DECK AND BALCONY, STAIRS, AS PER PLANS. TOTAL AREA OF WORK: 9,960 SF.",TRUE,1,TRUE,TRUE,old_building_to_new_building
14333010810000,1433301081,1,1,2006,1878,2005,pre_1999_to_post_1999,3654,15715,4.300766283524904,NA,3267,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010820000,1433301082,1,1,2006,1892,2005,pre_1999_to_post_1999,2587,15715,6.074603788171627,NA,3871,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010830000,1433301083,1,1,2006,1996,2005,pre_1999_to_post_1999,4488,15715,3.501559714795009,NA,3871,0,0,Single-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010870000,1433301087,1,1,2005,1883,2003,pre_1999_to_post_1999,1700,4565,2.6852941176470586,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010890000,1433301089,1,1,2002,1870,1999,pre_1999_to_post_1999,1646,4431,2.6919805589307413,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333010900000,1433301090,1,1,2012,1906,2011,pre_1999_to_post_1999,3472,5784,1.6658986175115207,NA,6969,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2183583,2010-09-08,2010,2010-11-22,1,COMPLETE,1840 N ORCHARD ST,"NEW 5906 SF, 3 STORY, TYPE IIIB, SINGLE FAMILY DETACHED RESIDENCE ON 53' X 131' LOT WITH NEW 2 CAR ATTACHED GARAGE OFF STREET.  LOT DOES NOT HAVE ALLEY.  CURB CUT TO BE RELOCATED NORTH ALONG PROPERTY LINE.",TRUE,1,TRUE,TRUE,old_building_to_new_building
14333011020000,1433301102,1,1,2024,1888,2023,pre_1999_to_post_1999,2490,5807,2.332128514056225,3078,3078,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,3257091,2022-10-13,2022,2022-10-13,1,COMPLETE,1914 N ORCHARD ST,"FULL BUILDING PERMIT FOR NEW CONSTRUCTION OF SFR 3 STORIES WITH BASEMENT 5,264SF WITH GARAGE ALL PER PLANS AND ALL PER 2019 CBC, CURRENT USE IS SFR, PROPOSED USE IS SFR.",TRUE,1,TRUE,TRUE,old_building_to_new_building
14333011040000,1433301104,1,1,2002,1910,1999,pre_1999_to_post_1999,1719,4184,2.4339732402559626,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333011120000,1433301112,1,1,2014,1890,2011,pre_1999_to_post_1999,2410,5920,2.4564315352697097,1387,1387,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2457690,2013-10-24,2013,2013-12-03,1,COMPLETE,1945 N BURLING ST,"NEW 3-STORY + BASEMENT, III-B, FULLY SPRINKLERED, SINGLE FAMILY HOME.   PER PLANS",TRUE,-2,FALSE,FALSE,old_building_to_new_building
14333011130000,1433301113,1,1,2014,1871,2011,pre_1999_to_post_1999,1892,5920,3.1289640591966172,1687,1687,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020070000,1433302007,1,1,2018,1993,2017,pre_1999_to_post_1999,3693,19716,5.338748984565394,2425,2425,0,0,Single-Family,Single-Family,3 Story +,2 Story,TRUE,1,1,2446677,2013-03-21,2013,2013-04-16,1,COMPLETE,1955 N ORCHARD ST,CONSTRUCTION OF NEW SINGLE FAMILY HOUSE WITH ATTACHED GARAGE.,TRUE,4,FALSE,FALSE,old_building_to_new_building
14333020080000,1433302008,1,1,2018,1991,2017,pre_1999_to_post_1999,4194,19716,4.701001430615165,3762,3762,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020100000,1433302010,1,1,2018,1882,2017,pre_1999_to_post_1999,3603,19716,5.4721065778517906,2475,2475,0,0,Single-Family,Single-Family,3 Story +,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020110000,1433302011,1,1,2018,1878,2017,pre_1999_to_post_1999,2286,19716,8.624671916010499,NA,2475,4,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020200000,1433302020,1,1,2008,1878,2005,pre_1999_to_post_1999,1200,6008,5.006666666666667,NA,4092,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020290000,1433302029,1,1,2007,1878,2005,pre_1999_to_post_1999,2932,8400,2.8649386084583903,NA,3100,2,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020360000,1433302036,1,1,2006,1881,2005,pre_1999_to_post_1999,2880,4606,1.5993055555555555,NA,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020390000,1433302039,1,1,2008,1878,2005,pre_1999_to_post_1999,2668,5721,2.144302848575712,NA,3241,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020690000,1433302069,1,1,2015,1888,2014,pre_1999_to_post_1999,4680,5103,1.0903846153846153,4092,4092,5,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2407640,2014-05-22,2014,2014-05-22,1,COMPLETE,1922 N HOWE ST,CONSTRUCT THREE STORY SINGLE FAMILY HOME WITH ATTACHED 2-CAR GARAGE AND ROOF DECK AS PER PLANS,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333020710000,1433302071,1,1,2024,1988,2024,pre_1999_to_post_1999,1668,5730,3.435251798561151,3100,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,3271805,2022-10-28,2022,2022-10-28,1,COMPLETE,1916 N HOWE ST,"SC 2019 CBC: ERECT NEW 3 STORY TYPE 5A CONSTRUCTION SINGLE FAMILY RESIDENCE WITH ATTACHED TYPE 3A MASONRY GARAGE WITH ROOF DECK, ELEVATOR PENTHOUSE, FRONT LIGHT WELL REAR PATIO AND 5'-0' ORNAMENTAL IRON FENCE PER PLANS AND STRUCTURAL PEER REVIEW REPORT.",TRUE,2,TRUE,TRUE,old_building_to_new_building
14333020800000,1433302080,1,1,2004,1891,2002,pre_1999_to_post_1999,2765,8476,3.0654611211573237,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020850000,1433302085,1,1,2012,1922,2011,pre_1999_to_post_1999,2024,4364,2.156126482213439,3072,3072,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2289775,2011-09-09,2011,2011-10-07,1,COMPLETE,1852 N HOWE ST,"NEW 3-STORY + BASEMENT, III-B, FULLY SPRINKLERED SINGLE-FAMILY HOME WITH DETACHED GARAGE AS PER PLAN.",TRUE,0,TRUE,TRUE,old_building_to_new_building
14333020860000,1433302086,1,1,2015,1888,2014,pre_1999_to_post_1999,1940,4536,2.3381443298969073,3073,3073,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2561771,2014-08-06,2014,2014-10-27,1,COMPLETE,1848 N HOWE ST,ERECT NEW 3 STORY WITH PENTHOUSE SINGLE FAMILY RESIDENCE OF TYPE 3B CONSTRUCTION AND GARAGE AS PER PLANS  **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333020870000,1433302087,1,1,2008,1883,2007,pre_1999_to_post_1999,3124,10441,3.3421895006402047,3073,3073,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020880000,1433302088,1,1,2008,1878,2007,pre_1999_to_post_1999,2982,10441,3.501341381623072,3072,3072,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020890000,1433302089,1,1,2008,1888,2007,pre_1999_to_post_1999,3300,10441,3.163939393939394,4092,4092,5,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020910000,1433302091,1,1,2012,1877,2011,pre_1999_to_post_1999,2904,720,0.24793388429752067,4092,4092,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333020920000,1433302092,1,1,2007,1878,2006,pre_1999_to_post_1999,1906,6213,3.259706190975866,NA,4092,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333021170000,1433302117,1,1,2012,1883,2011,pre_1999_to_post_1999,2508,4930,1.9657097288676235,2914,2914,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2213932,2011-03-25,2011,2011-05-05,1,COMPLETE,1872 N HOWE ST,ERECT NEW SINGLE FAMILY RESIDENCE W/ ATTACHED GARAGE PER PLANS,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333021190000,1433302119,1,1,2007,1985,2005,pre_1999_to_post_1999,1936,8400,4.338842975206612,NA,2979,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333021200000,1433302120,1,1,2007,1878,2005,pre_1999_to_post_1999,1452,8400,5.785123966942149,NA,3035,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333021470000,1433302147,1,1,2025,1874,2025,pre_1999_to_post_1999,3828,11605,3.031609195402299,3019,2415,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333021690000,1433302169,1,1,2025,1944,2025,pre_1999_to_post_1999,2244,11605,5.171568627450981,9126,9126,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030060000,1433303006,1,1,2009,1898,2008,pre_1999_to_post_1999,2553,4887,1.9142185663924793,4156,4156,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030200000,1433303020,1,1,2014,1888,2011,pre_1999_to_post_1999,2307,9928,4.303424360641526,4125,4125,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2448890,2013-06-03,2013,2013-07-25,1,COMPLETE,1919 N HOWE ST,NEW SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE AND 924 SF VEGETATED GREEN ROOF ABOVE GARAGE.,TRUE,-2,FALSE,FALSE,old_building_to_new_building
14333030210000,1433303021,1,1,2014,1888,2011,pre_1999_to_post_1999,2307,9928,4.303424360641526,3300,3300,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030240000,1433303024,1,1,2011,1893,2008,pre_1999_to_post_1999,2512,4299,1.7113853503184713,3400,3400,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2185122,2010-09-17,2010,2010-09-17,1,COMPLETE,1905 N HOWE ST,ERECT A SINGLE FAMILY RESIDENCE WITH A DETTACHED GARAGE WITH A ROOFTOP DECK AS PER PLANS,TRUE,-2,FALSE,FALSE,old_building_to_new_building
14333030250000,1433303025,1,1,2002,1888,1999,pre_1999_to_post_1999,1976,4017,2.0328947368421053,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030260000,1433303026,1,1,2005,1888,2003,pre_1999_to_post_1999,3113,6574,2.1117892707998713,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030270000,1433303027,1,1,2005,1876,2003,pre_1999_to_post_1999,1344,6574,4.8913690476190474,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030350000,1433303035,1,1,2024,1887,2016,pre_1999_to_post_1999,2944,7470,2.5373641304347827,4092,4092,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333030540000,1433303054,1,1,2015,1885,2014,pre_1999_to_post_1999,2900,4089,1.41,2290,2290,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2532522,2014-03-24,2014,2014-05-14,1,COMPLETE,612 W WILLOW ST,NEW 3-STORY FULLY SPRINKLERED TYPE 3B CONSTRUCTION SINGLE FAMILY RESIDENCE WITH A BASEMENT AS PER PLANS.  **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333031090000,1433303109,1,1,2002,1883,2001,pre_1999_to_post_1999,1848,2940,1.5909090909090908,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333031400000,1433303140,1,1,2016,1888,2014,pre_1999_to_post_1999,3088,7274,2.3555699481865284,3782,3782,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2540917,2014-06-17,2014,2014-08-26,1,COMPLETE,1863 N HOWE ST,ERECT A NEW 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND ERECT REAR DETACHED 3-CAR PRIVATE GARAGE AS PER PLANS.   **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333031440000,1433303144,1,1,2016,1983,2014,pre_1999_to_post_1999,2856,4751,1.663515406162465,3069,3069,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2610891,2015-02-20,2015,2015-02-20,1,COMPLETE,1847 N HOWE ST,ERECT THREE STORY IIIB MASONRY FULL SPRINKLED SINGLE FAMILY RESIDENCE WITH BASEMENT AND  TWO CAR DETACHED MASONRY GARAGE PER PLANS,TRUE,-1,FALSE,FALSE,old_building_to_new_building
14333031450000,1433303145,1,1,2021,1983,2021,pre_1999_to_post_1999,3162,4994,1.5793801391524351,1023,1023,0,NA,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333031460000,1433303146,1,1,2021,1983,2021,pre_1999_to_post_1999,3162,4994,1.5793801391524351,2046,2046,0,NA,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333031470000,1433303147,1,1,2021,1983,2021,pre_1999_to_post_1999,3793,4994,1.3166359082520431,2046,2046,0,NA,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2908179,2018-02-13,2018,2018-03-14,1,COMPLETE,1853 N HOWE ST,ERECT NEW  3 STORY + BASEMENT  SINGLE FAMILY RESIDENCE TYPE 3B CONSTRUCTION WITH GREEN ROOF AND  ATTACHED REAR 3 CAR GARAGE (TYPE 3B) PER PLANS.,TRUE,3,TRUE,TRUE,old_building_to_new_building
14333031480000,1433303148,1,1,2021,1983,2021,pre_1999_to_post_1999,3793,4994,1.3166359082520431,1023,1023,0,NA,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333040250000,1433304025,1,1,2020,1927,2019,pre_1999_to_post_1999,4083,4611,1.1293166789125644,3175,3175,6,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,1,2768908,2016-11-30,2016,2016-12-01,1,COMPLETE,1942 N MOHAWK ST,****SELF CERT - NEW 3 STORY + PENTHOUSE SINGLE FAMILY HOME WITH A DETACHED GARAGE AS PER PLANS.,TRUE,3,TRUE,TRUE,old_building_to_new_building
14333040310000,1433304031,1,1,2002,1882,1999,pre_1999_to_post_1999,3426,4898,1.4296555750145943,NA,NA,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333040470000,1433304047,1,1,2007,1972,2006,pre_1999_to_post_1999,1240,5040,4.064516129032258,NA,1600,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333040480000,1433304048,1,1,2007,1972,2006,pre_1999_to_post_1999,1480,5040,3.4054054054054053,1600,1600,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333050010000,1433305001,1,1,2013,1888,2011,pre_1999_to_post_1999,7096,4883,0.6881341600901917,2875,2875,4,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,1,2341866,2012-03-16,2012,2012-05-01,1,COMPLETE,525 W ARMITAGE AVE,"REVISION TO PERMIT 100392525.  THIS IS THE REPLACEMENT OF A FIRE LOSS - CONSTRUCTION OF A FOUNDATION, EXTERIOR LOAD BEARING WALLS AND ROOF PER PLANS AND DETAILS.  SOME INTERIOR PARTITION CHANGES FROM ORIGINALLY PERMITTED WORK.",TRUE,-1,FALSE,FALSE,old_building_to_new_building
14333050160000,1433305016,1,1,2000,1880,1999,pre_1999_to_post_1999,1320,4118,3.1196969696969696,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333050180000,1433305018,1,1,2018,1888,2017,pre_1999_to_post_1999,498,4446,8.927710843373495,3175,3175,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2740316,2016-04-08,2016,2016-07-28,1,COMPLETE,1917 N MOHAWK ST,"ERECT 3-STORY TYPE 3B SFR W/BASEMENT, AND 2-CAR GARAGE AS PER PLANS. BUILDING IS TO HAVE SPRINKLER FIRE SUPPRESSION SYSTEM.",TRUE,1,TRUE,TRUE,old_building_to_new_building
14333050270000,1433305027,1,1,2001,1892,1999,pre_1999_to_post_1999,2182,3760,1.7231897341888176,NA,NA,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333050360000,1433305036,1,1,2020,1888,2019,pre_1999_to_post_1999,4206,4392,1.0442225392296718,3111,3111,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,1,3002122,2019-07-03,2019,2019-07-11,1,COMPLETE,1928 N CLEVELAND AVE,SELF-CERT: CONSTRUCT A NEW THREE STORY PLUS BASEMENT SINGLE FAMILY HOME WITH A MASONRY GARAGE PER PLANS. **SPRINKLER SYSTEM TO BE REVIEWED SEPARATELY BY THE FIRE DEPT.**  CONSTRUCTION TYPE 3-B.  RESIDENTIAL USE,TRUE,0,TRUE,TRUE,old_building_to_new_building
14333060050000,1433306005,1,1,2002,1888,1999,pre_1999_to_post_1999,2574,9610,3.7334887334887337,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333060060000,1433306006,1,1,2002,1873,1999,pre_1999_to_post_1999,2562,9610,3.750975800156128,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14333060070000,1433306007,1,1,2002,1878,1999,pre_1999_to_post_1999,1932,9610,4.974120082815735,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
