pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change
17042200700000,1704220070,1,1,2021,2003,2004,post_1999_revision,2067,2067,1,923,923,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200710000,1704220071,1,1,2021,2003,2004,post_1999_revision,2067,2067,1,913,913,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200720000,1704220072,1,1,2021,2003,2004,post_1999_revision,1727,1727,1,767,767,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200730000,1704220073,1,1,2020,2003,2006,post_1999_revision,1799,1799,1,830,830,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200730000,1704220073,1,1,2021,2006,2003,post_1999_revision,1799,1799,1,830,830,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200740000,1704220074,1,1,2021,2003,2004,post_1999_revision,1799,1799,1,842,842,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200750000,1704220075,1,1,2021,2003,2004,post_1999_revision,1727,1727,1,757,757,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200760000,1704220076,1,1,2021,2003,2004,post_1999_revision,2067,2067,1,896,896,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200770000,1704220077,1,1,2021,2003,2004,post_1999_revision,2067,2067,1,901,901,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200780000,1704220078,1,1,2021,2003,2004,post_1999_revision,2067,2067,1,919,919,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200790000,1704220079,1,1,2021,2003,2004,post_1999_revision,2143,2143,1,1042,1042,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200800000,1704220080,1,1,2021,2003,2004,post_1999_revision,2379,2379,1,957,957,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200810000,1704220081,1,1,2021,2003,2004,post_1999_revision,2283,2283,1,860,860,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200820000,1704220082,1,1,2021,2003,2004,post_1999_revision,2283,2283,1,846,846,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200830000,1704220083,1,1,2021,2003,2004,post_1999_revision,2993,2993,1,1523,1523,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200840000,1704220084,1,1,2020,2003,2006,post_1999_revision,2993,2993,1,1194,1194,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200840000,1704220084,1,1,2021,2006,2004,post_1999_revision,2993,2993,1,1194,1194,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200850000,1704220085,1,1,2021,2003,2004,post_1999_revision,3067,3067,1,1187,1187,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200860000,1704220086,1,1,2021,2003,2004,post_1999_revision,3067,3067,1,1190,1190,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200870000,1704220087,1,1,2021,2003,2004,post_1999_revision,2993,2993,1,1197,1197,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200890000,1704220089,1,1,2021,2003,2004,post_1999_revision,2283,2283,1,865,865,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200900000,1704220090,1,1,2021,2003,2004,post_1999_revision,2283,2283,1,857,857,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200910000,1704220091,1,1,2021,2003,2004,post_1999_revision,2379,2379,1,974,974,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17042200910000,1704220091,1,1,2022,2004,2005,post_1999_revision,2379,2379,1,974,974,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17043200540000,1704320054,1,1,2022,2014,2016,post_1999_revision,1800,1800,1,935,935,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044150180000,1704415018,1,1,2019,1999,2000,post_1999_revision,3840,2945,0.7669270833333334,2500,2500,0,0,Single-Family,Single-Family,3 Story +,3 Story +,TRUE
17044150180000,1704415018,1,1,2020,2000,2001,post_1999_revision,2945,2945,1,2500,2500,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044150180000,1704415018,1,1,2021,2001,2002,post_1999_revision,2945,2945,1,2500,2500,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044220370000,1704422037,2,1,2003,1877,2000,pre_1999_to_post_1999,NA,2457,NA,NA,NA,NA,3,NA,Multi-Family,NA,3 Story +,FALSE
17044240560000,1704424056,1,1,2021,2007,2008,post_1999_revision,5683,5683,1,1400,1400,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044240560000,1704424056,1,1,2023,2008,2007,post_1999_revision,5683,5683,1,1400,1400,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044240600000,1704424060,1,2,2020,2007,2010,post_1999_revision,5319,5319,1,929,929,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044240600000,1704424060,1,2,2021,2010,2007,post_1999_revision,5319,5319,1,929,1858,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044240610000,1704424061,1,1,2020,2007,2010,post_1999_revision,5347,5347,1,1700,1700,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044240610000,1704424061,1,1,2021,2010,2007,post_1999_revision,5347,5347,1,1700,1700,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17044260040000,1704426004,1,1,2003,1998,2001,pre_1999_to_post_1999,NA,5600,NA,NA,NA,NA,3,NA,Multi-Family,NA,3 Story +,FALSE
17044260040000,1704426004,1,1,2021,2001,2002,post_1999_revision,5600,5600,1,2500,2500,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051000310000,1705100031,1,1,2001,1878,2000,pre_1999_to_post_1999,1890,4720,2.497354497354497,NA,NA,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051000340000,1705100034,1,1,2001,1888,2000,pre_1999_to_post_1999,840,4720,5.619047619047619,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17051000350000,1705100035,1,1,2001,1883,2000,pre_1999_to_post_1999,1706,4882,2.861664712778429,NA,NA,2,6,Multi-Family,Multi-Family,1 Story,3 Story +,TRUE
17051000400000,1705100040,1,1,2009,1893,2008,pre_1999_to_post_1999,2088,3102,1.485632183908046,3000,3000,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
17051000400000,1705100040,1,1,2021,2008,2009,post_1999_revision,3102,3102,1,3000,3000,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17051000430000,1705100043,1,1,2001,1888,2000,pre_1999_to_post_1999,1344,8516,6.336309523809524,NA,NA,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17051000440000,1705100044,1,1,2001,1883,2000,pre_1999_to_post_1999,1340,8516,6.3552238805970145,NA,NA,2,6,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051010200000,1705101020,1,1,2024,1878,2024,pre_1999_to_post_1999,2520,7616,3.022222222222222,3000,3000,4,6,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051010210000,1705101021,1,1,2024,1888,2024,pre_1999_to_post_1999,3115,7616,2.444943820224719,3125,3125,3,6,Multi-Family,Multi-Family,3 Story +,3 Story +,TRUE
17051080050000,1705108005,1,1,2003,1895,2002,pre_1999_to_post_1999,1680,1680,1,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
17051080190000,1705108019,1,1,2001,1898,2000,pre_1999_to_post_1999,1520,4366,2.8723684210526317,NA,NA,NA,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051100160000,1705110016,1,1,2014,1888,2011,pre_1999_to_post_1999,2160,2937,1.3597222222222223,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17051100170000,1705110017,1,1,2014,1893,2011,pre_1999_to_post_1999,1848,2939,1.5903679653679654,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17051100170000,1705110017,1,1,2021,2011,2012,post_1999_revision,2888,2888,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17051100620000,1705110062,1,1,2020,1878,2019,pre_1999_to_post_1999,2368,2974,1.255912162162162,4160,4160,4,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17051100620000,1705110062,1,1,2021,2019,2020,post_1999_revision,2974,2974,1,4160,4160,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17051150560000,1705115056,1,1,2001,1906,2000,pre_1999_to_post_1999,1218,5000,4.105090311986864,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17051160190000,1705116019,1,1,2003,1890,2002,pre_1999_to_post_1999,1840,4032,2.1913043478260867,NA,NA,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051160680000,1705116068,1,1,2001,1890,2000,pre_1999_to_post_1999,608,4424,7.276315789473684,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17051170090000,1705117009,1,1,2026,1888,2017,pre_1999_to_post_1999,1142,2904,2.542907180385289,2400,2400,0,NA,Single-Family,Single-Family,1 Story,2 Story,TRUE
17051170350000,1705117035,1,1,2020,1996,1999,pre_1999_to_post_1999,3744,3744,1,3000,3000,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051170350000,1705117035,1,1,2021,1999,1997,post_1999_to_pre_1999,3744,3744,1,3000,3000,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051170350000,1705117035,1,1,2022,1997,1998,other,3744,3744,1,3000,3000,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051170480000,1705117048,1,1,2001,1887,2000,pre_1999_to_post_1999,1698,4602,2.7102473498233217,NA,NA,3,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051170660000,1705117066,1,1,2021,1999,2000,post_1999_revision,3252,3252,1,2979,2979,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051230030000,1705123003,1,1,2020,1996,1999,pre_1999_to_post_1999,4516,4516,1,3125,3125,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051230030000,1705123003,1,1,2021,1999,1997,post_1999_to_pre_1999,4516,4516,1,3125,3125,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051230230000,1705123023,1,1,2001,1888,2000,pre_1999_to_post_1999,1224,4234,3.4591503267973858,NA,NA,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17051230240000,1705123024,1,1,2021,1998,1999,pre_1999_to_post_1999,3618,3618,1,3125,3125,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051240180000,1705124018,1,1,2009,1993,2008,pre_1999_to_post_1999,1366,3681,2.6947291361639825,2937,2937,0,3,Single-Family,Multi-Family,1.5 Story,3 Story +,TRUE
17051240180000,1705124018,1,1,2020,2008,2011,post_1999_revision,3681,3681,1,2937,2937,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051240180000,1705124018,1,1,2021,2011,2008,post_1999_revision,3681,3681,1,2937,2937,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051240180000,1705124018,1,1,2022,2008,2009,post_1999_revision,3681,3681,1,2937,2937,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17051240230000,1705124023,1,1,2002,1878,2001,pre_1999_to_post_1999,NA,3606,NA,NA,NA,NA,3,NA,Multi-Family,NA,3 Story +,FALSE
17051240710000,1705124071,1,1,2021,2006,2005,post_1999_revision,4290,4290,1,3107,3107,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053010310000,1705301031,1,1,2020,1890,1893,other,2142,2142,1,2976,2976,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053010310000,1705301031,1,1,2021,1893,2021,pre_1999_to_post_1999,2142,3992,1.8636788048552755,2976,2976,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,TRUE
17053010320000,1705301032,1,1,2021,1890,2021,pre_1999_to_post_1999,1596,5544,3.473684210526316,2976,2976,2,3,Multi-Family,Multi-Family,2 Story,Split Level,TRUE
17053080230000,1705308023,1,1,2021,1890,2021,pre_1999_to_post_1999,2478,4660,1.8805488297013722,3125,3125,4,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053080580000,1705308058,1,1,2005,1890,2002,pre_1999_to_post_1999,1302,2560,1.966205837173579,NA,NA,NA,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17053080590000,1705308059,1,1,2022,1999,2001,post_1999_revision,2077,2077,1,2790,2790,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17053080630000,1705308063,1,1,2020,1996,1999,pre_1999_to_post_1999,4313,4313,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053080630000,1705308063,1,1,2021,1999,1997,post_1999_to_pre_1999,4313,4313,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053080630000,1705308063,1,1,2022,1997,1998,other,4313,4313,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053081080000,1705308108,1,1,2021,2006,2007,post_1999_revision,2736,2736,1,3047,3047,2,2,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053081080000,1705308108,1,1,2022,2007,2008,post_1999_revision,2736,2736,1,3047,3047,2,2,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053090400000,1705309040,1,1,2020,1996,1999,pre_1999_to_post_1999,3580,3580,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053090400000,1705309040,1,1,2021,1999,1997,post_1999_to_pre_1999,3580,3580,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053090400000,1705309040,1,1,2022,1997,1998,other,3580,3580,1,2976,2976,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053090570000,1705309057,1,1,2010,1890,2009,pre_1999_to_post_1999,3528,3678,1.0425170068027212,3000,3000,3,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053090570000,1705309057,1,1,2011,2009,1890,post_1999_to_pre_1999,3678,3678,1,3000,3000,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053090970000,1705309097,1,1,2021,1998,1999,pre_1999_to_post_1999,6647,6647,1,5208,5208,5,5,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053130560000,1705313056,1,1,2021,2002,2003,post_1999_revision,1495,7075,4.7324414715719065,1495,1495,0,4,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17053140410000,1705314041,1,1,2005,1890,2004,pre_1999_to_post_1999,400,3825,9.5625,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17053150270000,1705315027,1,1,2020,1997,2000,pre_1999_to_post_1999,3678,3678,1,3048,3048,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053150270000,1705315027,1,1,2021,2000,1998,post_1999_to_pre_1999,3678,3678,1,3048,3048,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053150600000,1705315060,1,1,2022,2007,2009,post_1999_revision,4645,4645,1,3068,3068,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053180100000,1705318010,1,1,2015,1921,2002,pre_1999_to_post_1999,1702,2571,1.5105757931844888,NA,2256,0,2,Single-Family,Multi-Family,2 Story,3 Story +,TRUE
17053180100000,1705318010,1,1,2020,2002,2005,post_1999_revision,2571,2571,1,2256,2256,2,2,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053180100000,1705318010,1,1,2021,2005,2003,post_1999_revision,2571,2571,1,2256,2256,2,2,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053180100000,1705318010,1,1,2022,2003,2004,post_1999_revision,2571,2571,1,2256,2256,2,2,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17053180480000,1705318048,1,1,2022,1998,2000,pre_1999_to_post_1999,1804,1804,1,1038,1038,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17053190310000,1705319031,1,1,2005,1888,2004,pre_1999_to_post_1999,1160,2700,2.3275862068965516,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17053190310000,1705319031,1,1,2022,2004,2006,post_1999_revision,2700,2700,1,2967,2967,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17053190600000,1705319060,1,1,2026,1878,2025,pre_1999_to_post_1999,1848,2531,1.3695887445887447,3200,3200,2,2,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053200090000,1705320009,1,1,2000,1889,1887,other,879,1333,1.516496018202503,NA,NA,0,2,Single-Family,Multi-Family,1 Story,1 Story,TRUE
17053200090000,1705320009,1,1,2007,1887,2006,pre_1999_to_post_1999,1333,2400,1.800450112528132,3175,3175,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
17053200180000,1705320018,1,1,2007,1890,2004,pre_1999_to_post_1999,3459,4290,1.2402428447528187,3175,3175,3,3,Multi-Family,Multi-Family,3 Story +,2 Story,TRUE
17053200180000,1705320018,1,1,2008,2004,1890,post_1999_to_pre_1999,4290,4057,0.9456876456876457,3175,3175,3,2,Multi-Family,Multi-Family,2 Story,2 Story,TRUE
17053200410000,1705320041,1,1,2014,1891,2011,pre_1999_to_post_1999,1860,2871,1.543548387096774,3200,3200,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
17053210210000,1705321021,1,8,2003,1890,1999,pre_1999_to_post_1999,2310,1860,0.8051948051948052,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
17053210300000,1705321030,1,1,2022,1999,2000,post_1999_revision,1480,1480,1,572,572,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17053210340000,1705321034,1,1,2021,1999,2000,post_1999_revision,1656,1656,1,557,557,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17053220120000,1705322012,1,1,2012,1893,2011,pre_1999_to_post_1999,2080,1718,0.8259615384615384,NA,2350,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17053220120000,1705322012,1,1,2021,2011,2012,post_1999_revision,1718,1718,1,2350,2350,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17053220240000,1705322024,1,1,2008,1878,2006,pre_1999_to_post_1999,720,5329,7.401388888888889,NA,2760,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17053220270000,1705322027,1,1,2008,1878,2006,pre_1999_to_post_1999,576,5329,9.25173611111111,NA,2760,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17053250100000,1705325010,1,1,2021,1878,1879,other,2320,2320,1,3125,3125,4,4,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
17053250100000,1705325010,1,1,2024,1879,2024,pre_1999_to_post_1999,2320,7680,3.310344827586207,3125,3125,4,6,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053250110000,1705325011,1,1,2022,1878,1880,other,1982,1982,1,3125,3125,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
17053250110000,1705325011,1,1,2024,1880,2024,pre_1999_to_post_1999,1982,7680,3.8748738647830474,3125,3125,2,6,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053250200000,1705325020,1,1,2026,1878,2026,pre_1999_to_post_1999,2150,2700,1.255813953488372,3125,3125,2,2,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
17053290540000,1705329054,1,1,2020,2002,2004,post_1999_revision,4223,4223,1,1890,1890,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17054120090000,1705412009,1,1,2007,1890,2005,pre_1999_to_post_1999,1160,2999,2.5853448275862068,NA,2500,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
17054120650000,1705412065,1,1,2003,1996,1999,pre_1999_to_post_1999,NA,9706,NA,5024,5024,NA,5,NA,Multi-Family,NA,3 Story +,FALSE
17054120650000,1705412065,1,1,2021,1999,2000,post_1999_revision,9706,9706,1,5024,5024,6,6,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
17054130460000,1705413046,1,1,2021,1999,2000,post_1999_revision,2050,2050,1,1435,1435,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130520000,1705413052,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1223,1223,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130620000,1705413062,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1167,1167,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130630000,1705413063,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1245,1245,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130650000,1705413065,1,1,2021,1999,2000,post_1999_revision,2050,2050,1,1640,1640,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130720000,1705413072,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1228,1228,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130750000,1705413075,1,1,2021,1999,2000,post_1999_revision,1535,1535,1,1227,1227,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130790000,1705413079,1,1,2021,1999,2000,post_1999_revision,2649,2649,1,1138,1138,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130890000,1705413089,1,1,2021,1999,2000,post_1999_revision,1535,1535,1,1164,1164,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054130910000,1705413091,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1159,1159,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131000000,1705413100,1,1,2021,1999,2000,post_1999_revision,2050,2050,1,2074,2074,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131010000,1705413101,1,1,2021,1999,2000,post_1999_revision,2050,2050,1,1674,1674,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131070000,1705413107,1,1,2021,1999,2000,post_1999_revision,1535,1535,1,977,977,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131090000,1705413109,1,1,2021,1999,2000,post_1999_revision,2050,2050,1,2542,2542,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131120000,1705413112,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1725,1725,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131140000,1705413114,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1241,1241,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131150000,1705413115,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1243,1243,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131160000,1705413116,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1236,1236,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131170000,1705413117,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1228,1228,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131210000,1705413121,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1201,1201,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131220000,1705413122,1,1,2021,1999,2000,post_1999_revision,1900,1900,1,1193,1193,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131260000,1705413126,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,522,522,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131270000,1705413127,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,437,437,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131320000,1705413132,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1042,1042,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131350000,1705413135,1,1,2021,1999,2000,post_1999_revision,1535,1535,1,453,453,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131400000,1705413140,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,50,50,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131410000,1705413141,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,7,7,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054131420000,1705413142,1,1,2021,1999,2000,post_1999_revision,1838,1838,1,1105,1105,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054140040000,1705414004,1,1,2021,2005,2006,post_1999_revision,3096,3096,1,2400,2400,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
17054140060000,1705414006,1,1,2007,1878,2006,pre_1999_to_post_1999,2730,2945,1.0787545787545787,2400,2400,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
17054140290000,1705414029,1,1,2020,2014,2017,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140290000,1705414029,1,1,2021,2017,2015,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140300000,1705414030,1,1,2020,2014,2017,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140300000,1705414030,1,1,2021,2017,2015,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140300000,1705414030,1,1,2022,2015,2016,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140310000,1705414031,1,1,2020,2014,2017,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140310000,1705414031,1,1,2021,2017,2015,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054140310000,1705414031,1,1,2022,2015,2016,post_1999_revision,2479,2479,1,2400,2400,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054170040000,1705417004,1,1,2021,2005,2006,post_1999_revision,2182,2182,1,2500,2500,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17054170050000,1705417005,1,1,2004,1878,2002,pre_1999_to_post_1999,1120,3654,3.2625,NA,NA,0,0,Single-Family,Single-Family,1 Story,3 Story +,TRUE
17054170050000,1705417005,1,1,2021,2002,2003,post_1999_revision,2272,2272,1,2500,2500,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17061000220000,1706100022,1,1,2003,1888,2002,pre_1999_to_post_1999,5694,3354,0.589041095890411,NA,NA,5,3,Multi-Family,Multi-Family,3 Story +,3 Story +,TRUE
17061010200000,1706101020,1,1,2004,1906,2003,pre_1999_to_post_1999,1116,5175,4.637096774193548,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
17061070020000,1706107002,1,1,2012,1888,2011,pre_1999_to_post_1999,2142,2142,1,10800,10800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
17061070020000,1706107002,1,1,2021,2011,2012,post_1999_revision,2142,2142,1,10800,10800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
