pin,pin10,card_num,cards_in_history,minimum_post_1999_construction_year,latest_report_through_2022_construction_year,latest_report_through_2025_construction_year,latest_report_at_sample_end_construction_year,latest_report_all_construction_year,modal_post_1999_construction_year,latest_repeated_post_1999_construction_year,minimum_post_1999_selected_tax_year,latest_report_through_2022_selected_tax_year,latest_report_through_2025_selected_tax_year,latest_report_at_sample_end_selected_tax_year,latest_report_all_selected_tax_year,modal_post_1999_selected_tax_year,latest_repeated_post_1999_selected_tax_year,reports,first_tax_year,last_tax_year,distinct_years_all,distinct_years_post_1999,has_pre_1999_report,first_post_1999_tax_year,minimum_post_1999_year,maximum_post_1999_year,first_report_lag_minimum,revised_post_1999,unique_pin10_permit_match,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,latest_minus_minimum,latest_2025_minus_minimum,modal_minus_minimum,minimum_in_paper_window,latest_in_paper_window,latest_2025_in_paper_window,modal_in_paper_window
13153200270000,1315320027,1,1,2024,NA,2024,2024,2024,2024,2024,2024,NA,2025,2025,2026,2026,2026,28,1999,2026,2,1,TRUE,2024,2024,2024,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13153200830000,1315320083,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2018,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
13153210260000,1315321026,1,1,2024,NA,2024,2024,2024,2024,2024,2024,NA,2025,2025,2026,2026,2026,27,1999,2026,2,1,TRUE,2024,2024,2024,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13153210330000,1315321033,1,1,2005,2005,2005,2005,2005,2005,2005,2007,2015,2015,2015,2015,2015,2015,16,1999,2015,3,1,TRUE,2007,2005,2005,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13154000300000,1315400030,1,1,2005,2005,2005,2005,2005,2005,2005,2007,2022,2025,2022,2026,2026,2026,21,2005,2026,2,1,TRUE,2007,2005,2005,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13154000310000,1315400031,1,1,2005,2005,2005,2005,2005,2005,2005,2007,2022,2025,2022,2026,2026,2026,21,2005,2026,3,2,TRUE,2007,2005,2008,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13154010180000,1315401018,1,1,2006,2006,2006,2006,2006,2006,2006,2008,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2008,2006,2006,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154010310000,1315401031,1,5,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,9,2000,2008,3,1,TRUE,2008,2007,2007,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154020130000,1315402013,1,1,2002,2002,2002,2002,2002,2002,2002,2003,2022,2025,2022,2026,2026,2026,25,1999,2026,2,1,TRUE,2003,2002,2002,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13154020190000,1315402019,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154030120000,1315403012,1,1,2008,2008,2008,2008,2008,2008,2008,2011,2018,2018,2018,2018,2018,2018,28,1999,2026,3,1,TRUE,2011,2008,2008,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154070210000,1315407021,1,1,2024,NA,2024,2024,2024,2024,2024,2024,NA,2025,2025,2026,2026,2026,26,1999,2026,2,1,TRUE,2024,2024,2024,0,FALSE,TRUE,3281025,2022-10-13,2022,2023-01-06,1,COMPLETE,4218 N KILDARE AVE,SPR 2019 CBC. NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW 2 CAR FRAME GARAGE. AND NEW FENCING. ALL WORK AS PER PLANS,0,0,0,FALSE,FALSE,FALSE,FALSE
13154080110000,1315408011,1,1,2003,2004,2004,2004,2004,2003,2004,2004,2022,2025,2022,2026,2020,2026,28,1999,2026,3,2,TRUE,2004,2003,2004,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE
13154080320000,1315408032,1,1,2021,NA,2021,2021,2021,2021,2021,2024,NA,2025,2025,2026,2026,2026,24,1999,2026,2,1,TRUE,2024,2021,2021,3,FALSE,TRUE,3091217,2020-02-13,2020,2020-02-13,1,COMPLETE,4202 N TRIPP AVE,"SELF-CERT: NEW TWO-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND ATTACHED TWO-CAR GARAGE AND DRIVEWAY, PER PLANS.",0,0,0,TRUE,TRUE,TRUE,TRUE
13154100100000,1315410010,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154150040000,1315415004,1,1,2017,2019,2019,2019,2019,2019,2019,2018,2022,2025,2022,2026,2026,2026,27,1999,2026,3,2,TRUE,2018,2017,2019,1,TRUE,TRUE,2797232,2016-11-25,2016,2016-12-07,1,COMPLETE,4143 N TRIPP AVE,ERECT NEW 2 STORY WITH BASEMENT FRAME SINGLE FAMILY RESIDENCE AS PERPLAN.,2,2,2,TRUE,TRUE,TRUE,TRUE
13154150050000,1315415005,1,1,2017,2017,2017,2017,2017,2017,2017,2018,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2018,2017,2017,1,FALSE,TRUE,2769870,2016-09-20,2016,2016-09-21,1,COMPLETE,4137 N TRIPP AVE,ERECT NEW 2 STORY WITH BASEMENT FRAME SINGLE FAMILY RESIDENCE AS PER PLAN.,0,0,0,TRUE,TRUE,TRUE,TRUE
13154180240000,1315418024,1,1,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,22,1999,2020,2,1,TRUE,2020,2019,2019,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13154190150000,1315419015,1,2,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2,1999,2000,2,1,TRUE,2000,1999,1999,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13161020110000,1316102011,1,2,2005,2005,2005,2005,2005,2005,2005,2006,2008,2008,2008,2008,2008,2008,10,1999,2008,2,1,TRUE,2006,2005,2005,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13161020270000,1316102027,1,1,2005,2006,2006,2006,2006,2005,2006,2009,2022,2025,2022,2026,2020,2026,18,2009,2026,2,2,FALSE,2009,2005,2006,4,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,TRUE,TRUE,FALSE
13161020280000,1316102028,1,1,2005,2006,2006,2006,2006,2005,2006,2009,2022,2025,2022,2026,2020,2026,18,2009,2026,2,2,FALSE,2009,2005,2006,4,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,TRUE,TRUE,FALSE
13161050050000,1316105005,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2018,2017,2018,1,TRUE,TRUE,2828717,2017-03-20,2017,2017-04-19,1,COMPLETE,4745 N LONDON AVE,"ERECT A NEW, 4A, 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND NEW 2 CAR FRAME GARAGE AS PER PLANS",1,1,1,TRUE,TRUE,TRUE,TRUE
13161050060000,1316105006,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2018,1,TRUE,TRUE,2828716,2017-03-20,2017,2017-05-05,1,COMPLETE,4743 N LONDON AVE,"ERECT A NEW, 4A, 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND NEW 2 CAR FRAME GARAGE AS PER PLANS",1,1,1,TRUE,TRUE,TRUE,TRUE
13161070310000,1316107031,1,1,2022,2022,2022,2022,2022,2022,2022,2022,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2022,2022,2022,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161080280000,1316108028,1,2,2007,2007,2007,2007,2007,2007,2007,2008,2010,2010,2010,2010,2010,2010,12,1999,2010,2,1,TRUE,2008,2007,2007,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161080440000,1316108044,1,1,2006,2008,2008,2008,2008,2006,2008,2007,2022,2025,2022,2026,2021,2026,20,2007,2026,3,3,FALSE,2007,2006,2009,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
13161080460000,1316108046,1,1,2007,2009,2009,2009,2009,2007,2009,2011,2022,2025,2022,2026,2021,2026,16,2011,2026,2,2,FALSE,2011,2007,2009,4,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
13161090190000,1316109019,1,2,2021,2021,2021,2021,2021,2021,2021,2022,2022,2023,2022,2023,2023,2023,24,1999,2023,2,1,TRUE,2022,2021,2021,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161120090000,1316112009,1,1,2024,NA,2024,2024,2024,2024,2024,2024,NA,2025,2025,2026,2026,2026,27,1999,2026,2,1,TRUE,2024,2024,2024,0,FALSE,TRUE,3236721,2022-03-03,2022,2022-06-17,1,COMPLETE,5423 W LELAND AVE,"PROPOSED 2 STORY SFR W/BASEMENT, FRONT STAIRS, AND REAR 2 CAR GARAGE W/FIREPLACE, PER PLANS.",0,0,0,FALSE,FALSE,FALSE,FALSE
13161130150000,1316113015,1,2,2006,2006,2006,2006,2006,2006,2006,2007,2008,2008,2008,2008,2008,2008,10,1999,2008,2,1,TRUE,2007,2006,2006,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161130380000,1316113038,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2,2006,2007,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161150110000,1316115011,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2013,2013,2013,2013,2013,2013,15,1999,2013,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161150120000,1316115012,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2021,2021,2021,2021,2021,2021,28,1999,2026,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13161170090000,1316117009,1,2,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,8,1999,2006,2,1,TRUE,2006,2005,2005,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13161170470000,1316117047,1,1,2006,2008,2008,2008,2008,2006,2008,2007,2022,2025,2022,2026,2021,2026,20,2007,2026,2,2,FALSE,2007,2006,2008,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
13161220440000,1316122044,1,1,1999,1999,1999,1999,1999,1999,1999,2021,2022,2025,2022,2026,2026,2026,27,2000,2026,2,1,TRUE,2021,1999,1999,22,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13162050710000,1316205071,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,21,2006,2026,2,2,FALSE,2006,2005,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13162240340000,1316224034,1,2,2005,2005,2005,2005,2005,2005,2005,2006,2007,2007,2007,2007,2007,2007,9,1999,2007,2,1,TRUE,2006,2005,2005,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13162240520000,1316224052,1,1,2007,2008,2008,2008,2008,2007,2008,2008,2022,2025,2022,2026,2020,2026,19,2008,2026,2,2,FALSE,2008,2007,2008,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE,TRUE,TRUE,TRUE
13162240530000,1316224053,1,1,2007,2009,2009,2009,2009,2007,2009,2008,2022,2025,2022,2026,2021,2026,19,2008,2026,2,2,FALSE,2008,2007,2009,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
13162290050000,1316229005,1,1,2011,2011,2011,2011,2011,2011,2011,2013,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2013,2011,2011,2,FALSE,TRUE,2367259,2012-04-30,2012,2012-08-01,1,COMPLETE,4443 N LAMON AVE,ERECT SINGLE FAMILY RESIDENCE (FRAME CONSTRUCTION) WITH BASEMENT MORE THAN 50% BELOW GRADE.  FRONT AND REAR DECKS. GREEN PERMIT PROGRAM BENEFIT TIER II.,0,0,0,TRUE,TRUE,TRUE,TRUE
13163040250000,1316304025,1,1,2007,2007,2007,2007,2007,2007,2007,2008,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2008,2007,2010,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13164110150000,1316411015,1,1,2005,2005,2005,2005,2005,2005,2005,2007,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2007,2005,2005,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13164160090000,1316416009,1,1,2014,2016,2016,2016,2016,2016,2016,2017,2022,2025,2022,2026,2026,2026,27,1999,2026,3,2,TRUE,2017,2014,2016,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,TRUE,TRUE,TRUE,TRUE
13171050180000,1317105018,1,1,1999,1999,1999,1999,1999,1999,1999,2001,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2001,1999,1999,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171070230000,1317107023,1,1,2022,2022,2022,2022,2022,2022,2022,2022,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2022,2022,2022,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13171070560000,1317107056,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2018,2017,2018,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
13171071650000,1317107165,1,1,2022,2022,2022,2022,2022,2022,2022,2022,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2022,2022,2022,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13171080440000,1317108044,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171090470000,1317109047,1,1,2014,2016,2016,2016,2016,2016,2016,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,6,4,TRUE,2016,2014,2017,2,TRUE,TRUE,2645263,2015-04-22,2015,2015-05-21,1,COMPLETE,4544 N MOBILE AVE,"ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT , NEW REAR WOOD DECK AND NEW 2 CAR FRAME GARAGE AS PER PLANS.",2,2,2,TRUE,TRUE,TRUE,TRUE
13171090710000,1317109071,1,1,2004,2006,2006,2006,2006,2004,2006,2005,2022,2025,2022,2026,2021,2026,22,2005,2026,2,2,FALSE,2005,2004,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
13171100680000,1317110068,1,1,2001,2001,2001,2001,2001,2001,2001,2020,2020,2020,2020,2020,2020,2020,28,1999,2026,2,1,TRUE,2020,2001,2001,19,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171110400000,1317111040,1,1,2005,2005,2005,2005,2005,2005,2005,2007,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2007,2005,2005,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171110680000,1317111068,1,1,2014,2015,2015,2015,2015,2015,2015,2015,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2015,2014,2015,1,TRUE,TRUE,2541240,2014-04-14,2014,2014-08-21,1,COMPLETE,4531 N MERRIMAC AVE,NEW TWO (2) STORY SINGLE FAMILY RESIDENCE WITH A DETACHED 2-CAR PRIVATE  GARAGE AS PER PLANS - NO ROOF DECK ALLOWED WITH THIS PERMIT**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,1,1,1,TRUE,TRUE,TRUE,TRUE
13171110690000,1317111069,1,1,1999,1999,1999,1999,1999,1999,1999,2001,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2001,1999,1999,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171120080000,1317112008,1,1,2020,NA,2020,2020,2020,2020,2020,2024,NA,2025,2025,2026,2026,2026,28,1999,2026,2,1,TRUE,2024,2020,2020,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13171140060000,1317114006,1,1,1999,1999,1999,1999,1999,1999,1999,2000,2022,2025,2022,2026,2026,2026,27,2000,2026,2,2,FALSE,2000,1999,2002,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171150230000,1317115023,1,1,1999,1999,1999,1999,1999,1999,1999,2001,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2001,1999,1999,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13171170220000,1317117022,1,1,2011,2011,2011,2011,2011,2011,2011,2014,2022,2025,2022,2026,2026,2026,26,1999,2026,2,1,TRUE,2014,2011,2011,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13171170230000,1317117023,1,1,2005,2006,2006,2006,2006,2005,2006,2006,2022,2025,2022,2026,2020,2026,28,1999,2026,3,2,TRUE,2006,2005,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,TRUE,TRUE,FALSE
13171180170000,1317118017,1,1,2018,2019,2019,2019,2019,2019,2019,2019,2022,2025,2022,2026,2026,2026,8,2019,2026,2,2,FALSE,2019,2018,2019,1,TRUE,TRUE,2947923,2018-07-05,2018,2018-07-05,1,COMPLETE,4440 N MERRIMAC AVE,"NEW 1 STORY FRAME SFR BUILDING W/ BSMT, ATTIC, FRONT OPEN PORCH, REAR OPEN DECK & NEW DETACHED 2 CAR FRAME GARAGE WITH ATTIC STORAGE, AND TRASH ENCL.",1,1,1,TRUE,TRUE,TRUE,TRUE
13171200060000,1317120006,1,1,2011,2011,2011,2011,2011,2011,2011,2012,2022,2025,2022,2026,2026,2026,26,1999,2026,2,1,TRUE,2012,2011,2011,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13171210090000,1317121009,1,1,2005,2007,2007,2007,2007,2005,2007,2006,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2006,2005,2007,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
13172020070000,1317202007,1,1,2008,2008,2008,2008,2008,2008,2008,2010,2017,2017,2017,2017,2017,2017,19,1999,2017,2,1,TRUE,2010,2008,2008,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13172020170000,1317202017,1,1,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,3,1999,2001,2,1,TRUE,2001,2000,2000,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13172080420000,1317208042,1,1,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,22,1999,2020,2,1,TRUE,2020,2020,2020,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13172100260000,1317210026,1,1,2006,2008,2008,2008,2008,2006,2008,2007,2022,2025,2022,2026,2019,2026,20,2007,2026,4,4,FALSE,2007,2006,2009,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
13172100270000,1317210027,1,1,2006,2007,2007,2007,2007,2006,2007,2007,2022,2025,2022,2026,2020,2026,20,2007,2026,2,2,FALSE,2007,2006,2007,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE,TRUE,TRUE,TRUE
13172160090000,1317216009,1,2,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,8,1999,2006,2,1,TRUE,2006,2005,2005,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13172230370000,1317223037,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13173020730000,1317302073,1,1,2011,2011,2011,2011,2011,2011,2011,2014,2022,2025,2022,2026,2026,2026,28,1999,2026,3,1,TRUE,2014,2011,2011,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13173021050000,1317302105,1,1,1999,1999,1999,1999,1999,1999,1999,2002,2022,2025,2022,2026,2026,2026,26,1999,2026,2,1,TRUE,2002,1999,1999,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13173040230000,1317304023,1,1,2014,2016,2016,2016,2016,2016,2016,2017,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2017,2014,2016,3,TRUE,TRUE,2766201,2016-08-04,2016,2016-09-20,1,COMPLETE,4305 N MOODY AVE,NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW REAR WOOD DECK. NEW 3 CAR GARAGE. ALL WORK AS PER PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,2,2,2,TRUE,TRUE,TRUE,TRUE
13173090070000,1317309007,1,10,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,5,1999,2005,2,1,TRUE,2005,2004,2004,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
13173090930000,1317309093,1,1,2005,2006,2006,2006,2006,2005,2006,2006,2022,2025,2022,2026,2020,2026,21,2006,2026,2,2,FALSE,2006,2005,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,TRUE,TRUE,FALSE
13173091030000,1317309103,1,1,2007,2007,2007,2007,2007,2007,2007,2008,2022,2025,2022,2026,2026,2026,19,2008,2026,2,2,FALSE,2008,2007,2010,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13173091100000,1317309110,1,1,2007,2007,2007,2007,2007,2007,2007,2008,2022,2025,2022,2026,2026,2026,19,2008,2026,2,2,FALSE,2008,2007,2010,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13173130100000,1317313010,1,1,2004,2006,2006,2006,2006,2004,2006,2005,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2005,2004,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
13173140430000,1317314043,1,1,2021,2021,2021,2021,2021,2021,2021,2021,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2021,2021,2021,0,FALSE,TRUE,3123111,2020-06-17,2020,2020-07-28,1,COMPLETE,4128 N MEADE AVE,"PROPOSED 2 STORY SFR WITH BASEMENT, 2 STORY REAR WOOD DECK, AND A NEW DETACHED 2 CAR GARAGE AS PER PLANS.",0,0,0,TRUE,TRUE,TRUE,TRUE
13174270200000,1317427020,1,1,2021,2021,2021,2021,2021,2021,2021,2021,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2021,2021,2021,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
13184120080000,1318412008,1,1,1999,1999,1999,1999,1999,1999,1999,2021,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2021,1999,1999,22,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
