pin,pin10,card_num,cards_in_history,minimum_post_1999_construction_year,latest_report_through_2022_construction_year,latest_report_through_2025_construction_year,latest_report_at_sample_end_construction_year,latest_report_all_construction_year,modal_post_1999_construction_year,latest_repeated_post_1999_construction_year,minimum_post_1999_selected_tax_year,latest_report_through_2022_selected_tax_year,latest_report_through_2025_selected_tax_year,latest_report_at_sample_end_selected_tax_year,latest_report_all_selected_tax_year,modal_post_1999_selected_tax_year,latest_repeated_post_1999_selected_tax_year,reports,first_tax_year,last_tax_year,distinct_years_all,distinct_years_post_1999,has_pre_1999_report,first_post_1999_tax_year,minimum_post_1999_year,maximum_post_1999_year,first_report_lag_minimum,revised_post_1999,unique_pin10_permit_match,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,latest_minus_minimum,latest_2025_minus_minimum,modal_minus_minimum,minimum_in_paper_window,latest_in_paper_window,latest_2025_in_paper_window,modal_in_paper_window
09253030330000,0925303033,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09253040100000,0925304010,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,8,1999,2006,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09253040110000,0925304011,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,8,1999,2006,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09253050430000,0925305043,1,1,2005,2007,2007,2007,2007,2005,2007,2013,2022,2025,2022,2026,2021,2026,14,2013,2026,2,2,FALSE,2013,2005,2007,8,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
09253210100000,0925321010,1,1,2005,2006,2006,2006,2006,2005,2006,2007,2022,2025,2022,2026,2020,2026,28,1999,2026,3,2,TRUE,2007,2005,2006,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,TRUE,TRUE,FALSE
09254040490000,0925404049,1,1,2017,2019,2019,2019,2019,2019,2019,2018,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2018,2017,2019,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,TRUE,TRUE,TRUE,TRUE
09254120500000,0925412050,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09254140410000,0925414041,1,1,2005,2007,2007,2007,2007,2005,2007,2006,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2006,2005,2007,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
09254180180000,0925418018,1,1,2017,2017,2017,2017,2017,2017,2017,2018,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2018,2017,2017,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09254180520000,0925418052,1,1,2007,2007,2007,2007,2007,2007,2007,2008,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2008,2007,2007,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09254190530000,0925419053,1,1,2024,NA,2024,2024,2024,2024,2024,2024,NA,2025,2025,2026,2026,2026,28,1999,2026,2,1,TRUE,2024,2024,2024,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09254250310000,0925425031,1,1,2011,2012,2012,2012,2012,2011,2012,2014,2022,2025,2022,2026,2020,2026,28,1999,2026,3,2,TRUE,2014,2011,2012,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE,TRUE,TRUE,TRUE
09254260020000,0925426002,1,1,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,4,1999,2002,2,1,TRUE,2002,2001,2001,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09254320440000,0925432044,1,1,2011,2011,2011,2011,2011,2011,2011,2012,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2012,2011,2011,1,FALSE,TRUE,2328504,2011-11-28,2011,2011-11-28,1,COMPLETE,7239 N OCONTO AVE,DEMO EXISTING ONE STORY RESIDENCE AND CONSTRUCT NEW TWO STORY RESIDENCE ON EXISTING FOUNDATION.,0,0,0,TRUE,TRUE,TRUE,TRUE
09361040600000,0936104060,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,27,1999,2026,3,2,TRUE,2018,2017,2018,1,TRUE,TRUE,2791514,2016-10-21,2016,2016-12-09,1,COMPLETE,7027 N OZARK AVE,"ERECT A NEW FRAME  2 STORY SINGLE FAMILY HOME WITH BASEMENT, FRONT OPEN PORCH, REAR WOOD OPEN DECK, AND DETACHED 3 CAR FRAME PRIVATE GARAGE",1,1,1,TRUE,TRUE,TRUE,TRUE
09361052610000,0936105261,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2018,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
09361052620000,0936105262,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2018,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
09361090420000,0936109042,1,1,2006,2007,2007,2007,2007,2006,2007,2008,2022,2025,2022,2026,2020,2026,19,2008,2026,2,2,FALSE,2008,2006,2007,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE,TRUE,TRUE,TRUE
09362000050000,0936200005,1,1,2004,2007,2007,2007,2007,2007,2007,2005,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2005,2004,2007,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,FALSE,TRUE,TRUE,TRUE
09362000080000,0936200008,1,1,1999,1999,1999,1999,1999,1999,1999,2022,2022,2025,2022,2026,2026,2026,28,1999,2026,4,2,TRUE,2020,1999,2000,21,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362000100000,0936200010,1,1,1999,2001,2001,2001,2001,1999,2001,2002,2022,2025,2022,2026,2021,2026,28,1999,2026,4,3,TRUE,2002,1999,2001,3,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE
09362000120000,0936200012,1,1,2019,2021,2021,2021,2021,2021,2021,2020,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2020,2019,2021,1,TRUE,TRUE,3036675,2019-06-10,2019,2019-08-30,1,COMPLETE,7107 N ORIOLE AVE,"BUILDING OF A SINGLE FAMILY RESIDENCE FRAME CONSTRUCTION, 2-STORY HIGH WITH BASEMENT PLUS A 3-CAR DETACHED FRAME GARAGE.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)",2,2,2,TRUE,TRUE,TRUE,TRUE
09362010150000,0936201015,1,1,2002,2004,2004,2004,2004,2002,2004,2003,2022,2025,2022,2026,2021,2026,27,1999,2026,3,2,TRUE,2003,2002,2004,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE
09362010240000,0936201024,1,1,2008,2009,2009,2009,2009,2008,2009,2009,2022,2023,2022,2023,2020,2023,28,1999,2026,5,2,TRUE,2009,2008,2009,1,TRUE,TRUE,1890344,2008-08-11,2008,2008-10-23,1,COMPLETE,7100 N OLCOTT AVE,BUILD A NEW 1 1/2 STORY BRICK VENEER RESIDENCE.  BUILDING TO HAVE 2144 S.F. ON THE FIRST FLOOR AND AN UNFINISHED BASEMENT AND ATTIC.   PROVIDE A NEW CONCRETE FRONT WALK.,1,1,0,TRUE,TRUE,TRUE,TRUE
09362020270000,0936202027,1,1,2019,2020,2020,2020,2020,2020,2020,2020,2022,2025,2022,2026,2026,2026,27,1999,2026,3,2,TRUE,2020,2019,2020,1,TRUE,TRUE,2993437,2019-01-18,2019,2019-01-30,1,COMPLETE,7112 N OSCEOLA AVE,NEW 2 STORY (4A CONSTRUCTION) SINGLE FAMILY RESIDENCE WITH BASEMENT AND OPEN FRONT PORCH. NEW FRAME 3 CAR GARAGE. 280 LF OF 6 FT HIGH WOOD FENCE. ALL WORK AS PER PLANS.,1,1,1,TRUE,TRUE,TRUE,TRUE
09362020320000,0936202032,1,1,2004,2005,2005,2005,2005,2004,2005,2005,2022,2025,2022,2026,2020,2026,22,2005,2026,2,2,FALSE,2005,2004,2005,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE
09362020330000,0936202033,1,1,2004,2006,2006,2006,2006,2004,2006,2005,2022,2025,2022,2026,2021,2026,22,2005,2026,2,2,FALSE,2005,2004,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,TRUE,TRUE,FALSE
09362030090000,0936203009,1,1,2018,2020,2020,2020,2020,2020,2020,2019,2022,2025,2022,2026,2026,2026,27,1999,2026,4,3,TRUE,2019,2018,2020,1,TRUE,TRUE,2899690,2018-01-05,2018,2018-01-09,1,COMPLETE,7119 N OSCEOLA AVE,NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND COVERED OPEN FRAME FRONT PORCH. NEW FRAME 3 CARS GARAGE. 300 LF OF 6 FT HIGH VINYL FENCE. ALL WORK AS PER PLANS.,2,2,2,TRUE,TRUE,TRUE,TRUE
09362030390000,0936203039,1,1,2003,2005,2005,2005,2005,2003,2005,2004,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2004,2003,2005,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE
09362030470000,0936203047,1,1,2019,2021,2021,2021,2021,2021,2021,2020,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2020,2019,2021,1,TRUE,TRUE,3040870,2019-06-27,2019,2019-07-22,1,COMPLETE,7122 N ODELL AVE,"ERECT A NEW 2 STORY FRAME (4A CONST.) NEW CONSTRUCTION HOME WITH BASEMENT, FRONT STAIR AND 3 CAR DETACHED FRAME GARAGE AS PER PLANS.",2,2,2,TRUE,TRUE,TRUE,TRUE
09362080270000,0936208027,1,1,1999,1999,1999,1999,1999,1999,1999,2000,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2000,1999,1999,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362080320000,0936208032,1,1,2008,2008,2008,2008,2008,2008,2008,2010,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2010,2008,2008,2,FALSE,TRUE,1944597,2008-08-08,2008,2008-09-10,1,COMPLETE,7010 N OLEANDER AVE,ERECT SINGLE FAMILY RESIDENCE + DETACHED TWO CAR GARAGE,0,0,0,TRUE,TRUE,TRUE,TRUE
09362100110000,0936210011,1,1,2014,2015,2015,2015,2015,2015,2015,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2016,2014,2015,2,TRUE,TRUE,2642586,2015-04-15,2015,2015-05-21,1,COMPLETE,7005 N OLCOTT AVE,"ERECT A 2 STORY , FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT  AND 3 CAR GARAGE.    **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",1,1,1,TRUE,TRUE,TRUE,TRUE
09362110020000,0936211002,1,1,2014,2014,2014,2014,2014,2014,2014,2017,2022,2025,2022,2026,2026,2026,27,1999,2026,3,1,TRUE,2017,2014,2014,3,FALSE,TRUE,2683831,2015-11-25,2015,2016-01-29,1,COMPLETE,7053 N OSCEOLA AVE,"ERECT NEW 2 STORY BRICK VENEER SINGLE FAMILY RESIDENCE W/ BASEMENT, ONE STORY FRONT OPEN PORCH W/ ROOF, REAR ONE STORY OPEN DECK, AND NEW DETACHED 2 CAR PRIVATE GARAGE PER PLANS.  **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",0,0,0,TRUE,TRUE,TRUE,TRUE
09362160090000,0936216009,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362190110000,0936219011,1,1,2011,2011,2011,2011,2011,2011,2011,2013,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2013,2011,2011,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09362210040000,0936221004,1,1,2022,2022,2022,2022,2022,2022,2022,2022,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2022,2022,2022,0,FALSE,TRUE,3209511,2021-10-08,2021,2021-11-09,1,COMPLETE,7247 W LUNT AVE,"SPR 2019 CBC. NEW 2 STORY (VA CONSTRUCTION, R-5 OCCUPANCY) SINGLE FAMILY RESIDENCE WITH BASEMENT AND OPEN CONCRETE FRONT PORCH. NEW FRAME 3 CAR GARAGE. NEW 250 LF OF 6 FT HIGH WOOD FENCING. ALL WORK AS PER PLANS.",0,0,0,TRUE,TRUE,TRUE,TRUE
09362220020000,0936222002,1,1,2004,2004,2004,2004,2004,2004,2004,2005,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2005,2004,2004,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362230040000,0936223004,1,1,2007,2009,2009,2009,2009,2007,2009,2008,2022,2025,2022,2026,2020,2026,28,1999,2026,4,3,TRUE,2008,2007,2009,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
09362230310000,0936223031,1,1,2003,2003,2003,2003,2003,2003,2003,2004,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2004,2003,2003,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362240050000,0936224005,1,1,2003,2003,2003,2003,2003,2003,2003,2004,2022,2025,2022,2026,2026,2026,26,1999,2026,2,1,TRUE,2004,2003,2003,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09362240340000,0936224034,1,1,2014,2015,2015,2015,2015,2015,2015,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2016,2014,2017,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
09362250180000,0936225018,1,1,2014,2014,2014,2014,2014,2014,2014,2015,2022,2025,2022,2026,2026,2026,28,1999,2026,3,2,TRUE,2015,2014,2017,1,TRUE,TRUE,2550862,2014-05-13,2014,2014-06-26,1,COMPLETE,6850 N OLCOTT AVE,ERECT A NEW 2 STORY WITH BASEMENT FRAME BRICK VENEER SINGLE FAMILY HOME AND DETACHED FRAME 2 CAR GARAGE AS PER PLANS.,0,0,0,TRUE,TRUE,TRUE,TRUE
09362250280000,0936225028,1,1,2014,2014,2014,2014,2014,2014,2014,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2016,2014,2014,2,FALSE,TRUE,2670453,2015-09-23,2015,2015-12-07,1,COMPLETE,6830 N OLCOTT AVE,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME ON THE EXISTING CONCRETE FOUNDATION (CONST TYPE 4A) AND  A 3 CAR FRAME DETACHED GARAGE AS PER PLANS.,0,0,0,TRUE,TRUE,TRUE,TRUE
09362250330000,0936225033,1,1,2006,2006,2006,2006,2006,2006,2006,2007,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2007,2006,2006,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09362250340000,0936225034,1,1,2018,2018,2018,2018,2018,2018,2018,2019,2022,2025,2022,2026,2026,2026,27,1999,2026,2,1,TRUE,2019,2018,2018,1,FALSE,TRUE,2872075,2017-09-05,2017,2017-10-04,1,COMPLETE,6822 N OLCOTT AVE,"RS-2 - ERECT NEW, FRAME, 2 STORY SINGLE FAMILY HOUSE WITH BASEMENT, REAR OPEN DECK AND FRAME DETACHED 3 CAR PRIVATE GARAGE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",0,0,0,TRUE,TRUE,TRUE,TRUE
09362270280000,0936227028,1,1,2014,2014,2014,2014,2014,2014,2014,2015,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2015,2014,2014,1,FALSE,TRUE,2571444,2014-09-17,2014,2014-10-24,1,COMPLETE,7319 W IBSEN ST,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT AND FRONT PORCH ALSO  NEW 2 CAR FRAME GARAGE ALLEY ACCESS(CONDITIONALPERMIT SUBJECT TO FIELD INSPECTIONS.),0,0,0,TRUE,TRUE,TRUE,TRUE
09363070120000,0936307012,1,1,2019,2019,2019,2019,2019,2019,2019,2020,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2020,2019,2019,1,FALSE,TRUE,3048852,2019-07-09,2019,2019-08-29,1,COMPLETE,7727 W COLUMBIA AVE,NEW 2 STORY SINGLE FAMILY FRAME RESIDENCE WITH BASEMENT AND ATTACHED 2 CAR GARAGE. NEW REAR WOOD DECK AND STAIR WITH PERGOLA. NEW FRONT ROOFED PORCH. INSTALL 6 FEET HIGH WOOD FENCE. ALL WORK AS PER PLANS.,0,0,0,TRUE,TRUE,TRUE,TRUE
09363070360000,0936307036,1,1,1999,1999,1999,1999,1999,1999,1999,2000,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2000,1999,1999,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09363070480000,0936307048,1,1,2014,2014,2014,2014,2014,2014,2014,2017,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2017,2014,2014,3,FALSE,TRUE,2729043,2016-02-22,2016,2016-04-13,1,COMPLETE,7755 W COLUMBIA AVE,"ERECT A 2 STORY, IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT  AND 2 CAR ATACHED GARAGE PER PLANS",0,0,0,TRUE,TRUE,TRUE,TRUE
09363130240000,0936313024,1,1,2014,2014,2014,2014,2014,2014,2014,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2016,2014,2014,2,FALSE,TRUE,2675418,2015-08-28,2015,2015-09-30,1,COMPLETE,6602 N OLIPHANT AVE,"ERECT A NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT . NEW OPEN FRONT PORCH, REAR  OPEN DECK AND NEW DETACHED 3 CAR FRAME PRIVATE GARAGE. NEW 200 LF OF 6 FT HIGH WOOD FENCE. PER PLANS",0,0,0,TRUE,TRUE,TRUE,TRUE
09363140270000,0936314027,1,1,2014,2014,2014,2014,2014,2014,2014,2015,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2015,2014,2014,1,FALSE,TRUE,2512833,2014-03-07,2014,2014-03-07,1,COMPLETE,6522 N OXFORD AVE,SELF CERTIFICATION REVIEW: ERECT 2-STORY WITH BASEMENT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 3 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,0,0,0,TRUE,TRUE,TRUE,TRUE
09363140330000,0936314033,1,1,2018,2020,2020,2020,2020,2020,2020,2019,2022,2025,2022,2026,2026,2026,27,1999,2026,4,3,TRUE,2019,2018,2020,1,TRUE,TRUE,2874679,2017-09-13,2017,2017-11-29,1,COMPLETE,6504 N OXFORD AVE,ERECT A NEW 2 STORY FRAME (4A CONST. TYPE) SINGLE FAMILY HOME WITH BASEMENT AND FRAME DETACHED 2 CAR GARAGE AS PER PLANS CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS),2,2,2,TRUE,TRUE,TRUE,TRUE
09363150020000,0936315002,1,1,2014,2016,2016,2016,2016,2016,2016,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2016,2014,2016,2,TRUE,TRUE,2675162,2015-09-23,2015,2015-11-25,1,COMPLETE,6555 N OXFORD AVE,ERECT A NEW  2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT & A 2 CAR FRAME DETACHED GARAGE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,2,2,2,TRUE,TRUE,TRUE,TRUE
09363250250000,0936325025,1,1,2014,2015,2015,2015,2015,2015,2015,2015,2022,2025,2022,2026,2026,2026,28,1999,2026,4,3,TRUE,2015,2014,2017,1,TRUE,TRUE,2584152,2014-08-14,2014,2014-08-20,1,COMPLETE,6466 N OLYMPIA AVE,SELF CERT.PROJECT: ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE AS PER PLANS,1,1,1,TRUE,TRUE,TRUE,TRUE
09363250280000,0936325028,1,1,2014,2016,2016,2016,2016,2014,2016,2016,2022,2025,2022,2026,2021,2026,28,1999,2026,3,2,TRUE,2016,2014,2016,2,TRUE,TRUE,2663560,2015-07-08,2015,2015-09-17,1,COMPLETE,6454 N OLYMPIA AVE,ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT AND FRONT PORCH ALSO NEW 3 CAR FRAME GARAGE ALLEY ACCESS,2,2,0,TRUE,TRUE,TRUE,TRUE
09363250360000,0936325036,1,1,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,21,1999,2019,2,1,TRUE,2019,2018,2018,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09363250430000,0936325043,1,1,2019,2021,2021,2021,2021,2021,2021,2020,2022,2025,2022,2026,2026,2026,7,2020,2026,2,2,FALSE,2020,2019,2021,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,TRUE,TRUE,TRUE,TRUE
09363250440000,0936325044,1,1,2019,2021,2021,2021,2021,2021,2021,2020,2022,2025,2022,2026,2026,2026,7,2020,2026,2,2,FALSE,2020,2019,2021,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,TRUE,TRUE,TRUE,TRUE
09364030150000,0936403015,1,1,2005,2005,2005,2005,2005,2005,2005,2006,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2006,2005,2005,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
09364030160000,0936403016,1,1,2004,2005,2005,2005,2005,2004,2005,2005,2022,2025,2022,2026,2020,2026,28,1999,2026,3,2,TRUE,2005,2004,2005,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE,FALSE,FALSE,FALSE
09364040020000,0936404002,1,1,2011,2011,2011,2011,2011,2011,2011,2014,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2014,2011,2011,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09364040160000,0936404016,1,1,2008,2008,2008,2008,2008,2008,2008,2009,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2009,2008,2008,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09364040260000,0936404026,1,1,2014,2015,2015,2015,2015,2015,2015,2015,2022,2025,2022,2026,2026,2026,12,2015,2026,2,2,FALSE,2015,2014,2015,1,TRUE,TRUE,2513512,2013-12-09,2013,2013-12-13,1,COMPLETE,6714 N ODELL AVE,ERECT NEW 2 STORY W/ BASEMENT 3B CONSTRUCTION SFR AND DETACHED FRAME GARAGE AS PER PLANS**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,1,1,1,TRUE,TRUE,TRUE,TRUE
09364050160000,0936405016,1,1,2011,2011,2011,2011,2011,2011,2011,2014,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2014,2011,2011,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,TRUE,TRUE,TRUE,TRUE
09364080320000,0936408032,1,1,2003,2005,2005,2005,2005,2003,2005,2004,2022,2025,2022,2026,2019,2026,23,2004,2026,4,4,FALSE,2004,2003,2006,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE,FALSE,FALSE,FALSE
09364080350000,0936408035,1,1,2017,2018,2018,2018,2018,2018,2018,2018,2022,2025,2022,2026,2026,2026,9,2018,2026,2,2,FALSE,2018,2017,2018,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,TRUE,TRUE,TRUE,TRUE
09364090090000,0936409009,1,1,2014,2014,2014,2014,2014,2014,2014,2016,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2016,2014,2014,2,FALSE,TRUE,2622829,2015-03-27,2015,2015-05-12,1,COMPLETE,6674 N OLYMPIA AVE,NEW 2 STORY FRAME AND STONE VENEER BUILDING WITH BASEMENT. NEW DETACHED 3 CAR FRAME GARAGE.,0,0,0,TRUE,TRUE,TRUE,TRUE
09364090230000,0936409023,1,1,2014,2016,2016,2016,2016,2014,2016,2016,2022,2025,2022,2026,2021,2026,11,2016,2026,2,2,FALSE,2016,2014,2016,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,TRUE,TRUE,TRUE,TRUE
09364100100000,0936410010,1,1,2003,2003,2003,2003,2003,2003,2003,2004,2022,2025,2022,2026,2026,2026,28,1999,2026,2,1,TRUE,2004,2003,2003,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,FALSE,FALSE,FALSE
