project_id,straight_boundary,simple_overlap_keep,share_based_keep,distance_to_cbd_miles,distance_to_school_miles,distance_to_park_miles,distance_to_lake_miles
commercial_13151010310000,TRUE,TRUE,FALSE,8.291563557504501,0.520253503213695,0.11026455125389623,4.952698360362578
commercial_13151040020000,TRUE,TRUE,FALSE,8.143729700956639,0.4080606840763188,0.28503693057787355,4.7555514643654115
commercial_13243180370000,TRUE,FALSE,FALSE,5.442581228881865,0.030609429438096032,0.2511623228624078,3.4960588686376166
commercial_13253150250000,FALSE,TRUE,TRUE,4.756709734071962,0.29260805507320714,0.04370713274840006,3.647970810722804
commercial_13361070360000,TRUE,TRUE,TRUE,4.385060225494262,0.26733707345929647,0.1452074719034673,3.4890927128489797
commercial_14062250100000,TRUE,TRUE,TRUE,7.754870610268344,0.4494651656649588,0.23313372716718342,1.1100858333083043
commercial_14294070660000,FALSE,TRUE,TRUE,3.377803504077408,0.16107567849099763,0.13061946746077843,0.9372516734185662
commercial_14301040010000,TRUE,TRUE,TRUE,4.690554128475151,0.30222091570336856,0.24176735767882457,2.522418950630144
commercial_14313130050000,TRUE,TRUE,TRUE,3.476741483754651,0.26810989741806257,0.043752627463463346,2.884629680430213
commercial_14321060130000,FALSE,TRUE,FALSE,3.2110355105719837,0.18522034005983984,0.19573622317232106,1.526315761177962
commercial_16014000010000,FALSE,TRUE,TRUE,3.6070273752488555,0.029838614088935865,0.03693092166915182,3.7011099741579754
commercial_16022280210000,TRUE,TRUE,TRUE,4.212145194257999,0.14312220139766277,0.1054732411821645,4.297260167843191
commercial_16022280270000,TRUE,TRUE,TRUE,4.174196931526269,0.11996689023216424,0.06522892671617883,4.2582559682609
commercial_16134200390000,FALSE,TRUE,TRUE,2.997737462769442,0.18107686207581336,0.20633721613912992,3.7020865736703166
commercial_17051070550000,FALSE,TRUE,TRUE,2.525048507271944,0.11390920505642073,0.20072119451515533,2.141547670264668
commercial_17051070560000,FALSE,TRUE,TRUE,2.5311410748718863,0.11256081731749311,0.20594357414553974,2.1391093980809233
commercial_17091300080000,FALSE,FALSE,FALSE,0.6843822912211328,0.7597570060213336,0.15335287277990814,1.2157583100066367
commercial_17171130340000,TRUE,TRUE,TRUE,1.4806114564320647,0.07853193860053319,0.07820134589778949,2.368296708042568
commercial_17173230020000,TRUE,TRUE,TRUE,1.625886670412502,0.20620279010185494,0.08968323995303888,2.1853464457928857
commercial_17173230060000,TRUE,TRUE,TRUE,1.6633158887397543,0.25065929626785477,0.07864571015348464,2.234256988602682
commercial_17173230400000,TRUE,TRUE,TRUE,1.6563527320879636,0.23253507695026226,0.10930544313178947,2.1967412795918135
commercial_17173230420000,TRUE,TRUE,TRUE,1.6610135857330155,0.23760111511477083,0.11472111949362138,2.2025419665098687
commercial_17173230440000,TRUE,TRUE,TRUE,1.6659582226168985,0.24290102239736183,0.12028980724268154,2.2082531915151167
commercial_17173230460000,TRUE,TRUE,TRUE,1.6802213041308718,0.25844984820284234,0.11972795145570576,2.225377362828267
commercial_17173340090000,TRUE,TRUE,TRUE,1.6919831722260317,0.2679911051240454,0.136443291078693,2.1828182677806214
commercial_17173340210000,TRUE,TRUE,TRUE,1.70856126927159,0.28286443104141634,0.15213032909707186,2.210395685852407
commercial_17173340340000,TRUE,TRUE,TRUE,1.7278700434309258,0.24040070126699195,0.16707558659243862,2.1784484409049476
commercial_17173340440000,TRUE,TRUE,TRUE,1.7102819098308903,0.2609410973780329,0.15996660160396953,2.1790722236552997
commercial_17181130470000,FALSE,TRUE,TRUE,2.7715261433442135,0.08669738513669319,0.19640677977452242,3.623824958175549
commercial_17202000770000,FALSE,TRUE,TRUE,1.7577958582622255,0.1618035475870843,0.08412012080806978,2.1457078885381597
commercial_17202070580000,TRUE,TRUE,TRUE,1.7620007999613698,0.0857480918841863,0.08350149249671945,2.091233141773266
commercial_17221020240000,FALSE,TRUE,TRUE,1.2700634449587795,0.26169864879723803,0.09527688403532929,0.4796543777697049
commercial_17294190540000,TRUE,FALSE,FALSE,2.67141270722005,0.3247347405262521,0.1622669522178389,1.9101073367160022
commercial_17313040010000,TRUE,TRUE,TRUE,4.541848681558249,0.1319511708914507,0.14475455385201896,3.7959317722822403
commercial_19104070500000,FALSE,TRUE,TRUE,7.736307594430804,0.4653754303599616,0.29437383428613784,6.88242417627096
commercial_20031020270000,FALSE,TRUE,FALSE,4.188784385364369,0.12188813868458523,0.05204647899200773,1.1319107040109548
commercial_20031020280000,FALSE,TRUE,FALSE,4.188784385364369,0.12188813868458523,0.05204647899200773,1.1319107040109548
commercial_20031020290000,FALSE,TRUE,FALSE,4.212322313467631,0.12987050866234506,0.028404756803040818,1.1422862393288051
commercial_20043270360000,FALSE,TRUE,FALSE,5.187202334775324,0.12551917961920547,0.22942181213151303,2.600340111225122
