File: project_permit_chain_links.csv
Rows: 30765
Columns: 14
SHA-256 (saved bytes): eaebc8d252bbbd625c9940791ab8d5cfd318335b618c3ac77dd217e860ef85c6
Key: project_id, permit_number
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                   column inferred_type non_missing distinct min max mean sd
            source_family       VARCHAR       30765        2   -   -    -  -
               project_id       VARCHAR       30765     9815   -   -    -  -
          permit_chain_id       VARCHAR       30765     9958   -   -    -  -
                permit_id       VARCHAR       30765    16844   -   -    -  -
            permit_number       VARCHAR       30765    16844   -   -    -  -
              permit_type       VARCHAR       30765        9   -   -    -  -
         directly_matched       BOOLEAN       30765        2   -   -    -  -
      direct_match_method       VARCHAR       17813        2   -   -    -  -
         application_date          DATE       30765     4722   -   -    -  -
               issue_date          DATE       30765     4662   -   -    -  -
            permit_status       VARCHAR       24073        7   -   -    -  -
           permit_address       VARCHAR       30765     9854   -   -    -  -
referenced_permit_numbers       VARCHAR       14134     4754   -   -    -  -
         work_description       VARCHAR       30763    15537   -   -    -  -
