File: tail_rd_bw500.csv
Rows: 3
Columns: 9
SHA-256 (saved bytes): ffd8e3d5c59dd5acf1a5f14c260d7e64ce311978c5b4e9827461316a560d25bb
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

            column inferred_type non_missing distinct                min                max                 mean                     sd
              rule       VARCHAR           3        3                  -                  -                    -                      -
  tail_probability        DOUBLE           3        1              0.999              0.999                0.999                    0.0
      bandwidth_ft        BIGINT           3        1                500                500                500.0                    0.0
                 n        BIGINT           3        3              58400              58468   58423.666666666664      38.42308333974891
          excluded        BIGINT           3        3                  0                 68   44.333333333333336      38.42308333974947
          estimate        DOUBLE           3        3 0.0290091522173737 0.0299606634220674 0.029404519398330966  0.0004957119002454376
         std_error        DOUBLE           3        3 0.0133629778216979 0.0134002114774447 0.013383774222560367 1.8995733608150115e-05
           p_value        DOUBLE           3        3 0.0268100585830775 0.0320960473101741 0.029734566332097867   0.002687595312607147
percent_difference        DOUBLE           3        3   2.94340160359034   3.04140001956709    2.984118528995854    0.05105595947423929
