File: tail_sale_history.csv
Rows: 645
Columns: 23
SHA-256 (saved bytes): 52fa07f03c4f7e7a49370cc5df41e6f025ff043872832765a283a16cbda42c76
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                          column            inferred_type non_missing distinct       min         max               mean                 sd
                             pin                  VARCHAR         645      262         -           -                  -                  -
                            year                   BIGINT         645       17      2006        2022 2014.2387596899225  5.064679637025558
                   township_code                   BIGINT         645        8        70          77    73.584496124031 1.8636124012385664
               neighborhood_code                   BIGINT         645       65     70020       77170  73669.37829457365 1850.0540917457595
                           class                   BIGINT         645       15       100         318 214.77209302325582 28.728097184070858
                       sale_date TIMESTAMP WITH TIME ZONE         645      463         -           -                  -                  -
                   is_mydec_date                  BOOLEAN         645        2         -           -                  -                  -
                      sale_price                   DOUBLE         645      460       0.0 225000001.0 2691086.3364341087 13715022.149196481
               sale_document_num                   BIGINT         645      645 602041122  2300633407  1450647017.220155 505519669.06034046
                  sale_deed_type                  VARCHAR         645        5         -           -                  -                  -
                 mydec_deed_type                  VARCHAR         356        8         -           -                  -                  -
                sale_seller_name                  VARCHAR         641      583         -           -                  -                  -
                    is_multisale                  BOOLEAN         645        2         -           -                  -                  -
                num_parcels_sale                   BIGINT         645        5         1          28 1.1147286821705427 1.5218440909442381
                 sale_buyer_name                  VARCHAR         640      609         -           -                  -                  -
                       sale_type                  VARCHAR         553        2         -           -                  -                  -
sale_filter_same_sale_within_365                  BOOLEAN         645        2         -           -                  -                  -
       sale_filter_less_than_10k                  BOOLEAN         645        2         -           -                  -                  -
           sale_filter_deed_type                  BOOLEAN         645        2         -           -                  -                  -
                          row_id                   BIGINT         645      645   7098002    98480635  84322976.75503875  31661214.18094726
      in_current_citywide_sample                  BOOLEAN         645        2         -           -                  -                  -
              flagged_for_review                  BOOLEAN         645        2         -           -                  -                  -
                   recorded_date                     DATE         645      463         -           -                  -                  -
