File: tail_improvement_history.csv
Rows: 4289
Columns: 19
SHA-256 (saved bytes): bdf551a7a9b7b8b7ea70dc3f183c74f7b7e3dc30c623e38db42cf388944fe896
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                column inferred_type non_missing distinct    min     max               mean                  sd
                   pin       VARCHAR        4289      262      -       -                  -                   -
                  year        BIGINT        4289       17   2006    2022 2013.9638610398695   4.905102203441639
                  card        DOUBLE        4289        2    1.0     2.0  1.008393564933551   0.091241734013249
                 class        BIGINT        4289       14    202     297  219.2431802284915  29.198678358255577
         pin_num_cards        DOUBLE        4289        2    1.0     2.0 1.0116577290743762 0.10735228651644117
      pin_is_multicard       BOOLEAN        4289        2      -       -                  -                   -
tieback_proration_rate        DOUBLE        4289        3    0.0     1.0 0.9968524131499183 0.04099823547328043
          char_bldg_sf        DOUBLE        4289      430  483.0 13133.0  2189.399393798088    1579.35263761038
          char_land_sf        DOUBLE        4289      130  950.0  9160.0  3531.505945441828  1246.0281461031113
            char_rooms        DOUBLE        4289       21    3.0    27.0  7.654698064816974  3.2678045539898735
             char_beds        DOUBLE        4289       12    1.0    15.0 3.7276754488225694  1.5661654710475748
            char_fbath        DOUBLE        4289        8    1.0    12.0    2.2205642340872  1.3180494119953075
            char_hbath        DOUBLE        4288        5    0.0     4.0 0.5242537313432836  0.6760727183446491
             char_apts       VARCHAR        4283        6      -       -                  -                   -
            char_yrblt        DOUBLE        4289      112 1868.0  2022.0  1927.709256236885   47.95707629364204
         cards_in_year        BIGINT        4289        2      1       2 1.0116577290743762 0.10735228651644117
                  area        BIGINT        4289      430    483   13133  2189.399393798088    1579.35263761038
                 built        BIGINT        4289      112   1868    2022  1927.709256236885   47.95707629364204
             proration        DOUBLE        4289        3    0.0     1.0 0.9968524131499183 0.04099823547328043
