File: preferred_adjudication_scope.csv
Rows: 251
Columns: 11
SHA-256 (saved bytes): 6c0d925da2c277576575c6dac1e4368a8fc2b79485d53ab365140ce5f4ce299d
Key: source_family, project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                 column inferred_type non_missing distinct               min                max                mean                  sd
          source_family       VARCHAR         251        2                 -                  -                   -                   -
             project_id       VARCHAR         251      251                 -                  -                   -                   -
           project_kind       VARCHAR         251        5                 -                  -                   -                   -
            target_year        BIGINT         251       17              2006               2022  2015.7450199203188   5.280030785857391
       geography_status       VARCHAR         251        2                 -                  -                   -                   -
  unresolved_components        BIGINT         251        2                 0                  1 0.00398406374501992 0.06311944030978031
   collapsed_components        BIGINT         251        4                 0                  9 0.06374501992031872  0.6840470149961183
distance_to_boundary_ft        DOUBLE         250      248 31.27532083875283 10402.461692437024  1036.3311232119102   994.1226765249763
          within_1500ft       BOOLEAN         250        2                 -                  -                   -                   -
           within_500ft       BOOLEAN         250        2                 -                  -                   -                   -
           review_scope       VARCHAR         251        3                 -                  -                   -                   -
