target_year,pin10
2006,1432106013
2006,1705107055
2006,1705107056
2006,1717323040
2006,1717323042
2006,1717323044
2006,1717323046
2006,1910407050
2006,2003102027
2006,2003102028
2006,2003102029
2006,2003115039
2006,2003115040
2006,2003115041
2006,2003115042
2006,2003115043
2006,2003115044
2006,2003115045
2006,2003115046
2007,1318409085
2007,1321231036
2007,1420425034
2007,1431414057
2007,1623411017
2007,1707421045
2007,1710318082
2007,1718101093
2007,1720102054
2007,1722319032
2007,1919213036
2007,2015106028
2007,2015106029
2007,2130301033
2008,1131113055
2008,1132113030
2008,1132113032
2008,1132331034
2008,1324108043
2008,1336115067
2008,1417217039
2008,1420328047
2008,1431313036
2008,1704318032
2008,1705310067
2008,1706208048
2008,1716411015
2008,1720433014
2008,1722107089
2008,1722107090
2008,1722107091
2008,1722107092
2008,1722107093
2008,1722107094
2008,1722107095
2008,1727129096
2008,1936107056
2008,2605115038
2008,2605115039
2009,1419100037
2009,1622206039
2009,1705324065
2009,1705324068
2009,1708213009
2009,1708213011
2009,1709301012
2009,1709455023
2009,1709455024
2009,1710123016
2009,1710318071
2009,1710318074
2009,1715304065
2009,1717333047
2009,2004405039
2009,2004413035
2009,2004413036
2009,2004420077
2009,2004422023
2009,2004422024
2009,2004450001
2009,2014313019
2009,2026417046
2010,1431309021
2010,1431309022
2010,1704435039
2010,1707203038
2010,1708338024
2010,1708422034
2010,2003309049
2011,1420222028
2011,1429305056
2011,1708338026
2011,1708338027
2011,1716411020
2011,1716411021
2011,2003205036
2011,2003205039
2011,2014307021
2011,2015423036
2012,1420230016
2012,1420230020
2012,1704221099
2012,1704221100
2012,1704221101
2012,1704221102
2012,2002127030
2012,2411300022
2013,1706227084
2013,1709261028
2013,1709261029
2013,1710219036
2013,1710219037
2013,1710219038
2013,1710219039
2013,1710219040
2013,1710219041
2013,1710219042
2013,1710219043
2013,1710219044
2013,1710219045
2013,1710219046
2013,1710219047
2013,1710219048
2013,1710219049
2013,1710219050
2013,1710219051
2013,2010206034
2013,2010206035
2014,1419414046
2014,1419414047
2014,1419414048
2014,1431326085
2014,1613420053
2014,1709130011
2014,1709322017
2014,1709322019
2014,1709400037
2014,1710211030
2014,1710303042
2014,1919213037
2014,2011405013
2014,2011408061
2015,1322203030
2015,1704449047
2015,1709244023
2015,1710211031
2015,2026417045
2015,2520422045
2016,1315312024
2016,1419414051
2016,1704222064
2016,1704222066
2016,1704222068
2016,1704429016
2017,1420426058
2017,1429423065
2017,1430302029
2017,1431322056
2017,1431322060
2017,1710219035
2017,1710219057
2018,1420403070
2018,1420403075
2018,1420403076
2018,1429419058
2018,1429419065
2018,1429427084
2018,1433101019
2018,1433101020
2018,1433101021
2018,1704112061
2018,1704112062
2018,1704112063
2018,1704112064
2018,1704112070
2018,1704451006
2018,1710218017
2018,1717221021
2018,1722107100
2018,1722107101
2018,2501324039
2019,1036230051
2019,1704324117
2019,1704324118
2019,1705115098
2019,1708447041
2019,1708447042
2019,1708447043
2019,1708447044
2019,1708447045
2019,1708447046
2019,1708447047
2019,1708447048
2019,1715305061
2019,1715305062
2019,1715305063
2019,2014313022
2020,1421102043
2020,1708205021
2020,1717322013
2020,2003413055
2021,1710300030
2022,1709206039
2022,1710400051
