pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
13231280510000,2015,2015-06-15,False,398.20838865382746,30_45,-87.721362392,41.9470586417,2014-07-30,Single-Family Residential,official_july_2014_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13231280520000,2017,2017-06-15,False,389.3325555531205,30_45,-87.7212569389,41.9470371991,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13231280530000,2018,2018-06-15,False,371.0064738056506,30_45,-87.7210594891,41.94699647390001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13231280540000,2014,2014-06-15,False,467.49993366829295,30_35,-87.7217919385,41.9467105463,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,18709,2016-05-18,,2016-05-18,Single-Family Residential,1,0,,False,True,Single-Family Residential,Single-Family Residential,modern_matter_parser,True,Single-Family Residential,supported_validated_snapshot_replay,True
13231280550000,2017,2017-06-15,False,554.2457262290623,30_45,-87.7217000469,41.946711585600006,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,1,0,,RS-3,Single-Family Residential,18709,2016-05-18,,2016-05-18,Single-Family Residential,1,0,,True,True,Single-Family Residential,Single-Family Residential,modern_matter_parser,True,Single-Family Residential,supported_current_polygon_last_event_preconstruction,True
13232030190000,2008,2008-06-15,False,553.2054944610067,33_35,-87.71372278180002,41.9523267448,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13232040450000,2006,2006-06-15,False,63.6980229239519,33_35,-87.71206303020001,41.953694279699995,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040460000,2006,2006-06-15,False,89.33955200362351,33_35,-87.7120611173,41.9536239302,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040470000,2006,2006-06-15,False,105.76234075641014,33_35,-87.7120594032,41.953560828,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040480000,2006,2006-06-15,False,105.79386568688642,33_35,-87.7120576889,41.95349772589999,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040490000,2006,2006-06-15,False,105.79606756893531,33_35,-87.7120557977,41.95342815670001,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040500000,2007,2007-06-15,False,57.59696969760959,33_35,-87.71187863330002,41.9534304212,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040510000,2006,2006-06-15,False,57.59387034113383,33_35,-87.7118805206,41.953500016300005,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040520000,2006,2006-06-15,False,57.55871839787724,33_35,-87.7118822214,41.9535631188,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040530000,2006,2006-06-15,False,57.517541292404374,33_35,-87.711883922,41.9536262211,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232040540000,2006,2006-06-15,False,57.41337416725176,33_35,-87.7118858301,41.95369655880001,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-3,Neighborhood Mixed-Use,13605,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13232100030000,2014,2014-06-15,False,433.8923823816373,33_35,-87.714954653,41.951740921,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232130400000,2020,2020-06-15,False,235.01042905169703,33_35,-87.7119430098,41.9505989844,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232130430000,2011,2011-06-15,False,95.5291548823699,33_35,-87.7119363838,41.9503529836,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13232140080000,2014,2014-06-15,False,94.50478714531282,33_35,-87.7112638841,41.951382648800006,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232140260000,2014,2014-06-15,False,94.56657803293136,33_35,-87.7112511047,41.9509029192,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232140270000,2014,2014-06-15,False,94.57420752511548,33_35,-87.7112492907,41.9508343854,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232140280000,2014,2014-06-15,False,94.59518122121546,33_35,-87.7112474266,41.9507658117,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232140290000,2015,2015-06-15,False,425.4114246491104,33_35,-87.7112456084,41.9506972444,2014-07-30,Single-Family Residential,official_july_2014_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232140300000,2014,2014-06-15,False,94.61581355414684,33_35,-87.7112437757,41.95062869769999,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13232180060000,2021,2021-06-15,False,429.0798850640288,35_45,-87.7161212457,41.9496287063,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232180070000,2021,2021-06-15,False,429.0346959582894,35_45,-87.7161189868,41.9495463128,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232180380000,2006,2006-06-15,False,904.1854553825852,35_39,-87.7155708314,41.94856479050001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13232230180000,2019,2019-06-15,False,151.8234327251379,33_35,-87.7112012733,41.9488029955,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232240160000,2022,2022-06-15,False,377.5434861892968,33_35,-87.7099762286,41.9488055431,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232270360000,2021,2021-06-15,False,566.8088755128874,35_45,-87.71552708,41.9469893203,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13232280290000,2014,2014-06-15,False,874.9355865478707,33_35,-87.7143103248,41.947246156400006,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13233000040000,2008,2008-06-15,True,996.0073261190978,30_38,-87.7270325909,41.945822342700005,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-2,Neighborhood Mixed-Use,14528,2004-10-19,,2004-10-19,Neighborhood Mixed-Use,0,0,,True,True,,,,False,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
13233000050000,2007,2007-06-15,False,1001.5026296018682,30_38,-87.7270305554,41.94575383650001,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-1,Neighborhood Mixed-Use,,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13233010350000,2014,2014-06-15,False,1199.60781150633,30_39,-87.7246854771,41.9461489472,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13233010360000,2014,2014-06-15,False,1214.3843272490683,30_39,-87.7247772752,41.946147731699995,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13233030030000,2006,2006-06-15,False,151.44323252500178,30_35,-87.7194895542,41.9459824341,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13233050340000,2022,2022-06-15,False,640.8103445861665,30_45,-87.7256147333,41.94522697160001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13233050350000,2022,2022-06-15,False,619.2313940741338,30_45,-87.725722413,41.945225578400006,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13233050360000,2022,2022-06-15,False,598.4989396484208,30_45,-87.7258290968,41.9452242005,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13233060100000,2020,2020-06-15,False,1099.5806291197146,30_45,-87.7236484702,41.9452523131,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13233060310000,2014,2014-06-15,False,885.3344938985816,30_35,-87.7232700016,41.944871107100006,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13233070340000,2019,2019-06-15,True,737.5580907466691,30_45,-87.72045544024844,41.94490688937736,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Multi-Family Residential,1,1,O2016-7316,RM-4.5,Multi-Family Residential,18992,2017-03-29,,2017-03-29,Multi-Family Residential,1,1,O2016-7316,True,True,Single-Family Residential,Multi-Family Residential,modern_matter_parser,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
13233070350000,2019,2019-06-15,True,721.9002217347136,30_45,-87.72036366190537,41.9449080565737,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Multi-Family Residential,1,1,O2016-7316,RM-4.5,Multi-Family Residential,18992,2017-03-29,,2017-03-29,Multi-Family Residential,1,1,O2016-7316,True,True,Single-Family Residential,Multi-Family Residential,modern_matter_parser,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
