pin,construction_year,longitude,latitude,coordinate_source
10314090390000,2018,-87.78999196482782,41.99920726817159,historical_parcel
11303220080000,2006,-87.68448727449565,42.01292245204019,historical_parcel
13013110490000,2021,-87.7045755001762,41.98835087970539,historical_parcel
13014060090000,2007,-87.6917341085865,41.989921588505496,historical_parcel
13042080370000,2008,-87.75450140401341,41.995009596943845,historical_parcel
13124010180000,2009,-87.69043922741128,41.975609915505295,historical_parcel
13124030450000,2009,-87.68948283923567,41.97455822758928,historical_parcel
13124070480000,2022,-87.68945140793076,41.973475546849,historical_parcel
13124110530000,2014,-87.68947519048632,41.97209183190845,historical_parcel
13124110540000,2014,-87.6894727512368,41.972018219496825,historical_parcel
13133300250000,2021,-87.69983200773993,41.95455638849862,historical_parcel
13134010150000,2021,-87.69205571322053,41.96102819174449,historical_parcel
13143320420000,2021,-87.72001173348418,41.95466790020345,historical_parcel
13144000050000,2006,-87.71720730823323,41.96082830164561,historical_parcel
13153050030000,2018,-87.74708285535378,41.95953168888609,historical_parcel
13154010310000,2007,-87.73477506867697,41.96071347709421,historical_parcel
13154070240000,2022,-87.73594068797551,41.95736090732552,historical_parcel
13164300370000,2014,-87.749374670700007,41.9540811755,historical_address
13172020070000,2008,-87.77153086789082,41.9674652818271,historical_parcel
13224000280000,2022,-87.73634931493527,41.94561087501489,historical_parcel
13224000290000,2022,-87.73634740033417,41.94554245258006,historical_parcel
13224200250000,2022,-87.73246489532713,41.942404695971625,historical_parcel
13224200260000,2022,-87.73240421780747,41.94240542803743,historical_parcel
13233070340000,2019,-87.72045544024844,41.94490688937736,historical_parcel
13233070350000,2019,-87.72036366190537,41.944908056573695,historical_parcel
13233220260000,2017,-87.7202870970162,41.942154935949944,historical_parcel
13233310350000,2021,-87.71919742231944,41.93946680170202,historical_parcel
13243050100000,2006,-87.70310306273747,41.94434245212188,historical_parcel
13251330010000,2006,-87.70221794134487,41.93375201748866,historical_parcel
13252190050000,2022,-87.69216479410497,41.93551899439669,historical_parcel
13252200160000,2008,-87.6916531690922,41.93445612795561,historical_parcel
13252290110000,2022,-87.68982395794349,41.932422597844614,historical_parcel
13254120290000,2007,-87.69239287666025,41.92942250464438,historical_parcel
13261060060000,2006,-87.71901783323177,41.938935145561736,historical_parcel
13262000120000,2022,-87.71702192951405,41.938554092807635,historical_parcel
13263140390000,2006,-87.71746165774047,41.9285134953103,historical_parcel
13264070130000,2022,-87.70809795710197,41.93102030753608,historical_parcel
13353040370000,2009,-87.71973530154351,41.91568678154159,historical_parcel
13354080010000,2014,-87.71325863668187,41.91521910681984,historical_parcel
13361070500000,2021,-87.70141587057188,41.92260055686551,historical_parcel
13361070510000,2006,-87.70132403581596,41.922601396553574,historical_parcel
13361070560000,2013,-87.70086469568314,41.9226055998078,historical_parcel
13361080120000,2017,-87.70515030601368,41.92214774813035,historical_parcel
13361080310000,2022,-87.70340641199131,41.92216388055434,historical_parcel
13361090070000,2015,-87.70149391488494,41.92218206136576,historical_parcel
13361160280000,2006,-87.70346454032406,41.91804484551256,historical_parcel
13362030180000,2021,-87.69232410784076,41.92318807264108,historical_parcel
13362030190000,2021,-87.69231931024405,41.92302674548836,historical_parcel
13363160210000,2021,-87.70644020785316,41.9122646783034,historical_parcel
13363170400000,2017,-87.70491158515497,41.91233939121444,historical_parcel
13363230290000,2014,-87.69737257323641,41.91303497378986,historical_parcel
13363310180000,2006,-87.69772961417809,41.91095211378626,historical_parcel
13364080130000,2015,-87.68877704888638,41.91639568009565,historical_parcel
13364080140000,2015,-87.68868886149967,41.91639651531913,historical_parcel
13364080180000,2006,-87.68833621833255,41.91639977646866,historical_parcel
13364080550000,2008,-87.68957334530043,41.91648711141617,historical_parcel
13364110240000,2007,-87.69382573709044,41.915570658896385,historical_parcel
13364140410000,2022,-87.68769431843768,41.91518171614181,historical_parcel
13364140420000,2020,-87.68769075348496,41.915045933233785,historical_parcel
13364160230000,2006,-87.68767492587688,41.91458946554728,historical_parcel
13364220240000,2006,-87.69009937581224,41.91353157323149,historical_parcel
13364240130000,2021,-87.68816183109992,41.9130210619343,historical_parcel
13364310130000,2016,-87.68933163090018,41.911169455560405,historical_parcel
13364320030000,2006,-87.68812931379506,41.91186614647024,historical_parcel
14064040170000,2006,-87.67360128436098,41.986996115189505,historical_parcel
14064040180000,2006,-87.67350739672949,41.98699773107021,historical_parcel
14064080550000,2007,-87.671336531,41.9864885768,historical_address
14064080560000,2007,-87.6714486822,41.9864865199,historical_address
14064100480000,2021,-87.67024596921974,41.98498219580569,historical_parcel
14083150160000,2008,-87.66901399185083,41.97027203754989,historical_parcel
14171150250000,2022,-87.66415124587483,41.96370436154414,historical_parcel
14171150260000,2022,-87.66414576857699,41.96363062422765,historical_parcel
14173140100000,2007,-87.66632486518895,41.954984471041975,historical_parcel
14191310430000,2022,-87.6789390183982,41.94713948794555,historical_parcel
14191310440000,2022,-87.67884707097754,41.94714066611059,historical_parcel
14192250020000,2022,-87.6782476073736,41.94840189126953,historical_parcel
14193060100000,2007,-87.6799260107172,41.946563541406654,historical_parcel
14193100370000,2021,-87.68547343105837,41.94341137379473,historical_parcel
14193110360000,2007,-87.6843560763207,41.94342659217351,historical_parcel
14193230280000,2008,-87.67879381840494,41.94268310225624,historical_parcel
14193290350000,2022,-87.68438840000894,41.93975691905729,historical_parcel
14194080330000,2008,-87.66921661458909,41.94608601651908,historical_parcel
14194330380000,2015,-87.6742585068623,41.93985426151815,historical_parcel
14201000070000,2022,-87.66806205949877,41.954008790479875,historical_parcel
14201010190000,2006,-87.66701433013245,41.95315122513625,historical_parcel
14201050210000,2007,-87.66784679487871,41.951590317028526,historical_parcel
14201060080000,2016,-87.66675953837228,41.95219937146496,historical_parcel
14201060440000,2019,-87.66614573997005,41.950942661083,historical_parcel
14201100120000,2022,-87.66121417263174,41.9515502810237,historical_parcel
14201180260000,2011,-87.65963496580089,41.950629860494885,historical_parcel
14202110040000,2022,-87.65534753672354,41.95229851095288,historical_parcel
14202170120000,2012,-87.65720346940975,41.950117695906414,historical_parcel
14202190150000,2022,-87.65528030537355,41.95000692380405,historical_parcel
14203170020000,2021,-87.66607586966443,41.94312237347293,historical_parcel
14203170030000,2021,-87.66598392609836,41.94312376031285,historical_parcel
14203240240000,2021,-87.66646767583376,41.941290451034455,historical_parcel
14203250390000,2006,-87.66421082066528,41.94125568946645,historical_parcel
14203270150000,2012,-87.65974062561293,41.941382153234045,historical_parcel
14203270180000,2011,-87.66040407576895,41.940943575328966,historical_parcel
14203270190000,2011,-87.66029129504976,41.94098023219313,historical_parcel
14203290380000,2010,-87.66452904731335,41.94001818437632,historical_parcel
14204030040000,2017,-87.65580723849385,41.94681980825602,historical_parcel
14204060110000,2022,-87.65152651971043,41.946469734054375,historical_parcel
14204070300000,2011,-87.64979980484897,41.94631540438706,historical_parcel
14204230150000,2022,-87.65620676159199,41.9405195521317,historical_parcel
14291040190000,2013,-87.6677217220413,41.93863242613412,historical_parcel
14291090060000,2021,-87.66517181779831,41.93752585586346,historical_parcel
14291090070000,2021,-87.66510418165862,41.93747743842581,historical_parcel
14291090080000,2021,-87.66503657990351,41.93742900974162,historical_parcel
14291130200000,2021,-87.66565016738771,41.93714391347144,historical_parcel
14291280340000,2021,-87.66675808342497,41.932688714710565,historical_parcel
14291290250000,2021,-87.6657317893304,41.93270590129094,historical_parcel
14293010310000,2021,-87.6667456050099,41.92972511940097,historical_parcel
14293010700000,2022,-87.66606437394843,41.92907220379755,historical_parcel
14293020090000,2021,-87.66561410576298,41.93195989000416,historical_parcel
14293110250000,2018,-87.66647125876456,41.92724826259406,historical_parcel
14293140220000,2022,-87.66265341639017,41.92859726000522,historical_parcel
14293150020000,2021,-87.6619599628875,41.92860992445382,historical_parcel
14294070950000,2006,-87.64913708626736,41.929762458738146,historical_parcel
14294070960000,2006,-87.6493637440203,41.929758401071616,historical_parcel
14294120120000,2021,-87.6521930648365,41.929821928757335,historical_parcel
14294120520000,2022,-87.65219792062672,41.92995949609979,historical_parcel
14294130390000,2015,-87.65089840121563,41.929320312871354,historical_parcel
14294180170000,2021,-87.65527174945021,41.927426949932446,historical_parcel
14301030040000,2021,-87.68276873557244,41.93925351073622,historical_parcel
14301210260000,2011,-87.67857475474376,41.93545725407292,historical_parcel
14301210340000,2008,-87.67855748945641,41.93490855951518,historical_parcel
14302120360000,2016,-87.66896682516331,41.937424168301206,historical_parcel
14302210380000,2013,-87.67664017675142,41.932565375539006,historical_parcel
14302220020000,2021,-87.67548677262788,41.93478839708269,historical_parcel
14304040490000,2021,-87.67052845026998,41.92900640097712,historical_parcel
14304090440000,2017,-87.67095526262632,41.9267304236157,historical_parcel
14304091060000,2022,-87.67029386073015,41.92625663028533,historical_parcel
14304091070000,2022,-87.67036017432687,41.92630413240019,historical_parcel
14311050240000,2013,-87.68663159875548,41.92284862726551,historical_parcel
14311050250000,2022,-87.6865433974087,41.922849706887,historical_parcel
14311050260000,2022,-87.68647726860537,41.922850466359826,historical_parcel
14311070100000,2012,-87.68236010207158,41.92342774473698,historical_parcel
14311160370000,2021,-87.67948189559307,41.92239685894712,historical_parcel
14311290430000,2006,-87.68288435697063,41.91949453214613,historical_parcel
14322160060000,2010,-87.65390876573773,41.92147182631995,historical_parcel
14322240250000,2010,-87.65375611230364,41.9192955218053,historical_parcel
14322240260000,2010,-87.65375271929267,41.919192608525336,historical_parcel
14323120210000,2016,-87.66733297524769,41.91115763459626,historical_parcel
14323120300000,2012,-87.6668715466945,41.911370462568776,historical_parcel
14324030600000,2021,-87.65364877408722,41.91615129408848,historical_parcel
14324030610000,2021,-87.65364626296231,41.916082703259306,historical_parcel
14324110080000,2021,-87.65290287603398,41.91492996365587,historical_parcel
14324230450000,2007,-87.65160555022729,41.91209746246048,historical_parcel
14333140200000,2007,-87.64677024767886,41.9125878688558,historical_parcel
14333140430000,2006,-87.64625304976329,41.91281461973412,historical_parcel
16012030380000,2018,-87.69241968592284,41.90889679248851,historical_parcel
16012050170000,2018,-87.6905344581693,41.90938228869168,historical_parcel
16012070340000,2012,-87.68757868118408,41.909206320455155,historical_parcel
16012070380000,2006,-87.68756813956796,41.90880691937611,historical_parcel
16012070420000,2006,-87.6880670388922,41.908999679776514,historical_parcel
16012080440000,2022,-87.69608443107228,41.907715751711216,historical_parcel
16012080460000,2022,-87.6965953831566,41.907654727341416,historical_parcel
16012080470000,2022,-87.69659698013409,41.90772334215985,historical_parcel
16012080480000,2022,-87.69659855704153,41.907791957782685,historical_parcel
16012080490000,2022,-87.696600138459,41.90786054377353,historical_parcel
16012120060000,2018,-87.69173429499881,41.90798032649819,historical_parcel
16012120180000,2018,-87.69171432949871,41.90715853737754,historical_parcel
16012150170000,2014,-87.68801889662585,41.90719392415031,historical_parcel
16012150250000,2021,-87.68755472882692,41.90829677335718,historical_parcel
16012220290000,2007,-87.69588920156932,41.90502458840937,historical_parcel
16012270160000,2015,-87.68988817961544,41.904692503554685,historical_parcel
16012270170000,2015,-87.68988626303175,41.90462397027586,historical_parcel
16012270320000,2006,-87.68985544104295,41.903546253712946,historical_parcel
16013030350000,2017,-87.69844980700712,41.901575893643184,historical_parcel
16013170270000,2017,-87.6971436214822,41.8982620625054,historical_parcel
16013170280000,2017,-87.69714223836593,41.898193527738506,historical_parcel
16013250500000,2011,-87.69823423671605,41.89597348982951,historical_parcel
16013250510000,2011,-87.69813195429371,41.89597449554651,historical_parcel
16013250520000,2021,-87.69894491860818,41.89606320923705,historical_parcel
16013260370000,2018,-87.69711305867916,41.89702373418097,historical_parcel
16013260520000,2006,-87.6976033692783,41.8959448618209,historical_parcel
16013260530000,2006,-87.697511775162,41.89594568956755,historical_parcel
16014020490000,2007,-87.68972417145757,41.90225790087627,historical_parcel
16014040420000,2007,-87.69482026861003,41.90137931299632,historical_parcel
16014040520000,2018,-87.69538124990542,41.90174888344752,historical_parcel
16014040530000,2018,-87.69524330869041,41.90175012213314,historical_parcel
16014070290000,2015,-87.68873318909394,41.90143756611016,historical_parcel
16014070410000,2006,-87.6876760116029,41.901448379785855,historical_parcel
16014080190000,2015,-87.69538291625692,41.900856524948594,historical_parcel
16014090430000,2022,-87.69252709210585,41.90049570748395,historical_parcel
16014090540000,2010,-87.69216181450595,41.90043060746495,historical_parcel
16014110170000,2006,-87.6878382985889,41.9009303713558,historical_parcel
16014110300000,2016,-87.68826867395167,41.90054046961944,historical_parcel
16014130040000,2007,-87.69381754788739,41.89996013472532,historical_parcel
16014150180000,2021,-87.68763767316189,41.90002297439199,historical_parcel
16014190040000,2014,-87.69134441623422,41.899072322173495,historical_parcel
16014200130000,2021,-87.68814249584045,41.89910290553405,historical_parcel
16014240390000,2021,-87.69582830898074,41.89596245254997,historical_parcel
16014270320000,2007,-87.6932494931438,41.89596074176651,historical_parcel
16014270370000,2022,-87.69233024932015,41.89597003226421,historical_parcel
16014280110000,2014,-87.691442389984,41.89656272894163,historical_parcel
16014300040000,2022,-87.68726774681392,41.897428229817336,historical_parcel
16014300050000,2022,-87.68726585614198,41.89736260711283,historical_parcel
16014300060000,2022,-87.68726416251246,41.89729742210132,historical_parcel
16014300070000,2022,-87.68726246845523,41.89723220928796,historical_parcel
16014300080000,2022,-87.68726033868012,41.897150693071374,historical_parcel
16014300090000,2022,-87.68725807907633,41.89706646021131,historical_parcel
16024080440000,2007,-87.71088159920858,41.90130863443914,historical_parcel
16122020540000,2022,-87.68988033844249,41.89505225366312,historical_parcel
16122020580000,2012,-87.6900015734924,41.895433233678034,historical_parcel
16122030390000,2013,-87.68721022683208,41.89521451559744,historical_parcel
16122030400000,2013,-87.68720827170542,41.89514611815152,historical_parcel
16133040230000,2007,-87.703695695225,41.87253860795696,historical_parcel
16133230120000,2006,-87.69725628308998,41.868577990853105,historical_parcel
16134060100000,2006,-87.69008950868009,41.8726786627144,historical_parcel
16134250010000,2007,-87.68979323546198,41.867634894936494,historical_parcel
16151140210000,2007,-87.73916417713538,41.877178287419206,historical_parcel
16151140220000,2007,-87.73907280922988,41.87717946424805,historical_parcel
16152260400000,2006,-87.72863713195089,41.87458155514204,historical_parcel
16154040220000,2006,-87.73065761204654,41.872938142847296,historical_parcel
16241000350000,2007,-87.70477052973196,41.86532522866328,historical_parcel
16241000360000,2007,-87.70476861265034,41.86525663834156,historical_parcel
16242060690000,2007,-87.6948665723214,41.86318533029165,historical_parcel
16244000330000,2006,-87.69476564546089,41.85821949768772,historical_parcel
16244220050000,2007,-87.69390841799655,41.853348770275645,historical_parcel
16262070200000,2006,-87.70608502216655,41.850553308935005,historical_parcel
16362010090000,2006,-87.68617175804864,41.834296886738926,historical_parcel
17042120200000,2007,-87.63811056837136,41.90706196006566,historical_parcel
17043050330000,2007,-87.64133228121977,41.90311169468467,historical_parcel
17043050340000,2007,-87.64140749242218,41.903110886592664,historical_parcel
