pin,construction_year,longitude,latitude,coordinate_source
17043050350000,2007,-87.64147176317279,41.90310995936027,historical_parcel
17043050360000,2007,-87.64153419876004,41.90310905945515,historical_parcel
17043050370000,2007,-87.64159296037856,41.9031082114783,historical_parcel
17043050380000,2007,-87.64164804793758,41.90310741614632,historical_parcel
17043050390000,2007,-87.64170680963001,41.90310656877223,historical_parcel
17043050400000,2007,-87.64177291735784,41.90310561538827,historical_parcel
17043070340000,2007,-87.63973316995487,41.90308636083731,historical_parcel
17043070350000,2007,-87.63979044198643,41.90308111121582,historical_parcel
17043070360000,2007,-87.63984846713416,41.90308313182712,historical_parcel
17043070370000,2007,-87.63991105952593,41.903081943590195,historical_parcel
17043070380000,2007,-87.63998302587835,41.903081178470536,historical_parcel
17043070390000,2007,-87.63997665676914,41.90286687464471,historical_parcel
17043070400000,2007,-87.63991044363749,41.902867609972034,historical_parcel
17043070410000,2007,-87.63985539996087,41.902867901118555,historical_parcel
17043070420000,2007,-87.63978709091664,41.90286998361478,historical_parcel
17043070430000,2007,-87.6397148392384,41.90287028507425,historical_parcel
17043070440000,2007,-87.63965595241196,41.9028713905168,historical_parcel
17043070450000,2007,-87.63960086471624,41.90287220755784,historical_parcel
17043070460000,2007,-87.63954210453451,41.90287308058458,historical_parcel
17043070470000,2007,-87.63947967068972,41.902874008231734,historical_parcel
17043070480000,2007,-87.63942090932818,41.90287487983744,historical_parcel
17043070490000,2007,-87.63936582161314,41.902875698137585,historical_parcel
17043070500000,2007,-87.63930522558145,41.90287659836763,historical_parcel
17043070510000,2007,-87.63923177581304,41.90287768894175,historical_parcel
17051150070000,2006,-87.66716852542709,41.90620795245749,historical_parcel
17051160110000,2011,-87.66592708443741,41.90622726611655,historical_parcel
17051240340000,2011,-87.6629913671292,41.90411819618381,historical_parcel
17051240350000,2011,-87.66298943971557,41.90405376229868,historical_parcel
17053010310000,2021,-87.66588727261988,41.90181310293153,historical_parcel
17053010320000,2021,-87.66579913390109,41.901814655394,historical_parcel
17053080230000,2021,-87.6655461366988,41.90129588706524,historical_parcel
17053080550000,2008,-87.6654422820248,41.90090923697832,historical_parcel
17053150380000,2014,-87.66285087530251,41.89965725357763,historical_parcel
17053150390000,2014,-87.66284890621355,41.89958915759034,historical_parcel
17053210120000,2007,-87.66609148246714,41.89769281460785,historical_parcel
17054140070000,2021,-87.6558797225117,41.89815812110503,historical_parcel
17054140080000,2021,-87.65579089165736,41.89815976345861,historical_parcel
17061010430000,2007,-87.68561563243584,41.90903896176442,historical_parcel
17061030020000,2011,-87.68330236920343,41.910118825196406,historical_parcel
17061180240000,2022,-87.68144638912455,41.906262753002096,historical_parcel
17061180380000,2007,-87.68019271560505,41.90642928567148,historical_parcel
17061260560000,2012,-87.68009215689966,41.904426533200706,historical_parcel
17062010190000,2014,-87.67412364440241,41.90981741327679,historical_parcel
17062030070000,2008,-87.67198898261951,41.91033863975878,historical_parcel
17063260160000,2008,-87.68128852874007,41.89701721404357,historical_parcel
17063270040000,2015,-87.67922921525093,41.8973099481681,historical_parcel
17063270210000,2015,-87.67796946332132,41.897456909384886,historical_parcel
17063270260000,2015,-87.67875177671964,41.89706123014203,historical_parcel
17063270310000,2015,-87.67831122518771,41.8970688442875,historical_parcel
17064000410000,2012,-87.67653011451802,41.90164319177877,historical_parcel
17064070120000,2021,-87.66957773122036,41.90270550080606,historical_parcel
17064100230000,2012,-87.67024333410541,41.90164486853044,historical_parcel
17064100240000,2021,-87.67024136034381,41.90157596237129,historical_parcel
17064140420000,2022,-87.67508269389188,41.900121324704635,historical_parcel
17064170090000,2008,-87.6719618707367,41.90031302542368,historical_parcel
17064210200000,2007,-87.67676139778028,41.89799888252999,historical_parcel
17064240400000,2022,-87.67259525119522,41.89858396079857,historical_parcel
17064310120000,2022,-87.66943122758816,41.89760602472681,historical_parcel
17064330240000,2019,-87.67621818421367,41.8971497837054,historical_parcel
17071040340000,2012,-87.68550166890446,41.89420643081801,historical_parcel
17071040350000,2012,-87.68541370783025,41.89420797436474,historical_parcel
17071220090000,2013,-87.68332212622929,41.891246286706725,historical_parcel
17072070170000,2017,-87.66812459880872,41.89488419229832,historical_parcel
17072070480000,2017,-87.66821265436349,41.89488269909771,historical_parcel
17072160220000,2019,-87.6748370593706,41.89208074454156,historical_parcel
17072210390000,2012,-87.67069721883422,41.891989569067086,historical_parcel
17081130060000,2022,-87.66335448675866,41.89405264217335,historical_parcel
17081150230000,2022,-87.66618975361112,41.89270806609086,historical_parcel
17081260120000,2021,-87.65831770537613,41.892320971946894,historical_parcel
17081320450000,2006,-87.66026825710141,41.890277104145945,historical_parcel
17092500030000,2019,-87.6363212808271,41.89051478836438,historical_parcel
17171020430000,2021,-87.66231883805955,41.880504636184824,historical_parcel
17172140050000,2021,-87.64928327408992,41.879781523278446,historical_parcel
17172140060000,2021,-87.64928115308129,41.87971257524035,historical_parcel
17173250280000,2017,-87.66289943609617,41.86875634458953,historical_parcel
17174090370000,2008,-87.65568232410965,41.87283672099009,historical_parcel
17174100290000,2015,-87.65499256575603,41.87251006988893,historical_parcel
17174120450000,2012,-87.65281345094317,41.87207129822536,historical_parcel
17174120460000,2017,-87.6529424234869,41.872069014413135,historical_parcel
17174260370000,2011,-87.65565784450034,41.86894460571759,historical_parcel
17181010050000,2006,-87.68301324349852,41.88085035018711,historical_parcel
17181010060000,2006,-87.68283301612152,41.88085322917075,historical_parcel
17181010490000,2006,-87.68265183307936,41.88085614137605,historical_parcel
17181130470000,2009,-87.68446282711464,41.87785537884122,historical_parcel
17181270350000,2007,-87.68537558119898,41.87448211697542,historical_parcel
17182190170000,2006,-87.67202073238973,41.87831237105759,historical_parcel
17193040460000,2017,-87.67886329246056,41.85697866494826,historical_parcel
17194120350000,2017,-87.66991753858676,41.856177950918486,historical_parcel
17203010100000,2017,-87.6625748004326,41.8594071676859,historical_parcel
17203090120000,2007,-87.66499718583685,41.85664939490186,historical_parcel
17203090180000,2019,-87.66444670526352,41.85665772541468,historical_parcel
17203100050000,2021,-87.66344549377084,41.85743952842145,historical_parcel
17204040170000,2022,-87.6505707567304,41.85862712522305,historical_parcel
17204040180000,2022,-87.65056892538473,41.858561279499554,historical_parcel
17211330030000,2007,-87.6452276042112,41.861049154936715,historical_parcel
17213040260000,2007,-87.64354541163121,41.85828556868542,historical_parcel
17215060456002,2007,-87.64414701354366,41.860297869838256,historical_parcel
17223050150000,2014,-87.62677893306342,41.85660576796578,historical_parcel
17223050430000,2015,-87.62606315070633,41.85604513088049,historical_parcel
17223050440000,2015,-87.62606134801229,41.85596866363409,historical_parcel
17271290150000,2007,-87.6184749868,41.8468698542,historical_address
17282020240000,2015,-87.63346051711946,41.85235792912274,historical_parcel
17282020250000,2015,-87.63336885243861,41.852359194957074,historical_parcel
17294020010000,2018,-87.65495679653527,41.845310169481166,historical_parcel
17312120220000,2019,-87.66966937993928,41.83487391071044,historical_parcel
17312140360000,2019,-87.66609363370819,41.83512671476753,historical_parcel
17334041030000,2007,-87.62910897099457,41.82985197322028,historical_parcel
17334041040000,2007,-87.62910672297241,41.829768292915126,historical_parcel
17334041050000,2007,-87.62910466019645,41.82969147168895,historical_parcel
17334041060000,2007,-87.62910241328862,41.82960779140148,historical_parcel
17334041070000,2007,-87.62909865413505,41.82946786563392,historical_parcel
17334041080000,2007,-87.62909640630666,41.8293841851798,historical_parcel
17334041090000,2007,-87.62909434110689,41.8293073646344,historical_parcel
17334041100000,2007,-87.62909209332031,41.82922368445188,historical_parcel
17334230050000,2007,-87.62710662173967,41.83012512119775,historical_parcel
17334230060000,2007,-87.62720842269675,41.83012377191055,historical_parcel
17334230070000,2007,-87.6272817922889,41.830122798663325,historical_parcel
17334230080000,2007,-87.62736310517502,41.83012171980605,historical_parcel
17334230100000,2007,-87.62761404963793,41.830255831428055,historical_parcel
17334230110000,2007,-87.62761558086265,41.830316536386114,historical_parcel
17334230120000,2007,-87.627616967805,41.83037140974325,historical_parcel
17334230130000,2007,-87.62761835491175,41.83042628370768,historical_parcel
17334230140000,2007,-87.62762028020984,41.830502419059926,historical_parcel
17334230150000,2007,-87.62762135506522,41.83054494662075,historical_parcel
17334230160000,2007,-87.6276224299893,41.83058747295719,historical_parcel
17334230170000,2007,-87.62762382043528,41.830642487330586,historical_parcel
17334230180000,2007,-87.62715614708975,41.83012446522114,historical_parcel
17334240120000,2007,-87.62865683802019,41.82957663751541,historical_parcel
17334240130000,2007,-87.62865847929274,41.829633909453655,historical_parcel
17341050010000,2022,-87.61912977893292,41.838191881047905,historical_parcel
17341050030000,2022,-87.61912574509684,41.83800373570545,historical_parcel
19111200130000,2006,-87.71478079408122,41.80184553205764,historical_parcel
19113250470000,2006,-87.71382139271684,41.796299827857865,historical_parcel
19241040080000,2006,-87.69732885103339,41.778775877379225,historical_parcel
19241040090000,2006,-87.69722044529445,41.77877759103586,historical_parcel
20023050190000,2019,-87.60521137717025,41.813810485745726,historical_parcel
20032180540000,2006,-87.60944305099402,41.81881069975806,historical_parcel
20032250430000,2007,-87.60955960295959,41.81723699112537,historical_parcel
20034000310000,2019,-87.61541990622281,41.81559127489744,historical_parcel
20034000320000,2021,-87.61524357591631,41.815594370781945,historical_parcel
20034000330000,2021,-87.61511133480516,41.81559669417667,historical_parcel
20034010220000,2022,-87.61368904732207,41.81519912871108,historical_parcel
20034010280000,2006,-87.61318410173568,41.81609913102861,historical_parcel
20034190280000,2013,-87.60943141577201,41.81188162709311,historical_parcel
20043320380000,2022,-87.63769060548185,41.80968714800129,historical_parcel
20102100230000,2021,-87.61175578254016,41.80721024014027,historical_parcel
20102100240000,2021,-87.61175262275637,41.807073073125835,historical_parcel
20102160470000,2006,-87.61426175122976,41.80555380020463,historical_parcel
20102190080000,2008,-87.61098070991305,41.804230779633706,historical_parcel
20103060360000,2007,-87.61656512028813,41.79995054162685,historical_parcel
20103090520000,2006,-87.62298094003306,41.7960509251826,historical_parcel
20113140040000,2014,-87.60477757595598,41.79806606984195,historical_parcel
20113310270000,2015,-87.59697452365977,41.795529688055325,historical_parcel
20114230320000,2006,-87.59226169542895,41.796637440594104,historical_parcel
20114230620000,2006,-87.59225947134706,41.79653451211542,historical_parcel
20144120260000,2006,-87.59511098289155,41.78167601433111,historical_parcel
20151120040000,2006,-87.61709414799141,41.79231792293533,historical_parcel
20171020030000,2006,-87.6618058842436,41.79343431211791,historical_parcel
20192040220000,2008,-87.66871118056044,41.77779540787215,historical_parcel
20192040230000,2008,-87.6687091250123,41.77772054464261,historical_parcel
20231180160000,2007,-87.59768332683497,41.77671324297907,historical_parcel
20231250140000,2019,-87.59885483030155,41.77470560800701,historical_parcel
20232000230000,2019,-87.5950752949355,41.779443435290574,historical_parcel
20244290030000,2006,-87.5691054944063,41.76650961122743,historical_parcel
25031150300000,2007,-87.6231755333025,41.73121809083346,historical_parcel
