project_id,construction_year,selected_source_addresses,component_pins,component_count,selected_vintage,source_row_ids,assessor_land_sqft,project_land_area_sqft,assessor_to_parcel_land_ratio,land_area_agrees_within_10pct,land_area_agrees_within_25pct,exact_construction_year_components,geography_status,requested_components,resolved_components,collapsed_components,within_1500ft,within_500ft,candidate_status,decision_reason,land_review_required,land_review_reason
commercial_17051070560000,2006,1455 N ASHLAND CHICAGO,17051070560000,1,2024,60610,4810,4809.598600005731,1.000083458106934,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17053100670000,2008,1001 N MILWAUKEE CHICAGO,17053100670000,1,2024,60643,11326,11379.261735503678,0.9953194032493777,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17053240480000,2009,1410 W CHICAGO CHICAGO,17053240480000/17053240650000/17053240680000,3,2024,60646,6717,14640.600800045067,0.4587926473604364,FALSE,FALSE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17053280180000,2019,880 N MILWAUKEE CHICAGO,17053280180000/17053280190000,2,2024,60651,5904,6045.061807496473,0.9766649519908064,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17054150070000,2015,830 N MILWAUKEE CHICAGO,17054150070000/17054150110000/17054150250000,3,2024,60654,15840,15294.262600574642,1.0356824917734087,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17054150120000,2022,818 N MILWAUKEE CHICAGO,17054150120000/17054150130000/17054150140000/17054150160000/17054150270000/17054150280000,6,2024,60655,18411,17624.138177799992,1.0446468255220087,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17061000050000,2014,2347 W NORTH CHICAGO,17061000050000,1,2024,60657,9315,9315.043199692213,0.9999953623733904,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17061000360000,2017,1509 N WESTERN CHICAGO,17061000360000,1,2024,60660,8248,8247.813202034682,1.0000226481808865,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17062080480000,2008,1449 N WICKER PARK CHICAGO,17062080480000,1,2024,60698,7500,7500.243799969554,0.9999674943940415,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17062270840000,2013,1846 W DIVISION CHICAGO,17062270840000,1,2024,60720,10717,4611.538395058364,2.3239533279142015,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17062340230000,2017,1732 W DIVISION CHICAGO,17062340230000/17062340240000/17062340420000,3,2024,60725,7300,7272.95784764766,1.0037181780671376,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17062350680000,2017,1640 W DIVISION CHICAGO,17062350680000/17062350690000/17062350700000/17062351360000/17062351450000,5,2024,60729,21959,29623.38851780584,0.7412723897808322,FALSE,FALSE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17062350770000,2008,1624 W DIVISION CHICAGO,17062350770000/17062350900000/17062350910000/17062350920000,4,2024,60730,32706,31985.096521216736,1.0225387307587166,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17062351420000,2019,1664 W DIVISION CHICAGO,17062351420000/17062351460000,2,2024,60731,19987,19988.052556951938,0.9999473406952009,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17064030060000,2021,1809 W DIVISION CHICAGO,17064030060000/17064030070000,2,2024,60772,4418,4411.634497309104,1.0014428898619727,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,missing_or_nonpositive_building_area,FALSE,use_exact_construction_year_parcel_union
commercial_17064360090000,2014,1834 W CHICAGO CHICAGO,17064360090000/17064360100000/17064360110000/17064360120000/17064360130000,5,2024,60795,37362,37238.9920000062,1.0033032043400578,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17064360170000,2012,1812 W CHICAGO CHICAGO,17064360170000/17064360180000,2,2024,60796,6200,6246.887999972852,0.9924941827077649,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17072030380000,2010,1651 W CHICAGO CHICAGO,17072030380000,1,2024,60816,5766,8647.290200254996,0.6667984844350394,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17074170400000,2010,1805 W LAKE CHICAGO,17074170400000,1,2024,60834,22290,22290.330231245083,0.9999851849998785,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074170530000,2010,1847 W LAKE CHICAGO,17074170530000,1,2024,60835,20289,20289.071851171437,0.9999964586269907,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074170560000,2010,1820 W MAYPOLE CHICAGO,17074170560000,1,2024,60836,33945,33945.7989219537,0.9999764647768187,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074220390000,2010,1807 W MAYPOLE CHICAGO,17074220390000,1,2024,60839,28094,28094.18203386419,0.9999935205850105,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074220430000,2010,1837 W MAYPOLE CHICAGO,17074220430000,1,2024,60840,27696,27696.475914085517,0.9999828167999787,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074220440000,2010,1854 W WASHINGTON CHICAGO,17074220440000,1,2024,60841,12589,12589.936128516274,0.9999256446969453,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17074220460000,2010,1820 W WASHINGTON CHICAGO,17074220460000,1,2024,60842,25210,25210.71421536189,0.9999716701654784,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17074220480000,2010,1804 W WASHINGTON CHICAGO,17074220480000,1,2024,60843,14645,14645.56464566238,0.9999614459615562,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17074300010000,2019,1659 W WASHINGTON CHICAGO,17074300010000/17074300020000/17074300030000/17074300040000/17074300050000/17074300060000/17074300070000/17074300080000/17074300090000/17074300100000,10,2024,60849,29885,29890.326609829903,0.9998217948602759,TRUE,TRUE,TRUE,complete_construction_year_geometry,10,10,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17081250290000,2013,1326 W GRAND CHICAGO,17081250290000/17081250300000,2,2024,60879,6250,6270.413600044674,0.9967444571687378,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082040010000,2020,725 N OGDEN CHICAGO,17082040010000/17082040020000/17082040030000/17082040040000/17082040050000/17082040060000/17082040260000/17082040310000/17082040370000/17082040380000,10,2024,60885,31190,32339.17281074077,0.9644649905714627,TRUE,TRUE,TRUE,complete_construction_year_geometry,10,10,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17082050130000,2020,730 N MILWAUKEE CHICAGO,17082050120000/17082050130000/17082050210000,3,2024,60886,16871,28431.952717632055,0.5933816845980284,FALSE,FALSE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17082070020000,2019,1013 W CHICAGO CHICAGO,17082070020000/17082070060000/17082070110000/17082070120000/17082070130000/17082070140000/17082070150000/17082070190000/17082070200000/17082070210000/17082070220000/17082070230000,12,2024,60887,82355,81952.26076737046,1.0049143151007482,TRUE,TRUE,TRUE,complete_construction_year_geometry,12,12,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17082130110000,2012,910 W HURON CHICAGO,17082130090000/17082130110000,2,2024,60889,97902,32633.943299822567,3.0000052123805796,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_17082200010000,2017,713 N MILWAUKEE CHICAGO,17082200010000,1,2024,60892,5849,5990.430420681834,0.9763906078946266,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082200210000,2014,955 W HURON CHICAGO,17082200210000/17082200220000/17082200230000,3,2024,60895,5325,5245.5242000488215,1.0151511644823674,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082220400000,2011,693 N PEORIA CHICAGO,17082220400000,1,2024,60897,5795,5794.954713536426,1.0000078148088833,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082260110000,2014,832 W ERIE CHICAGO,17082260110000,1,2024,60899,11540,11644.67540030367,0.9910108786457937,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17082430070000,2015,504 N GREEN CHICAGO,17082430070000/17082430130000/17082430140000/17082430150000/17082430160000/17082430180000,6,2024,60904,25121,25121.411086995737,0.9999836359910551,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082440010000,2015,505 N MILWAUKEE CHICAGO,17082440010000/17082440020000/17082440030000/17082440040000/17082440050000/17082440060000/17082440070000/17082440080000/17082440090000,9,2024,60905,17987,18096.92881392414,0.9939255541614576,TRUE,TRUE,TRUE,complete_construction_year_geometry,9,9,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17082520010000,2018,855 W GRAND CHICAGO,17082520010000/17082520030000/17082520340000,3,2024,60912,6882,7416.329855770804,0.9279522531815342,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17083220100000,2022,1456 W RANDOLPH CHICAGO,17083220100000/17083220110000/17083220120000/17083220130000/17083220180000/17083220190000,6,2024,60915,42750,43227.97765952349,0.9889428632704453,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17083230020000,2022,160 N LOOMIS CHICAGO,17083230020000/17083230030000/17083230040000/17083230050000,4,2024,60916,35506,38745.98218946904,0.9163788861093926,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17083240050000,2019,180 N ADA CHICAGO,17083240050000/17083240060000/17083240070000/17083240080000/17083240120000,5,2024,60917,42841,41744.864297643304,1.0262579773775569,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17083250270000,2009,1342 W RANDOLPH CHICAGO,17083250270000,1,2024,60920,10543,10514.46280017891,1.002714090140735,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17084190050000,2019,216 N MAY CHICAGO,17084190050000/17084190060000/17084190070000,3,2024,60930,22918,12897.989087410271,1.7768661335254394,FALSE,FALSE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17084290010000,2017,171 N ABERDEEN CHICAGO,17084290010000/17084290020000/17084290030000/17084290060000/17084290070000/17084290080000,6,2024,60940,28750,28833.81051522307,0.9970933250331647,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17084400130000,2014,922 W WASHINGTON CHICAGO,17084400130000/17084400140000/17084400150000,3,2024,60945,29519,31667.693000080064,0.932148735934928,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17091020220000,2019,710 W GRAND CHICAGO,17091020220000/17091020230000/17091020240000/17091020250000/17091020290000/17091020300000,6,2024,60954,22705,23334.53120496497,0.9730214762218569,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17091230110000,2009,452 W ERIE CHICAGO,17091230110000,1,2024,43205,30422,30401.726813556394,1.0006668432542642,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17091300110000,2014,360 W HUBBARD CHICAGO,17091300110000,1,2024,43207,49137,49137.020800033584,0.9999995766932296,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092100040000,2014,705 N WELLS CHICAGO,17092100040000/17092100050000,2,2024,43214,10230,10214.820399992168,1.0014860368967273,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092160030000,2009,230 W ERIE CHICAGO,17092160030000/17092160040000/17092160050000/17092160160000/17092160200000,5,2024,43217,18707,18884.4527900964,0.9906032336722269,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092170040000,2009,159 W HURON CHICAGO,17092170040000/17092170050000/17092170060000/17092170070000,4,2024,43218,18315,18657.451599404216,0.9816453175515594,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17092230070000,2016,648 N WELLS CHICAGO,17092230070000/17092230080000/17092230090000/17092230100000/17092230110000/17092230120000/17092230130000,7,2024,43225,23980,24061.911672968417,0.9965957952933374,TRUE,TRUE,TRUE,complete_construction_year_geometry,7,7,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092240150000,2015,637 N WELLS CHICAGO,17092240150000,1,2024,43226,46172,21382.04271973553,2.1593820854816386,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092420090000,2021,369 W GRAND CHICAGO,17091310040000/17092420050000/17092420090000/17092420100000,4,2024,43234,35641,36175.811232728884,0.9852163306224622,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092500030000,2019,317 W ILLINOIS CHICAGO,17092500030000/17092500040000/17092500050000/17092500060000,4,2024,43237,32668,22618.774827853544,1.4442868921340288,FALSE,FALSE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17093000090000,2013,365 N HALSTED CHICAGO,17093000090000,1,2024,60960,63078,63077.59971849411,1.0000063458582393,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17093020020000,2009,353 N DESPLAINES CHICAGO,17093020020000,1,2024,60962,38767,38766.86183062341,1.00000356411043,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17093030020000,2008,555 W KINZIE CHICAGO,17093030020000/17093030090000/17093030200000,3,2024,60963,76834,76833.38965800125,1.0000079437078264,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17093050450000,2007,300 N CANAL CHICAGO,17093050450000,1,2024,60964,40892,40891.88652983634,1.0000027748820925,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17093180030000,2014,727 W LAKE CHICAGO,17093180030000,1,2024,60967,4440,4484.764399886131,0.9900185615353021,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17093310080000,2012,123 N DESPLAINES CHICAGO,17093310080000/17093310090000/17093310100000/17093310110000/17093310120000/17093310130000,6,2024,60970,33862,34282.39919938892,0.9877371709913344,TRUE,TRUE,TRUE,complete_construction_year_geometry,6,6,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17094550230000,2009,201 W CALHOUN CHICAGO,17094550230000/17094550240000,2,2024,45741,32825,32824.85139972254,1.000004527066266,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17102110310000,2015,423 E OHIO CHICAGO,17102110310000,1,2024,43257,51925,15230.43114952743,3.409292848653935,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17153050150000,2020,822 S MICHIGAN CHICAGO,17153050150000/17153050160000,2,2024,45767,12239,12258.201261024922,0.9984335988114363,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17153050620000,2019,800  MICHIGAN CHICAGO,17153050610000/17153050620000/17153050630000,3,2024,45768,87246,19213.30352173932,4.540916136638532,FALSE,FALSE,FALSE,complete_construction_year_geometry,3,3,2,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,TRUE,predecessor_parcel_union_requires_review
commercial_17153060100000,2016,931 S STATE CHICAGO,17153060100000/17153060110000/17153060120000/17153060130000/17153060140000/17153060300000/17153060310000/17153060380000,8,2024,45769,39092,39095.521164070815,0.9999099343360577,TRUE,TRUE,TRUE,complete_construction_year_geometry,8,8,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17164050110000,2020,633 S CLARK CHICAGO,17164050110000/17164050990000,2,2024,45793,17860,11723.144845023751,1.523481986796506,FALSE,FALSE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_17172040020000,2018,33 S ABERDEEN CHICAGO,17172040020000/17172040030000/17172040040000/17172040050000/17172050010000/17172050020000/17172050030000/17172050040000/17172050050000/17172050070000/17172050080000,11,2024,60994,29721,29712.666687389836,1.000280463301993,TRUE,TRUE,TRUE,complete_construction_year_geometry,11,11,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17172040380000,2018,1050 W MONROE CHICAGO,17172040380000/17172050090000/17172050100000/17172050110000/17172050250000,5,2024,60992,35143,35264.72766229359,0.9965481751777784,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17172240290000,2012,1000 W VAN BUREN CHICAGO,17172240290000,1,2024,60999,12000,11862.91540020355,1.011555725989085,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17172310020000,2017,1035 W VAN BUREN CHICAGO,17172310020000/17172310030000/17172310040000/17172310050000/17172310070000/17172310080000/17172310090000/17172310100000/17172310120000/17172330020000,10,2024,61007,73688,80106.05761282577,0.9198804958815228,TRUE,TRUE,TRUE,complete_construction_year_geometry,10,10,0,TRUE,FALSE,review_required,student_housing_unit_definition_requires_review,FALSE,use_exact_construction_year_parcel_union
commercial_17173220138002,2020,1346  TAYLOR CHICAGO,17173220138002,1,2024,61030,1,67437.37997546978,1.4828571340757131e-5,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17173320070000,2008,1309 W GRENSHAW CHICAGO,17173320070000,1,2024,61042,10467,10466.732591896083,1.0000255483840415,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17173320160000,2008,1341 W GRENSHAW CHICAGO,17173320160000,1,2024,61043,10450,10449.780526672024,1.0000210026734453,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17173320210000,2008,1336 W ROOSEVELT CHICAGO,17173320210000,1,2024,61044,14712,14712.303489613318,0.9999793717133737,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173320240000,2008,1302 W ROOSEVELT CHICAGO,17173320240000,1,2024,61045,15532,15532.3511845693,0.9999773901217449,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173330350000,2008,1250 W GRENSHAW CHICAGO,17173330350000,1,2024,61046,6699,6699.405765306205,0.9999394326421747,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17173350120000,2008,1251 W GRENSHAW CHICAGO,17173350120000,1,2024,61052,8139,8138.55468699718,1.0000547164723892,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17181010930000,2007,14 S LEAVITT CHICAGO,17181010930000,1,2024,61061,3289,3288.644600342959,1.0001080687335457,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17181130470000,2006,2300 W JACKSON CHICAGO,17181130470000,1,2024,61064,7920,7762.756799817085,1.0202561028559622,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17181170070000,2019,213 S HAMILTON CHICAGO,17181170070000,1,2024,61066,6144,6089.737407773733,1.0089104978741774,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17193010330000,2020,2038 W 18TH CHICAGO,17193010330000/17193010340000,2,2024,61087,6000,6033.55925245845,0.9944379012363597,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,TRUE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17194060350000,2022,1734 W 18TH CHICAGO,17194060350000/17194060360000/17194060370000,3,2024,61103,9000,9010.7566001307,0.9988062489524415,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,TRUE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17194110010000,2011,1659 W 18TH CHICAGO,17194110010000/17194110020000/17194110190000/17194110200000,4,2024,61106,12500,12463.970600143077,1.0028906839572063,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_17201010100000,2007,1417 W ROOSEVELT CHICAGO,17201010100000/17201010110000/17201010120000/17201010400000,4,2024,61120,32886,32885.93800016906,1.0000018852991495,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,TRUE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
