project_id,permit_chain_id,permit_records,directly_matched_permits,permit_numbers,permit_addresses,address_keys,earliest_application_date,earliest_issue_date,latest_issue_date,permit_statuses,work_descriptions,distinct_unit_counts,unit_counts,unit_contexts,resolved_chain_units,chain_resolution
commercial_17044510060000,permit_chain_100636106,3,1,100636106/100680280/B100680264,1140 N WELLS ST,1140 N WELLS,2016-02-22,2016-02-25,2016-11-18,COMPLETE,"100636106: FOUNDATION AND PARTIAL SUPERSTRUCTURE THROUGH LEVEL 7 DECK FOR PROPOSED 31-STORY RESIDENTIAL TOWER WITH 400 DUS AND 7-STORY PODIUM BUILDING WITH PARKING, RETAIL AND RESIDENTIAL. || 100680280: REVISION TO PERMIT #100636106 TO CHANGE THE MASON OF RECORD TO A.L.L. MASONRY CONSTRUCTION COPR. & PLUMBER TO O'SULLIVAN PLUMBING CONTRACTORS. || B100680264: REVISION TO FOUNDATION AND PARTIAL SUPERSTRUCTURE PERMIT # 100636106 TO CHANGE ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRICAL CO., INC.",0,,NA,NA,no_unit_count
commercial_17044510060000,permit_chain_100649957,1,1,100649957,1140 N WELLS ST,1140 N WELLS,2016-06-15,2016-07-05,2016-07-05,COMPLETE,"100649957: PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A POTAIN MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_17044510060000,permit_chain_100683004,1,1,100683004,1140 N WELLS ST,1140 N WELLS,2016-12-12,2017-01-13,2017-01-13,COMPLETE,100683004: INSTALLATION OF TEMPORARY USA-8000-2R RACK AND PINION CONSTRUCTION HOIST.,0,,NA,NA,no_unit_count
commercial_17044510060000,permit_chain_100693524,2,1,100693524/100737281,1140 N WELLS ST,1140 N WELLS,2017-03-03,2017-03-03,2017-11-27,COMPLETE,"100693524: FULL BUILDING FOR PROPOSED 32-STORY RESIDENTIAL TOWER WITH 405 DWELLING UNITS, 74 COMMERCIAL SPACES AND 342 RESIDENTIAL PARKING SPACES || 100737281: REVISION TO PERMIT # 100693524 FOR ADMINISTATIVE RELIEF( NATURAL LIGHT AND VENT)",1,405,"100693524: 405 [FULL BUILDING FOR PROPOSED 32-STORY RESIDENTIAL TOWER WITH 405 DWELLING UNITS, 74 COMMERCIAL SPACES AND 342 RESIDENTIAL PARKING SPACES]",405,single_unit_count
commercial_17044510060000,permit_chain_100694416,1,1,100694416,1140 N WELLS ST,1140 N WELLS,2017-05-04,2017-05-30,2017-05-30,COMPLETE,"100694416: PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_17053010190000,permit_chain_100561814,2,1,100561814/100641627,1515 W HADDON AVE,1515 W HADDON,2014-09-22,2014-12-11,2016-08-16,COMPLETE/EXPIRED,"100561814: ERECT NEW 6 STORY, 41 UNIT APARTMENT BUILDING WITH 1ST FLOOR RETAIL AND PARKING. LEED SILVER TARGET RATING, GREEN ROOF, PLANNED DEVELOPMENT. GREEN PERMIT PROGRAM BENEFIT TIER II || 100641627: *GREEN PERMIT REVISION TO PERMIT #100561814 (6 STORY 41 UNIT 1C MIXED USE BUILDING) - ROOF TERRACES ADDED ON 2ND FLOOR FOR UNITS 209/210. INSTALLATION OF ROOFTOP PHOTOVOLTAIC ARRAY IN LIEU OF VEGETATED ROOF.  THE ELECTRICAL SERVICE UPGRADE TO 208V, AND THE ELECTRICAL WIRING CHANGE TO ALUMINUM AS PER PLANS.** CONDITIONAL APPROVAL CERTIFIED CORRECTIONS.",1,41,"100561814: 41 [ERECT NEW 6 STORY, 41 UNIT APARTMENT BUILDING WITH 1ST FLOOR RETAIL AND PARKING. LEED SILVER TARGET RATING, GREEN ROOF, PLANNE] || 100641627: 41 [*GREEN PERMIT REVISION TO PERMIT #100561814 (6 STORY 41 UNIT 1C MIXED USE BUILDING) - ROOF TERRACES ADDED ON 2ND FLOOR FOR UNITS 209/210. INSTALLATION OF ROOFTO]",41,single_unit_count
commercial_17062350680000,permit_chain_100695536,6,4,100669848/100695536/100722337/100722340/100774563/100799787,1640 W DIVISION ST,1640 W DIVISION,2016-12-20,2016-12-20,2019-02-01,COMPLETE,"100669848: ***DIRECT DEVELOPER SERVICES*** FOUNDATION AND SUPERSTURCTURE UP TO THE THIRD FLOOR DECK FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 52 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS || 100695536: ***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 50 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS.  REFERENCE FOUNDATION PERMIT #100669848.  [SEE REVISION #100722337 TO ADD (6) DWELLING UNITS (TOTAL 146)] || 100722340: ***DIRECT DEVELOPER SERVICES*** REVISION TO FOUNDATION AND SUPERSTRUCTURE PERMIT NUMBER 100669848; LOW-RISE WALL ABUTTING EAST PROPERTY LINE HAS BEEN REVISED TO PRECAST CONCRETE WALL PANEL; PENTHOUSE AND MEP SCREEN WALL AT BUILDING'S ROOF HAS BEEN REVISED TO TERRA-COTTA COLORED CEMENT PANELS; MECHANICAL SUPPORT SPACES AT LEVEL 2 HAVE BEEN RECONFIGURED; TRASH CHUTE HAS BEEN RELOCATED TOWARD THE NORTH END OF THE CORRIDOR; ALL AS PER PLANS || 100722337: ***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT 100695536; LEVEL 1 LAYOUT REVISION TO RELOCATE THE RESIDENTIAL LOBBY TO THE WEST FACE OF THE BUILDING.  SIX ADDITIONAL RESIDENTIAL UNITS ADDED TO LEVEL 2. LEVEL 2 ADDITIONAL BUSINESS CENTER AMENITY SPACE AND A SMALLER COMMERCIAL SPACE. AS PER PLANS. || 100774563: ***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT100695536; LEVEL 2 COMMERCIAL SPACE REVISED TO ACCOMMODATE FUTURE TENANT, AMENITY SPACES RECONFIGURED; ALL AS PER PLANS || 100799787: *** DIRECT DEVELOPER SERVICES *** REVISION TO PERMIT NUMBER 100695536; THE SCOPE OF THE REVISION ENCOMPASSES WORK REQUIRED TO SUBDIVIDE THE LEVEL ONE (1) RETAIL SPACE INTO THREE (3) SEPARATE RETAIL SPACES; ALL AS PER PLANS",2,6/140,"100669848: 140 [ION AND SUPERSTURCTURE UP TO THE THIRD FLOOR DECK FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 52 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS] || 100695536: 140 [DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 15 STORY RESIDENTIAL BUILDING WITH 140 DWELLING UNITS, 50 PARKING SPACES AND RETAIL ON THE GROUND FLOOR; AS PER PLANS. REFERENCE FOUNDATION PERMIT #1006] || 100695536: 6 [UND FLOOR; AS PER PLANS. REFERENCE FOUNDATION PERMIT #100669848. [SEE REVISION #100722337 TO ADD (6) DWELLING UNITS (TOTAL 146)]]",NA,conflicting_unit_counts
commercial_17074160420000,permit_chain_100272322,2,1,100272322/100311578,1928 W MAYPOLE AVE,1928 W MAYPOLE,2008-12-23,2008-12-23,2009-09-21,COMPLETE,"100272322: ADDRESS RANGE 1924-1950 W. MAYPOLE- ERECT A TYPE 3B 3STORY RESIDENTIAL BUILDING (25 DWELLING UNITS)- CHICAGO GREEN HOMES 3 STAR RATING- CERTIFICATE OF OCCUPANCY REQUIRED || 100311578: WESTHAVEN PARK IIC BUILDING 2 REVISION TO PERMIT 100272322. STRUCTURAL REVISIONS- REVISION TO 2ND FLOOR FRAMING SYSTEM, ADDITIONAL BEAM ADDED TO FLOOR SYSTEM AND BEARING WALL ADDITIONS TO 2ND AND 3RD FLOOR. NO CERTIFICATE OF OCCUPANCY REQUIRED",1,25,100272322: 25 [ADDRESS RANGE 1924-1950 W. MAYPOLE- ERECT A TYPE 3B 3STORY RESIDENTIAL BUILDING (25 DWELLING UNITS)- CHICAGO GREEN HOMES 3 STAR RATING- CERTIFICATE OF OCCUPANCY REQUIRED],25,single_unit_count
commercial_17074170400000,permit_chain_100143189,2,1,100143189/B100191450,156 N WOOD ST,156 N WOOD,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143189: CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 15, BUILDING TYPE A. || B100191450: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143189",1,6,"100143189: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 15, BUILDING TYPE A.]",6,single_unit_count
commercial_17074170530000,permit_chain_100143188,2,1,100143188/B100191445,155 N WOLCOTT AVE,155 N WOLCOTT,2006-10-17,2006-10-19,2007-08-20,COMPLETE,"100143188: CONSTRUCT NEW 6 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 18, BUILDING TYPE A. || B100191445: CHANGE THE NAME OF THE ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT 100143188.",1,6,"100143188: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 18, BUILDING TYPE A.]",6,single_unit_count
commercial_17074170560000,permit_chain_100143218,2,1,100143218/B100191452,1826 W MAYPOLE AVE,1826 W MAYPOLE,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143218: CONSTRUCT NEW 12 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 13, BUILDING TYPE C. || B100191452: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143218",1,12,"100143218: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 13, BUILDING TYPE C.]",12,single_unit_count
commercial_17074170560000,permit_chain_100143295,1,1,100143295,1836 W MAYPOLE AVE,1836 W MAYPOLE,2006-10-17,2006-10-19,2006-10-19,COMPLETE,"100143295: CONSTRUCT NEW 5 UNIT BUILDING PER PLANS.  WESTHAVE PARK IIB BUILDING 14, BUILDING TYPE D.",1,5,"100143295: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 14, BUILDING TYPE D.]",5,single_unit_count
commercial_17074170560000,permit_chain_100143297,2,1,100143297/B100191454,1820 W MAYPOLE AVE,1820 W MAYPOLE,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143297: CONSTRUCT NEW 5 UNIT BUILDING PER PLANS.  WESTHAVE PARK IIB BUILDING 12, BUILDING TYPE D. || B100191454: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143297",1,5,"100143297: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 12, BUILDING TYPE D.]",5,single_unit_count
commercial_17074220390000,permit_chain_100143190,2,1,100143190/B100191462,122 N WOOD ST,122 N WOOD,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143190: CONSTRUCT NEW 6 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 6, BUILDING TYPE A. || B100191462: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143190",1,6,"100143190: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 6, BUILDING TYPE A.]",6,single_unit_count
commercial_17074220390000,permit_chain_100143217,2,1,100143217/B100191461,1807 W MAYPOLE AVE,1807 W MAYPOLE,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143217: CONSTRUCT NEW 12 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 7, BUILDING TYPE C. || B100191461: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143217",1,12,"100143217: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 7, BUILDING TYPE C.]",12,single_unit_count
commercial_17074220390000,permit_chain_100143294,2,1,100143294/B100191459,1817 W MAYPOLE AVE,1817 W MAYPOLE,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143294: CONSTRUCT NEW 5 UNIT BUILDING PER PLANS.  WESTHAVE PARK IIB BUILDING 8, BUILDING TYPE D. || B100191459: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143294",1,5,"100143294: 5 [CONSTRUCT NEW 5 UNIT BUILDING PER PLANS. WESTHAVE PARK IIB BUILDING 8, BUILDING TYPE D.]",5,single_unit_count
commercial_17074220430000,permit_chain_100143216,2,1,100143216/B100191456,1845 W MAYPOLE AVE,1845 W MAYPOLE,2006-10-17,2006-10-19,2007-08-17,COMPLETE,"100143216: CONSTRUCT NEW 12 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 10, BUILDING TYPE C. || B100191456: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143216",1,12,"100143216: 12 [CONSTRUCT NEW 12 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 10, BUILDING TYPE C.]",12,single_unit_count
commercial_17074220430000,permit_chain_100143312,2,1,100143312/B100191455,121 N WOLCOTT AVE,121 N WOLCOTT,2006-10-17,2006-10-19,2007-08-20,COMPLETE,"100143312: CONSTRUCT NEW 6 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 11, BUILDING TYPE E. || B100191455: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143312",1,6,"100143312: 6 [CONSTRUCT NEW 6 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 11, BUILDING TYPE E.]",6,single_unit_count
commercial_17074220460000,permit_chain_100143208,2,1,100143208/B100191466,1830 W WASHINGTON BLVD,1830 W WASHINGTON,2006-10-17,2006-10-19,2007-08-20,COMPLETE,"100143208: CONSTRUCT NEW 8 UNIT BUILDING PER PLANS.  WESTHAVEN PARK IIB BUILDING 4, BUILDING TYPE B2. || B100191466: CHANGE NAME OF ELECTRICAL CONTRACTOR TO SHAMROCK ELECTRIC CO. FOR BUILDING PERMIT # 100143208",1,8,"100143208: 8 [CONSTRUCT NEW 8 UNIT BUILDING PER PLANS. WESTHAVEN PARK IIB BUILDING 4, BUILDING TYPE B2.]",8,single_unit_count
commercial_17082070020000,permit_chain_100629831,2,2,100629831/100629833,728 N MORGAN ST / 738 N MORGAN ST,728 N MORGAN/738 N MORGAN,2016-07-12,2016-07-12,2016-07-22,COMPLETE,100629831: DIRECT DEVELOPER SERVICES - FOUNDATIONS ONLY- FOR 12 STORY MIXED-USE HIGH-RISE BUILDING WITH 169 DWELLING UNITS. || 100629833: DIRECT DEVELOPER SERVICE - FOUNDATION ONLY FOR 15 STORY MIXED USE HIGH-RISE BUILDING WITH 194 DWELLING UNITS. (REFER TO PERMIT #100629831 FOR APPROVED PERMIT PLANS).,2,169/194,100629831: 169 [DIRECT DEVELOPER SERVICES - FOUNDATIONS ONLY- FOR 12 STORY MIXED-USE HIGH-RISE BUILDING WITH 169 DWELLING UNITS.] || 100629833: 194 [DIRECT DEVELOPER SERVICE - FOUNDATION ONLY FOR 15 STORY MIXED USE HIGH-RISE BUILDING WITH 194 DWELLING UNITS. (REFER TO PERMIT #100629831 FOR APPROVED PERMIT PLANS).],NA,conflicting_unit_counts
commercial_17082070020000,permit_chain_100646212,4,4,100646212/100646216/100719478/100719479,728 N MORGAN ST / 738 N MORGAN ST,728 N MORGAN/738 N MORGAN,2016-09-07,2016-09-07,2017-10-03,COMPLETE,"100646212: DIRECT DEVELOPER SERVICES REVIEW FOR FULL BUILDING PERMIT FOR 12-STORY MIXED USE NORTH TOWER WITH BASEMENT. SOUTH TOWER (PERMIT APP #100646216) DRAWINGS INCLUDED FOR SIMULTANEOUS REVIEW - SEPERATE PERMIT APP, ELECTRICAL PERMIT APP, AND MOPD FORM TO BE PROVIDED || 100646216: FULL BUILDING PERMIT FOR 15 STORY MIXED USE SOUTH TOWER || 100719478: DIRECT DEV SERVICES - REVISION TO PERMIT 100646212 INCLUDING ARCHITECTURAL, STRUCUTRAL, AND MEP REVISIONS PER PLANS. TOTAL REVISION AREA 2,468 SQ FT. || 100719479: DIRECT DEV SERVICES - REVISION TO PERMIT 100646216 INCLUDING ARCHITECTURAL, STRUCTURAL, AND MEP CHANGES PER PLANS. TOTAL REVISION AREA 2,615 SQ FT. (APPROVED PERMIT DRAWINGS UNDER 100719478)",0,,NA,NA,no_unit_count
commercial_17082260110000,permit_chain_100547779,2,1,100547779/100583609,650 N GREEN ST,650 N GREEN,2014-08-18,2014-12-31,2015-03-03,COMPLETE,"100547779: ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT, ROOF DECK AND ATTACHED 3 CAR GARAGE, 4 DWELLING UNITS ( 6180 SF ) AND NEW TRASH ENCLOSURE 4' X 6'-8"" X 6' AS PER PLANS. || 100583609: CHANGE GC TO ONEMAG PARTNERS LLC FOR PERMIT 100547779",1,4,"100547779: 4 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT, ROOF DECK AND ATTACHED 3 CAR GARAGE, 4 DWELLING UNITS ( 6180 SF ) AND NEW TRASH ENCLOSURE 4' X 6'-8"" X 6' AS PER PLANS.]",4,single_unit_count
commercial_17082260110000,permit_chain_100549558,2,1,100549558/100583626,838 W ERIE ST,838 W ERIE,2014-08-18,2014-12-08,2015-03-03,COMPLETE,"100549558: ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE..8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS. || 100583626: CHANGE GC TO ONEMAG PARTNERS LLC FOR PERMIT 100549558",1,8,"100549558: 8 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE..8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS.]",8,single_unit_count
commercial_17082260110000,permit_chain_100549549,2,1,100549549/100583625,832 W ERIE ST,832 W ERIE,2014-08-19,2014-11-13,2015-03-03,COMPLETE,"100549549: ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE, 8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS.THE SITE WILL ALSO PROVIDE 4-OPEN PARKING SPACES LOCATED AT THE REAR OF THE LOT || 100583625: CHANGE GC TO ONEMAG PARTNERS LLC FOR PERMIT 100549549",1,8,"100549549: 8 [ERECT A NEW 4 STORY MASONRY BUILDING WITH BASEMENT 10565 SF WITH ATTACHED (2) 2 CAR GARAGE, 8 DWELLING UNITS, TYPE 3B CONSTRUCTION AND SITE WORK AS PER PLANS.THE SITE WILL ALSO PROVIDE 4-OPEN PARKING SPACES L]",8,single_unit_count
commercial_17084440130000,permit_chain_100476331,1,1,100476331,22 N ABERDEEN ST,22 N ABERDEEN,2013-03-07,2013-06-12,2013-06-12,COMPLETE,100476331: NEW FOUR STORY RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRST FLOOR. NO BASEMENT PER PLANS (ELEVATOR UNDER SEPERATE PERMIT) **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,0,,NA,NA,no_unit_count
commercial_17084440130000,permit_chain_100476313,1,1,100476313,20 N ABERDEEN ST,20 N ABERDEEN,2013-06-11,2013-06-11,2013-06-11,COMPLETE,100476313: NEW FOUR STORY 27 DWELLING UNIT  RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRS FLOOR. NO BASEMENT,1,27,100476313: 27 [NEW FOUR STORY 27 DWELLING UNIT RESIDENTIAL BUILDING WITH RETAIL SPACE AND GARAGE ON FIRS FLOOR. NO BASEMENT],27,single_unit_count
commercial_17091020220000,permit_chain_100642819,1,1,100642819,710 W GRAND AVE,710 W GRAND,2016-10-28,2016-10-28,2016-10-28,COMPLETE,"100642819: ERECT NEW 9 STORY (TYPE 1-B CONSTRUCTION), 104 UNIT, MULTI-RESIDENTIAL BUILDING WITH RETAIL ON THE 1ST FLOOR AND PARKING FOR 46 CARS AND BIKE STORAGE FOR 80 AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT",1,104,"100642819: 104 [ERECT NEW 9 STORY (TYPE 1-B CONSTRUCTION), 104 UNIT, MULTI-RESIDENTIAL BUILDING WITH RETAIL ON THE 1ST FLOOR AND PARKING FOR 46 CARS AND BIKE STORAGE F]",104,single_unit_count
commercial_17091020220000,permit_chain_100691499,1,1,100691499,710 W GRAND AVE,710 W GRAND,2017-05-26,2017-05-26,2017-05-26,COMPLETE,100691499: INSTALLATION OF TEMPORARY SINGLE 7000LBS RACK AND PINION CONSTRUCTION HOIST,0,,NA,NA,no_unit_count
commercial_17091020220000,permit_chain_100892336,2,1,100892336/100906698,708 W GRAND AVE,708 W GRAND,2020-12-17,2020-12-17,2021-02-09,COMPLETE,"100892336: SELF CERT 2019 -INTERIOR BUILD OUT OF EXISTING TENANT SPACE, WITH NEW ELECTRICAL, MECHANICAL, AND PLUMBING SYSTEMS TO ACCOMMODATE LAYOUT. NO CHANGE TO BUILDING FOOTPRINT OR VOLUME. EXISTING BUILDING CLASSIFICATION IS MIXED OCCUPANCY; THE AREA OF PROPOSED WORK IS ALLOWED AS CLASS E BUSINESS UNITS/PROFESSIONAL SERVICES. ZONING USE IS JJ. MEDICAL SERVICE.INTERIOR ALTERATIONS ONLY || 100906698: REVISION TO PERMIT #100892336, PROPOSED HVAC SYSTEM WILL NOT BE INSTALLED. MECHANICAL SYSTEM TO BE A GAS-FIRED ROOFTOP  UNIT.",0,,NA,NA,no_unit_count
commercial_17092170170000,permit_chain_100682355,3,2,100682355/100704447/100715619,675 N WELLS ST,675 N WELLS,2017-04-12,2017-04-12,2017-07-25,COMPLETE,"100682355: DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION FOR FOUNDATION AND SUPERSTRUCTURE. 15--STORIES, 100-DWELLING UNITS AND 76-EFFICIENCY UNITS FOR A TOTAL OF 176-DWELLING UNITS AND 84-PARKING SPACES. || 100704447: DIRECT DEVELOPER SERVICES. NEW CONSTRUCTION FOR 15-STORY MIXED USE RETAIL BLDG. WITH 176 RES. D.U'S (76-EFFICIENCY UNITS AND 100 D.U'S.) AND 84 PRIVATE PARKING SPACES AS PER PLANS. REFERENCE FOUNDATION AND SUPERSTRUCTURE PERMIT #100682355. || 100715619: DIRECT DEVELOPER SERVICES: REVISION TO FOUNDATION AND SUPERSTRUCTURE PERMIT (100682355) PER REVISED ERS DESIGN AND UNDERGROUND STORM AND SANITARY LINES AND CONNECTIONS.",1,100,100704447: 100 [. NEW CONSTRUCTION FOR 15-STORY MIXED USE RETAIL BLDG. WITH 176 RES. D.U'S (76-EFFICIENCY UNITS AND 100 D.U'S.) AND 84 PRIVATE PARKING SPACES AS PER PLANS. REFERENCE FOUNDATION AND SUPERSTRUCTURE PERMIT #100],100,single_unit_count
commercial_17092170170000,permit_chain_100703649,1,1,100703649,675 N WELLS ST,675 N WELLS,2017-05-11,2017-05-26,2017-05-26,COMPLETE,"100703649: FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",0,,NA,NA,no_unit_count
commercial_17092170170000,permit_chain_100714010,1,1,100714010,675 N WELLS ST,675 N WELLS,2017-07-19,2017-08-23,2017-08-23,COMPLETE,"100714010: INSTALLATION AND OPERATION OF A TORNBORGS FC7000 SINGLE CAR WITH 7,000 LBS CAPACITY",0,,NA,NA,no_unit_count
commercial_17093010120000,permit_chain_100085129,2,1,100085129/B100110651,660 W WAYMAN ST,660 W WAYMAN,2005-12-19,2006-01-06,2007-02-27,COMPLETE,"100085129: TWO NEW 7 STORY MID-RISES, ALL RESIDENTIAL TOTALING 109 DWELLING UNITS, NEW 4 STALL PARKING GARAGE, 1A CONSTRUCTION || B100110651: CHANGE OF ELECTRICAL CONTRACTORS,SCOPE OF WORK WILL REMAIN THE SAME AS PER BUILDING PERMIT # 100085129.",1,109,"100085129: 109 [TWO NEW 7 STORY MID-RISES, ALL RESIDENTIAL TOTALING 109 DWELLING UNITS, NEW 4 STALL PARKING GARAGE, 1A CONSTRUCTION]",109,single_unit_count
commercial_17093030020000,permit_chain_100215919,2,2,100215919/100221927,365 N JEFFERSON ST,365 N JEFFERSON,2007-12-12,2007-12-12,2008-01-29,COMPLETE,100215919: CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK. || 100221927: REVISIONS TO PREVIOUSLY ISSUED CAISSON ONLY PERMIT #100215919.,1,422,100215919: 422 [CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK.],422,single_unit_count
commercial_17093030020000,permit_chain_100222027,1,1,100222027,365 N JEFFERSON ST,365 N JEFFERSON,2008-01-30,2008-01-30,2008-01-30,COMPLETE,100222027: FOUNDATIONS AND CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING W/ PARKING GARAGE AND ROOF TOP POOL AND DECK.,1,422,100222027: 422 [FOUNDATIONS AND CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING W/ PARKING GARAGE AND ROOF TOP POOL AND DECK.],422,single_unit_count
commercial_17093030020000,permit_chain_100222810,1,1,100222810,365 N JEFFERSON ST,365 N JEFFERSON,2008-02-05,2008-03-28,2008-03-28,COMPLETE,"100222810: TEMPORARY CONSTRUCTION TOWER CRANE.  MODEL POTAIN MD 485 B, PHASE I.",0,,NA,NA,no_unit_count
commercial_17093030020000,permit_chain_100223486,2,2,100223486/100226446,555 W KINZIE ST,555 W KINZIE,2008-02-11,2008-02-11,2008-03-05,COMPLETE,"100223486: CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK.  555 WEST KINZIE, PARCEL A EAST. || 100226446: CAISSON REVISION TO PERMIT #100223486 TO MODIFY CAISSON BELL SIZE AND CAISSON SHAFT SIZE FOR ELEVEN PREVIOUSLY PERMITTED CAISSONS.  KINZIE STATION PARCEL A EAST.",1,422,"100223486: 422 [CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK. 555 WEST KINZIE, PARCE]",422,single_unit_count
