project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,direct_permit_ids,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,selected_vintage,selected_source_addresses,selected_property_type_use,selected_property_description,observed_2021,observed_2024,selected_vintage_conflict,stable_component_membership,substantive_unit_change,substantive_building_change,substantive_land_change,selected_parser_repair,selected_parser_residue,same_address_cross_family,documented_manual_case,student_housing,permit_unit_mismatch,permit_unit_evidence,documented_case_pins,documented_case_actions,documented_case_evidence,documented_case_confidence,candidate_status,decision_reason,units_2021,units_2024,permit_addresses,addresses_with_unit_counts,addresses_with_resolved_units,resolved_address_unit_sum,resolved_permit_unit_values,resolved_permit_address_evidence,unit_permit_chain_ids,unit_permit_numbers,unit_permit_addresses,unit_permit_counts,unit_permit_contexts,unit_permit_descriptions,stable_two_vintages,changed_two_vintages,only_2021,only_2024,permit_supports_2021,permit_supports_2024,source_count_pattern,recommended_units,recommended_units_source,unit_review_required,unit_review_reason
commercial_16242020170000,commercial,commercial_entity_family,16242020170000,1,2010,3,5355,4036,commercial_2021,83664,permit_chain_100359807,100359807,2199791,commercial_2021_rows:83664,commercial_2021_apartment_unit_sum_rows:83664,commercial_2021_rows:83664,commercial_2021_rows:83664,297.55095534193356,TRUE,2021,2632 W 12TH,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,3,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242060480000,commercial,commercial_entity_family,16242060480000/16242060490000,2,2010,5,6990,6632,commercial_2021,83665,permit_chain_100349961,100349961,2182294,commercial_2021_rows:83665,commercial_2021_apartment_unit_sum_rows:83665,commercial_2021_rows:83665,commercial_2021_rows:83665,75.26552347835013,TRUE,2021,1252 S FAIRFIELD,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,5,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,5,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242060510000,commercial,commercial_entity_family,16242060510000,1,2010,3,3735,3300,commercial_2021,83666,permit_chain_100359988,100359988,2200148,commercial_2021_rows:83666,commercial_2021_apartment_unit_sum_rows:83666,commercial_2021_rows:83666,commercial_2021_rows:83666,75.37251492759754,TRUE,2021,1260 S FAIRFIELD,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,3,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242070100000,commercial,commercial_entity_family,16242070100000,1,2010,3,3645,3006,commercial_2021,83667,permit_chain_100359987,100359987,2200147,commercial_2021_rows:83667,commercial_2021_apartment_unit_sum_rows:83667,commercial_2021_rows:83667,commercial_2021_rows:83667,134.7022460148312,TRUE,2021,1255 S FAIRFIELD,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,3,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242070150000,commercial,commercial_entity_family,16242070150000/16242070160000,2,2010,6,8322,7129,commercial_2021,83668,permit_chain_100359790,100359790,2199762,commercial_2021_rows:83668,commercial_2021_apartment_unit_sum_rows:83668,commercial_2021_rows:83668,commercial_2021_rows:83668,134.91349014723843,TRUE,2021,1305 S FAIRFIELD,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,6,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,6,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242070180000,commercial,commercial_entity_family,16242070180000/16242070190000/16242070200000/16242070210000/16242070220000,5,2009,8,11970,11786,commercial_2024,60524,permit_chain_100349960/permit_chain_100359998,100349960/100359998,2182293/2200159,commercial_2024_rows:60524,commercial_2024_apartment_unit_sum_rows:60524,commercial_2024_rows:60524,commercial_2024_rows:60524,135.05236662660096,TRUE,2024,1315 S FAIRFIELD CHICAGO,Multifamily-SAP35,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3/5,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,8,8,2,2,2,8,3/5,1315 S FAIRFIELD=3 | 1317 S FAIRFIELD=5,permit_chain_100349960 / permit_chain_100359998,100349960 / 100359998,1317 S FAIRFIELD AVE / 1315 S FAIRFIELD AVE,5 / 3,100349960: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GRE] || 100349960: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.] || 100359998: 3 [OGDEN NORTH DEVELOPMENT- ERECT A 3 STORY 3 DWELLING UNIT MASONRY VENEER BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.],100349960: OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS. || 100359998: OGDEN NORTH DEVELOPMENT- ERECT A 3 STORY 3 DWELLING UNIT MASONRY VENEER BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,stable_2021_2024,8,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_16242070310000,commercial,commercial_entity_family,16242070310000,1,2010,3,3969,3133,commercial_2021,83670,permit_chain_100359989,100359989,2200149,commercial_2021_rows:83670,commercial_2021_apartment_unit_sum_rows:83670,commercial_2021_rows:83670,commercial_2021_rows:83670,135.0332652353469,TRUE,2021,1345 S FAIRFIELD,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,3,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242070410000,commercial,commercial_entity_family,16242070410000/16242070420000/16242070430000/16242070440000/16242070450000/16242070460000,6,2013,17,23526,18221,commercial_2024,60525,permit_chain_100359992,100359992,2200153,commercial_2024_rows:60525,commercial_2024_apartment_unit_sum_rows:60525,commercial_2024_rows:60525,commercial_2024_rows:60525,177.67100241541857,TRUE,2024,2707 W 12TH CHICAGO,Multifamily-SAP35,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,NA,NA,NA,NA,retain_mechanical,2024_primary_year_recode,17,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,17,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_16242070530000,commercial,commercial_entity_family,16242070520000/16242070530000/16242070540000,3,2013,11,14331,13472,commercial_2024,60526,permit_chain_100349958/permit_chain_100359790/permit_chain_100359791,100349958/100359790/100359791,2182291/2199762/2199763,commercial_2024_rows:60526,commercial_2024_apartment_unit_sum_rows:60526,commercial_2024_rows:60526,commercial_2024_rows:60526,178.06060786709284,TRUE,2024,1302 S WASHTENAW CHICAGO,Multifamily-SAP35,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5/6,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,11,11,3,3,3,17,5/6,1262 S WASHTENAW=5 | 1302 S WASHTENAW=6 | 1303 S FAIRFIELD=6,permit_chain_100349958 / permit_chain_100359790 / permit_chain_100359791,100349958 / 100359790 / 100359791,1262 S WASHTENAW AVE / 1303 S FAIRFIELD AVE / 1302 S WASHTENAW AVE,5 / 6 / 6,"100349958: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GRE] || 100349958: 5 [OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS] || 100359790: 6 [OGDEN NORTH DEVELOPMENT BUILDING 5- 1303-1307 SOUTH FAIRFIELD AVENUE- ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II. CERTIF] || 100359791: 6 [OGDEN NORTH DEVELOPMENT BUILDING 10 ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II]","100349958: OGDEN NORTH DEVELOPMENT- ERECT A 5 UNIT MASONRY VENEER 5 UNIT BUILDING W/4 PARKING SPACES.GREEN PERMIT PROGRAM BENEFIT TIER II. CHICAGO GREEN HOMES 3 STARS || 100359790: OGDEN NORTH DEVELOPMENT BUILDING 5- 1303-1307 SOUTH FAIRFIELD AVENUE- ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II. CERTIFICATE OF OCCUPANCY REQUIRED || 100359791: OGDEN NORTH DEVELOPMENT BUILDING 10 ERECT A 3 STORY, 6 UNIT MASONRY VENEER RESIDENTIAL BUILDING (5 PARKING SPACES) GREEN PERMIT PROGRAM BENEFIT TIER II",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,11,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_16242070560000,commercial,commercial_entity_family,16242070560000/16242070570000,2,2014,6,6957,6241,commercial_2021,83672,permit_chain_100359994,100359994,2200155,commercial_2021_rows:83672,commercial_2021_apartment_unit_sum_rows:83672,commercial_2021_rows:83672,commercial_2021_rows:83672,178.14451106911022,TRUE,2021,1310 S WASHTENAW,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,6,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,6,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242070760000,commercial,commercial_entity_family,16242070760000,1,2014,6,8178,8904,commercial_2021,83673,permit_chain_100359791/permit_chain_100359792,100359791/100359792,2199763/2199764,commercial_2021_rows:83673,commercial_2021_apartment_unit_sum_rows:83673,commercial_2021_rows:83673,commercial_2021_rows:83673,177.96726400976166,TRUE,2021,1258 S WASHTENAW,MULTI-FAMILY,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,NA,NA,NA,NA,retain_mechanical,coherent_2021_only_entity,6,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2021_only,6,commercial_2021_only_report,FALSE,unit_count_resolved
commercial_16242280010000,commercial,commercial_entity_family,16242280010000,1,2013,48,66580,53432,commercial_2024,60527,permit_chain_100360056,100360056,2200238,commercial_2024_rows:60527,commercial_2024_apartment_unit_sum_rows:60527,commercial_2024_rows:60527,commercial_2024_rows:60527,257.7887380984608,TRUE,2024,1235 S WASHTENAW CHICAGO,Multifamily-SAP35,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,NA,NA,NA,NA,retain_mechanical,2024_primary_year_recode,48,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,48,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_16244000200000,commercial,commercial_entity_family,16244000200000/16244000210000,2,2007,12,21600,10032,commercial_2024,60535,permit_chain_100103559,100103559/100103587/100103589,1664570/1664646,commercial_2024_rows:60535,commercial_2024_apartment_unit_sum_rows:60535,commercial_2024_rows:60535,commercial_2024_rows:60535,30.594548283300984,TRUE,2024,1655 S CALIFORNIA CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,NA,NA,NA,NA,review_required,permit_unit_counts_do_not_include_assessor_count,12,12,3,1,1,4,4,1659 S CALIFORNIA=4,permit_chain_100103559,100103559/100103587/100103589/B100216380/B100216383/B100216384,1655 S CALIFORNIA BLVD / 1657 S CALIFORNIA BLVD / 1659 S CALIFORNIA BLVD,4,100103589: 4 [ERECT NEW 4 STRY; 3B CONST. TYPE BLDG; W/ 4DU'S W DETACHED 3 CAR GARAGE & 1 PARKING SPOT ON CONCRETE PAD AS PER PLANS. (CONDITIONAL BUILDING PERM],100103559: ERECT NEW 4 STRY; 3B CONST. TYPE BLDG; W/ 4DUS W DETACHED 3 CAR GARAGE & 1 PARKING SPOT ON CONCRETE PAD AS PER PLANS. (CONDITIONAL BUILDING PERMIT SUBJECT TO FIELD INSPECTION & CONTINGENT UPON IMPROVEMENTS MADE AS PER PLANS FOR PERMIT #'S 100103589 & 100103587 TO SHARED EASEMENT W/ 1657 & 1659 S. CALIFORNIA AVE) || 100103587: ERECT NEW 4 STRY; 3B CONST. TYPE BLDG; W/ 4 DUS W/ DETACHED GARAGE & 1 PARKING SPOT ON CONCRETE PAD AS PER PLANS (CONDITIONAL BUILDING PERMIT SUBJECT TO FIELD INSPECTION & CONTINGENT UPON IMPROVEMENTS MADE AS PER PLANS FOR PERMIT #'S 100103559 & 100103589 TO SHARED EASEMENT W/ 1655 & 1659 S. CALIFORNIA AVE) || 100103589: ERECT NEW 4 STRY; 3B CONST. TYPE BLDG; W/ 4DU'S W DETACHED 3 CAR GARAGE & 1 PARKING SPOT ON CONCRETE PAD AS PER PLANS. (CONDITIONAL BUILDING PERMIT SUBJECT TO FIELD INSPECTION & CONTINGENT UPON IMPROVEMENTS MADE AS PER PLANS FOR PERMIT #'S 100103587 & 100103559 TO SHARED EASEMENT W/ 1655 & 1657 S. CALIFRONIA AVE) || B100216380: CHANGE OF PERMIT   BUILDING PERMIT # - 100103559 || B100216383: CHANGE OF PERMIT  BUILDING PERMIT # - 100103587 || B100216384: CHANGE OF PERMIT  BUILDING PERMIT # - 100103589,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,12,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17031080180000,commercial,commercial_entity_family,17031080180000,1,2018,58,176064,25422,commercial_2024,43046,permit_chain_100658385/permit_chain_100737251/permit_chain_100753151,100658385/100737251/100753151,2769308/2899202/2927117,commercial_2024_rows:43046,commercial_2024_apartment_unit_sum_rows:43046,commercial_2024_rows:43046,commercial_2024_rows:43046,224.53423641648735,TRUE,2024,61 E BANKS CHICAGO,Multifamily-MidRise (4 to 12 floors),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,NA,NA,NA,NA,retain_mechanical,2024_primary_year_recode,58,58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,58,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17032230320000,commercial,commercial_entity_family,17032230320000/17032230330000/17032230350000,3,2016,367,448000,20817,commercial_2024,43070,permit_chain_100505950/permit_chain_100512620/permit_chain_100535201/permit_chain_100537744/permit_chain_100571213/permit_chain_100637066,100505950/100512620/100535201/100537744/100543474/100552280/100571213/100637066,2499393/2510241/2551711/2556177/2566026/2581543/2613999/2733643,commercial_2024_rows:43070,commercial_2024_apartment_unit_sum_rows:43070,commercial_2024_rows:43070,commercial_2024_rows:43070,60.29327277957824,TRUE,2024,1 E CHESTNUT CHICAGO,"Multifamily-Mixed Use, High rise (13 floors +)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,retain_mechanical,2024_primary_year_recode,367,367,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,367,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17041030480000,commercial,commercial_entity_family,17041030480000/17041040180000,2,2019,261,372475,73996,commercial_2024,43077,permit_chain_100758577/permit_chain_100778946/permit_chain_100779271/permit_chain_100802012,100758577/100778946/100779271/100802012/100842306,2935758/2968886/2969408/3006380/3072773,commercial_2024_rows:43077,commercial_2024_apartment_unit_sum_rows:43077,commercial_2024_rows:43077,commercial_2024_rows:43077,3.6231312740335855,TRUE,2024,649 W NORTH CHICAGO,"Multifamily-Mixed Use, High rise (13 floors +)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,261,NA,NA,NA,NA,retain_mechanical,coherent_2024_revision_same_entity,261,261,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,261,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17041080010000,commercial,commercial_entity_family,17041080010000/17041080020000/17041080030000/17041080040000/17041080050000/17041080060000,6,2003,59,99455,27372,commercial_2024,42873,NA,NA,NA,commercial_2024_rows:42873,commercial_2024_apartment_unit_sum_rows:42873,commercial_2024_rows:42873,commercial_2024_rows:42873,69.88811770759636,TRUE,2024,557 W NORTH CHICAGO,Multifamily-SAP35,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,59,59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,59,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17041100310000,commercial,commercial_entity_family,17041100310000/17041100320000,2,1999,8,7683,6200,commercial_2024,43080,NA,NA,NA,commercial_2024_rows:43080,commercial_2024_apartment_unit_sum_rows:43080,commercial_2024_rows:43080,commercial_2024_rows:43080,80.73204160899114,TRUE,2024,1536 N HUDSON CHICAGO,Multifamily-Low Rise (3 floors or less),NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,exclude_outside_period,construction_year_outside_2006_2022,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,8,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
commercial_17041120620000,commercial,commercial_entity_family,17041120610000/17041120620000/17041120630000/17041120640000/17041120700000,5,2018,199,284556,1540260,commercial_2024,43081,permit_chain_100521704/permit_chain_100532778/permit_chain_100533760/permit_chain_100548390,100521704/100532778/100533760/100548390,2526296/2547587/2549124/2574867,commercial_2024_rows:43081,commercial_2024_apartment_unit_sum_rows:43081,commercial_2024_rows:43081,commercial_2024_rows:43081,69.93941876479896,TRUE,2024,1457 N HALSTED CHICAGO,"Multifamily-Mixed Use, High rise (13 floors +)",NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,199,NA,NA,NA,NA,retain_mechanical,coherent_2024_revision_same_entity,199,199,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,stable_2021_2024,199,stable_commercial_2021_2024_reports,FALSE,unit_count_resolved
