project_id,address_key,permit_chains,permits_with_unit_mentions,distinct_unit_counts,unit_counts,unit_contexts,resolved_address_units,address_resolution
commercial_17093030020000,365 N JEFFERSON,7,4,2,420/422,100215919: 422 [CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK.] || 100222027: 422 [FOUNDATIONS AND CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING W/ PARKING GARAGE AND ROOF TOP POOL AND DECK.] || 100238523: 420 [CONSTRUCT NEW 37 STORY 420 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK. 365 NORTH JEFFERSON PA] || 100321815: 420 [REVISIONS TO PERMIT NO. 100238523 FOR ALTERATIONS TO 37 STORY 420 UNIT RESIDENTIAL APARTMENT BUILDING INCLUDING CHANGES TO MECHANICAL PENTHOUSE AND RESIDENTIAL UNITS AS P],NA,conflicting_unit_counts
commercial_17093030020000,555 W KINZIE,6,3,2,422/428,"100223486: 422 [CAISSONS ONLY FOR NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDING WITH PARKING GARAGE AND ROOF TOP POOL AND DECK. 555 WEST KINZIE, PARCE] || 100231471: 422 [FOUNDATIONS AND CAISSONS ONLY FOR TWO NEW 37 STORY 422 DWELLING UNIT CONCRETE APARTMENT BUILDINGS WITH PARKING GARAGE, ROOF TOP POOL AND DECK. 555 WEST KINZIE PARCEL A] || 100324118: 428 [REVISIONS TO PERMIT NO. 100255995 FOR ALTERATIONS TO 41 STORY 428 UNIT RESIDENTIAL APARTMENT BUILDING INCLUDING CHANGES TO MECHANICAL PENTHOUSE AND RESIDENTIAL UNITS AS P]",NA,conflicting_unit_counts
commercial_17093180010000,727 W LAKE,3,1,1,61,"100515166: 61 [ERECT A SRO 61 DU BUILDING - 10 STORY CONSTRUCTION TYPE 1B - SOLAR READY FOR 6 FUTURE PANELS, 2196 SF GREEN ROOF. GR]",61,single_unit_count
commercial_17093180010000,730 W COUCH,3,1,1,247,"100582044: 247 [NEW CONSTRUCTION OF A 29 STORY RESIDENTIAL BUIKDING 247 UNITS WITH 1ST FLOOR RETAIL, 3 FLOORS OF PARKING 162 PARKING SPACES AND ASSOCIATED SITE WORK AS PER PLANS]",247,single_unit_count
commercial_17093180030000,727 W LAKE,2,1,1,61,"100515166: 61 [ERECT A SRO 61 DU BUILDING - 10 STORY CONSTRUCTION TYPE 1B - SOLAR READY FOR 6 FUTURE PANELS, 2196 SF GREEN ROOF. GR]",61,single_unit_count
commercial_17093220170000,165 N DESPLAINES,3,1,1,155,"100629993: 155 [FOUNDATION ONLY FOR A 14 STORY RESIDENTIAL BUILDING (155 DWELLING UNITS & 44-EFFICIENCY UNITS) TO INCLUDE 1ST FLOOR RETAIL, PARKING (99 PARKING SPACES) WITH AN EXISTING 3-]",155,single_unit_count
commercial_17094300060000,213 W LAKE,1,0,0,,:  [],NA,no_unit_count
commercial_17094300060000,215 W LAKE,1,1,2,132/133,"100646851: 132 [FULL BUILDING PHASE: ERECT 33 STORY (132 EFFICIENCY UNITS, 133 DWELLING UNITS) 152 PARKING SPACES. (FOUNDATION APPROVED UNDER PERMIT 100632728) GREEN PERMIT] || 100646851: 133 [FULL BUILDING PHASE: ERECT 33 STORY (132 EFFICIENCY UNITS, 133 DWELLING UNITS) 152 PARKING SPACES. (FOUNDATION APPROVED UNDER PERMIT 100632728) GREEN PERMIT PROGRAM BENEFIT TIER]",NA,conflicting_unit_counts
commercial_17101030090000,8 E HURON,5,2,4,47/52/53/55,"100650023: 52 [NEW CONSTRUCTION OF A 26 STORY APARTMENT BUILDING (52 EFFICIENCY UNITS AND 53 DWELLING UNITS) WITH 1ST FLOOR RETAIL ; 31 PARKING SPACES ON LEVELS 2-4 (8 EAST HURON STREE] || 100650023: 53 [NEW CONSTRUCTION OF A 26 STORY APARTMENT BUILDING (52 EFFICIENCY UNITS AND 53 DWELLING UNITS) WITH 1ST FLOOR RETAIL ; 31 PARKING SPACES ON LEVELS 2-4 (8 EAST HURON STREET)] || 100664993: 47 [L24 AND LOBBY, ADDITION OF 24 POWDER ROOMS (LEVELS 5-21) , REDUCTION OF UNIT COUNT FROM 105 TO 102 (47 EFFICIENCY UNITS & 55 DWELLING UNITS) AS PER PLANS.(DIRECT DEVELOPER SERVICES)] || 100664993: 55 [N OF 24 POWDER ROOMS (LEVELS 5-21) , REDUCTION OF UNIT COUNT FROM 105 TO 102 (47 EFFICIENCY UNITS & 55 DWELLING UNITS) AS PER PLANS.(DIRECT DEVELOPER SERVICES)]",NA,conflicting_unit_counts
commercial_17102120370000,220 E ILLINOIS,5,4,3,381/490/498,100561443: 381 [CAISSONS ONLY FOR A PROPOSED 54 STORY 381 UNIT BUILDING - 220 EAST ILLINOIS] || 100600523: 498 [FOUNDATION ONLY FOR A PROPOSED 55 STORY 498 UNIT BUILDING - 220 EAST ILLINOIS STREET] || 100609789: 381 [SUPERSTRUCTURE ONLY FOR A PROPOSED 54 STORY 381 UNIT BUILDING - 220 EAST ILLINOIS] || 100625206: 490 [FULL BUILDING REVIEW FOR A PROPOSED 54 STORY 490 UNIT BUILDING - 220 EAST ILLINOIS],NA,conflicting_unit_counts
commercial_17103180610000,345 E WACKER,3,2,2,5/441,100396803: 441 [NEW CONSTRUCTION OF A 441 UNIT RESIDENTIAL APARTMENT BUILDING ON LAKESHORE EAST. THIS IS A CAISSON-ONLY PERMIT.] || 100497322: 5 [OF THE CHANGES INCLUDE A REDUCTION IN NUMBER OF UNITS ON THE 46TH FLOOR FROM 518 TO 515 (FROM 8 TO 5 UNITS ON THE TOP FLOOR); UTILIZE TYCO SYSTEM ON 2ND FLOOR & USE SINGLE 4-HOUR RATED FIRE DOOR IN LIEU OF],NA,conflicting_unit_counts
commercial_17103180610000,350 E SOUTH WATER,3,0,0,,:  [],NA,no_unit_count
commercial_17153000140000,30 E BALBO,4,4,3,53/81/134,"100640528: 134 [FOUNDATIONS ONLY FOR A PROPOSED 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL AND 134 TOTAL UNITS (81-DWELLING UNITS AND 53-EFFICIENCY UNITS)] || 100647019: 134 [FULL BUILDING FOR PROPOSED 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL AND 134 TOTAL UNITS 81 DWELLING UNITS AND 53 EFFICIENCY UNITS] || 100647019: 81 [LL BUILDING FOR PROPOSED 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL AND 134 TOTAL UNITS 81 DWELLING UNITS AND 53 EFFICIENCY UNITS] || 100647019: 53 [ED 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL AND 134 TOTAL UNITS 81 DWELLING UNITS AND 53 EFFICIENCY UNITS] || 100683136: 134 [REVISION TO PERMIT #100647019 FOR A 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO INCLUDE BUILDOUT OF 16TH FLOOR ROOF DECK, REVISING A] || 100683136: 81 [RMIT #100647019 FOR A 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO INCLUDE BUILDOUT OF 16TH FLOOR ROOF DECK, REVISING A PORTION OF THE 16TH] || 100683136: 53 [16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO INCLUDE BUILDOUT OF 16TH FLOOR ROOF DECK, REVISING A PORTION OF THE 16TH FLOOR MECHANICAL ROOM T] || 100694533: 134 [REVISION TO PERMIT #100647019 FOR A 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO ADD A DOG RUN TO THE LEVEL 3 EAST TERRACE.] || 100694533: 81 [RMIT #100647019 FOR A 16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO ADD A DOG RUN TO THE LEVEL 3 EAST TERRACE.] || 100694533: 53 [16-STORY RESIDENTIAL HIGH-RISE WITH FIRST FLOOR RETAIL WITH 134 TOTAL UNITS - 81 DWELLING UNITS AND 53 EFFICIENCY UNITS TO ADD A DOG RUN TO THE LEVEL 3 EAST TERRACE.]",NA,conflicting_unit_counts
commercial_17164050110000,5317 N LUDLAM,1,0,0,,:  [],NA,no_unit_count
commercial_17164050110000,717 S CLARK,2,2,1,349,100772360: 349 [UCTURE THROUGH THE FOURTH (4TH) FLOOR TOP OF SLAB FOR A PROPOSED 31 STORY RESIDENTIAL BUILDING WITH 349 DWELLING UNITS AND 97 PARKING SPACES; ALL AS PER PLANS.] || 100794150: 349 [DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT FOR A PROPOSED 30 STORY RESIDENTIAL BUILDING WITH 349 DWELLING UNITS AND 97 PARKING SPACES; ALL AS PER PLANS.],349,single_unit_count
commercial_17164100040000,837 S WELLS,1,1,1,42,100607307: 42 [NEW 4 STORY RESIDENTIAL BUILDING OF TYPE III-B CONSTRUCTION. GROUND FLOOR COMMERCIAL SPACE AND 42 RESIDENTIAL UNITS WITH 42 PARKING SPACEA AT THE GROUND FLOOR. BUILDING IS FULL SPRINKLED. 837 S. WELLS ST.],42,single_unit_count
commercial_17164100040000,839 S WELLS,1,0,0,,:  [],NA,no_unit_count
commercial_17171050030000,1247 W MADISON,1,1,1,42,100560092: 42 [NEW CONSTRUCTION - 4 STORY BUILDING WITH 42 RESIDENTIAL UNITS WITH GROUND FLOOR PARKING FOR 42 SPACES AND GROUND FLOOR COMMERCIAL RETAIL SPACE AS PER PLANS.**CER],42,single_unit_count
commercial_17171050030000,1249 W MADISON,1,1,1,30,100560097: 30 [NEW CONSTRUCTION 4 STOTY BUILDING WITH 30 RESIDENTIAL UNITS AND 30 GROUND FLOOR PARKING SPACES. GROUND FLOOR COMMERCIAL RETAIL SPACE AS PER PLANS. **CERTIFIED],30,single_unit_count
commercial_17171170020000,1241 W JACKSON,1,1,1,42,"100555273: 42 [NEW CONSTRUCTION - ERECT NEW 4-STORY RESIDENTIAL BUILDING - 42 DWELLING UNITS WITH 56 PARKING SPACES AT THE GROUND LEVEL, TYPE III-B CONSTRUCTION AS PER PLANS. 1241 W JACKSON B]",42,single_unit_count
commercial_17171170020000,1245 W JACKSON,1,1,1,51,100555274: 51 [NEW CONSTRUCTION - ERECT NEW 4-STORY RESIDENTIAL BUILDING - 51 DWELLING UNITS WITH 67 PARKING SPACES GROUND LEVEL GARAGE AS PER PLANS. 1245 W JACKSON BLVD. *** GREEN ROOF AREA=],51,single_unit_count
commercial_17172270010000,315 S PEORIA,1,0,0,,:  [],NA,no_unit_count
commercial_17172310020000,1035 W VAN BUREN,6,0,0,,:  [],NA,no_unit_count
commercial_17173320070000,1224 W WASHBURNE,1,1,1,6,100190338: 6 [BLDG 12D- 1224 W. WASHBURNE- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER RESIDENTIAL BUILDING],6,single_unit_count
commercial_17173320070000,1246 W WASHBURNE,1,0,0,,:  [],NA,no_unit_count
commercial_17173320070000,1256 W WASHBURNE,1,1,1,6,"100190889: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320070000,1306 W WASHBURNE,1,1,1,6,"100191125: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320070000,1309 W GRENSHAW,1,1,1,6,"100191127: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320070000,1314 W WASHBURNE,1,1,1,6,100191250: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320070000,1315 W GRENSHAW,1,1,1,6,100191252: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320070000,1317 W ROOSEVELT,1,1,1,6,100191254: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320070000,1341 W GRENSHAW,1,1,1,6,"100191128: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320070000,1342 W WASHBURNE,1,1,1,6,100191251: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320070000,1345 W GRENSHAW,1,1,1,6,100191253: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320070000,1354 W WASHBURNE,1,1,1,6,"100191126: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320160000,1224 W WASHBURNE,1,1,1,6,100190338: 6 [BLDG 12D- 1224 W. WASHBURNE- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER RESIDENTIAL BUILDING],6,single_unit_count
commercial_17173320160000,1246 W WASHBURNE,1,0,0,,:  [],NA,no_unit_count
commercial_17173320160000,1256 W WASHBURNE,1,1,1,6,"100190889: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320160000,1306 W WASHBURNE,1,1,1,6,"100191125: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320160000,1309 W GRENSHAW,1,1,1,6,"100191127: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320160000,1314 W WASHBURNE,1,1,1,6,100191250: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320160000,1315 W GRENSHAW,1,1,1,6,100191252: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320160000,1317 W ROOSEVELT,1,1,1,6,100191254: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320160000,1341 W GRENSHAW,1,1,1,6,"100191128: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17173320160000,1342 W WASHBURNE,1,1,1,6,100191251: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320160000,1345 W GRENSHAW,1,1,1,6,100191253: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17173320160000,1354 W WASHBURNE,1,1,1,6,"100191126: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17193010330000,2036 W 18TH,1,1,1,3,"100760980: 3 [ERECT A 4 STORY , IIIB MASONRY 3 UNIT APARMENT WITH GROUND FLOOR RETAIL, 2 CAR ATTACHED GARAGE, AND 1 EXTERIOR PARKING SPOT, PER PLANS.]",3,single_unit_count
commercial_17194110010000,1657 W 18TH,1,2,2,10/15,"100312231: 15 [NEW I-B CONSTRUCTION, 15 DU, 6 STY, DORMITORY BUILDING W/GROUND FLOOR RETAIL AND DORM SUPPORT. ARCH, MEP, STRUC., MOPD, FIRE. C] || 100312231: 10 [, DORMITORY BUILDING W/GROUND FLOOR RETAIL AND DORM SUPPORT. ARCH, MEP, STRUC., MOPD, FIRE. CONVERT 10 DWELLING UNITS TO 15 DWELLING UNITS] || 100312231: 15 [W/GROUND FLOOR RETAIL AND DORM SUPPORT. ARCH, MEP, STRUC., MOPD, FIRE. CONVERT 10 DWELLING UNITS TO 15 DWELLING UNITS] || 100403067: 10 [REVISION TO PERMIT #100312231 FROM 10 DU TO 15 DU AND UPDATED MECH AND WATER RMS 109, 111 AND 120] || 100403067: 15 [REVISION TO PERMIT #100312231 FROM 10 DU TO 15 DU AND UPDATED MECH AND WATER RMS 109, 111 AND 120]",NA,conflicting_unit_counts
commercial_17194110010000,1658 W 18TH,2,1,1,6,"100332470: 6 [ERECT 4 STORY, 6 DWELLING UNIT PER ARCH PLANS.]",6,single_unit_count
commercial_17201020620000,1224 W WASHBURNE,1,1,1,6,100190338: 6 [BLDG 12D- 1224 W. WASHBURNE- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER RESIDENTIAL BUILDING],6,single_unit_count
commercial_17201020620000,1246 W WASHBURNE,1,0,0,,:  [],NA,no_unit_count
commercial_17201020620000,1256 W WASHBURNE,1,1,1,6,"100190889: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17201020620000,1306 W WASHBURNE,1,1,1,6,"100191125: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17201020620000,1309 W GRENSHAW,1,1,1,6,"100191127: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17201020620000,1314 W WASHBURNE,1,1,1,6,100191250: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020620000,1315 W GRENSHAW,1,1,1,6,100191252: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020620000,1317 W ROOSEVELT,1,1,1,6,100191254: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020620000,1341 W GRENSHAW,1,1,1,6,"100191128: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17201020620000,1342 W WASHBURNE,1,1,1,6,100191251: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020620000,1345 W GRENSHAW,1,1,1,6,100191253: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020620000,1348 W WASHBURNE,1,1,1,6,100194211: 6 [OR SALE BUILDING 2B- ERECT A 3 STORY TYPE IIB CONSTRUCTION MASONRY VENEER RESIDENTIAL BUILDING WITH 6 DWELLING UNITS.],6,single_unit_count
commercial_17201020620000,1354 W WASHBURNE,1,1,1,6,"100191126: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12D- CONSTRUCT A 3-STORY, 6 DWELLING UNIT, MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190338)]",6,single_unit_count
commercial_17201020640000,1246 W WASHBURNE,1,0,0,,:  [],NA,no_unit_count
commercial_17201020640000,1314 W WASHBURNE,1,1,1,6,100191250: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020640000,1315 W GRENSHAW,1,1,1,6,100191252: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020640000,1317 W ROOSEVELT,1,1,1,6,100191254: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020640000,1320 W WASHBURNE,1,2,1,6,100194209: 6 [OR SALE BUILDING 2B- ERECT A 3 STORY TYPE IIB CONSTRUCTION MASONRY VENEER RESIDENTIAL BUILDING WITH 6 DWELLING UNITS.] || 100223928: 6 [OR SALE BUILDING 2B- ERECT A 3 STORY TYPE IIB CONSTRUCTION MASONRY VENEER RESIDENTIAL BUILDING WITH 6 DWELLING UNITS.],6,single_unit_count
commercial_17201020640000,1326 W WASHBURNE,1,0,0,,:  [],NA,no_unit_count
commercial_17201020640000,1342 W WASHBURNE,1,1,1,6,100191251: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201020640000,1345 W GRENSHAW,1,1,1,6,100191253: 6 [ROOSEVELT SQUARE PHASE II- BLDG 12A- CONSTRUCT A 3 STORY 6 DWELLING UNIT MASONRY VENEER TYPE IIIB BUILDING (PROTOTYPE BASED ON PERMIT #100190328)],6,single_unit_count
commercial_17201270040000,1407 W 15TH,1,1,1,59,100772247: 59 [*** DIRECT DEVELOPER SERVICES *** NEW FOUR (4) STORY RESIDENTIAL BUILDING WITH 59 DWELLING UNITS AND 59 PARKING SPACES AS PER PLANS.],59,single_unit_count
commercial_17221040060000,1333 S WABASH,1,1,1,307,100578279: 307 [ERECT NEW 28 STORY 307 RESIDENTIAL UNIT BUILDING WITH 213 PARKING STALLS],307,single_unit_count
commercial_17274000070000,2937 S MARTIN L KING JR,1,0,0,,:  [],NA,no_unit_count
commercial_17282130210000,217 W 23RD,1,1,1,6,"100776386: 6 [ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS. *STRUCTURAL PEER REVIEW*]",6,single_unit_count
commercial_17282130210000,219 W 23RD,1,1,1,6,"100776387: 6 [ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS *STRUCTURAL PEER REVIEW*]",6,single_unit_count
commercial_17294190380000,2606 S HALSTED,1,1,1,3,"100687607: 3 [ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED U]",3,single_unit_count
commercial_17294190380000,2612 S HALSTED,1,1,1,3,"100687609: 3 [ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED U]",3,single_unit_count
commercial_17312140380000,3220 S ASHLAND,1,1,1,6,"100837358: 6 [ERECT A 4 STORY/6 DWELLING UNIT MASONRY BUILDING WITH 2 RETAIL SPACES ON THE GROUND FLOOR, REAR METAL BALCONIES, METAL STAIR W/PL]",6,single_unit_count
commercial_17334070618002,41 W 36TH,1,1,1,40,"100900432: 40 [2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL, SPRINKLED BLDG. WITH 40 DWELLING UNITS, 24 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES IN AN INTERIOR GARAGE, AND 2 ELEVATORS ON]",40,single_unit_count
commercial_17334070618002,42 W 37TH,1,2,1,40,"100913996: 40 [2019 CBC: CAISSONS (VERTICAL PENETRATION) ONLY PERMIT FOR 5-STORY RESIDENTIAL, 40 DWELLING UNIT BUILDING AS PER PLANS.] || 100907000: 40 [CBC: NEW CONSTRUCTION: 5-STORY CONCRETE POURED IN PLACE RESIDENTIAL BUILDING. THERE IS NO BASEMENT. 40 DWELLING UNITS, 23 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES AND THE BUILDING IS SPRINKLERED AND HAS TWO]",40,single_unit_count
commercial_17334070618002,43 W 36TH,1,0,0,,:  [],NA,no_unit_count
