File: commercial_adjudication_queue.csv
Rows: 172
Columns: 44
SHA-256 (saved bytes): 238838be6faec0e661da27303ad4b6134e78555f5293e944d48bc876888c6937
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                       column inferred_type non_missing distinct                min                max               mean                 sd
                   project_id       VARCHAR         172      172                  -                  -                  -                  -
                source_family       VARCHAR         172        1                  -                  -                  -                  -
                 project_kind       VARCHAR         172        1                  -                  -                  -                  -
               component_pins       VARCHAR         172      172                  -                  -                  -                  -
              component_count        BIGINT         172       14                  1                 57 3.4069767441860463   5.19756557269814
            construction_year        BIGINT         172       17               2006               2022 2015.1686046511627  4.985423468916447
               dwelling_units        BIGINT         170       99                  4               1679 104.05294117647058  182.0842597645941
                building_sqft        BIGINT         157      153               3272            1380640  131769.2101910828 217822.68525966525
                    land_sqft        BIGINT         171      152                  0             816149   45968.9649122807  99392.24193969446
                 class_values       VARCHAR         172        2                  -                  -                  -                  -
               source_row_ids       VARCHAR         172      172                  -                  -                  -                  -
             permit_chain_ids       VARCHAR         147      146                  -                  -                  -                  -
               permit_numbers       VARCHAR         147      146                  -                  -                  -                  -
            direct_permit_ids       VARCHAR         147      147                  -                  -                  -                  -
                  year_source       VARCHAR         172      172                  -                  -                  -                  -
                 units_source       VARCHAR         172      172                  -                  -                  -                  -
              building_source       VARCHAR         172      172                  -                  -                  -                  -
                  land_source       VARCHAR         172      172                  -                  -                  -                  -
           current_distance_m        DOUBLE         170      170 14.793168248251378 3175.6352399409056  309.0351886681631  338.4675028018776
        current_within_1500ft       BOOLEAN         172        2                  -                  -                  -                  -
             selected_vintage        BIGINT         172        2               2021               2024 2023.8779069767443 0.5944974117543548
    selected_source_addresses       VARCHAR         172      172                  -                  -                  -                  -
   selected_property_type_use       VARCHAR         170       17                  -                  -                  -                  -
selected_property_description       VARCHAR           0        0                  -                  -                  -                  -
                observed_2021       BOOLEAN         172        2                  -                  -                  -                  -
                observed_2024       BOOLEAN         172        2                  -                  -                  -                  -
    selected_vintage_conflict       BOOLEAN         172        2                  -                  -                  -                  -
  stable_component_membership       BOOLEAN         172        2                  -                  -                  -                  -
      substantive_unit_change       BOOLEAN         172        2                  -                  -                  -                  -
  substantive_building_change       BOOLEAN         172        2                  -                  -                  -                  -
      substantive_land_change       BOOLEAN         172        2                  -                  -                  -                  -
       selected_parser_repair       BOOLEAN         172        2                  -                  -                  -                  -
      selected_parser_residue       BOOLEAN         172        1                  -                  -                  -                  -
    same_address_cross_family       BOOLEAN         172        2                  -                  -                  -                  -
       documented_manual_case       BOOLEAN         172        2                  -                  -                  -                  -
              student_housing       BOOLEAN         172        2                  -                  -                  -                  -
         permit_unit_mismatch       BOOLEAN         172        2                  -                  -                  -                  -
         permit_unit_evidence       VARCHAR         136       91                  -                  -                  -                  -
         documented_case_pins       VARCHAR           7        7                  -                  -                  -                  -
      documented_case_actions       VARCHAR           7        6                  -                  -                  -                  -
     documented_case_evidence       VARCHAR           7        7                  -                  -                  -                  -
   documented_case_confidence       VARCHAR           7        3                  -                  -                  -                  -
             candidate_status       VARCHAR         172        1                  -                  -                  -                  -
              decision_reason       VARCHAR         172        8                  -                  -                  -                  -
