File: residential_successor_condo_requests.csv
Rows: 45
Columns: 7
SHA-256 (saved bytes): a66be057d38621b16784a2ca07a3befd804fab56db7c641ae243d5d15bb29746
Key: project_id, pin10
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                 column inferred_type non_missing distinct        min        max               mean                 sd
             project_id       VARCHAR          45       45          -          -                  -                  -
           project_kind       VARCHAR          45        3          -          -                  -                  -
            target_year        BIGINT          45        3       2014       2022 2021.3333333333333 1.2247448713916858
                  pin10        BIGINT          45       45 1312425058 2002404115  1486960348.088889 137889429.31426927
            link_method       VARCHAR          45        1          -          -                  -                  -
            link_reason       VARCHAR           0        0          -          -                  -                  -
projects_per_condo_base        BIGINT          45        1          1          1                1.0                0.0
