File: commercial_permit_project_evidence.csv
Rows: 171
Columns: 9
SHA-256 (saved bytes): cf02a2639ccfb4ac16c061cd77a7c58fc6db91a34d1d8d7650210051f44d84b0
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                                   column inferred_type non_missing distinct min  max               mean                 sd
                               project_id       VARCHAR         171      171   -    -                  -                  -
                           dwelling_units        BIGINT         169       99   4 1679  103.7810650887574 182.59076183093626
                          decision_reason       VARCHAR         171        8   -    -                  -                  -
                         permit_addresses        BIGINT         146        9   1   16 2.0684931506849313  2.651369286436013
               addresses_with_unit_counts        BIGINT         171       12   0   15 1.4853801169590644 2.2396342273478993
            addresses_with_resolved_units        BIGINT         171       12   0   15  1.391812865497076 2.2709787188006123
                resolved_address_unit_sum        BIGINT         119       71   3  441  64.60504201680672  87.95995029397503
         assessor_units_match_one_address       BOOLEAN         171        2   -    -                  -                  -
assessor_units_match_resolved_address_sum       BOOLEAN         171        2   -    -                  -                  -
