File: preferred_residential_boundary_scope.csv
Rows: 12867
Columns: 14
SHA-256 (saved bytes): 2ea19b75e8fb5be783bd5c7170d8d1da31abc7b66f4807fe24f73bd6c7f9c15a
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                 column inferred_type non_missing distinct                min               max               mean                 sd
             project_id       VARCHAR       12867    12867                  -                 -                  -                  -
      construction_year        BIGINT       12867       17               2006              2022 2012.4375534312583  5.387607578423845
              allow_far       BOOLEAN       12867        2                  -                 -                  -                  -
            allow_dupac       BOOLEAN       12867        2                  -                 -                  -                  -
      location_resolved       BOOLEAN       12867        1                  -                 -                  -                  -
      construction_date          DATE       12867       17                  -                 -                  -                  -
          boundary_year        BIGINT       12867        2               2003              2015  2007.315224994171  5.758828929089037
                    era       VARCHAR       12867        2                  -                 -                  -                  -
                   ward        BIGINT       12867       50                  1                50  24.61855910468641 15.084280270423328
          neighbor_ward        BIGINT       12867       49                  1                50 23.529105463589026 15.593676375009647
              ward_pair       VARCHAR       12867      137                  -                 -                  -                  -
distance_to_boundary_ft        DOUBLE       12867    12813 1.0214899430226334 27623.33171603177     1429.140814431  1776.685159842561
          within_1500ft       BOOLEAN       12867        2                  -                 -                  -                  -
           within_500ft       BOOLEAN       12867        2                  -                 -                  -                  -
