File: building_permits_for_verification.gpkg
Rows: 833465
Columns: 48
SHA-256 (saved bytes): 83445e7bd3b0222fa92ad1a3323379e2f646ec660a4e7bdbbaa7b6789ad912fd
Key: not declared in this report
Types: SQLite attributes read through pandas; geometry excluded.
Distinct counts: approximate (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                   column inferred_type non_missing distinct                min                max                mean                  sd
                      fid        BIGINT      833465   857267                  1             833465            416733.0   240600.7653925897
                       id       VARCHAR      833465   772411                  -                  -                   -                   -
                      pin       VARCHAR      391009   166208                  -                  -                   -                   -
                     ward        DOUBLE      759140       54                0.0               50.0  26.797564349131914  14.843309591689353
application_start_date_ym       VARCHAR      833465      244                  -                  -                   -                   -
            issue_date_ym       VARCHAR      833465      191                  -                  -                   -                   -
          processing_time        DOUBLE      833465     2296                0.0             5699.0  25.484800201568152  114.80096973826006
            reported_cost        DOUBLE      796753    51308            -1000.0       9999999999.0  150248.07522352797   17502287.73162452
                total_fee        DOUBLE      833465    70793                0.0          5772092.0   971.1543365588144   11067.68335161999
          high_discretion        DOUBLE      833465        2                0.0                1.0  0.2718986400148776 0.44493820593360234
            permit_issued        DOUBLE      511472        2                0.0                1.0  0.9472405136547064 0.22355317187652202
      corporate_applicant        BIGINT      833465        2                  0                  1  0.8793890565290684 0.32567479337947525
                   permit       VARCHAR      833465   976107                  -                  -                   -                   -
            permit_status       VARCHAR      511472        7                  -                  -                   -                   -
         permit_milestone       VARCHAR      511472       13                  -                  -                   -                   -
              permit_type       VARCHAR      833465       12                  -                  -                   -                   -
              review_type       VARCHAR      833462       11                  -                  -                   -                   -
   application_start_date       VARCHAR      833465     7929                  -                  -                   -                   -
               issue_date       VARCHAR      833465     6986                  -                  -                   -                   -
            street_number        DOUBLE      833465    12138                1.0            13786.0   3422.293383645384  2920.9148678648617
         street_direction       VARCHAR      833465        4                  -                  -                   -                   -
              street_name       VARCHAR      833465     1763                  -                  -                   -                   -
                work_type       VARCHAR      314712       21                  -                  -                   -                   -
         work_description       VARCHAR      832593   729151                  -                  -                   -                   -
         permit_condition       VARCHAR       16969    16404                  -                  -                   -                   -
        building_fee_paid        DOUBLE      833465    51913                0.0         1354455.27   710.0178655012368   6265.618322644448
          zoning_fee_paid        DOUBLE      833465     1573                0.0            46426.0   56.68171340128263  257.30295086705695
           other_fee_paid        DOUBLE      833465     2347                0.0           363413.0   83.72926095276941  1862.7610738637563
            subtotal_paid        DOUBLE      833465    68879                0.0         1379255.27   850.4288398552907   7356.985152384121
      building_fee_unpaid        DOUBLE      833465      742            -3000.0           696208.0   5.667908574445239    819.711114627336
        zoning_fee_unpaid        DOUBLE      833465       41                0.0             9400.0 0.11323136544425981  16.309934535973564
         other_fee_unpaid        DOUBLE      833465      116                0.0            57576.0  0.9116112254263827  103.05894252612053
          subtotal_unpaid        DOUBLE      833465      952            -3000.0           705608.0   6.692751165315879   854.5883329923537
      building_fee_waived        DOUBLE      833465     5017                0.0          5772017.0  104.90754247628865   7985.493669739507
    building_fee_subtotal        DOUBLE      833465    54730             -100.0          5772017.0   820.5933165519718  10187.273650046682
      zoning_fee_subtotal        DOUBLE      833465     1700                0.0           102250.0   58.75647205341559   288.9198505568578
       other_fee_subtotal        DOUBLE      833465     2881                0.0           363413.0   91.80158874097914  2100.3947755998697
        zoning_fee_waived        DOUBLE      833465      160                0.0           102250.0   1.961527286688703  130.24924578472488
         other_fee_waived        DOUBLE      833465      197                0.0           263020.0    7.16071656278308   965.0342496009556
          subtotal_waived        DOUBLE      833465     4077                0.0          5772092.0  114.02978632576057   8095.766601978234
           community_area        DOUBLE      759133       92                0.0               77.0   31.50484039028734   21.78308711288819
             census_tract        DOUBLE      759069     2015                0.0           980100.0  314217.07616567134  277465.14098586986
              xcoordinate        DOUBLE      833465   261846 1091101.2551974289  1205100.197973304  1164542.7109302252   15591.67556712805
              ycoordinate        DOUBLE      833465   294474  1813939.552358355 1951598.2626020291  1895512.1723861084  30370.899019212364
                 latitude        DOUBLE      833465   330207  41.64467013219805  42.02281295956641   41.86888520443216 0.08349084679347535
                longitude        DOUBLE      833465   349956 -87.94022499291826 -87.52467708496278  -87.67142683964205  0.0568564532545147
                 location       VARCHAR      821845   258525                  -                  -                   -                   -
             minor_permit        DOUBLE      833465        2                0.0                1.0  0.7017859178249837 0.45747425552383614
