File: recorded_building_changes.csv
Rows: 792
Columns: 33
SHA-256 (saved bytes): 5d71d18d3c5145f736d46599412b837d3cf6eb0a6fee5176ccd2d0bb6eb47199
Key: project_id
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                    column inferred_type non_missing distinct            min            max               mean                 sd
                project_id       VARCHAR         792      792              -              -                  -                  -
                    action       VARCHAR         792        3              -              -                  -                  -
        source_project_ids       VARCHAR         742      689              -              -                  -                  -
             source_family       VARCHAR         526        2              -              -                  -                  -
           assessment_rows       VARCHAR         197      197              -              -                  -                  -
      defer_to_residential       BOOLEAN           4        1              -              -                  -                  -
            component_pins       VARCHAR         192      192              -              -                  -                  -
         construction_year        BIGINT         461       19           2004           2022  2013.062906724512  5.460764340709004
            dwelling_units        BIGINT         281       99              1            812   63.1067615658363 117.86591651341163
             building_sqft        BIGINT         235      211           2524         896277  82810.30212765957 149709.41701974272
                 land_sqft        DOUBLE         255      240          929.0       341770.0  25958.33882352941  43529.73942399842
                 allow_far       BOOLEAN         265        2              -              -                  -                  -
               allow_dupac       BOOLEAN         264        2              -              -                  -                  -
               multifamily       BOOLEAN          86        2              -              -                  -                  -
            units_unusable       BOOLEAN           9        1              -              -                  -                  -
    building_area_unusable       BOOLEAN          24        1              -              -                  -                  -
        land_area_unusable       BOOLEAN          13        1              -              -                  -                  -
reported_construction_year        BIGINT         191       16           2005           2022 2011.1884816753927   4.82821458756837
        reported_land_sqft        BIGINT           2        1         143807         143807           143807.0                0.0
              evidence_ids       VARCHAR         238      221              -              -                  -                  -
           location_source       VARCHAR          83        4              -              -                  -                  -
               location_id        BIGINT          83       83      100073282 20021180640000 13674161846310.543   6358659063878.44
             location_year        BIGINT          69        3           2008           2025 2022.6521739130435  5.817888456042848
      location_target_year        BIGINT          83       15           2006           2022  2011.855421686747  4.176392801474426
         corrected_address       VARCHAR           2        2              -              -                  -                  -
   historical_location_pin        BIGINT           4        4 13164300360000 17271290690000   14640938050000.0 1804138111048.2515
  historical_location_year        BIGINT           2        1           2021           2021             2021.0                0.0
              zoning_group       VARCHAR          12        4              -              -                  -                  -
               zoning_year        BIGINT          12        8           2006           2019 2011.6666666666667   4.33449867780333
             zoning_source       VARCHAR          12        3              -              -                  -                  -
               zoning_note       VARCHAR          12       10              -              -                  -                  -
       decision_references       VARCHAR         792      756              -              -                  -                  -
           decision_reason       VARCHAR         792      491              -              -                  -                  -
