File: census_blocks_2010.csv
Rows: 46357
Columns: 8
SHA-256 (saved bytes): b2ea95a98cbe840075abf844448cc9caf13966428c9db211ce6385f3b18defd0
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

    column inferred_type non_missing distinct             min             max               mean                sd
  the_geom       VARCHAR       46357    46311               -               -                  -                 -
 STATEFP10        BIGINT       46357        1              17              17               17.0               0.0
COUNTYFP10       VARCHAR       46357        1               -               -                  -                 -
 TRACTCE10       VARCHAR       46357      811               -               -                  -                 -
 BLOCKCE10        BIGINT       46357      651            1000            7030  2162.136462670147 1224.041994576028
   GEOID10        BIGINT       46357    46311 170310101001000 170319801001010 170314549832888.44 2781784695.041685
    NAME10       VARCHAR       46357      651               -               -                  -                 -
TRACT_BLOC       VARCHAR       46357    46311               -               -                  -                 -
