File: residential_tieback_groups_full.csv
Rows: 1270
Columns: 17
SHA-256 (saved bytes): 78b6b8a3883b08ff72484e4d56e39cef0e212843f2deb6acbb2c5a861a8bfc45
Key: tieback_group
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                              column inferred_type non_missing distinct               min               max               mean                  sd
                       tieback_group       VARCHAR        1270     1270                 -                 -                  -                   -
                  source_member_pins        BIGINT        1270        8                 1                10  1.868503937007874  0.7129557326082977
                selected_member_pins        BIGINT        1270        8                 0                10 1.8055118110236221  0.7227919651190718
                      component_pins       VARCHAR        1270     1247                 -                 -                  -                   -
                  proration_complete       BOOLEAN        1270        1                 -                 -                  -                   -
                       proration_sum        DOUBLE        1270       75               0.0               3.0 0.8524562204724406 0.32402123443048225
                               cards        BIGINT        1270       23                 1                30 2.8811023622047243   3.501777827963505
pins_with_multiple_historical_groups        BIGINT        1270        4                 0                 3 0.2543307086614173  0.6155658701602903
                         year_values        BIGINT        1270        3                 1                 3 1.0724409448818897 0.27409200061245315
                building_area_values        BIGINT        1270        4                 0                 3 1.0566929133858267 0.26913472277674205
                         unit_values        BIGINT        1270        3                 0                 2 0.9551181102362205 0.25177342980435574
                     source_land_sum        BIGINT        1270      686                 0           1150464  7639.290551181102  36936.909779446825
                   any_within_1500ft       BOOLEAN        1270        2                 -                 -                  -                   -
         minimum_boundary_distance_m        DOUBLE         924      876 13.12344036932762 8512.934950058308  501.3907462145235   714.9466211330541
                  tieback_lineage_id       VARCHAR        1270     1146                 -                 -                  -                   -
          mechanical_group_candidate       BOOLEAN        1270        2                 -                 -                  -                   -
                       review_reason       VARCHAR        1270        7                 -                 -                  -                   -
