File: construction_modifications.csv
Rows: 308
Columns: 27
SHA-256 (saved bytes): 4bba0ea56cb1b07e0bd573e57580ffef9f78e082121ed1d2b7a20c4afd06ef14
Key: source_family, source_project_id, final_project_id, application_scope
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

                    column inferred_type non_missing distinct    min      max               mean                 sd
             source_family       VARCHAR         308        2      -        -                  -                  -
         source_project_id       VARCHAR         308      304      -        -                  -                  -
          final_project_id       VARCHAR         308      303      -        -                  -                  -
         application_stage       VARCHAR         308        2      -        -                  -                  -
         application_scope       VARCHAR         308        6      -        -                  -                  -
                    action       VARCHAR          60       12      -        -                  -                  -
         construction_year        BIGINT         300       19   2004     2022 2013.1066666666666  5.626795266590889
            dwelling_units        BIGINT         111       48      1      503 58.009009009009006 112.85811651606835
             building_sqft        BIGINT          93       89   2586   896277  86004.91397849462 176827.15226744526
                 land_sqft        DOUBLE          94       86 1117.0 341770.0 21614.340425531915  42953.57850910332
                 allow_far       BOOLEAN         113        2      -        -                  -                  -
               allow_dupac       BOOLEAN         113        2      -        -                  -                  -
reported_construction_year        BIGINT         191       16   2005     2022 2011.1884816753927  4.828214587568485
        reported_land_sqft        BIGINT           2        1 143807   143807           143807.0                0.0
               year_source       VARCHAR          57       30      -        -                  -                  -
              units_source       VARCHAR          56       41      -        -                  -                  -
           building_source       VARCHAR          47       17      -        -                  -                  -
               land_source       VARCHAR          56       17      -        -                  -                  -
           decision_source       VARCHAR         115        6      -        -                  -                  -
           decision_reason       VARCHAR         306      146      -        -                  -                  -
              evidence_ids       VARCHAR         306      192      -        -                  -                  -
             evidence_urls       VARCHAR          30       25      -        -                  -                  -
                confidence       VARCHAR          60        3      -        -                  -                  -
         unresolved_caveat       VARCHAR          16       12      -        -                  -                  -
                  reviewer       VARCHAR          62        6      -        -                  -                  -
               review_date          DATE          62        5      -        -                  -                  -
                    status       VARCHAR          60        1      -        -                  -                  -
