File: residential_reviewed_permit_locations.csv
Rows: 7
Columns: 9
SHA-256 (saved bytes): 5a129ac872dc7c00aaeb2bf6bd035556d679ad00031c9ce69fb251b2025f5a0e
Key: not declared in this report
Types: DuckDB inference from the complete saved CSV.
Distinct counts: exact (exact up to 100,000 rows).
Row counts, non-missing counts, and declared-key checks: exact.

          column inferred_type non_missing distinct       min       max               mean                 sd
      project_id       VARCHAR           7        7         -         -                  -                  -
          permit        BIGINT           7        7 100168699 100948755 100605619.28571428 248249.19338621187
   street_number        BIGINT           7        7       184      3030 1224.7142857142858 1174.4017930114767
street_direction       VARCHAR           7        2         -         -                  -                  -
     street_name       VARCHAR           7        5         -         -                  -                  -
     target_year        BIGINT           7        4      2008      2022             2016.0  4.898979485566352
        evidence       VARCHAR           7        4         -         -                  -                  -
        reviewer       VARCHAR           7        1         -         -                  -                  -
     review_date          DATE           7        1         -         -                  -                  -
