selected_address,address_query,response_json
3615 S BLAKE ST A,"3615 S BLAKE ST A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S BLAKE ST B,"3615 S BLAKE ST B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S BLAKE ST C,"3615 S BLAKE ST C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S BLAKE ST D,"3615 S BLAKE ST D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S BLAKE ST E,"3615 S BLAKE ST E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S BLAKE ST F,"3615 S BLAKE ST F, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S BLAKE ST F, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981207""},""coordinates"":{""x"":-87.680988504909,""y"":41.827576895131},""addressComponents"":{""zip"":""60609"",""streetName"":""BLAKE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S BLAKE ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST A,"3615 S MORGAN ST A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST B,"3615 S MORGAN ST B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST C,"3615 S MORGAN ST C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST D,"3615 S MORGAN ST D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST E,"3615 S MORGAN ST E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST F,"3615 S MORGAN ST F, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST F, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3615 S MORGAN ST G,"3615 S MORGAN ST G, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3615 S MORGAN ST G, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832262949,""y"":41.828420306798},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3615 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3623 W 50TH ST,"3623 W 50TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3623 W 50TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""618345636""},""coordinates"":{""x"":-87.714310279136,""y"":41.801158845739},""addressComponents"":{""zip"":""60632"",""streetName"":""50TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""PL"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3623 W 50TH PL, CHICAGO, IL, 60632""}]}}"
3625 S MORGAN ST A,"3625 S MORGAN ST A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST B,"3625 S MORGAN ST B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST C,"3625 S MORGAN ST C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST D,"3625 S MORGAN ST D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST E,"3625 S MORGAN ST E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST F,"3625 S MORGAN ST F, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST F, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3625 S MORGAN ST G,"3625 S MORGAN ST G, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3625 S MORGAN ST G, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650830221452,""y"":41.828326386038},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3625 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3761 S MORGAN ST,"3761 S MORGAN ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3761 S MORGAN ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829093""},""coordinates"":{""x"":-87.650782983175,""y"":41.826379542928},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3755"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3799"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3761 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3763 S MORGAN ST,"3763 S MORGAN ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3763 S MORGAN ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829093""},""coordinates"":{""x"":-87.650781994251,""y"":41.826336785976},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3755"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3799"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3763 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3765 S SANGAMON ST,"3765 S SANGAMON ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3765 S SANGAMON ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829101""},""coordinates"":{""x"":-87.649159339963,""y"":41.826083622123},""addressComponents"":{""zip"":""60609"",""streetName"":""SANGAMON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3737"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3799"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3765 S SANGAMON ST, CHICAGO, IL, 60609""}]}}"
3900 W CORTLAND ST,"3900 W CORTLAND ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3900 W CORTLAND ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605266378""},""coordinates"":{""x"":-87.724141447696,""y"":41.915431521902},""addressComponents"":{""zip"":""60647"",""streetName"":""CORTLAND"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3900"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3912"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3900 W CORTLAND ST, CHICAGO, IL, 60647""}]}}"
3968 N AVONDALE AVE,"3968 N AVONDALE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3968 N AVONDALE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605213825""},""coordinates"":{""x"":-87.731476557777,""y"":41.953093606288},""addressComponents"":{""zip"":""60641"",""streetName"":""AVONDALE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""3968"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3980"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3968 N AVONDALE AVE, CHICAGO, IL, 60641""}]}}"
4200 N KILDARE  AVE,"4200 N KILDARE  AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4200 N KILDARE  AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111755466""},""coordinates"":{""x"":-87.735628325649,""y"":41.957264855012},""addressComponents"":{""zip"":""60641"",""streetName"":""KILDARE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""4298"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4200"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4200 N KILDARE AVE, CHICAGO, IL, 60641""}]}}"
4202 N KILDARE  AVE,"4202 N KILDARE  AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4202 N KILDARE  AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111755466""},""coordinates"":{""x"":-87.735629604117,""y"":41.957299799904},""addressComponents"":{""zip"":""60641"",""streetName"":""KILDARE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""4298"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4200"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4202 N KILDARE AVE, CHICAGO, IL, 60641""}]}}"
4331 S VERNON AVE,"4331 S VERNON AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4331 S VERNON AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111770831""},""coordinates"":{""x"":-87.615171865518,""y"":41.816089091991},""addressComponents"":{""zip"":""60653"",""streetName"":""VERNON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4399"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4301"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4331 S VERNON AVE, CHICAGO, IL, 60653""}]}}"
4332 S VERNON AVE,"4332 S VERNON AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4332 S VERNON AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111770831""},""coordinates"":{""x"":-87.615321153328,""y"":41.815927132569},""addressComponents"":{""zip"":""60653"",""streetName"":""VERNON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4300"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4398"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4332 S VERNON AVE, CHICAGO, IL, 60653""}]}}"
4333 S VERNON AVE,"4333 S VERNON AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4333 S VERNON AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111770831""},""coordinates"":{""x"":-87.615171619242,""y"":41.816080226012},""addressComponents"":{""zip"":""60653"",""streetName"":""VERNON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4399"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4301"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4333 S VERNON AVE, CHICAGO, IL, 60653""}]}}"
4334 S VERNON AVE,"4334 S VERNON AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4334 S VERNON AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111770831""},""coordinates"":{""x"":-87.615321399605,""y"":41.815935998547},""addressComponents"":{""zip"":""60653"",""streetName"":""VERNON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4300"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4398"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4334 S VERNON AVE, CHICAGO, IL, 60653""}]}}"
4336 S VERNON AVE,"4336 S VERNON AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4336 S VERNON AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111770831""},""coordinates"":{""x"":-87.615321645881,""y"":41.815944864525},""addressComponents"":{""zip"":""60653"",""streetName"":""VERNON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4300"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4398"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4336 S VERNON AVE, CHICAGO, IL, 60653""}]}}"
