selected_address,address_query,response_json
1024 N HERMITAGE AVE,"1024 N HERMITAGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1024 N HERMITAGE AVE, 60622"",""location"":{""x"":1164468.13166340441,""y"":1906988.12001483561,""z"":0.0},""score"":100,""attributes"":{""Loc_name"":""CHI_singleaddr"",""Status"":""M"",""Score"":100,""Match_addr"":""1024 N HERMITAGE AVE, 60622"",""LongLabel"":""1024 N HERMITAGE AVE, 60622"",""ShortLabel"":""1024 N HERMITAGE AVE"",""Addr_type"":""PointAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1024 N HERMITAGE AVE, 60622"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1024"",""AddNumFrom"":"""",""AddNumTo"":"""",""AddRange"":"""",""Side"":"""",""StPreDir"":""N"",""StPreType"":"""",""StName"":""HERMITAGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1024 N HERMITAGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60622"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1164468.1316634044,""Y"":1906988.1200148356,""Z"":0,""DisplayX"":1164468.1316634044,""DisplayY"":1906988.1200148356,""DisplayZ"":0,""Xmin"":1164198.7010972681,""Xmax"":1164737.5536842744,""Ymin"":1906621.6208509493,""Ymax"":1907354.6224313891,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1164198.70109726815,""ymin"":1906621.62085094932,""xmax"":1164737.55368427443,""ymax"":1907354.62243138906}},{""address"":""1024 N HERMITAGE AVE, 60622"",""location"":{""x"":1164518.32418159163,""y"":1906991.82618118566,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""1024 N HERMITAGE AVE, 60622"",""LongLabel"":""1024 N HERMITAGE AVE, 60622"",""ShortLabel"":""1024 N HERMITAGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1024 N HERMITAGE AVE, 60622"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1024"",""AddNumFrom"":""1000"",""AddNumTo"":""1042"",""AddRange"":""1000-1042"",""Side"":""L"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""HERMITAGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1024 N HERMITAGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60622"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1164518.3241815916,""Y"":1906991.8261811857,""Z"":"""",""DisplayX"":1164518.3241815916,""DisplayY"":1906991.8261811857,""DisplayZ"":"""",""Xmin"":1164248.8944371317,""Xmax"":1164787.745380759,""Ymin"":1906625.3264297415,""Ymax"":1907358.3291852993,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1164248.8944371317,""ymin"":1906625.32642974146,""xmax"":1164787.74538075901,""ymax"":1907358.32918529934}},{""address"":""1024 N HERMITAGE AVE, 60622"",""location"":{""x"":1164518.76561520179,""y"":1906969.94262433029,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1024 N HERMITAGE AVE, 60622"",""LongLabel"":""1024 N HERMITAGE AVE, 60622"",""ShortLabel"":""1024 N HERMITAGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1024 N HERMITAGE AVE, 60622"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1024"",""AddNumFrom"":""1000"",""AddNumTo"":""1046"",""AddRange"":""1000-1046"",""Side"":""L"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""HERMITAGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1024 N HERMITAGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60622"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1164518.7656152018,""Y"":1906969.9426243303,""Z"":"""",""DisplayX"":1164518.7656152018,""DisplayY"":1906969.9426243303,""DisplayZ"":"""",""Xmin"":1164249.3356165418,""Xmax"":1164788.1870685797,""Ymin"":1906603.4428739622,""Ymax"":1907336.4456273783,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1164249.33561654179,""ymin"":1906603.44287396222,""xmax"":1164788.18706857972,""ymax"":1907336.4456273783}}]}"
11252 S SAWYER AVE,"11252 S SAWYER AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""11252 S SAWYER AVE, 60655"",""location"":{""x"":1156703.3998288766,""y"":1829503.07595730526,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""11252 S SAWYER AVE, 60655"",""LongLabel"":""11252 S SAWYER AVE, 60655"",""ShortLabel"":""11252 S SAWYER AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""11252 S SAWYER AVE, 60655"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""11252"",""AddNumFrom"":""11248"",""AddNumTo"":""11264"",""AddRange"":""11248-11264"",""Side"":""R"",""StPreDir"":""S"",""StPreType"":"""",""StName"":""SAWYER"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""11252 S SAWYER AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60655"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1156703.3998288766,""Y"":1829503.0759573053,""Z"":"""",""DisplayX"":1156703.3998288766,""DisplayY"":1829503.0759573053,""DisplayZ"":"""",""Xmin"":1156432.9275414983,""Xmax"":1156973.863609087,""Ymin"":1829136.6892347396,""Ymax"":1829869.4659301208,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1156432.92754149833,""ymin"":1829136.68923473964,""xmax"":1156973.86360908695,""ymax"":1829869.46593012079}},{""address"":""11252 S SAWYER AVE, 60655"",""location"":{""x"":1156703.45611162833,""y"":1829501.61674492876,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""11252 S SAWYER AVE, 60655"",""LongLabel"":""11252 S SAWYER AVE, 60655"",""ShortLabel"":""11252 S SAWYER AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""11252 S SAWYER AVE, 60655"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""11252"",""AddNumFrom"":""11232"",""AddNumTo"":""11298"",""AddRange"":""11232-11298"",""Side"":""R"",""StPreDir"":""S"",""StPreType"":"""",""StName"":""SAWYER"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""11252 S SAWYER AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60655"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1156703.4561116283,""Y"":1829501.6167449288,""Z"":"""",""DisplayX"":1156703.4561116283,""DisplayY"":1829501.6167449288,""DisplayZ"":"""",""Xmin"":1156432.9838077999,""Xmax"":1156973.9199082865,""Ymin"":1829135.2300221177,""Ymax"":1829868.0067179925,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1156432.98380779987,""ymin"":1829135.23002211773,""xmax"":1156973.91990828654,""ymax"":1829868.00671799248}}]}"
1129 N CAMBRIDGE AVE,"1129 N CAMBRIDGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1129 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172430.43002711656,""y"":1907796.17989977845,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""1129 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1129 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1129 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1129 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1129"",""AddNumFrom"":""1101"",""AddNumTo"":""1135"",""AddRange"":""1101-1135"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1129 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172430.4300271166,""Y"":1907796.1798997784,""Z"":"""",""DisplayX"":1172430.4300271166,""DisplayY"":1907796.1798997784,""DisplayZ"":"""",""Xmin"":1172161.1324247029,""Xmax"":1172699.7190816177,""Ymin"":1907429.5874561493,""Ymax"":1908162.7755967823,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172161.13242470287,""ymin"":1907429.58745614928,""xmax"":1172699.71908161766,""ymax"":1908162.77559678233}},{""address"":""1129 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172431.27067587408,""y"":1907763.12909464142,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1129 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1129 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1129 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1129 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1129"",""AddNumFrom"":""1101"",""AddNumTo"":""1139"",""AddRange"":""1101-1139"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1129 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172431.2706758741,""Y"":1907763.1290946414,""Z"":"""",""DisplayX"":1172431.2706758741,""DisplayY"":1907763.1290946414,""DisplayZ"":"""",""Xmin"":1172161.9726918195,""Xmax"":1172700.5601120244,""Ymin"":1907396.5366507526,""Ymax"":1908129.7247918879,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172161.97269181954,""ymin"":1907396.53665075265,""xmax"":1172700.56011202442,""ymax"":1908129.72479188791}}]}"
1131 N CAMBRIDGE AVE,"1131 N CAMBRIDGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1131 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172429.8595875469,""y"":1907818.60723214666,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""1131 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1131 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1131 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1131 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1131"",""AddNumFrom"":""1101"",""AddNumTo"":""1135"",""AddRange"":""1101-1135"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1131 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172429.8595875469,""Y"":1907818.6072321467,""Z"":"""",""DisplayX"":1172429.8595875469,""DisplayY"":1907818.6072321467,""DisplayZ"":"""",""Xmin"":1172160.5622441042,""Xmax"":1172699.1483830635,""Ymin"":1907452.0147886889,""Ymax"":1908185.2029289706,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172160.56224410422,""ymin"":1907452.01478868886,""xmax"":1172699.1483830635,""ymax"":1908185.20292897057}},{""address"":""1131 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172430.76028184569,""y"":1907783.19565484393,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1131 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1131 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1131 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1131 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1131"",""AddNumFrom"":""1101"",""AddNumTo"":""1139"",""AddRange"":""1101-1139"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1131 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172430.7602818457,""Y"":1907783.1956548439,""Z"":"""",""DisplayX"":1172430.7602818457,""DisplayY"":1907783.1956548439,""DisplayZ"":"""",""Xmin"":1172161.4625295016,""Xmax"":1172700.0494862797,""Ymin"":1907416.6032111153,""Ymax"":1908149.7913519393,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172161.46252950164,""ymin"":1907416.60321111535,""xmax"":1172700.04948627972,""ymax"":1908149.79135193932}}]}"
1133 N CAMBRIDGE AVE,"1133 N CAMBRIDGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1133 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172429.28914850787,""y"":1907841.03456475073,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""1133 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1133 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1133 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1133 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1133"",""AddNumFrom"":""1101"",""AddNumTo"":""1135"",""AddRange"":""1101-1135"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1133 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172429.2891485079,""Y"":1907841.0345647507,""Z"":"""",""DisplayX"":1172429.2891485079,""DisplayY"":1907841.0345647507,""DisplayZ"":"""",""Xmin"":1172159.9920640362,""Xmax"":1172698.5776850393,""Ymin"":1907474.442121462,""Ymax"":1908207.6302614009,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172159.9920640362,""ymin"":1907474.44212146197,""xmax"":1172698.57768503926,""ymax"":1908207.63026140095}},{""address"":""1133 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172430.24988824874,""y"":1907803.26221524458,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1133 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1133 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1133 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1133 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1133"",""AddNumFrom"":""1101"",""AddNumTo"":""1139"",""AddRange"":""1101-1139"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1133 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172430.2498882487,""Y"":1907803.2622152446,""Z"":"""",""DisplayX"":1172430.2498882487,""DisplayY"":1907803.2622152446,""DisplayZ"":"""",""Xmin"":1172160.9523676187,""Xmax"":1172699.538860963,""Ymin"":1907436.6697716627,""Ymax"":1908169.8579121877,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172160.95236761868,""ymin"":1907436.66977166268,""xmax"":1172699.53886096296,""ymax"":1908169.8579121877}}]}"
1135 N CAMBRIDGE AVE,"1135 N CAMBRIDGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1135 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172428.71870999876,""y"":1907863.46189759485,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrange"",""Status"":""M"",""Score"":100,""Match_addr"":""1135 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1135 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1135 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1135 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1135"",""AddNumFrom"":""1101"",""AddNumTo"":""1135"",""AddRange"":""1101-1135"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1135 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172428.7187099988,""Y"":1907863.4618975949,""Z"":"""",""DisplayX"":1172428.7187099988,""DisplayY"":1907863.4618975949,""DisplayZ"":"""",""Xmin"":1172159.4218844988,""Xmax"":1172698.0069875557,""Ymin"":1907496.8694544844,""Ymax"":1908230.0575940793,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172159.42188449879,""ymin"":1907496.86945448443,""xmax"":1172698.00698755565,""ymax"":1908230.05759407929}},{""address"":""1135 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172429.73949507647,""y"":1907823.32877583429,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1135 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1135 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1135 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1135 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1135"",""AddNumFrom"":""1101"",""AddNumTo"":""1139"",""AddRange"":""1101-1139"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1135 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172429.7394950765,""Y"":1907823.3287758343,""Z"":"""",""DisplayX"":1172429.7394950765,""DisplayY"":1907823.3287758343,""DisplayZ"":"""",""Xmin"":1172160.4422061539,""Xmax"":1172699.0282360706,""Ymin"":1907456.7363324102,""Ymax"":1908189.9244726195,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172160.44220615388,""ymin"":1907456.73633241025,""xmax"":1172699.02823607065,""ymax"":1908189.92447261955}}]}"
1137 N CAMBRIDGE AVE,"1137 N CAMBRIDGE AVE, Chicago, IL","{""spatialReference"":{""wkid"":102671,""latestWkid"":3435},""candidates"":[{""address"":""1137 N CAMBRIDGE AVE, 60610"",""location"":{""x"":1172429.22910232167,""y"":1907843.39533661329,""z"":-100000.0},""score"":100,""attributes"":{""Loc_name"":""CHI_dualrangeL"",""Status"":""M"",""Score"":100,""Match_addr"":""1137 N CAMBRIDGE AVE, 60610"",""LongLabel"":""1137 N CAMBRIDGE AVE, 60610"",""ShortLabel"":""1137 N CAMBRIDGE AVE"",""Addr_type"":""StreetAddress"",""Type"":"""",""PlaceName"":"""",""Place_addr"":""1137 N CAMBRIDGE AVE, 60610"",""Phone"":"""",""URL"":"""",""Rank"":20,""AddBldg"":"""",""AddNum"":""1137"",""AddNumFrom"":""1101"",""AddNumTo"":""1139"",""AddRange"":""1101-1139"",""Side"":""R"",""StPreDir"":""N"",""StPreType"":"""",""StName"":""CAMBRIDGE"",""StType"":""AVE"",""StDir"":"""",""BldgType"":"""",""BldgName"":"""",""LevelType"":"""",""LevelName"":"""",""UnitType"":"""",""UnitName"":"""",""SubAddr"":"""",""StAddr"":""1137 N CAMBRIDGE AVE"",""Block"":"""",""Sector"":"""",""Nbrhd"":"""",""District"":"""",""City"":"""",""MetroArea"":"""",""Subregion"":"""",""Region"":"""",""RegionAbbr"":"""",""Territory"":"""",""Zone"":"""",""Postal"":""60610"",""PostalExt"":"""",""Country"":"""",""CntryName"":""USA"",""LangCode"":""ENG"",""Distance"":0,""X"":1172429.2291023217,""Y"":1907843.3953366133,""Z"":"""",""DisplayX"":1172429.2291023217,""DisplayY"":1907843.3953366133,""DisplayZ"":"""",""Xmin"":1172159.9320451175,""Xmax"":1172698.5176115991,""Ymin"":1907476.8028933494,""Ymax"":1908209.9910332528,""ExInfo"":"""",""User_fld"":""""},""extent"":{""xmin"":1172159.93204511749,""ymin"":1907476.80289334944,""xmax"":1172698.51761159906,""ymax"":1908209.99103325279}}]}"
