pin,pin10,year,lon,lat,x_3435,y_3435,row_id
11321130300000,1132113030,2010,-87.66763369660617,42.008267258383746,1165172.6548923615,1946306.0112187504,113211303000002010
11321130300000,1132113030,2011,-87.6676336966599,42.00826725836114,1165172.654877825,1946306.011210403,113211303000002011
11321130300000,1132113030,2012,-87.66763369660617,42.008267258383746,1165172.6548923615,1946306.0112187504,113211303000002012
11321130300000,1132113030,2013,-87.6676336966599,42.00826725836114,1165172.654877825,1946306.011210403,113211303000002013
11321130300000,1132113030,2014,-87.6676336966599,42.00826725836114,1165172.654877825,1946306.011210403,113211303000002014
11321130300000,1132113030,2015,-87.6676336966599,42.00826725836114,1165172.654877825,1946306.011210403,113211303000002015
11321130300000,1132113030,2016,-87.66763369672586,42.008267258584254,1165172.6548592674,1946306.0112915642,113211303000002016
11321130300000,1132113030,2017,-87.66763369672586,42.008267258584254,1165172.6548592674,1946306.0112915642,113211303000002017
11321130300000,1132113030,2018,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002018
11321130300000,1132113030,2019,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002019
11321130300000,1132113030,2020,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002020
11321130300000,1132113030,2021,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002021
11321130300000,1132113030,2022,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002022
11321130300000,1132113030,2023,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002023
11321130300000,1132113030,2024,-87.66763369690288,42.008267258723635,1165172.654810758,1946306.0113419814,113211303000002024
11321130300000,1132113030,2025,-87.6676336969,42.0082672587,1165172.6548107581,1946306.0113419814,113211303000002025
11321130320000,1132113032,2010,-87.66762857512424,42.00810199031729,1165174.5151169095,1946245.7972092603,113211303200002010
11321130320000,1132113032,2011,-87.66762857510533,42.00810199021604,1165174.5151223347,1946245.7971724067,113211303200002011
11321130320000,1132113032,2012,-87.66762857512424,42.00810199031729,1165174.5151169095,1946245.7972092603,113211303200002012
11321130320000,1132113032,2013,-87.66762857510533,42.00810199021604,1165174.5151223347,1946245.7971724067,113211303200002013
11321130320000,1132113032,2014,-87.66762857510533,42.00810199021604,1165174.5151223347,1946245.7971724067,113211303200002014
11321130320000,1132113032,2015,-87.66762857510533,42.00810199021604,1165174.5151223347,1946245.7971724067,113211303200002015
11321130320000,1132113032,2016,-87.6676285749809,42.00810199022135,1165174.5151561357,1946245.7971746016,113211303200002016
11321130320000,1132113032,2017,-87.6676285749809,42.00810199022135,1165174.5151561357,1946245.7971746016,113211303200002017
